NUMBER,call,Station Name,,Latitude,Longitude,Elevation_Meter
626410,HSSP,PORT SUDAN,SU,19.583333,37.216667,2
626414,HSPN,PORT SUDAN INTL,SU,19.433333,37.233333,138
626500,HSDN,DONGOLA/DUNQULAH,SU,19.166667,30.483333,226
626520,,SUAKIN,SU,19.1,37.333333,3
626600,,KARIMA/KURAYMAH,SU,18.55,31.85,249
626800,HSAT,ATBARA,SU,17.7,33.966667,345
627000,HSND,SHENDI,SU,16.7,33.433333,360
627210,HSSS,KHARTOUM (CIV/MIL),SU,15.6,32.55,380
627230,,SHAMBAT OBSERVATORY,SU,15.666667,32.533333,380
627300,HSKA,KASSALA,SU,15.466667,36.4,500
627330,,HALFA EL GEDIDA,SU,15.316667,35.6,451
627500,,ED DUEIM,SU,14,32.333333,378
627510,,WAD MEDANI,SU,14.4,33.483333,408
627520,HSGF,GEDAREF/AZAZA,SU,14.033333,35.4,599
627560,,SAVDIRI,SU,14.416667,29.083333,536
627600,HSFS,EL FASHER,SU,13.616667,25.333333,730
627620,HSNR,SENNAR,SU,13.55,33.616667,418
627700,HSGN,GENEINA,SU,13.483333,22.45,805
627710,HSOB,EL OBEID,SU,13.166667,30.233333,574
627720,HSKI,KOSTI/RABAK,SU,13.166667,32.666667,381
627740,,UMM BENIN (SPRING),SU,13.066667,33.95,435
627803,HSZA,ZALINGEI          &,SU,12.9,23.483333,900
627810,,EN NAHUD,SU,12.7,28.433333,564
627900,HSNL,NYALA,SU,12.05,24.883333,658
627950,,ABU NA'AMA,SU,12.733333,34.133333,445
628010,HSRN,RENK,SU,11.75,32.783333,282
628030,,RASHAD,SU,11.866667,31.05,885
628050,HSDZ,DAMAZIN,SU,11.783333,34.383333,470
628090,,BABANUSA,SU,11.333333,27.816667,453
628100,HSLI,KADUGLI,SU,11,29.716667,499
628400,HSSM,MALAKAL,SU,9.55,31.65,388
628503,HSAW,AWEIL/UWAYL       &,SU,8.766667,27.4,414
628550,,BENTIU,SU,9.233333,29.833333,389
628603,HSNA,NASIR             &,SU,8.616667,33.066667,399
628700,,GAMBELA,SU,8.25,34.6,649
628710,HSRJ,RAGA              &,SU,8.466667,25.683333,545
628800,HSWW,WAU,SU,7.7,28.016667,438
628813,HSAK,AKOBO             &,SU,7.783333,33.016667,402
628900,,TONJ,SU,7.283333,28.75,429
629003,HSMK,RUMBEK            &,SU,6.8,29.7,418
629050,HSPI,PIBOR POST,SU,6.8,33.133333,510
629103,HSBR,BOR               &,SU,6.2,31.55,420
629313,HSMD,MARIDI            &,SU,4.916667,29.466667,749
629400,HSYA,YAMBIO,SU,4.566667,28.4,649
629410,HSSJ,JUBA,SU,4.866667,31.6,457
629503,HSTR,TORIT             &,SU,4.416667,32.566667,624
629510,,NAGICHOT,SU,4.266667,33.566667,1980
630060,,NACFA,ET,16.666667,38.333333,1676
630103,HATS,TESSENEI/TESENEY  &,ET,15.116667,36.683333,615
630133,HAAG,AGORDAT           &,ET,15.55,37.883333,626
630210,HHAS,ASMARA/YOHANNES IV,ET,15.283333,38.916667,2356
630230,HAMS,MASSAWA,ET,15.616667,39.45,10
630430,HASB,ASSAB,ET,13.066667,42.716667,14
631250,HFFF,DJIBOUTI/AMBOULI,DJ,11.55,43.15,19
631500,,BORAMA,SI,9.95,43.183333,1454
631600,HCMI,BERBERA (CIV/MIL),SI,10.416667,45.016667,9
631700,HCMH,HARGEISA,SI,9.5,44.083333,1326
631750,HCMV,BURAO,SI,9.516667,45.566667,1032
631800,HCMU,ERIGAVO,SI,10.633333,47.366667,1743
631900,,LAS-ANOD,SI,8.5,47.366667,700
632000,HCMA,ALULA,SI,11.95,50.733333,2
632100,HCMF,BOSASO,SI,11.283333,49.183333,2
632200,HCMS,SCUSCIUBAN,SI,10.3,50.233333,344
632250,HCMG,GARDO,SI,9.516667,49.083333,812
632270,,GAROE,SI,7.95,48.5,534
632280,HCME,EIL,SI,7.95,49.783333,36
632300,HCMR,GALCAYO,SI,6.85,47.266667,302
632350,HCMO,OBBIA,SI,5.333333,48.566667,10
632370,HCML,EL BUR,SI,4.7,46.616667,175
632400,HCMN,BELET UEN,SI,4.7,45.216667,173
632450,,HUDDUR,SI,4.183333,43.866667,521
632470,,ISCIA BAIDOA,SI,3.133333,43.666667,487
632480,HCMJ,LUG-GANANE,SI,3.583333,42.45,150
632500,HCMD,BARDERA,SI,2.35,42.3,116
632600,HCMM,MOGADISHU,SI,2.033333,45.35,9
632700,,CHISIMAIO,SI,-0.366667,42.433333,10
633299,HAAX,AXUM,ET,14.116667,38.716667,2134
633300,HAMK,MAKALE/MEQELE,ET,13.5,39.483333,2212
633310,HAGN,GONDAR,ET,12.533333,37.433333,1985
633320,HABD,BAHAR DAR,ET,11.6,37.4,1820
633330,HADC,COMBOLCHA/DESSIE,ET,11.083333,39.716667,1864
633340,HADM,DEBRE MARCOS,ET,10.35,37.716667,2476
633400,,LEKEMTI,ET,9.05,36.6,1950
634020,HAJM,JIMMA,ET,7.666667,36.833333,1676
634030,HAGR,GORE,ET,8.166667,35.55,1974
634043,HASO,ASSOSA/ASOSA      &,ET,10.033333,34.533333,1733
634063,HABC,BACO/BAKO         &,ET,5.833333,36.616667,1311
634500,HAAB,ADDIS ABABA/BOLE,ET,8.983333,38.8,2355
634510,HAHM,HARAR MEDA (MIL),ET,8.733333,39,1876
634530,,METEHARA,ET,8.833333,39.783333,1062
634533,HAAW,AWASH             &,ET,8.983333,40.166667,1052
634600,HALA,AWASSA (LAKE),ET,7.066667,38.5,1652
634710,HADR,DIRE DAWA (MIL/CIV),ET,9.6,41.866667,1146
634723,HAML,MASSLO/MESLO      &,ET,6.366667,39.833333,2274
634730,HAJJ,JIJIGA (MIL),ET,9.333333,42.716667,1644
634740,,ROBE,ET,7.1,40,2450
634753,HAKD,KABRE DARE (MIL)  &,ET,6.75,44.283333,550
634763,HAGH,GHINNIR/GINIR     &,ET,7.15,40.716667,1844
634780,HAGO,GODE (MIL),ET,5.1,44.583333,320
635000,HAAM,ARBA MINCH,ET,6.066667,37.666667,1219
635330,HANG,NEGHELLI (MIL),ET,5.283333,39.75,1455
636020,HUAR,ARUA,UG,3.05,30.916667,1211
636120,HKLO,LODWAR,KN,3.116667,35.616667,515
636190,HKMY,MOYALE LOWER (ODA),KN,3.533333,39.05,1097
636240,HKMA,MANDERA,KN,3.933333,41.866667,231
636280,,PARAA,UG,2.3,31.583333,693
636300,HUGU,GULU (MIL/CIV),UG,2.75,32.333333,1105
636304,HULI,LIRA,UG,2.25,32.9,1091
636353,HUMO,MOROTO            &,UG,2.533333,34.65,1280
636410,HKMB,MARSABIT,KN,2.3,37.9,1345
636540,HUMI,MASINDI,UG,1.683333,31.716667,1147
636580,HUSO,SOROTI,UG,1.716667,33.616667,1123
636610,HKKT,KITALE,KN,1.016667,35,1875
636710,HKWJ,WAJIR,KN,1.75,40.066667,244
636740,HUKS,KASESE,UG,0.183333,30.1,961
636763,HUFP,FORT PORTAL       &,UG,0.666667,30.283333,1533
636800,,KAMPALA,UG,0.316667,32.616667,1140
636820,HUJI,JINJA,UG,0.45,33.183333,1173
636840,HUTO,TORORO,UG,0.683333,34.166667,1171
636860,HKEL,ELDORET,KN,0.533333,35.283333,2133
636870,HKKG,KAKAMEGA,KN,0.283333,34.783333,1530
636943,HKNY,NANYUKI           &,KN,-0.066667,37.033333,1905
636950,HKME,MERU,KN,0.083333,37.65,1554
636953,HKIS,ISIOLO            &,KN,0.35,37.583333,1067
637020,HUMA,MBARARA,UG,-0.616667,30.65,1413
637050,HUEN,ENTEBBE INTL ARPT,UG,0.05,32.45,1155
637080,HKKI,KISUMU,KN,-0.1,34.75,1146
637090,HKKS,KISII             &,KN,-0.666667,34.783333,1493
637100,HKKR,KERICHO,KN,-0.366667,35.35,2184
637140,HKNK,NAKURU,KN,-0.266667,36.1,1901
637170,HKNI,NYERI,KN,-0.5,36.966667,1759
637200,HKEM,EMBU,KN,-0.5,37.45,1493
637230,HKGA,GARISSA,KN,-0.466667,39.633333,147
637260,HUKB,KABALE,UG,-1.25,29.983333,1869
637290,HTBU,BUKOBA,TN,-1.333333,31.816667,1137
637330,HTMU,MUSOMA,TN,-1.5,33.8,1147
637370,HKNO,NAROK,KN,-1.133333,35.833333,1890
637400,HKNA,NAIROBI/JOMO KENYAT,KN,-1.316667,36.916667,1624
637410,HKNC,NAIROBI/DAGORETTI &,KN,-1.3,36.75,1798
637420,HKNW,NAIROBI/WILSON,KN,-1.316667,36.816667,1679
637560,HTMW,MWANZA,TN,-2.466667,32.916667,1140
637660,HKMU,MAKINDU,KN,-2.283333,37.833333,1000
637720,HKLU,LAMU/MANDA ISLAND,KN,-2.266667,40.833333,6
637890,HTAR,ARUSHA,TN,-3.333333,36.616667,1387
637900,HTMS,MOSHI,TN,-3.35,37.333333,831
637910,HTKJ,KILIMANJARO AIRPORT,TN,-3.416667,37.066667,896
637930,HKVO,VOI,KN,-3.4,38.566667,579
637990,HKML,MALINDI,KN,-3.233333,40.1,23
638010,HTKA,KIGOMA,TN,-4.883333,29.633333,885
638160,HTSE,SAME,TN,-4.083333,37.716667,872
638180,HTMO,MOMBO,TN,-4.883333,38.283333,511
638200,HKMO,MOMBASA/MOI INTL,KN,-4.033333,39.616667,55
638320,HTTB,TABORA AIRPORT,TN,-5.083333,32.833333,1190
638440,HTTG,TANGA,TN,-5.083333,39.066667,35
638450,HTPE,PEMBA/KARUME ARPT,TN,-5.25,39.816667,25
638620,HTDO,DODOMA,TN,-6.166667,35.766667,1120
638660,HTMG,MOROGORO (MET),TN,-6.833333,37.65,526
638700,HTZA,ZANZIBAR/KISAUNI,TN,-6.216667,39.216667,15
638870,HTIR,IRINGA,TN,-7.666667,35.75,1428
638940,HTDA,DAR ES SALAAM ARPT,TN,-6.866667,39.2,55
639003,HTSY,SHINYANGA,TN,-3.5,33,1100
639193,HTKI,KILWA MASOKO      &,TN,-8.933333,39.516667,18
639320,HTMB,MBEYA,TN,-8.933333,33.466667,1707
639620,HTSO,SONGEA,TN,-10.683333,35.583333,1067
639690,HTNA,NACHINGWEA,TN,-10.35,38.75,465
639710,HTMT,MTWARA,TN,-10.266667,40.183333,113
639800,FSIA,SEYCHELLES INTL,SC,-4.666667,55.516667,3
639850,FSSS,SEYCHELLES INTL,SC,-4.683333,55.533333,4
639950,,ALDABRA ISLAND,SC,-9.35,46.533333,4
640050,FZEA,MBANDAKA,ZR,0.05,18.266667,317
640060,FZFK,GEMENA,ZR,3.283333,19.783333,446
640080,FZEN,BASANKUSU,ZR,1.216667,19.8,353
640140,FZGA,LISALA,ZR,2.316667,21.566667,463
640180,,BASOKO,ZR,1.25,23.6,366
640210,FZKP,BONDO,ZR,3.8,23.816667,474
640340,,BUTA,ZR,2.783333,24.783333,410
640400,FZIA,KISANGANI (ZAI-AFB),ZR,0.516667,25.183333,396
640460,,BANALIA,ZR,1.55,25.333333,450
640523,FZKO,ANGO              &,ZR,4.033333,25.866667,650
640560,,BAFWASENDE,ZR,1.083333,27.133333,524
640620,FZJA,ISIRO,ZR,2.766667,27.65,764
640710,,MAMBASA,ZR,1.366667,29.066667,855
640720,FZMB,BUTEMBO,ZR,0.133333,29.266667,1840
640760,FZKA,BUNIA,ZR,1.5,30.216667,1239
641080,FZBO,BANDUNDU,ZR,-3.3,17.35,324
641150,FZBA,INONGO,ZR,-1.966667,18.266667,300
641260,FZGN,BOENDE,ZR,-0.216667,20.85,351
641423,FZVE,LOMELA            &,ZR,-2.3,23.283333,437
641460,FZVA,LODJA,ZR,-3.483333,23.466667,500
641550,FZOA,KINDU,ZR,-2.95,25.916667,497
641560,FZOD,KALIMA,ZR,-2.6,26.55,569
641570,FZNC,RUTSHURU,ZR,-1.183333,29.45,1275
641620,,LUBUTU,ZR,-0.75,26.566667,762
641700,,WALIKALE,ZR,-1.416667,27,800
641800,FZMA,BUKAVU/KAVUMU,ZR,-2.516667,28.85,1612
641840,FZNA,GOMA INTL AIRPORT,ZR,-1.683333,29.233333,1552
642010,FZAG,MOANDA,ZR,-6,12.416667,27
642030,FZAI,KITONA (ZAI-AFB),ZR,-5.916667,12.45,120
642040,FZAJ,BOMA,ZR,-5.85,13.1,8
642060,FZAN,INGA,ZR,-5.516667,13.583333,277
642070,FZAM,MATADI/TSHIMPI,ZR,-5.8,13.433333,340
642100,FZAA,KINSHASA/N'DJILI,ZR,-4.383333,15.433333,312
642170,FZCS,KENGE,ZR,-4.916667,17.066667,563
642200,,KINSHASA/BINZA,ZR,-4.366667,15.25,445
642220,FZCA,KIKWIT,ZR,-5.033333,18.8,449
642233,FZCF,KAHEMBA           &,ZR,-7.283333,19,1060
642240,FZVS,ILEBO,ZR,-4.333333,20.583333,420
642280,FZUK,TSHIKAPA,ZR,-6.416667,20.85,481
642350,FZUA,KANANGA,ZR,-5.883333,22.416667,657
642460,FZVI,LUSAMBO,ZR,-4.966667,23.433333,424
642470,FZWA,MBUJI-MAYI,ZR,-6.166667,23.616667,677
642480,,LUPUTA,ZR,-7.133333,23.733333,877
642563,FZWT,KABINDA/TUNTA     &,ZR,-6.133333,24.483333,890
642640,FZOK,KASONGO,ZR,-4.516667,26.583333,544
642760,FZRQ,KONGOLO,ZR,-5.35,27,561
642820,FZRA,MANONO,ZR,-7.283333,27.433333,633
642850,FZRF,KALEMIE,ZR,-5.883333,29.183333,818
642913,FZRB,MOBA              &,ZR,-7.066667,29.783333,1132
643010,FZSI,DILOLO,ZR,-10.683333,22.333333,1028
643023,FZSK,KAPANGA           &,ZR,-8.35,22.583333,882
643030,FZSD,SANDOA,ZR,-9.633333,22.85,921
643113,FZTK,KANIAMA           &,ZR,-7.516667,24.183333,845
643150,FZSA,KAMINA (ZAI-AFB),ZR,-8.633333,25.25,1106
643280,FZQM,KOLWEZI,ZR,-10.716667,25.45,1526
643480,FZQV,MITWABA,ZR,-8.6,27.333333,1579
643600,FZQA,LUBUMBASHI/LUANO,ZR,-11.666667,27.483333,1298
643800,HRZA,KAMEMBE,RW,-2.466667,28.916667,1591
643810,HRYG,GISENYI,RW,-1.666667,29.25,1554
643830,HRYU,RUHENGERI,RW,-1.5,29.633333,1860
643840,HRYI,BUTARE,RW,-2.6,29.733333,1768
643870,HRYR,KIGALI,RW,-1.966667,30.116667,1497
643900,HBBA,BUJUMBURA,BI,-3.316667,29.316667,783
643970,,MUHINGA,BI,-2.833333,30.333333,1755
644000,FCPP,POINTE-NOIRE,CG,-4.816667,11.9,17
644010,FCPL,LOUBOMO,CG,-4.2,12.7,330
644020,FCBM,MOUYONDZI,CG,-3.983333,13.916667,512
644030,FCPA,MAKABANA,CG,-3.483333,12.616667,161
644050,FCBS,SIBITI,CG,-3.683333,13.35,531
644500,FCBB,BRAZZAVILLE/MAYA-MA,CG,-4.25,15.25,316
644520,FCBO,M'POUYA,CG,-2.616667,16.216667,312
644530,FCBD,DJAMBALA,CG,-2.533333,14.766667,790
644540,FCOG,GAMBOMA,CG,-1.866667,15.866667,377
644560,FCOM,MAKOUA,CG,-0.016667,15.583333,379
644580,FCOU,OUESSO,CG,1.616667,16.05,352
644590,FCOI,IMPFONDO,CG,1.616667,18.066667,326
644600,FCOS,SOUANKE,CG,2.066667,14.133333,550
645000,FOOL,LIBREVILLE/LEON MBA,GO,0.45,9.416667,15
645010,FOOG,PORT GENTIL,GO,-0.7,8.75,4
645030,FOOY,MAYUMBA,GO,-3.416667,10.65,34
645040,FOOC,COCOBEACH,GO,1,9.6,13
645070,FOOT,TCHIBANGA,GO,-2.85,11.016667,79
645100,FOOB,BITAM,GO,2.083333,11.483333,599
645450,FOOE,MEKAMBO,GO,1.016667,13.933333,501
645500,FOGM,MOUILA CITY,GO,-1.866667,11.016667,89
645510,FOGR,LAMBARENE,GO,-0.716667,10.233333,26
645520,FOOM,MITZIC,GO,0.783333,11.533333,583
645533,FOON,FRANCEVILLE/MVENGUE,GO,-1.65,13.433333,441
645560,FOOK,MAKOKOU/EPASSENGUE,GO,0.566667,12.866667,515
645600,FOOR,LASTOURSVILLE,GO,-0.833333,12.716667,485
645650,FOOD,MOANDA,GO,-1.533333,13.266667,573
645700,,BOGUS GABONNAISE,GO,-0,0,
646000,FEFT,BERBERATI,CE,4.25,15.8,583
646010,FEFO,BOUAR,CE,5.966667,15.633333,1020
646050,FEFL,BOSSEMBELE,CE,5.266667,17.633333,674
646100,FEFS,BOSSANGOA,CE,6.483333,17.433333,465
646500,FEFF,BANGUI/M'POKO (MIL),CE,4.4,18.516667,366
646540,FEFN,N'DELE,CE,8.4,20.65,511
646550,FEFR,BRIA,CE,6.533333,21.983333,584
646560,FEFG,BANGASSOU,CE,4.733333,22.833333,500
646580,FEFI,BIRAO,CE,10.283333,22.783333,464
646590,FEFB,OBO,CE,5.4,26.5,651
646600,FEFM,BAMBARI,CE,5.85,20.65,475
646610,FEFY,YALINGA,CE,6.5,23.266667,602
646620,FEFA,ALINDAO,CE,5.05,21.2,449
646650,,MOBAYE,CE,4.316667,21.183333,406
647000,FTTJ,NDJAMENA (CIV/MIL),CD,12.133333,15.033333,295
647020,FTTL,BOL-BERIM,CD,13.433333,14.733333,292
647043,FTTR,ZOUAR             &,CD,20.45,16.566667,809
647060,FTTD,MOUNDOU,CD,8.616667,16.066667,422
647080,FTTK,BOKORO,CD,12.383333,17.05,301
647090,FTTP,PALA,CD,9.366667,14.916667,455
647203,FTTZ,BARDAI-ZOUGRA(MIL)&,CD,21.45,17.05,1074
647500,FTTA,SARH (CIV/MIL),CD,9.15,18.383333,365
647530,FTTY,FAYA-LARGEAU (MIL),CD,18,19.166667,234
647540,FTTN,AM-TIMAN,CD,11.033333,20.283333,436
647560,FTTC,ABECHE,CD,13.85,20.85,549
648100,FGSL,MALABO/FERNANDO POO,GQ,3.75,8.766667,56
648200,FGBT,BATA (RIO MUNI),GQ,1.9,9.8,8
648510,FKKA,MAROUA-SALAK,CM,10.45,14.25,422
648514,FKKJ,YAGOUA CITY,CM,10.366667,15.233333,326
648533,FKKH,KAELE             &,CM,10.1,14.45,389
648600,FKKR,GAROUA,CM,9.333333,13.383333,244
648700,FKKN,NGAOUNDERE,CM,7.35,13.566667,1104
648800,FKAB,BANYO,CM,6.783333,11.816667,1110
648813,FKKT,TIBATI            &,CM,6.483333,12.633333,870
648820,FKAM,MEIGANGA,CM,6.533333,14.366667,1027
648900,FKKF,MAMFE,CM,5.716667,9.283333,126
648913,FKKS,DSCHANG           &,CM,5.45,10.066667,1408
648920,FKKV,BAMENDA           &,CM,6.05,10.116667,1239
648930,FKKM,KOUNDJA/FOUMBAN,CM,5.65,10.75,1210
649000,FKAY,YOKO,CM,5.55,12.366667,1031
649010,FKAO,BETARE-OYA,CM,5.6,14.066667,804
649100,FKKD,DOUALA (CIV/MIL),CM,4,9.733333,9
649110,FKAN,NKONGSAMBA,CM,4.95,9.933333,821
649120,FKKC,TIKO,CM,4.083333,9.366667,52
649200,FKAF,BAFIA,CM,4.733333,11.25,500
649303,FKKO,BERTOUA           &,CM,4.55,13.716667,670
649310,FKKI,BATOURI,CM,4.466667,14.366667,656
649423,FKKE,ESEKA             &,CM,3.65,10.766667,227
649500,FKYS,YAOUNDE,CM,3.833333,11.516667,760
649504,FKKY,YOUNDE II,CM,3.833333,11.533333,751
649600,FKAG,ABONG-MBANG,CM,3.966667,13.2,693
649610,FKAL,LOMIE,CM,3.15,13.616667,624
649710,FKKB,KRIBI,CM,2.95,9.9,16
649723,FKKW,EBOLOWA           &,CM,2.9,11.166667,628
650010,,YELWA,NI,10.883333,4.75,244
650100,DNSO,SOKOTO,NI,13.016667,5.25,302
650150,DNGU,GUSAU,NI,12.166667,6.7,469
650190,DNKA,KADUNA (CIV/MIL),NI,10.6,7.45,642
650280,,KATSINA,NI,13.016667,7.683333,517
650300,DNZA,ZARIA,NI,11.133333,7.683333,664
650460,DNKN,KANO/MALLAM AMINU,NI,12.05,8.533333,481
650550,,BAUCHI,NI,10.283333,9.816667,609
650640,,NGURU,NI,12.883333,10.466667,344
650730,,POTISKUM,NI,11.7,11.033333,414
650820,DNMA,MAIDUGURI,NI,11.85,13.083333,354
651010,DNIL,ILORIN,NI,8.483333,4.583333,305
651120,DNBI,BIDA,NI,9.1,6.016667,143
651230,,MINNA,NI,9.616667,6.533333,260
651250,DNAA,ABUJA,NI,9.25,7,344
651340,DNJO,JOS,NI,9.866667,8.9,1285
651450,,IBI,NI,8.183333,9.75,111
651670,DNYO,YOLA,NI,9.233333,12.466667,174
652010,DNMM,LAGOS/IKEJA       &,NI,6.583333,3.333333,38
652020,,LAGOS/OSHODI,NI,6.55,3.35,19
652080,DNIB,IBADAN,NI,7.433333,3.9,228
652150,DNOS,OSHOGBO,NI,7.783333,4.483333,304
652220,,ONDO,NI,7.1,4.833333,287
652290,DNBE,BENIN CITY(CIV/MIL),NI,6.316667,5.6,79
652360,,WARRI,NI,5.516667,5.733333,4
652430,,LOKOJA,NI,7.8,6.733333,44
652450,,ONITSHA,NI,6.15,6.783333,86
652500,DNPO,PORT HARCOURT,NI,4.85,7.016667,18
652570,DNEN,ENUGU,NI,6.466667,7.55,137
652640,DNCA,CALABAR,NI,4.966667,8.35,63
652710,DNMK,MAKURDI (MIL),NI,7.683333,8.616667,97
652720,,OGOJA,NI,6.666667,8.8,117
652730,,IKOM,NI,5.966667,8.716667,93
653060,DBBK,KANDI,BJ,11.133333,2.933333,292
653190,DBBN,NATITINGOU,BJ,10.316667,1.383333,461
653300,DBBP,PARAKOU,BJ,9.35,2.616667,393
653350,DBBS,SAVE,BJ,8.033333,2.466667,200
653380,DBBC,BOHICON/CANA,BJ,7.166667,2.066667,167
653440,DBBB,COTONOU/CADJEHOUN,BJ,6.35,2.383333,9
653510,,DAPAON,TG,10.866667,0.25,330
653520,DXMG,MANGO/SANSANNE,TG,10.366667,0.466667,146
653550,DXNG,NAIMTOUGOU(CIV/MIL),TG,9.766667,1.1,343
653570,,KARA,TG,9.55,1.166667,341
653610,DXSK,SOKODE,TG,8.983333,1.15,387
653760,DXAK,ATAKPAME/AKPAKA,TG,7.583333,1.116667,402
653800,DXTA,TABLIGBO,TG,6.583333,1.5,44
653870,DXXX,LOME/TOKOIN (MIL),TG,6.166667,1.25,25
654010,DGLN,NAVRONGO,GH,10.9,-1.1,203
654040,DGLW,WA,GH,10.05,-2.5,323
654160,DGLB,BOLE,GH,9.033333,-2.483333,301
654180,DGLE,TAMALE (AFB/CIV),GH,9.5,-0.85,173
654200,DGLY,YENDI,GH,9.45,-0.016667,197
654320,DGSW,WENCHI,GH,7.75,-2.1,340
654370,,KETE-KRACHI,GH,7.816667,-0.033333,122
654390,DGSN,SUNYANI,GH,7.333333,-2.333333,312
654420,DGSI,KUMASI,GH,6.716667,-1.6,293
654450,DGSB,SEFWI BEKWAI,GH,6.2,-2.333333,172
654530,DGAH,HO,GH,6.6,0.466667,158
654570,DGKA,AKIM ODA,GH,5.933333,-0.983333,140
654590,DGKK,KOFORIDUA,GH,6.083333,-0.25,167
654600,DGAK,AKUSE,GH,6.1,0.116667,19
654620,,AKATSI,GH,6.116667,0.8,178
654650,DGTX,AXIM,GH,4.866667,-2.233333,40
654670,DGTK,TAKORADI (AFB),GH,4.883333,-1.766667,9
654690,DGAS,SALTPOND,GH,5.2,-1.066667,47
654720,DGAA,ACCRA/KOTOKA INTL,GH,5.6,-0.166667,69
654730,DGAT,TEMA,GH,5.616667,0,18
654750,DGAD,ADA,GH,5.783333,0.633333,7
655010,DFEE,DORI,HV,14.033333,-0.033333,277
655020,DFCC,OUAHIGOUYA,HV,13.566667,-2.416667,336
655030,DFFD,OUAGADOUGOU (MIL) &,HV,12.35,-1.516667,306
655050,DFOD,DEDOUGOU,HV,12.466667,3.483333,300
655070,DFEF,FADA N'GOURMA,HV,12.033333,0.366667,309
655100,DFOO,BOBO-DIOULASSO    &,HV,11.166667,-4.316667,460
655160,DFCO,BOROMO,HV,11.75,-2.933333,271
655180,DFCP,PO,HV,11.15,-1.15,322
655220,DFOG,GAOUA,HV,10.333333,-3.183333,335
655280,DIOD,ODIENNE,IV,9.5,-7.566667,421
655360,DIKO,KORHOGO,IV,9.416667,-5.616667,381
655393,DIFK,FERKESSEDOUGOU    &,IV,9.6,-5.2,323
655450,DIBU,BONDOUKOU/SOKO,IV,8.05,-2.783333,370
655480,DIMN,MAN,IV,7.383333,-7.516667,340
655550,DIBK,BOUAKE (CIV/MIL),IV,7.733333,-5.066667,376
655570,DIGA,GAGNOA CITY,IV,6.133333,-5.95,210
655600,DIDL,DALOA,IV,6.866667,-6.466667,277
655620,DIDK,DIMBOKRO CITY,IV,6.65,-4.7,92
655630,DIYO,YAMOUSSOUKRO,IV,6.9,-5.35,213
655780,DIAP,ABIDJAN/PORT BOUET,IV,5.25,-3.933333,8
655850,DIAD,ADIAKE,IV,5.3,-3.3,39
655920,DITB,TABOU,IV,4.416667,-7.366667,21
655940,DISP,SAN PEDRO,IV,4.75,-6.65,30
655990,DISS,SASSANDRA/DREWIN,IV,4.95,-6.083333,66
656020,GLMR,SPRIGGS PAYNE/MONRO,LI,6.333333,-10.75,12
656600,GLRB,ROBERTS INTL/MONROV,LI,6.25,-10.35,18
661040,FNCA,CABINDA,AN,-5.55,12.183333,20
661160,,NOQUI,AN,-5.866667,13.433333,300
661180,,NBANZA-KONGO(MIL),AN,-6.266667,14.25,567
661210,FNMQ,MAQUELA DO ZOMBO,AN,-6.033333,15.116667,920
661300,FNZE,N'ZETO/AMBRIZETE,AN,-7.233333,12.866667,17
661400,,CARMONA,AN,-7.583333,15,831
661600,FNLU,LUANDA/4 DE FEVEREI,AN,-8.85,13.233333,70
661720,,N'DALATANDO,AN,-9.283333,14.916667,795
662150,FNMA,MALANGE,AN,-9.55,16.366667,1142
662260,FNSA,SAURIMO/HENRIQUE DE,AN,-9.65,20.4,1080
662400,FNPA,PORTO AMBOIM,AN,-10.7,13.75,5
662600,,SUMBE,AN,-11.2,13.85,10
662700,FNWK,WAKU KUNGU/CELA,AN,-11.416667,15.116667,1304
662850,FNUE,LUENA/LUSO,AN,-11.783333,19.916667,1357
663050,FNLB,LOBITO,AN,-12.366667,13.533333,3
663100,FNBG,BENGUELA/MONBACA,AN,-12.583333,13.416667,4
663180,FNHU,HUAMBO/NOVA LISBOA,AN,-12.8,15.75,1701
663250,FNKU,BIE/KUITO/SILVA,AN,-12.383333,16.95,1699
664100,FNME,MENONGUE EAST/SERPA,AN,-14.65,17.683333,1343
664500,,BAIA DOS TIGRES,AN,-16.6,11.716667,1
670010,FMCN,MORONI/ICONI ARPT,IC,-11.7,43.233333,6
670020,FMCH,MORONI/HAHAIA INTL,IC,-11.533333,43.266667,29
670040,FMCV,ANJOUAN/OUANI,IC,-12.116667,44.433333,12
670050,FMCZ,DZAOUDZI/PAMANZI,IC,-12.8,45.283333,7
670090,FMNA,DIEGO-SUAREZ/ANTSIR,MG,-12.35,49.3,105
670120,FMNN,NOSY BE/FASCENE,MG,-13.316667,48.316667,9
670170,FMNV,VOHEMAR,MG,-13.366667,50,5
670190,FMNL,ANALALAVA,MG,-14.633333,47.766667,57
670200,,ANTSOHIHY,MG,-14.883333,47.983333,23
670220,FMND,ANDAPA            &,MG,-14.65,49.616667,474
670230,FMNS,SAMBAVA SUD,MG,-14.283333,50.166667,5
670250,FMNH,ANTALAHA/ANTSIRABAT,MG,-14.883333,50.25,88
670270,FMNM,MAJUNGA/MAHAJANGA,MG,-15.666667,46.35,18
670370,FMNQ,BESALAMPY,MG,-16.75,44.483333,36
670450,,MAEVATANANA,MG,-16.95,46.833333,79
670720,FMMS,SAINTE-MARIE ARPT,MG,-17.083333,49.816667,3
670730,FMMO,MAINTIRANO,MG,-18.05,44.033333,23
670830,FMMI,ANTANANARIVO/IVATO,MG,-18.8,47.483333,1276
