enabled,logfile,host,sourcetype,source,date_updated,updated_by
TRUE,data_ex_win_ad_dns_windsys.log.gz,win_dc_01,vj:WinEventLog,vj:WinEventLog:System,1569359427,nobody
TRUE,data_ex_win_evt_ad_chgs_anom.log.gz,dc-pla-01,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_ex_win_evt_file_auditit.log.gz,dc-pla-01,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_ex_win_evt_app_install_winapp.log.gz,win_srv_01,vj:WinEventLog,vj:WinEventLog:Application,1569359427,nobody
TRUE,data_ex_win_evt_app_install_winsec.log.gz,win_dc_01,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_ex_win_logon_anom_lock.log.gz,dc-pla-01,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_ex_win_logon_disabled_fail.log.gz,dc-pla-01,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_ex_win_logon_random_succ.log.gz,dc-pla-01,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_ex_win_Perfmon_CPU_Load.log.gz,win_sys_9,vj:Perfmon:CPU_Load,vj:Perfmon:CPU_Load,1569359427,nobody
TRUE,data_ex_win_Perfmon_localnetwork.log.gz,win_sys_9,vj:Perfmon:LocalNetwork,vj:Perfmon:LocalNetwork,1569359427,nobody
TRUE,data_ex_win_Perfmon_LogicalDisk.log.gz,win_sys_9,vj:Perfmon:LogicalDisk,vj:Perfmon:LogicalDisk,1569359427,nobody
TRUE,data_ex_win_Perfmon_Memory.log.gz,win_sys_9,vj:Perfmon:Memory,vj:Perfmon:Memory,1569359427,nobody
TRUE,data_ex_win_Perfmon_PhysicalDisk.log.gz,win_sys_9,vj:Perfmon:PhysicalDisk,vj:Perfmon:PhysicalDisk,1569359427,nobody
TRUE,data_ex_win_Perfmon_process.log.gz,win_sys_9,vj:Perfmon:Process,vj:Perfmon:Process,1569359427,nobody
TRUE,data_ex_win_Perfmon_System.log.gz,win_sys_9,vj:Perfmon:System,vj:Perfmon:System,1569359427,nobody
TRUE,data_ex_win_Perfmon_Total_Processor_Time.log.gz,win_sys_9,vj:Perfmon:Total_Processor_Time,vj:Perfmon:Total_Processor_Time,1569359427,nobody
TRUE,data_ex_win_sysmon.log.gz,secure_file_server,vj:XmlWinEventLog,vj:XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,1569359427,nobody
TRUE,data_tut_sec_gs_bluecoat.csv.gz,ch-demo-bwsd,vj:bluecoat:proxysg:access:file,/vj/gs/four/splunk/var/spool/splunk/http_log.large.bluecoat,1569359427,nobody
TRUE,data_tut_sec_gs_bro_conn.csv.gz,ch-demo-bwsd,vj:bro_conn,/vj/gs/four/splunk/var/spool/splunk/bro.conn.log,1569359427,nobody
TRUE,data_tut_sec_gs_bro_ftp.csv.gz,ch-demo-bwsd,vj:bro_ftp,/vj/gs/four/splunk/var/spool/splunk/bro.ftp.log,1569359427,nobody
TRUE,data_tut_sec_gs_bro_http.csv.gz,ch-demo-bwsd,vj:bro_http,/vj/gs/four/splunk/var/spool/splunk/bro.http.log,1569359427,nobody
TRUE,data_tut_sec_gs_bro_smtp.csv.gz,ch-demo-bwsd,vj:bro_smtp,/vj/gs/four/splunk/var/spool/splunk/bro.smtp.log,1569359427,nobody
TRUE,data_tut_sec_gs_bro_ssh.csv.gz,ch-demo-bwsd,vj:bro_ssh,/vj/gs/four/splunk/var/spool/splunk/bro.ssh.log,1569359427,nobody
TRUE,data_tut_sec_gs_cisco_wsa.csv.gz,10.10.3.139,vj:cisco:wsa,/vj/gs/opt/cisco_wsa/log/access.log,1569359427,nobody
TRUE,data_tut_sec_gs_cisco_asa.csv.gz,10.10.3.133,vj:cisco:asa:csv,UDP:515,1569359427,nobody
TRUE,data_tut_sec_gs_database_audit_10_3_2_120.log.gz,10.3.2.120,vj:database_audit_xml,vj:database_audit_xml,1569359427,nobody
TRUE,data_tut_sec_gs_database_audit_10_3_2_121.log.gz,10.3.2.121,vj:database_audit_xml,vj:database_audit_xml,1569359427,nobody
TRUE,data_tut_sec_gs_database_audit_10_9_8_7.log.gz,10.9.8.7,vj:database_audit_xml,vj:database_audit_xml,1569359427,nobody
TRUE,data_tut_sec_gs_database_audit_10_9_8_8.log.gz,10.9.8.8,vj:database_audit_xml,vj:database_audit_xml,1569359427,nobody
TRUE,data_tut_sec_gs_database_audit_DATABASE_001.log.gz,DATABASE_001,vj:database_audit_xml,vj:database_audit_xml,1569359427,nobody
TRUE,data_tut_sec_gs_linux_secure_corpfilesrv.log.gz,corpfilesvr,vj:linux_secure,/vj/gs/var/log/auth.nix,1569359427,nobody
TRUE,data_tut_sec_gs_linux_secure_web_cloud_01.log.gz,web_cloud_01,vj:linux_secure,/vj/gs/var/log/auth.nix,1569359427,nobody
TRUE,data_tut_sec_gs_linux_secure_web_cloud_02.log.gz,web_cloud_02,vj:linux_secure,/vj/gs/var/log/auth.nix,1569359427,nobody
TRUE,data_tut_sec_gs_linux_secure_web_cloud_03.log.gz,web_cloud_03,vj:linux_secure,/vj/gs/var/log/auth.nix,1569359427,nobody
TRUE,data_tut_sec_gs_linux_secure_web_cloud_04.log.gz,web_cloud_04,vj:linux_secure,/vj/gs/var/log/auth.nix,1569359427,nobody
TRUE,data_tut_sec_gs_misc_app_svc.log.gz,secure_file_server,vj:secure_file_svc,vj:secure_file_svc,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_ad_019.log.gz,AD-019,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_ad_dc_5.log.gz,ad_dc_5,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_dc-den-01.log.gz,dc-den-01,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_dc-san-01.log.gz,dc-san-01,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_ecommerce_03.log.gz,ECOMMERCE-03,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_file_1.log.gz,file_1,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_file_2.log.gz,file_2,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_mssql_2.log.gz,mssql_2,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_mssql_3.log.gz,mssql_3,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_oracle_2.log.gz,oracle_2,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_radius_2.log.gz,radius_2,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_rem_prod_1.log.gz,rem_prod_1,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_shpnt_1.log.gz,shpnt_1,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_shpnt_3.log.gz,shpnt_3,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_web_iis_2.log.gz,web_iis_2,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_sec_gs_ms_win_auth_web_iis_3.log.gz,web_iis_3,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_tut_srch_mailsv_secure.log.gz,mailsv1,vj:secure,/vj/four/splunk/var/spool/splunk/auth.nix,1569359427,nobody
TRUE,data_tut_srch_vendor_sales.log.gz,vendor_sales,vj:vendor_sales,/vj/opt/vendor/sales.log,1569359427,nobody
TRUE,data_tut_srch_www1_access.log.gz,www1,vj:access_combined_wcookie,/vj/opt/apache/log/access_combined.log,1569359427,nobody
TRUE,data_tut_srch_www1_secure.log.gz,www1,vj:secure,/vj/four/splunk/var/spool/splunk/auth.nix,1569359427,nobody
TRUE,data_tut_srch_www2_access.log.gz,www2,vj:access_combined_wcookie,/vj/opt/apache/log/access_combined.log,1569359427,nobody
TRUE,data_tut_srch_www2_secure.log.gz,www2,vj:secure,/vj/four/splunk/var/spool/splunk/auth.nix,1569359427,nobody
TRUE,data_tut_srch_www3_access.log.gz,www3,vj:access_combined_wcookie,/vj/opt/apache/log/access_combined.log,1569359427,nobody
TRUE,data_tut_srch_www3_secure.log.gz,www3,vj:secure,/vj/four/splunk/var/spool/splunk/auth.nix,1569359427,nobody
TRUE,data_wk_iot_ics_badge_access.log.gz,badge_sys_1,vj:badge_access,vj:badge_access,1569359427,nobody
TRUE,data_wk_iot_ics_firmware.log.gz,ics_sys_1,vj:ics_firmware,vj:ics_firmware,1569359427,nobody
TRUE,data_wk_iot_ics_hardware_scan.log.gz,ics_sys_1,vj:hardware_scan,vj:hardware_scan,1569359427,nobody
TRUE,data_wk_iot_ics_hmi_logs.log.gz,ics_sys_1,vj:hmi_logs,vj:hmi_logs,1569359427,nobody
TRUE,data_wk_iot_ics_opsec_a_malw.log.gz,opsec_sys_1,vj:opsec:anti_malware,vj:opsec_anti_malware,1569359427,nobody
TRUE,data_wk_iot_ics_opsec_antivirus.log.gz,opsec_sys_2,vj:opsec:anti_virus,vj:opsec_anti_virus,1569359427,nobody
TRUE,data_wk_iot_ics_opsec_audit.log.gz,opsec_sys_3,vj:opsec:audit,vj:opsec_audit,1569359427,nobody
TRUE,data_wk_iot_ics_opsec_smartdefense.log.gz,opsec_sys_4,vj:opsec:smartdefense,vj:opsec_smartdefense,1569359427,nobody
TRUE,data_wk_iot_ics_opsec_tht_emul.log.gz,opsec_sys_5,vj:opsec:threat_emulation,vj:opsec_threat_emulation,1569359427,nobody
TRUE,data_wk_iot_ics_opsec_vpn.log.gz,opsec_sys_6,vj:opsec:vpn,vj:opsec_vpn,1569359427,nobody
TRUE,data_wk_iot_ics_opsec.log.gz,opsec_sys_7,vj:opsec,vj:opsec,1569359427,nobody
TRUE,data_wk_iot_ics_pan_traffic.log.gz,pan_dvc_1,vj:pan:log,vj:pan:log,1569359427,nobody
TRUE,data_wk_iot_ics_work_order.log.gz,ics_wk_order_sys_1,vj:work_order,vj:\IBM\WebSphere\AppServer\profiles\ctgAppSrv01\maximo\logs,1569359427,nobody
TRUE,data_wt_amgt_radius_1.log.gz,radius_1,vj:access_custom,/vj/walk/var/log/httpd/access_log,1569359427,nobody
TRUE,data_wt_amgt_radius.log.gz,radius_sys_1,vj:business_event,/vj/walk/var/log/radius.log,1569359427,nobody
TRUE,data_wt_amgt_remedy_chg.log.gz,radius_sys_1,vj:remedy_changeticket,vj:walk:remedy_api,1569359427,nobody
TRUE,data_wt_amgt_web_apache_1.log.gz,web_apache_1,vj:access_combined,/vj/walk/opt/apache/log/access_combined.log,1569359427,nobody
TRUE,data_wt_amgt_web_apache_2.log.gz,web_apache_2,vj:access_combined,/vj/walk/opt/apache/log/access_combined.log,1569359427,nobody
TRUE,data_wt_amgt_websphere_1.log.gz,websphere_1,vj:websphere_trlog,/vj/walk/opt/websphere/appserver/log/SystemOut.log,1569359427,nobody
TRUE,data_wt_amgt_websphere_2.log.gz,websphere_2,vj:websphere_trlog,/vj/walk/opt/websphere/appserver/log/SystemOut.log,1569359427,nobody
TRUE,data_wt_ba_timeshare_sales.log.gz,ts-demo-01,vj:timeshare,vj:TS_Transaction,1569359427,nobody
TRUE,data_wt_iot_kepware_wind.log.gz,windfm-1,vj:opc,vj:UDP:9499,1569359427,nobody
TRUE,data_wt_kepware.log.gz,kep_sys_1,vj:kepware,vj:UDP:9499,1569359427,nobody
TRUE,data_wt_secioc_fortinet.log.gz,10.12.1.115,vj:fortinet,vj:UDP:514,1569359427,nobody
TRUE,data_wt_secioc_juniper_ssl_vpn.log.gz,juniper_dvc_2,vj:juniper:sslvpn,vj:UDP:514,1569359427,nobody
TRUE,data_wt_secioc_story_web_apache_3.log.gz,web_apache_3,vj:access_combined,/vj/opt/apache/log/access_combined.log,1569359427,nobody
TRUE,data_wt_secioc_story_winapp_mysql_1.log.gz,mysql_1,vj:WinEventLog,vj:WinEventLog:Application,1569359427,nobody
TRUE,data_wt_secioc_story_winsec_mysql_1.log.gz,mysql_1,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
TRUE,data_wt_secioc_story_winsys_mysql_1.log.gz,mysql_1,vj:WinEventLog,vj:WinEventLog:System,1569359427,nobody
TRUE,data_wt_secioc_tripwire.log.gz,pla-tripw-ip360vne1,vj:tripwire:ip360,/vj/pla-tripw-ip360vne1/log/vulnerability,1569359427,nobody
TRUE,data_wt_secioc_ux_secure.log.gz,ux_sys_2,vj:linux_secure,/vj/var/log/auth.nix,1569359427,nobody
TRUE,data_wt_secioc_win_evts.log.gz,win_sys_40,vj:WinEventLog,vj:WinEventLog:Security,1569359427,nobody
