domain,type
theoxygencity.com,maliciousjs
tolzswhujnbwgqsaisgxkfuih.info,zeus_gameover
tootsugrwmzmnvwrkzlwoonrgqwor.org,zeus_gameover
toplineops.com,iframe
touchme.changeip.name,maliciousjs
train-pro.us,iframe
trbwcdnu.dns2.us,javascript
tsnkntltslfdubgubjwsgm.info,zeus_gameover
tszhlfuhuknlnjprdenxeion.ru,zeus_gameover
tugkzhdilaxvobhueax.org,zeus_gameover
tvczpsdacumhiuceyljdu.net,zeus_gameover
ucdipvswucmngqdiljtwoayug.org,zeus_gameover
uftihyj.compress.to,maliciousjs
uihrlmw.ddns.me.uk,maliciousjs
ujbypreqlbhjfnvnrpzxcornvp.biz,zeus_gameover
umaiskhan.com,iframe
uogmrczlnqdtljinb.ru,zeus_gameover
vasfagah.ru,redirections
vceolbym.freewww.biz,iframe
vova.swin.biz,redirections
vrkknwknuknvirtwwsbmhdykfhvs.net,zeus_gameover
vxcbf.freewww.info,iframe
walterjeffers.com,malicious
wapam.ru,redirections
wcmjtweqrspvduguswvwdmg.net,zeus_gameover
wcolkzyl.freewww.biz,iframe
webhitexpress.ru,redirections
womzxcdofpuvcoizovdxobaiffq.biz,zeus_gameover
wordpresspluginsstudio.com,malicious
xjrrpvfmhjveuikzkxgiaga.net,zeus_gameover
ygjpssq.mynumber.org,iframe
ykfofsuwlpjrozdqobqqogi.ru,zeus_gameover
yondfmwclrytibvogmbdztjfr.com,zeus_gameover
youropenx.info,iframe
ytfqdtobcburcdqmvlbaearonj.info,zeus_gameover
zafood.net,iframe
zhtokduxptkpnvaikzljbprolv.info,zeus_gameover
zllbcynvnzpzzdcqnfyobkvwohet.biz,zeus_gameover
18hhhgh3.justdied.com,trojan
abso4you.de,malicious
boltedprior.net,trojan
centennialfield.net,cridex
diligence4.us,trojan
filesithis.pro,bhexploit
flepstudio.org,iframe
garliccommercial.ru,malicious
jonyxui.toh.info,trojan
kameraad.nl,attackpage
panalki.ru,cridex
pokercompany.com,iframe
qaqipwel.ru,exploitkit
qesaqead.ru,redkit
rangeroverv8.org,javaexploit
ubidall.com,zeus
ultimateplrpack.com,iframe
vecvycte.ru,exploitkit
virtualeforward.net,trojan
2010-registers.ru,javaexploitkit
aberratio.net,attackpage
absshots.pro,javaexploitkit
allnokia.ru,attackpage
arbeitvonzuahusaus.com,attackpage
azurecable.ru,javaexploitkit
azurecard.ru,javaexploitkit
basesrv3.net,attackpage
blamcity.com,malware
conductedkevin.info,javaexploitkit
cooper.mylftv.com,attackpage
ftp.cooper.mylftv.com,attackpage
google-statistic.com,malicious
grimenviper.pochta.ru,attackpage
jquery-framework.com,malicious
juiceknowledge.com,malware
a.macromighty.com,malicious
adler.ru,harmful
aiciciypsomnaqtrwhqhbmhabmsg.org,zeus_gameover
ajfjnnjbecqnfydfebuozmjwgqjv.info,zeus_gameover
aqlrgifpbpdmhmdytldahfqkn.org,zeus_gameover
bachkim.vn,harmful
biogenx.net,malicious
cro-nv.ru,harmful
daxclvpzhipdeknnrdemgadbm.biz,zeus_gameover
denegnashete.ru,bhexploitkit
dimabilanch.ru,bhexploitkit
dirtymindsests.com,harmful
dnxyxkrhewodfqcqtsrwtsro.org,zeus_gameover
dpxgcmukdceeuvgdmnfiusy.com,zeus_gameover
driverspoint.com,malicious
dudeidittsojauxlzbieqx.info,zeus_gameover
dysohuaieuyllswpzpkngyknxhy.ru,zeus_gameover
eco-harmony.ru,harmful
eiiiioovvv.ru,harmful
emmusnaswih.ru,harmful
estate-spb.ru,harmful
eubreakup.net,harmful
eyqztdhibmfmrqslkwcceqkv.ru,zeus_gameover
fadmmjkfibrsojjbpovdnfppobmj.info,zeus_gameover
familanar.ru,harmful
filmschoolsforum.com,harmful
fixyourusb.com,harmful
forumbmwr.ru,harmful
freedownloadsofts.ru,harmful
fujfxztaqtlbdvlzltnvd.info,zeus_gameover
fuskironwbmyheiprkrcrey.com,zeus_gameover
fywo9lz.tunzovnu.ru,harmful
gourmet-elite.ru,harmful
haigetfbdqwkjxozmbqoqo.com,zeus_gameover
handmall.ru,harmful
hapnlhyozxjrdpquoemqc.ru,zeus_gameover
hicayovbitpdeijveuqcuo.org,zeus_gameover
hiq.com.vn,harmful
hnjavorscajzvbmvnvljsvwda.net,zeus_gameover
hqkjpbuwqceibskqszddvwvkgyyt.org,zeus_gameover
hroeyskxsjvgqbacmtgheqtgwg.info,zeus_gameover
hsktxkzthcmhxdqtwmjydxklvnb.com,zeus_gameover
iconconstructor.com,harmful
iemvirtual.com.ar,citadel
ijtgdyxdozkzcqaetofihaojpzxiz.com,zeus_gameover
internetshop.ws,trojan
ivhilvxbebqfaugyptsfauoqc.org,zeus_gameover
jbnbgyrgkvkbobfymblvytkjlbmbgel.com,zeus_gameover
jixevnjbsx.znldoctor.ru,harmful
jntdgexkkfufmsizuodiifsc.info,zeus_gameover
jrnfyxdihetpfeydqbozswlrzoj.biz,zeus_gameover
jvqkcvcdmtxvokrguqmzvh.biz,zeus_gameover
kasterborus.com,harmful
kswgabqcpjtwkvlcicipzkb.org,zeus_gameover
kzttgpkbeyhepvdwgufusaeov.com,zeus_gameover
lbovgeqchqvcdixwvcylkvwobadnr.com,zeus_gameover
lfhalmjypjbxcduowcdybehudus.info,zeus_gameover
lisaahaika.blogspot.ru,harmful
lnyxjvwshuoyyhdeizobrozxuc.com,zeus_gameover
lookasaudio.com,attackpage
lrsvkvsmjaefhedwsdroaipwkxk.ru,zeus_gameover
mbtktpspxkheswpvushhjs.ru,zeus_gameover
mgugik.ru,harmful
mhhh.ru,harmful
mini101.ca,malicious
misseleana.webou.net,malicious
mnvkhhmnvgvsnjbtdiaqhexgci.biz,zeus_gameover
mucvanphong.vn,harmful
mvqgmvsxsunjjfjfjzrcpfywkd.ru,zeus_gameover
nbzhxkxvoemuckzvgqgpongmrzuo.net,zeus_gameover
ndbdasaporwad.org,malicious
njwspsvwmvknmnmxpeueqm.ru,zeus_gameover
ogorshkov.ru,harmful
ojhacginftlzromvcigmordskq.biz,zeus_gameover
ojpbydzppvgqxbelyvkydl.biz,zeus_gameover
pojlhewofusbumfkschawslnpnjb.biz,zeus_gameover
qgqkvkjvoxeqoqomjgilswlzibf.ru,zeus_gameover
qhyhqxaymjofrstoifkbjbeqbumj.com,zeus_gameover
rbcuser.dynssl.com,attackpage
rcjvnnpcbhk.doctorseem.ru,harmful
rkusecvnxffe.doctornear.ru,harmful
sdgenfjfrkjteybdibefifa.org,zeus_gameover
sectantes-x.ru,attackpage
sgtgttcqgixzpdrstsgzce.com,zeus_gameover
soytxwhmuoeupzmbhmwkjjbzxaejrp.com,zeus_gameover
tbuzprauhmnzeyrwwkpld.ru,zeus_gameover
toancau.com.vn,harmful
trgeugqxbufmztgpbhqgmqoe.com,zeus_gameover
tunzovnu.ru,harmful
ugbhaztqoytdynzgmwchytxgfqaehu.info,zeus_gameover
upload.vnbsa.ru,harmful
uts18.ru,harmful
uwjztpvq.superlong34.ru,harmful
vdaueshqjkg.doctordory.ru,harmful
vgpnxbmkvhipvijhilydtszxgmh.biz,zeus_gameover
visabatimes.com.vn,harmful
vk-vmeste.ru,harmful
vqgikkeapto.doctoreddy.ru,harmful
vqnfg.doctordory.ru,harmful
vsxupnlxqmnm.doctorbend.ru,harmful
vwsgpnrggaprojlauzpivkzszae.net,zeus_gameover
wascadux.ru,harmful
wbql.doctoreddy.ru,harmful
web-pub.ru,harmful
wfwnvlg.doctorwife.ru,harmful
wlpjojifkrmnygysoljenracedq.com,zeus_gameover
wombsstf.doctoreddy.ru,harmful
wrnrtvlns.doctordiss.ru,harmful
wsdtcvk.doctorseem.ru,harmful
wsnhsldhabwa.doctorrook.ru,harmful
wzm.doctoreddy.ru,harmful
xcmpqxwgmmfzfehhtqfido.com,zeus_gameover
xddfkcfuxr.doctornear.ru,harmful
xinwoauqvvkukozuwtddqeqxwkz.biz,zeus_gameover
xkfhuckfcetkheduizxxiv.net,zeus_gameover
xlhdarceibqwknaqqyxllhein.ru,zeus_gameover
xmrdaifbmwdxsgdgtobmpwc.com,zeus_gameover
xmtoggbxhcii.ytndoctor.ru,harmful
xofpzvoxwskivdvljolvkfdmbor.biz,zeus_gameover
xrkaetddaqorseuhwswgqoz.com,zeus_gameover
xrsbqbuvcroxvskxcmbveyofvwkn.net,zeus_gameover
xsxluqmfdtrk.doctorpads.ru,harmful
xugfufilrbulzcedqpjmzdd.net,zeus_gameover
xvmfkntczxuobmpfrglvbicqjrp.net,zeus_gameover
xwfavkvcondqkjxzhvwwovhiducbq.info,zeus_gameover
xwhoxkzxmbafekfmvijnjdyrts.biz,zeus_gameover
xwtkxjfqoobqwtxwvotknbtstgd.com,zeus_gameover
xwwbmgsj.doctorpoxy.ru,harmful
xyhyxeytlwsdyqrcduqsh.info,zeus_gameover
xyjiekfe.ru,harmful
ybavwego.ru,harmful
ydfivmim.ru,harmful
ydtsroprgeqodmrsvwljvrgcizhojv.ru,zeus_gameover
yijjtqfl.superlong29.ru,harmful
ylgoaxle.ru,harmful
yokowbwd.doctoreddy.ru,harmful
yombtknxtvrl.doctoreddy.ru,harmful
ypjtfmrv.doctorfell.ru,harmful
yxeuhemtglbueaxmzjfgerkx.biz,zeus_gameover
yxglwfv.doctorloch.ru,harmful
yxhyqfeb.ru,harmful
yzfpnj.doctoreddy.ru,harmful
zachary968.bots-pills.ru,harmful
zdmvbevgijiftthddixylmry.net,zeus_gameover
zdtclaijvxopvpwkjdyhmwsxs.org,zeus_gameover
zifrazah.ru,harmful
ztjmnhwc.doctorfell.ru,harmful
ztyvsyxkznzknbqxlrjvbcenn.ru,zeus_gameover
zurgovod.ru,harmful
zuyvfpllgpu.doctordory.ru,harmful
zyqutfeb.ru,harmful
advanbusiness.com,apt
agenciaveracruz.com,harmful
agiosrl.com,harmful
akdenizkonutlari.com,harmful
albertopcastro.med.br,harmful
amxollvddlysjrqcdyppztw.com,zeus_gameover
aoldaily.com,apt
applesoftupdate.com,apt
arrowservice.net,apt
aunewsonline.com,apt
ayifmcqdxjnivefipvojjnrauor.info,zeus_gameover
bawkcyxgqgqoupxsqcqodcydlga.ru,zeus_gameover
belene.info,harmful
belove.31344.com,harmful
benblake.net,harmful
benchslidemount.com,harmful
bencotten.net,harmful
bendelsa.com,harmful
benharper.fr,harmful
benharperfrance.com,harmful
beofgoodcheer.org,harmful
bergenziel.eu,harmful
berkeleyhealthproject.com,harmful
berktalsaba.vb30.co.cc,harmful
best-blow-job.com,harmful
blackberrycluter.com,apt
bluecoate.com,apt
bqxcemnjvcuguchqyhhrgd.ru,zeus_gameover
businessconsults.net,apt
businessformars.com,apt
canadatvsite.com,apt
canoedaily.com,apt
cijnpbidwokrifkznrwcqqhp.biz,zeus_gameover
citkovzpuxhqivuqgtinyhfeduy.ru,zeus_gameover
cnndaily.com,apt
cnndaily.net,apt
cnnnewsdaily.com,apt
companyinfosite.com,apt
comrepair.net,apt
conferencesinfo.com,apt
copporationnews.com,apt
defenceonline.net,apt
dizkbpxoexcfqhvkbnrpnorto.net,zeus_gameover
dnsweb.org,apt
downloadsite.me,apt
dqaegmifvcyucaqobhvwcacl.org,zeus_gameover
eqirknjrvkrsbmughlemrxt.org,zeus_gameover
firefoxupdata.com,apt
freshreaders.net,apt
futdthueipbetcunoryxhql.com,zeus_gameover
gacyfew.com,infostealer_shiz
gacynuz.com,infostealer_shiz
gadypuw.com,infostealer_shiz
gadyzyh.com,infostealer_shiz
gahycib.com,infostealer_shiz
gahydoh.com,infostealer_shiz
gahypus.com,infostealer_shiz
galydoz.com,infostealer_shiz
galyvas.com,infostealer_shiz
ganyhuh.com,infostealer_shiz
ganynyb.com,infostealer_shiz
gaqykab.com,infostealer_shiz
gaqyqis.com,infostealer_shiz
gatykow.com,infostealer_shiz
gatyrez.com,infostealer_shiz
gatyzys.com,infostealer_shiz
gebdnzpryhfeuzteivghyhuibzpjr.biz,zeus_gameover
giftnews.org,apt
globalowa.com,apt
gmailboxes.com,apt
gydgedmlpcxgvcdamztge.com,zeus_gameover
hacmmnlskqseiirpbfalrldyuoskjf.com,zeus_gameover
hinrtohjfdetdqouwkvmftk.com,zeus_gameover
hmydnzbijfijgqgetvkpvizzxea.info,zeus_gameover
hudxamwkxnbrcnblfsowolvmfofw.ru,zeus_gameover
hugeigidunrtnvydjnxtglraqt.com,zeus_gameover
hugesoft.org,apt
hzdhwvcutvgllvrwfqzlfmgm.net,zeus_gameover
idirectech.com,apt
ifexcel.com,apt
infobusinessus.org,apt
infosupports.com,apt
issnbgkit.net,apt
jnfirgzphqghmhugnzexcivpw.biz,zeus_gameover
jobsadvanced.com,apt
livemymsn.com,apt
lnnfjvyhxgxotldyjvhyidy.com,zeus_gameover
lvdfidujnpnlreurcvgcgmu.biz,zeus_gameover
lvqtsxckntbqjbrkhfeobsguoin.biz,zeus_gameover
lygysij.com,infostealer_shiz
lygyxun.com,infostealer_shiz
lykysix.com,infostealer_shiz
lykyvod.com,infostealer_shiz
lymyjon.com,infostealer_shiz
lymymud.com,infostealer_shiz
lyryjir.com,infostealer_shiz
lyryled.com,infostealer_shiz
lyrywax.com,infostealer_shiz
lysylej.com,infostealer_shiz
lysytyr.com,infostealer_shiz
lyvyguj.com,infostealer_shiz
lyvymir.com,infostealer_shiz
lyvynen.com,infostealer_shiz
lyxyfar.com,infostealer_shiz
lyxynyx.com,infostealer_shiz
mcafeepaying.com,apt
mediaxsds.net,apt
microsoft-update-info.com,apt
micyuisyahooapis.com,apt
mjnmvlhabiojtsytswbixfutsupn.net,zeus_gameover
myyahoonews.com,apt
newsesport.com,apt
newsonet.net,apt
newsonlinesite.com,apt
newspappers.org,apt
nfbqpnskxwvkvodikrqirdlnce.info,zeus_gameover
nytimesnews.net,apt
obgqrcrcxuksovclfjzoblrpfdmpbxw.org,zeus_gameover
oplaymagzine.com,apt
pcclubddk.net,apt
phoenixtvus.com,apt
pnhmxjzamdagethuvweprkhuhwo.info,zeus_gameover
progammerli.com,apt
pufypiq.com,infostealer_shiz
pufyxug.com,infostealer_shiz
pujycov.com,infostealer_shiz
pujydag.com,infostealer_shiz
pujypup.com,infostealer_shiz
pumyjig.com,infostealer_shiz
pumymuv.com,infostealer_shiz
pupylaq.com,infostealer_shiz
pupytyl.com,infostealer_shiz
purpledaily.com,apt
puryjil.com,infostealer_shiz
purylev.com,infostealer_shiz
purywop.com,infostealer_shiz
puvybeg.com,infostealer_shiz
puvygyq.com,infostealer_shiz
puvymul.com,infostealer_shiz
puzybep.com,infostealer_shiz
puzydal.com,infostealer_shiz
qebyhuq.com,infostealer_shiz
qebynyg.com,infostealer_shiz
qebyqil.com,infostealer_shiz
qedyleq.com,infostealer_shiz
qedytul.com,infostealer_shiz
qegysoq.com,infostealer_shiz
qegytyv.com,infostealer_shiz
qegyxug.com,infostealer_shiz
qekysip.com,infostealer_shiz
qekyvav.com,infostealer_shiz
qeqykog.com,infostealer_shiz
qeqyqiv.com,infostealer_shiz
qetykol.com,infostealer_shiz
qetylyv.com,infostealer_shiz
qetyrap.com,infostealer_shiz
qexyfel.com,infostealer_shiz
qexynyp.com,infostealer_shiz
qtfmtpvsprixyxnbjvprkbuay.com,zeus_gameover
qzlrnzkfbiseyhatclkfammpv.com,zeus_gameover
reutersnewsonline.com,apt
rkdihmbuxwxzdsclfkndeqnzlbh.info,zeus_gameover
rssadvanced.org,apt
saltlakenews.org,apt
softsolutionbox.net,apt
sportreadok.net,apt
swozxgafyswxdinvwzprffe.ru,zeus_gameover
symanteconline.net,apt
tdmorlmzyxtkmztgabajblvgu.com,zeus_gameover
tlvhxklsgaubmhahweqr.biz,zeus_gameover
todayusa.org,apt
tqkptdaqkwsrshukzdoxhynfxk.net,zeus_gameover
tycaswemhwkdacqxsnrrwxzpqoga.net,zeus_gameover
ug-opm.hugesoft.org,apt
usapappers.com,apt
ushmofmrijscahutwjzlljqg.ru,zeus_gameover
usnewssite.com,apt
vocybam.com,infostealer_shiz
vocygyk.com,infostealer_shiz
vocymut.com,infostealer_shiz
vofypuk.com,infostealer_shiz
vofyzym.com,infostealer_shiz
vojycif.com,infostealer_shiz
vojydam.com,infostealer_shiz
vojypuc.com,infostealer_shiz
volybec.com,infostealer_shiz
volydot.com,infostealer_shiz
vonyjim.com,infostealer_shiz
vonymuf.com,infostealer_shiz
vopykak.com,infostealer_shiz
vopyret.com,infostealer_shiz
vowykaf.com,infostealer_shiz
vowyqoc.com,infostealer_shiz
webservicesupdate.com,apt
wexistat.com,harmful
wgamftdaemnrknzzhvshljkjwkjv.org,zeus_gameover
xozgqgmjnhcuucgyqwlfbmswyhpv.com,zeus_gameover
xttbehqodyhinxnzxknf.org,zeus_gameover
yahoodaily.com,apt
yljscgaqvwbmaqwbyxfmxkoztso.net,zeus_gameover
ylneuaidupzhaeimrvgkzztddiglv.net,zeus_gameover
zjfsodumnmvqqkndanfusybylvae.ru,zeus_gameover
16mb.com,attackpage
1dx.pc6.com,attackpage
academicbookco.com,attackpage
acclimatingjustreleased.net,iframe
actionscriptcousin.ru,iframe
adroidbuds.org,redirections
agnese.ptds2.ru,redirections
agriculturalundeniable.org,iframe
amateure-privat1a.de,trojan
amcoagro.com,attackpage
appenoughceleronbased.org,iframe
asavksn.ru,attackpage
asc695.com,attackpage
aspiringman.ru,iframe
backtraceantitheft.ru,iframe
batterystreaks.org,iframe
beginningend.us.tc,iframe
bioperm12.org,iframe
blinkhighmediumlow.ru,iframe
bovusforum.com,attackpage
carefullysaturday.ru,redirections
centrallyinto.ru,redirections
click.clickspro.org,iframe
click.supclick.com,maliciousjs
compaqsconventional.ru,redirections
completeibx.ru,redirections
conjunctionsure.ru,redirections
coupledqiks.org,iframe
creativeenhancing.org,iframe
curveslurkers.org,redirections
disciplineutilizes.ru,iframe
dkmklima.com,javascript
dolphinsnat.ru,redirections
down3.asfdown.com,attackpage
drsalvadornegrete.com,trojan
dtdripper.ru,iframe
dvditsquickloading.ru,redirections
eastcontract.ru,redirections
editdvsyourself.net,bhexploitkit
fenas.com,attackpage
fettucod.ru,attackpage
fionadix.ru,malspam
fivelanguagepotion.info,iframe
formexiting.net,bhexploitkit
gameplasma.com,trojan
gdfcnt.info,attackpage
goldberglikespell.ru,iframe
gracefulmultimediacard.ru,iframe
idahovolcanoes.ru,redirections
iloveeu.es,iframe
inent17alexe.rr.nu,javascript
instructedtabtastic.org,iframe
irc.zief.pl,palevo
jaqvicmy.ru,redkitexploitkit
kawww.com,attackpage
kbc-tervuren.be,attackpage
kiosksturntables.ru,redirections
kuedzioc.ru,iframe
laqypxez.ru,redirections
las6masbellas.com,trojan
lemonadiom.ru,bhexploitkit
madeupweaknesses.net,iframe
magic-deals.us,iframe
maketoolbar.com,unsafe
mm.pl,attackpage
narod.ru,attackpage
ngr61ail.rr.nu,javascript
nonvirusselfreporting.org,redirections
overtheairubergeek.ru,redirections
panacealeon.ru,bhexploitkit
panalkinew.ru,malspam
partnershipnepal.com,exploit
pasla.ru,redirections
pem.kpn.net,attackpage
penetrateperil.ru,redirections
pictureinpicturehealth.org,redirections
pictureshowtracking.ru,redirections
pijilvad.ru,redkitexploitkit
pionierspokemon.ru,bhexploitkit
plastischechirurgie.net,attackpage
player.csjysd.com,attackpage
plusloinart.be,zeus
polarizebit.org,iframe
ponowseniks.ru,bhexploitkit
profittunings.org,redirections
qnit9x.com,virus
qosxatys.ru,iframe
rbgphoto.com,attackpage
reflectionsoperations.ru,iframe
resist12com.com,attackpage
rfqpc.com,attackpage
ridernarrower.ru,redirections
roaiah.com,backdoor
rolespcx.ru,iframe
ruyambayankuaforu.com,exploit
saltasalta.cl,malware
sancastrese.it,iframe
secondhand4u.ru,bhexploitkit
sfhh46.cz.cc,attackpage
sharingtv.org,iframe
simgesoba.com,attackpage
soft1.zw97.com,attackpage
somerhalder.net,attackpage
sonatanamore.ru,bhexploitkit
sparesiphones.ru,redirections
specsmanipulation.ru,redirections
stellarperfomance.com,bhexploitkit
stereoending.ru,iframe
stjohnsdryden.org,iframe
strangernaturallanguage.net,injection
subsequentcompare.ru,redirections
t5gwervwfewrferf.co.at.nr,iframe
tagdebate.ru,redirections
taskneedbased.org,redirections
telosomething.org,redirections
tqmbhv.1dumb.com,attackpage
trabajo1.com,attackpage
tradecars1.us,iframe
traffic.gabmage.in,bhexploitkit
tsukishimaage.eu.tc,iframe
unidentifiedunixlinux.ru,iframe
untesmakina.com,exploit
vibranceversus.ru,redirections
visualagesachievement.org,redirections
wayoseswindows.ru,redirections
wjnfse.ru,attackpage
wnnad.ru,attackpage
wydybpuv.ru,iframe
xamateurpornlic.www1.biz,zeroaccess
xudyhbes.ru,iframe
gaswljdh.qpoe.com,attackpage
rs-tek.com,attackpage
2nf.com.vn,iframe
555pokerstreamx.org,bhek
555slotsgamestoday.biz,bhek
555slotsgamestoday.com,bhek
555slotsgamestoday.info,bhek
555slotsgamestoday.me,bhek
555slotsgamestoday.net,bhek
555slotsportal.biz,bhek
555slotsportal.com,bhek
555slotsportal.info,bhek
555slotsportal.me,bhek
555slotsportal.net,bhek
555slotsportal.org,bhek
888casino-luckystar.biz,bhek
888casino-luckystar.com,bhek
888casino-luckystar.info,bhek
888casino-luckystar.me,bhek
888slotmachines.com,bhek
a111.pcanywhere.net,iframe
activation.ddns.us,comment-group
adstune.com,iframe
alkalichlorideasenteeseen.oyunhan.net,malspam
amenitiesbrasil.com.br,maliciousjs
analitics1.in,iframe
arbeitsagentura.com,malicious
armyconference.acmetoy.com,comment-group
avvmail.com,comment-crew
befool-immatriculation.nanovit.me,malspam
besdupoj.ru,redirections
biigoo.qhigh.com,iframe
bnamecorni.com,c&c
bonadies.com.br,redirections
cabaniaseleden.com.ar,iframe
cams4xonline.info,malspam
cams4xonline.me,malspam
cams4xonline.net,bhek
cams4xonline.org,bhek
carmennavarro.es,malicious
cas.ibooks.tk,comment-crew
cittadinolibero.it,redirections
cnndaily.acmetoy.com,comment-group
colville.com,comment-crew
creatinaweb.com,malspam
cvba.com,comment-crew
cygmip.lflink.com,redirections
daisy555slots.net,bhek
deebeedesigns.ca,comment-crew
dev.teamattire.com,comment-crew
dificilmentekvelijitten.surfwing.me,malspam
documents.ddns.info,comment-group
documents.longmusic.com,comment-group
documents.myftp.info,comment-group
doversolutions.co.in,comment-crew
download.epac.to,comment-crew
download.onmypc.net,comment-group
drgeorges.com,comment-crew
dsds.co.kr,comment-crew
e-cardsshop.com,comment-group
effection.acmetoy.com,comment-group
engineer.lflinkup.org,comment-crew
errriiiijjjj.ru,malicious
euroconsaltinn.com,malicious
europsconsult.com,malicious
europswork.com,malicious
everflowinggopayment.net,malicious
everybodyonline.co.uk,malspam
exactearth.info.tm,comment-crew
famagatra.ru,malicious
fbrshop.com,comment-crew
filialkas.ru,malicious
finalions.ru,malware
finetunerings.net,redirections
fion.ru,iframe
firebirdonline.com,comment-crew
fiscalisconsulting.com,redirections
flash-mini-sp3.com,c&c
fonky.zjoerd.nl,redirections
forceoptions.net,comment-crew
foros.orange.es,iframe
forum-la.ru,malspam
forum-ny.ru,pws
forumilllionois.ru,malware
foruminanki.ru,pws
forumkianko.ru,malspam
forumkinza.ru,malware
forumla.ru,pws
forumligandaz.ru,malware
forummersedec.ru,malicious
forummoskowciti.ru,malware
forumny.ru,pws
forumnywrk.ru,malicious
forumrogario.ru,malware
forumusaaa.ru,malicious
forumvvz.ru,malicious
frame.com,comment-crew
freelanceindy.com,comment-crew
ftp.xmahone.ocry.com,comment-crew
fuigadosi.ru,malicious
fzukungda.ru,malicious
garyhart.com,comment-crew
giliaonso.ru,malspam
gobroadreach.com,comment-crew
GT446.ezua.COM,comment-crew
heroes.pcanywhere.net,iframe
hint.happyforever.com,comment-crew
hojutsu.com,comment-crew
hqwkz.pcanywhere.net,iframe
hvmetal.com,comment-group
imly.org,comment-crew
ingvar2000.no-ip.org,iframe
inspegrafstatkakukano.creatinaweb.com,malspam
interradiology.com,comment-crew
itaedu.com,iframe
jimnaugle.com,comment-crew
keenathomas.com,comment-crew
kisielius.surfwing.me,malspam
klom555slots.com,bhek
klom555slots.info,bhek
klom555slots.me,malspam
korawi.4pu.com,redirections
kostravel.ru,iframe
ks.utworld.ch,comment-crew
lig-limp.com.br,maliciousjs
locoburgemeester.toys2bsold.com,malspam
loginza.ru,iframe
lrdlful.lflinkup.com,redirections
magic.edithfilms.ch,iframe
maltempata.com,comment-group
mast.zyns.com,comment-crew
media.conci.com.au,comment-crew
media.finanstalk.ru,comment-crew
media.metdf.com.au,comment-crew
meeting.toh.info,comment-crew
mountainvalley.americanunfinished.com,comment-crew
mrswehrman.com,comment-crew
muxxx4cams.biz,bhek
mwa.net,comment-crew
mydisley.com,redirections
mydkarsy.com,c&c
myopening.ru,iframe
nanovit.me,malspam
nationtour.net,comment-group
nbvk.ucoz.ru,redirections
nephewremovalonly.org,malicious
new-flashupd.ru,redirections
news.hqrls.com,comment-crew
nfzxf.lflinkup.net,redirections
njdxrg.dns-stuff.com,iframe
ny-news-forum.ru,malspam
omegalogos.org,comment-crew
onefastgame.net,comment-group
openwebspace-apo.com,c&c
oyunhan.net,malspam
pastorsrest.com,comment-crew
paydayquote.biz,iframes
phrae.tv,iframe
picifcym.ru,redirections
playlion.tk,redirections
poople-huelytics.com,iframe
pop-musicsite.com,comment-group
portal.itsaol.com,comment-crew
proscitomash.com,c&c
quip.deltae.com.br,comment-crew
ratiocination-wselig.smithsisters.us,malspam
rbaparts.com,comment-crew
reinstalltwomonthold.org,malicious
report.crabdance.com,comment-crew
route.cisco.ns01.info,comment-crew
s11.g3.cc,redirections
satellitebbs.com,comment-group
scriptselse.org,malicious
scs.tv,iframe
senesamj.com,c&c
seodirect-proxy.com,c&c
sexstreamsmatez.biz,malspam
sexstreamsmatez.com,bhek
sexstreamsmatez.info,malspam
sexstreamsmatez.me,bhek
sexstreamsmatez.net,malspam
sexstreamsmatez.org,malspam
shunleewest.com,comment-crew
skbfme.lflinkup.net,redirections
slowblog.com,comment-crew
slussen-community.rr.nu,redirections
smilecare.com,comment-crew
smithsisters.us,malspam
software.myftp.info,comment-crew
soko.com,comment-crew
sort-storymv.com,c&c
sping.info,iframe
sraphicshouldn.su,iframe
stageportal.net,malicious
stepstonede.com,malicious
surfwing.me,malspam
syscation.com,comment-group
tcw.homier.com,comment-crew
technology.brgh.de,comment-crew
thecrownsgolf.org,comment-crew
tibethome.org,comment-group
toys2bsold.com,malspam
trypie.info,iframe
ttlxpoker.biz,malspam
ttlxpoker.com,bhek
ttlxpoker.info,bhek
ttlxpoker.net,bhek
ttlxpoker.org,bhek
twocirclesmusic.com,comment-crew
uk-car-discount.co.uk,malspam
un.linuxd.org,comment-crew
update.sektori.org,comment-crew
updating.ddns.info,comment-group
us.gnpes.org,comment-crew
usabbs.org,comment-group
usanewwork.com,malicious
usnftc.org,comment-group
v34.pcanywhere.net,iframe
va.orbcomm.net,comment-crew
vickinjustin.lawyersforfighters.com,maliciousjs
voiceofman.com,comment-group
vwrm.com,comment-crew
woodagency.com,comment-crew
worldnews.kickingdruging.toythieves.com,comment-crew
xb7473.xb7.serverdomain.org,redirections
zcztois.sellClassics.com,iframe
zeouk-gt.com,c&c
zitex555slots.biz,bhek
zitex555slots.info,bhek
zitex555slots.me,bhek
zitex555slots.net,bhek
zwdcdsd.lflinkup.net,iframe
2.sardiniaexport.com,trojan
222119966122.su,trojan
4.professionalsoft.com,trojan
6.grapaimport.com,trojan
6.grapainterfood.com,trojan
abofaxtu.ru,kelihos
anhofciv.ru,kelihos
atdsupdate.in,trojan
banderbon.cz.cc,trojan
bangurec.ru,kelihos
bawodnes.ru,kelihos
bestinsighttours.com,trojan
bojsedyt.ru,kelihos
bydxufu.in,kelihos
cilcenok.ru,kelihos
cluuocw.ce.ms,kelihos
