DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
23-Jan-15,NO 15/9-F-15 D,24,199.906,106.658,162.224,12.13,10.47049,%,37.682,26.251,9.045,211,"31,290",7,,production,OP
24-Jan-15,NO 15/9-F-15 D,24,199.788,106.639,162.486,11.764,10.25425,%,37.302,28.608,8.715,208,"30,671",7,,production,OP
25-Jan-15,NO 15/9-F-15 D,24,200.751,106.584,163.501,11.058,10.13752,%,37.25,27.714,8.7,204,"30,364",7,,production,OP
26-Jan-15,NO 15/9-F-15 D,22,199.956,106.595,163.166,11.13,10.4444,%,36.79,29.532,7.536,189,"28,063",6,,production,OP
27-Jan-15,NO 15/9-F-15 D,11.78,203.212,106.13,160.867,6.329,8.3609,%,42.346,29.618,12.963,88,"12,906",4,,production,OP
28-Jan-15,NO 15/9-F-15 D,24,200.186,106.557,164.692,9.527,11.07219,%,35.494,25.394,6.096,179,"26,348",9,,production,OP
29-Jan-15,NO 15/9-F-15 D,24,199.953,106.535,163.906,10.276,10.77588,%,36.048,26.743,6.609,176,"26,064",9,,production,OP
30-Jan-15,NO 15/9-F-15 D,24,200.136,106.512,164.236,10.059,10.69261,%,35.9,27.446,6.494,161,"23,725",8,,production,OP
31-Jan-15,NO 15/9-F-15 D,17.78,200.089,106.502,164.505,9.898,13.01099,%,35.584,28.293,6.392,126,"18,365",8,,production,OP
1-Feb-15,NO 15/9-F-15 D,15.56,203.723,106.116,163.733,5.831,10.64545,%,39.991,27.516,10.783,106,"15,594",6,,production,OP
2-Feb-15,NO 15/9-F-15 D,24,200.522,106.459,165.653,8.654,11.04863,%,34.869,25.682,5.62,160,"23,602",8,,production,OP
3-Feb-15,NO 15/9-F-15 D,15.78,200.295,106.46,165.095,9.27,17.52617,%,35.199,27.678,6.067,111,"16,400",10,,production,OP
4-Feb-15,NO 15/9-F-15 D,18.06,206.642,106.001,166.904,5.316,10.86459,%,39.737,23.871,10.561,107,"17,040",9,,production,OP
5-Feb-15,NO 15/9-F-15 D,24,199.709,106.452,164.968,8.671,11.44672,%,34.741,25.379,5.562,204,"33,805",9,,production,OP
6-Feb-15,NO 15/9-F-15 D,24,199.784,106.438,164.656,14.924,10.75122,%,35.128,27.356,6.571,120,"18,258",8,,production,OP
7-Feb-15,NO 15/9-F-15 D,24,199.94,106.419,164.915,16.16,10.71302,%,35.025,26.046,6.476,145,"22,392",8,,production,OP
8-Feb-15,NO 15/9-F-15 D,24,199.795,106.415,164.871,15.949,10.74929,%,34.923,25,6.26,149,"23,888",8,,production,OP
9-Feb-15,NO 15/9-F-15 D,24,199.997,106.405,165.053,15.854,10.56137,%,34.945,27.651,6.355,169,"27,631",8,,production,OP
10-Feb-15,NO 15/9-F-15 D,24,199.931,106.396,165.385,15.748,10.75735,%,34.546,27.345,5.985,146,"22,455",8,,production,OP
11-Feb-15,NO 15/9-F-15 D,24,199.596,106.41,164.852,15.812,10.72164,%,34.744,24.881,6.152,179,"27,369",10,,production,OP
12-Feb-15,NO 15/9-F-15 D,24,200.365,106.379,165.827,15.491,10.62875,%,34.538,26.123,5.938,175,"26,694",10,,production,OP
13-Feb-15,NO 15/9-F-15 D,24,197.94,105.468,163.675,15.49,10.66328,%,34.265,23.202,5.873,180,"27,469",10,,production,OP
14-Feb-15,NO 15/9-F-15 D,24,200.54,106.376,165.988,15.223,10.65595,%,34.551,20.903,5.977,177,"26,927",10,,production,OP
15-Feb-15,NO 15/9-F-15 D,24,198.746,105.526,164.749,14.94,10.58965,%,33.998,18.532,5.652,179,"27,163",10,,production,OP
16-Feb-15,NO 15/9-F-15 D,24,199.777,106.411,165.365,15.385,10.82638,%,34.412,20.944,5.824,178,"27,046",9,,production,OP
17-Feb-15,NO 15/9-F-15 D,24,200.298,106.393,166.005,15.305,9.98021,%,34.293,24.266,5.687,174,"26,676",9,,production,OP
18-Feb-15,NO 15/9-F-15 D,24,199.871,106.413,165.749,15.475,10.755,%,34.122,24.254,5.55,181,"27,023",9,,production,OP
19-Feb-15,NO 15/9-F-15 D,24,199.62,106.429,165.531,15.646,10.75885,%,34.089,24.524,5.506,183,"27,204",9,,production,OP
20-Feb-15,NO 15/9-F-15 D,24,200.237,106.41,166.143,15.472,10.74639,%,34.094,25.863,5.243,178,"26,681",10,,production,OP
21-Feb-15,NO 15/9-F-15 D,24,199.715,106.433,165.755,15.709,10.78028,%,33.96,28.101,5.347,175,"26,115",10,,production,OP
22-Feb-15,NO 15/9-F-15 D,24,201.217,106.38,167.037,15.014,10.53375,%,34.18,25.175,5.562,179,"26,742",10,,production,OP
23-Feb-15,NO 15/9-F-15 D,24,199.686,106.439,165.6,15.551,10.78742,%,34.086,24.241,5.456,182,"27,310",9,,production,OP
24-Feb-15,NO 15/9-F-15 D,24,200.402,106.418,166.142,15.362,10.59728,%,34.259,25.068,5.428,176,"26,102",9,,production,OP
25-Feb-15,NO 15/9-F-15 D,24,201.365,106.379,167.464,15.021,10.54062,%,33.902,27.617,5.243,177,"25,901",9,,production,OP
26-Feb-15,NO 15/9-F-15 D,24,200.9,106.402,166.81,15.095,10.59352,%,34.089,24.437,5.459,177,"26,007",9,,production,OP
27-Feb-15,NO 15/9-F-15 D,24,200.988,106.403,166.966,15.184,10.53179,%,34.022,25.428,5.427,157,"23,373",12,,production,OP
28-Feb-15,NO 15/9-F-15 D,24,200.59,106.419,166.681,15.286,10.68015,%,33.909,24.91,5.3,158,"24,092",12,,production,OP
1-Mar-15,NO 15/9-F-15 D,24,200.274,106.433,166.379,15.408,10.66453,%,33.895,24.685,5.319,158,"23,941",12,,production,OP
2-Mar-15,NO 15/9-F-15 D,24,201.492,106.39,167.507,15.081,10.6743,%,33.985,27.968,4.702,157,"23,789",12,,production,OP
3-Mar-15,NO 15/9-F-15 D,24,202.169,106.356,168.814,14.645,11.22628,%,33.355,27.024,3.923,163,"24,569",12,,production,OP
4-Mar-15,NO 15/9-F-15 D,24,198.523,105.842,164.846,15.459,10.41479,%,33.678,29.387,4.511,162,"24,385",11,,production,OP
5-Mar-15,NO 15/9-F-15 D,24,200.111,106.439,166.503,15.602,10.87281,%,33.608,27.456,4.702,159,"24,050",12,,production,OP
6-Mar-15,NO 15/9-F-15 D,24,200.495,106.422,166.834,15.363,10.51588,%,33.662,27.71,5.078,151,"22,666",11,,production,OP
7-Mar-15,NO 15/9-F-15 D,24,200.172,106.429,166.553,15.314,10.55783,%,33.62,24.804,5.032,150,"22,698",11,,production,OP
8-Mar-15,NO 15/9-F-15 D,24,199.991,106.43,166.442,15.405,10.36002,%,33.549,28.062,4.954,150,"22,685",11,,production,OP
9-Mar-15,NO 15/9-F-15 D,24,199.989,106.425,166.34,15.269,10.56061,%,33.649,26.13,5.064,152,"22,803",11,,production,OP
10-Mar-15,NO 15/9-F-15 D,24,200.271,106.406,166.829,14.998,10.51706,%,33.442,26.736,4.854,150,"22,335",11,,production,OP
11-Mar-15,NO 15/9-F-15 D,24,200.039,106.411,166.412,15.088,10.51751,%,33.626,26.319,5.046,150,"22,245",11,,production,OP
12-Mar-15,NO 15/9-F-15 D,24,200.049,106.401,166.728,14.925,10.59976,%,33.321,25.297,4.747,151,"22,343",12,,production,OP
13-Mar-15,NO 15/9-F-15 D,24,199.731,106.409,166.306,14.936,10.64607,%,33.426,24.088,4.85,149,"22,379",11,,production,OP
14-Mar-15,NO 15/9-F-15 D,24,200.056,106.389,166.61,14.792,10.52283,%,33.446,23.335,4.882,149,"22,183",11,,production,OP
15-Mar-15,NO 15/9-F-15 D,24,200.158,106.374,166.981,14.609,10.6437,%,33.177,23.097,4.597,149,"21,941",11,,production,OP
16-Mar-15,NO 15/9-F-15 D,24,200.056,106.378,166.569,14.557,10.40503,%,33.487,21.603,4.896,148,"21,730",11,,production,OP
17-Mar-15,NO 15/9-F-15 D,24,199.934,106.371,166.88,14.401,10.6739,%,33.053,21.315,4.457,152,"22,170",11,,production,OP
18-Mar-15,NO 15/9-F-15 D,24,199.368,106.393,166.135,14.867,10.53631,%,33.233,29.67,4.572,152,"22,070",11,,production,OP
19-Mar-15,NO 15/9-F-15 D,24,199.693,106.375,166.6,14.673,10.49283,%,33.093,29.799,4.477,152,"22,202",11,,production,OP
20-Mar-15,NO 15/9-F-15 D,24,199.908,106.364,166.855,14.456,10.4627,%,33.053,28.835,4.432,155,"22,660",12,,production,OP
21-Mar-15,NO 15/9-F-15 D,24,199.497,106.378,166.463,14.514,10.54862,%,33.034,29.961,4.419,158,"22,967",12,,production,OP
22-Mar-15,NO 15/9-F-15 D,8.29,199.612,106.382,166.343,14.568,4.39422,%,33.269,26.781,4.476,29,"4,415",2,,production,OP
23-Mar-15,NO 15/9-F-15 D,0,247.236,103.953,168.446,5.872,1.21678,%,78.79,10.049,50.211,0,0,0,,production,OP
24-Mar-15,NO 15/9-F-15 D,0,253.169,103.477,171.137,4.876,1.22007,%,82.032,11.107,53.456,0,0,0,,production,OP
25-Mar-15,NO 15/9-F-15 D,9.38,229.411,104.547,173.223,5.784,3.62386,%,56.188,15.137,26.502,32,"4,799",2,,production,OP
26-Mar-15,NO 15/9-F-15 D,24,209.249,105.98,163.94,9.681,8.27252,%,45.309,17.265,15.213,133,"19,481",10,,production,OP
27-Mar-15,NO 15/9-F-15 D,24,203.502,106.368,166.478,12.94,9.55539,%,37.025,25.824,8.208,148,"21,256",11,,production,OP
28-Mar-15,NO 15/9-F-15 D,24,199.702,106.538,165.457,15.92,10.35717,%,34.244,23.193,5.592,149,"19,898",11,,production,OP
29-Mar-15,NO 15/9-F-15 D,24,199.59,106.535,165.323,16.477,9.70016,%,34.267,27.765,5.604,139,"19,966",10,,production,OP
30-Mar-15,NO 15/9-F-15 D,24,199.557,106.537,165.229,16.582,9.94773,%,34.328,26.955,5.42,145,"20,972",11,,production,OP
31-Mar-15,NO 15/9-F-15 D,24,199.85,106.532,165.477,16.569,9.98038,%,34.373,25.226,5.675,145,"20,621",11,,production,OP
1-Apr-15,NO 15/9-F-15 D,24,200.982,106.491,166.667,16.039,9.85741,%,34.315,25.543,5.667,138,"20,242",11,,production,OP
2-Apr-15,NO 15/9-F-15 D,24,201.215,106.484,166.783,16.041,9.70532,%,34.433,26.863,5.822,139,"20,328",11,,production,OP
3-Apr-15,NO 15/9-F-15 D,24,200.476,106.505,166.372,16.441,9.93189,%,34.104,28.404,5.456,141,"20,175",11,,production,OP
4-Apr-15,NO 15/9-F-15 D,24,200.46,106.508,166.115,16.51,9.68912,%,34.344,28.739,5.754,138,"20,052",10,,production,OP
5-Apr-15,NO 15/9-F-15 D,24,199.769,106.521,165.775,16.589,9.89153,%,33.993,28.526,5.404,139,"20,281",11,,production,OP
6-Apr-15,NO 15/9-F-15 D,24,199.329,106.535,165.386,16.799,9.89031,%,33.943,28.794,5.352,139,"20,215",11,,production,OP
7-Apr-15,NO 15/9-F-15 D,24,199.255,106.16,165.488,16.646,9.92347,%,33.766,28.871,5.188,138,"20,115",10,,production,OP
8-Apr-15,NO 15/9-F-15 D,24,200.578,106.478,166.489,16.173,9.68782,%,34.089,28.501,5.201,137,"19,845",10,,production,OP
9-Apr-15,NO 15/9-F-15 D,24,199.982,106.484,166.391,16.055,10.22324,%,33.59,26.909,4.256,141,"20,520",10,,production,OP
10-Apr-15,NO 15/9-F-15 D,24,200.01,106.482,166.213,16.027,10.01674,%,33.797,26.231,4.472,138,"20,200",10,,production,OP
11-Apr-15,NO 15/9-F-15 D,24,200.015,106.47,166.446,15.712,10.13621,%,33.569,25.081,4.23,140,"20,281",10,,production,OP
12-Apr-15,NO 15/9-F-15 D,24,199.743,106.474,166.259,15.737,10.13773,%,33.484,25.572,4.164,140,"20,476",10,,production,OP
13-Apr-15,NO 15/9-F-15 D,24,199.669,106.468,166.221,15.659,10.14072,%,33.448,26.927,4.145,140,"20,956",10,,production,OP
14-Apr-15,NO 15/9-F-15 D,24,200.63,106.424,167.248,15.224,9.94441,%,33.382,26.314,4.066,139,"20,774",10,,production,OP
15-Apr-15,NO 15/9-F-15 D,24,199.572,106.453,166.381,15.597,10.06448,%,33.191,29.379,3.847,142,"21,045",11,,production,OP
16-Apr-15,NO 15/9-F-15 D,24,200.521,106.418,167.149,15.194,9.9516,%,33.373,28.913,4.027,140,"20,751",11,,production,OP
17-Apr-15,NO 15/9-F-15 D,24,199.683,106.444,166.559,15.519,10.02108,%,33.123,30.875,3.758,144,"21,460",11,,production,OP
18-Apr-15,NO 15/9-F-15 D,24,199.776,106.442,166.621,15.449,9.78463,%,33.155,30.072,4.106,141,"20,951",11,,production,OP
19-Apr-15,NO 15/9-F-15 D,24,199.702,106.446,166.704,15.488,9.61549,%,32.999,30.689,4.41,140,"20,278",11,,production,OP
20-Apr-15,NO 15/9-F-15 D,24,199.929,106.44,167.029,15.468,9.86301,%,32.901,31.08,4.289,141,"20,438",11,,production,OP
21-Apr-15,NO 15/9-F-15 D,24,199.8,106.448,166.891,15.468,9.89064,%,32.909,30.897,4.283,142,"20,927",11,,production,OP
22-Apr-15,NO 15/9-F-15 D,24,199.678,106.456,166.753,15.532,9.87433,%,32.925,30.883,4.304,142,"20,787",11,,production,OP
23-Apr-15,NO 15/9-F-15 D,24,199.599,106.46,166.749,15.545,9.93602,%,32.85,30.055,4.233,149,"21,558",11,,production,OP
24-Apr-15,NO 15/9-F-15 D,24,199.895,106.455,166.92,15.491,9.75725,%,32.974,30.587,4.396,147,"21,213",11,,production,OP
25-Apr-15,NO 15/9-F-15 D,24,200.392,106.435,167.712,15.145,9.93357,%,32.68,29.755,4.076,147,"21,265",11,,production,OP
26-Apr-15,NO 15/9-F-15 D,24,199.543,106.473,166.678,15.484,9.89835,%,32.865,29.802,4.274,146,"21,153",11,,production,OP
27-Apr-15,NO 15/9-F-15 D,24,199.93,106.457,167.226,15.342,9.97682,%,32.704,29.13,4.113,148,"21,312",11,,production,OP
28-Apr-15,NO 15/9-F-15 D,24,199.665,106.467,166.994,15.378,10.06769,%,32.671,26.804,4.055,148,"21,330",11,,production,OP
29-Apr-15,NO 15/9-F-15 D,24,199.755,106.464,167.077,15.414,9.98959,%,32.678,27.052,4.023,148,"21,170",10,,production,OP
30-Apr-15,NO 15/9-F-15 D,24,199.996,106.455,167.333,15.33,10.00477,%,32.662,29.838,3.951,148,"21,276",10,,production,OP
1-May-15,NO 15/9-F-15 D,24,200.551,106.432,168.071,15.069,9.97289,%,32.48,30.654,3.839,148,"21,106",10,,production,OP
2-May-15,NO 15/9-F-15 D,24,200.034,106.45,167.542,15.244,10.06853,%,32.491,30.808,3.863,148,"21,044",10,,production,OP
3-May-15,NO 15/9-F-15 D,24,199.289,106.476,166.766,15.462,10.16145,%,32.523,26.724,4.06,147,"21,140",10,,production,OP
4-May-15,NO 15/9-F-15 D,24,199.488,106.467,166.888,15.336,9.9803,%,32.6,25.961,3.95,142,"20,674",10,,production,OP
5-May-15,NO 15/9-F-15 D,17.17,201.677,106.21,168.268,13.342,8.17224,%,33.409,26.723,4.854,89,"13,071",6,,production,OP
6-May-15,NO 15/9-F-15 D,24,200.411,106.415,168.979,14.265,11.43675,%,31.432,23.507,2.788,153,"22,342",11,,production,OP
7-May-15,NO 15/9-F-15 D,24,199.826,106.449,167.571,15.165,10.20291,%,32.254,26.096,3.629,142,"20,579",10,,production,OP
8-May-15,NO 15/9-F-15 D,24,199.877,106.443,167.675,15.214,10.18997,%,32.203,26.909,3.566,140,"20,878",10,,production,OP
9-May-15,NO 15/9-F-15 D,24,199.036,106.47,166.767,15.459,10.23198,%,32.269,24.67,3.654,141,"20,481",10,,production,OP
10-May-15,NO 15/9-F-15 D,24,199.327,106.455,166.957,15.397,10.03576,%,32.37,27.108,3.741,139,"20,269",10,,production,OP
11-May-15,NO 15/9-F-15 D,24,199.86,106.428,167.564,14.997,9.94611,%,32.296,25.165,3.675,138,"20,127",10,,production,OP
12-May-15,NO 15/9-F-15 D,24,200.27,106.408,168.057,14.755,9.87738,%,32.213,25.258,3.583,137,"19,974",10,,production,OP
13-May-15,NO 15/9-F-15 D,24,199.482,106.432,167.315,14.945,9.99674,%,32.168,26.848,3.598,137,"19,925",10,,production,OP
14-May-15,NO 15/9-F-15 D,24,199.851,106.415,167.681,14.806,9.84432,%,32.17,28.735,3.66,128,"18,623",9,,production,OP
15-May-15,NO 15/9-F-15 D,24,199.954,106.403,167.882,14.674,9.90906,%,32.072,28.309,3.563,129,"18,635",9,,production,OP
16-May-15,NO 15/9-F-15 D,24,199.81,106.404,167.731,14.657,9.8785,%,32.079,27.516,3.568,129,"18,664",9,,production,OP
17-May-15,NO 15/9-F-15 D,24,199.876,106.397,167.877,14.584,9.89611,%,31.999,28.601,3.48,129,"18,695",9,,production,OP
18-May-15,NO 15/9-F-15 D,24,199.716,106.396,167.783,14.528,10.01781,%,31.932,25.571,3.422,129,"18,794",9,,production,OP
19-May-15,NO 15/9-F-15 D,24,199.544,106.4,167.505,14.576,9.91197,%,32.039,26.49,3.499,129,"18,672",9,,production,OP
20-May-15,NO 15/9-F-15 D,24,201.104,106.334,169.212,14.034,9.71721,%,31.892,29.84,3.369,128,"18,452",9,,production,OP
21-May-15,NO 15/9-F-15 D,24,201.985,106.293,170.159,13.604,9.67575,%,31.827,27.622,3.32,126,"18,394",9,,production,OP
22-May-15,NO 15/9-F-15 D,24,202.042,106.289,170.201,13.461,9.67843,%,31.84,27.471,3.295,124,"18,137",10,,production,OP
23-May-15,NO 15/9-F-15 D,24,201.628,106.307,169.706,13.603,9.68997,%,31.922,28.384,3.298,118,"17,861",9,,production,OP
24-May-15,NO 15/9-F-15 D,24,201.947,106.295,169.883,13.444,9.75921,%,32.064,27.156,3.124,127,"18,569",10,,production,OP
25-May-15,NO 15/9-F-15 D,24,202.112,106.281,170.307,13.363,9.74202,%,31.805,28.82,3.152,119,"17,532",10,,production,OP
26-May-15,NO 15/9-F-15 D,24,201.253,106.315,169.359,13.679,9.74474,%,31.893,28.929,3.286,123,"18,075",9,,production,OP
27-May-15,NO 15/9-F-15 D,24,200.682,106.334,168.8,13.84,9.54853,%,31.882,28.329,3.307,122,"17,813",9,,production,OP
28-May-15,NO 15/9-F-15 D,24,199.919,106.358,168.077,14.034,9.64559,%,31.843,27.759,3.258,125,"18,359",11,,production,OP
29-May-15,NO 15/9-F-15 D,24,200.136,106.343,168.341,13.979,9.77381,%,31.795,27.566,3.216,125,"18,317",10,,production,OP
30-May-15,NO 15/9-F-15 D,24,200.62,106.315,169.014,13.732,9.79442,%,31.606,29.826,3.034,124,"18,245",10,,production,OP
31-May-15,NO 15/9-F-15 D,24,200.745,106.304,169.202,13.599,9.63575,%,31.543,26.783,2.958,125,"18,442",9,,production,OP
1-Jun-15,NO 15/9-F-15 D,24,200.457,106.311,168.882,13.505,9.83959,%,31.576,25.779,3.003,124,"18,537",10,,production,OP
2-Jun-15,NO 15/9-F-15 D,24,200.36,106.31,168.805,13.455,9.88528,%,31.556,24.304,2.93,125,"18,607",10,,production,OP
3-Jun-15,NO 15/9-F-15 D,24,200.563,106.295,169.15,13.398,9.848,%,31.413,28.574,2.837,123,"18,331",10,,production,OP
4-Jun-15,NO 15/9-F-15 D,24,199.921,106.315,168.473,13.613,9.89328,%,31.448,29.71,2.891,123,"18,258",10,,production,OP
5-Jun-15,NO 15/9-F-15 D,24,200.416,106.291,168.966,13.341,9.83935,%,31.451,24.412,2.894,123,"17,940",9,,production,OP
6-Jun-15,NO 15/9-F-15 D,24,201.077,106.255,169.83,13.021,9.80395,%,31.247,26.653,2.682,123,"17,859",9,,production,OP
7-Jun-15,NO 15/9-F-15 D,22.98,202.382,106.18,170.699,12.489,9.46178,%,31.683,27.644,2.755,125,"18,731",11,,production,OP
8-Jun-15,NO 15/9-F-15 D,24,200.588,106.254,169.582,12.995,11.1286,%,31.006,29.334,2.395,130,"18,848",10,,production,OP
9-Jun-15,NO 15/9-F-15 D,24,200.131,106.287,169.008,13.38,10.22291,%,31.123,31.124,2.52,125,"18,095",9,,production,OP
10-Jun-15,NO 15/9-F-15 D,24,199.526,106.313,168.106,13.666,10.0154,%,31.42,31.514,2.828,123,"17,809",9,,production,OP
11-Jun-15,NO 15/9-F-15 D,24,201.082,106.239,170.088,13.039,9.95274,%,30.994,30.737,2.495,121,"17,629",10,,production,OP
12-Jun-15,NO 15/9-F-15 D,24,200.067,106.272,169.171,13.313,10.22691,%,30.895,31.064,2.267,123,"17,909",9,,production,OP
13-Jun-15,NO 15/9-F-15 D,24,199.356,106.302,168.15,13.608,9.95936,%,31.205,32.344,2.565,120,"17,294",9,,production,OP
14-Jun-15,NO 15/9-F-15 D,24,199.97,106.268,169.003,13.151,10.03708,%,30.967,29.308,2.343,118,"17,191",9,,production,OP
15-Jun-15,NO 15/9-F-15 D,24,200.371,106.244,169.595,12.893,10.19861,%,30.776,29.653,2.166,119,"17,279",9,,production,OP
16-Jun-15,NO 15/9-F-15 D,24,199.584,106.272,168.784,13.221,10.4439,%,30.8,30.725,2.183,119,"17,261",9,,production,OP
17-Jun-15,NO 15/9-F-15 D,24,200.496,106.235,169.531,12.837,10.13,%,30.965,29.49,2.331,117,"17,134",9,,production,OP
18-Jun-15,NO 15/9-F-15 D,24,200.715,106.215,170.048,12.589,11.21019,%,30.668,29.328,1.69,122,"17,737",10,,production,OP
19-Jun-15,NO 15/9-F-15 D,24,201.256,106.183,170.925,12.3,13.37645,%,30.331,29.251,1.216,124,"18,352",10,,production,OP
20-Jun-15,NO 15/9-F-15 D,24,199.731,106.258,168.275,12.996,9.67168,%,31.457,31.556,2.82,116,"17,183",9,,production,OP
21-Jun-15,NO 15/9-F-15 D,24,200.971,106.188,170.737,12.31,11.32858,%,30.233,26.224,1.609,123,"18,308",10,,production,OP
22-Jun-15,NO 15/9-F-15 D,24,199.633,106.249,168.783,12.84,10.58126,%,30.851,30.693,2.195,122,"18,055",10,,production,OP
23-Jun-15,NO 15/9-F-15 D,24,200.554,106.208,169.964,12.457,10.39832,%,30.59,29.71,1.942,120,"17,717",10,,production,OP
24-Jun-15,NO 15/9-F-15 D,24,200.036,106.227,169.444,12.629,10.61305,%,30.592,29.834,1.945,121,"17,833",10,,production,OP
25-Jun-15,NO 15/9-F-15 D,24,200.202,106.227,169.422,12.743,10.51277,%,30.78,31.672,2.118,120,"17,719",10,,production,OP
26-Jun-15,NO 15/9-F-15 D,24,200.223,106.223,169.699,12.59,10.75717,%,30.524,25.614,1.88,119,"17,397",10,,production,OP
27-Jun-15,NO 15/9-F-15 D,24,200.347,106.23,169.39,12.697,10.45573,%,30.957,29.779,2.12,119,"17,399",10,,production,OP
28-Jun-15,NO 15/9-F-15 D,24,201.958,106.164,171.34,12.111,10.37393,%,30.618,28.475,1.98,126,"18,362",10,,production,OP
29-Jun-15,NO 15/9-F-15 D,24,202.75,106.138,172.138,11.949,10.41771,%,30.612,31.08,1.693,126,"18,047",10,,production,OP
30-Jun-15,NO 15/9-F-15 D,24,201.067,106.216,170.32,12.613,10.59658,%,30.746,29.538,2.081,128,"18,201",10,,production,OP
1-Jul-15,NO 15/9-F-15 D,24,201.891,106.201,170.878,12.376,9.65481,%,31.013,26.751,2.403,113,"16,790",10,,production,OP
2-Jul-15,NO 15/9-F-15 D,24,199.736,106.291,168.786,13.162,10.38268,%,30.95,27.2,2.347,137,"20,207",10,,production,OP
3-Jul-15,NO 15/9-F-15 D,24,200.7,106.264,169.627,13.01,9.90507,%,31.072,30.676,2.379,134,"19,700",10,,production,OP
4-Jul-15,NO 15/9-F-15 D,24,202.239,106.199,171.629,12.438,10.01885,%,30.61,30.274,1.964,132,"19,446",10,,production,OP
5-Jul-15,NO 15/9-F-15 D,24,200.386,106.277,169.783,13.094,10.4524,%,30.603,30.787,1.953,134,"19,685",10,,production,OP
