kl_host,kl_first_seen,kl_popularity,kl_threat
zizi.ddns.net,22.06.2017 13:46,2,Backdoor.MSIL.Bladabindi
183.81.171.242,23.11.2016 06:23,2,Backdoor.Win32.Androm
welcome2.ddns.net,16.12.2016 04:21,2,Backdoor.Win32.DarkKomet
akyt.ddns.net,13.06.2017 05:52,2,Backdoor.MSIL.Bladabindi
sock1.ddns.net,13.02.2016 06:51,2,Backdoor.Win32.DarkKomet
105.98.246.228,14.06.2017 02:36,2,Trojan.Win32.Agent
xave1996.no-ip.biz,03.12.2016 03:13,2,Backdoor.MSIL.Bladabindi
109.184.127.111,14.06.2017 17:11,2,Trojan.Win32.Agent
t.laeranat1.com,15.04.2016 16:13,2,Worm.Win32.Ngrbot
molativa.com.br,27.01.2015 08:00,2,Trojan-Spy.Win32.Zbot
muchmarketing.co.il,03.07.2014 12:00,2,Trojan-Spy.Win32.Zbot
freitasbrasiladvogados.com.br,23.01.2014 20:11,2,CnC.Win32.Generic
p.r.im,03.09.2014 02:49,2,Trojan-Spy.Win32.Zbot
3apa3a.comxa.com,18.06.2014 17:02,2,Trojan-Downloader.Win32.Andromeda
bendigocountryweek.com.au,21.02.2013 17:54,2,Backdoor.Win32.Mutopy
pennholding.co.th,13.06.2014 03:54,2,Backdoor.Win32.Napolar
anonymous-0.no-ip.biz,14.10.2013 20:02,2,Backdoor.Win32.DarkKomet
patriciodemario.com.ar,21.07.2014 07:43,2,Trojan-Spy.Win32.Zbot
112.135.69.118,23.05.2017 04:51,2,Trojan.Win32.Agent
hacen.no-ip.org,30.09.2011 11:26,2,Backdoor.MSIL.Bladabindi
milito.no-ip.org,22.11.2012 18:40,2,Trojan.Win32.Xtrat
coffeesales.com.au,17.04.2014 08:25,2,CnC.Win32.Generic
185.165.31.88,30.06.2017 06:22,2,Backdoor.Win32.Androm
176.223.111.188,10.12.2016 05:30,2,Trojan-Spy.Win32.Ursnif
46.102.152.129,26.04.2017 15:36,2,CnC.Win32.Generic
apayao.gov.ph,19.07.2015 02:14,2,Trojan-Spy.Win32.Zbot
s3transportes.com.br,06.12.2013 17:47,2,CnC.Win32.Generic
198.55.107.156,24.06.2017 00:24,2,Trojan-Spy.Win32.Ursnif
estoril.mochahost.com,20.03.2014 21:26,2,Trojan-Spy.Win32.Zbot
61.1.33.116,21.02.2017 06:47,2,Trojan.Win32.Agent
59.12.157.108,03.03.2017 11:35,2,Trojan.Win32.Yakes
walkiedoggies.co.uk,17.05.2014 20:08,2,Trojan-Spy.Win32.Zbot
goldcoasttaxiutes.com.au,17.02.2014 17:17,2,CnC.Win32.Generic
185.29.11.53,18.03.2017 21:38,2,Trojan.Win32.Inject
renatoluis.com.br,04.02.2015 17:27,2,Trojan-Spy.Win32.Zbot
mrshadowsx.hopto.org,01.11.2016 20:05,2,Backdoor.MSIL.Bladabindi
nettravel.tur.br,14.01.2014 15:44,2,CnC.Win32.Generic
xxx-xxx.no-ip.info,05.04.2015 16:21,2,Trojan.MSIL.Zapchast
ge1.altervista.org,04.01.2013 05:21,2,CnC.Win32.Generic
chocolatesduda.com.br,31.10.2014 03:27,2,Trojan-Spy.Win32.Zbot
cfg-win.com.br,02.07.2017 13:22,2,Trojan.Win32.Agent
hexabyte.zapto.org,23.03.2016 09:52,2,Backdoor.MSIL.Bladabindi
shaddows.zapto.org,22.12.2014 15:38,2,Backdoor.MSIL.Bladabindi
buyingservice.co.za,17.06.2015 06:13,2,Trojan-Spy.Win32.Zbot
105.102.175.106,29.06.2017 18:51,2,Trojan.Win32.Agent
n.fwmfdsrdo.com,05.12.2015 08:31,2,Worm.Win32.Ngrbot
fokka.com.br,12.01.2015 07:55,2,Trojan-Spy.Win32.Zbot
modularplanner.co.uk,24.11.2013 01:41,2,Trojan.Win32.Generic
nis.co.za,16.09.2015 21:56,2,Trojan-Spy.Win32.Zbot
autoneta.xe.lt,28.01.2013 04:25,2,Trojan-Spy.Win32.Zbot
ysf.no-ip.biz,09.01.2014 15:23,2,Backdoor.MSIL.Bladabindi
188.209.52.46,02.07.2017 17:00,2,Trojan.Win32.Neurevt
185.62.188.153,08.03.2017 20:21,2,Backdoor.Win32.Androm
89.45.67.200,22.09.2015 09:47,2,Backdoor.Win32.Androm
xtremebot.no-ip.info,11.03.2014 07:42,2,Backdoor.Win32.Xtreme
bibidjaja.no-ip.org,26.05.2014 12:51,2,Trojan.MSIL.Zapchast
imacorp.com.mx,13.04.2015 11:50,2,Trojan-Spy.Win32.Zbot
cu65049.tmweb.ru,16.11.2016 09:19,2,CnC.Win32.Generic
eyestyle.com.my,03.07.2014 12:00,2,Trojan-Spy.Win32.Zbot
106.186.22.199,20.02.2017 23:28,2,Trojan-Spy.Win32.Zbot
hemanca.com.ve,18.03.2014 00:17,2,CnC.Win32.Generic
knighto.no-ip.biz,04.10.2013 10:54,2,Backdoor.MSIL.Bladabindi
whylearn.com.au,18.03.2013 17:25,2,Backdoor.Win32.Androm
shkis.publicvm.com,07.12.2016 20:03,2,Worm.VBS.Dinihou
dr159.no-ip.biz,09.01.2014 10:01,2,CnC.Win32.Generic
soponto.com.br,04.09.2013 19:34,2,CnC.Win32.Generic
dhuma.com.br,03.12.2014 07:16,2,Trojan-Spy.Win32.Zbot
firassadi.no-ip.org,13.07.2014 17:12,2,Backdoor.MSIL.Bladabindi
41.100.23.113,16.06.2017 21:19,2,Trojan.Win32.Agent
178.72.134.172,02.03.2017 11:45,2,Trojan.Win32.Yakes
cslrb-850-2.slc.westdc.net,07.01.2012 23:51,2,Trojan-Spy.Win32.Zbot
windowsdwm.ddns.net,15.06.2016 18:02,2,Backdoor.MSIL.Bladabindi
hp200.no-ip.biz,12.02.2015 11:57,2,Backdoor.MSIL.Bladabindi
103.55.129.10,01.04.2017 05:46,2,Trojan-Spy.AndroidOS.SmForw
178.78.151.128,01.03.2017 13:27,2,Backdoor.Win32.Hlux
178.159.36.185,26.06.2017 10:37,2,Trojan-PSW.Win32.Fareit
42.3.142.110,01.04.2017 07:52,2,Trojan.Win32.Yakes
ffff99fff.no-ip.biz,26.12.2014 07:18,2,Backdoor.MSIL.Bladabindi
halilou.no-ip.biz,28.05.2014 13:38,2,Worm.VBS.Dinihou
cursolucianorosa.com.br,22.05.2017 02:53,2,Backdoor.Win32.Androm
digitalhouse.net.au,02.08.2013 13:35,2,CnC.Win32.Generic
madota.co.za,05.09.2015 03:49,2,Trojan-Spy.Win32.Zbot
zikavirus.ddns.net,19.11.2016 00:37,2,Backdoor.MSIL.Bladabindi
fofo-656.no-ip.biz,19.12.2013 14:31,2,CnC.Win32.Generic
wvva.org.au,04.04.2017 01:34,2,Trojan-PSW.Win32.Fareit
epvideo.co.uk,08.06.2015 13:51,2,Trojan-Spy.Win32.Zbot
195.123.211.189,21.10.2016 09:13,2,Trojan-Spy.Win32.Zbot
89.38.99.129,24.05.2017 15:55,2,Backdoor.Win32.Mokes
monsterbudledgrowlights.co.uk,12.12.2014 15:06,2,Trojan-Spy.Win32.Zbot
pop93.no-ip.org,24.10.2013 12:00,2,Trojan.Win32.Llac
171.5.206.13,23.06.2017 01:07,2,Trojan.Win32.Agent
lavee.com.tw,12.01.2013 13:44,2,Trojan-Spy.Win32.Zbot
angialac.com.vn,27.01.2015 08:00,2,Trojan-Spy.Win32.Zbot
dszombie.comyr.com,21.03.2014 20:48,2,Trojan-PSW.Win32.Fareit
86.110.118.72,13.05.2017 04:31,2,Trojan.Win32.Fsysna
r1.reportbox1.info,01.02.2013 21:49,2,Trojan-PSW.Win32.Chisburg
23.227.201.103,08.06.2017 04:13,2,Trojan-Spy.Win32.Ursnif
kasper.workisboring.com,25.03.2017 01:12,2,Worm.VBS.Dinihou
socialware.com.ar,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
pharoh25.ddns.net,14.09.2016 00:30,2,Worm.VBS.Dinihou
au.co.th,29.07.2014 11:21,2,Trojan-Spy.Win32.Zbot
kaneki.selfip.net,25.11.2016 19:40,2,Backdoor.MSIL.Bladabindi
ontheroadforever.com.br,06.08.2014 13:47,2,Trojan-Spy.Win32.Zbot
185.165.29.55,22.06.2017 08:16,2,Trojan.Win32.Neurevt
92.249.131.203,05.05.2017 20:05,2,Trojan.Win32.Agent
149.202.225.242,04.04.2017 18:22,2,Trojan.MSIL.Cryptos
1.54.119.43,20.06.2017 05:26,2,Trojan.Win32.Agent
browserprotect.hopto.org,21.12.2013 08:53,2,CnC.Win32.Generic
bestparty.com.mx,29.09.2015 06:04,2,Trojan-Spy.Win32.Zbot
b.new2w700orldwipemek6.com,12.01.2015 22:07,2,Trojan.Win32.Neurevt
188.209.52.221,04.12.2016 18:05,2,Trojan.Win32.Neurevt
my.gtsa.ch,11.12.2012 02:54,2,Trojan-PSW.Win32.Fareit
pack689.saddleback-bsa.com,21.03.2013 11:10,2,Backdoor.Win32.Mutopy
xon.ddns.net,28.05.2017 15:28,2,Backdoor.Win32.DarkKomet
83.172.34.219,21.02.2017 08:40,2,Backdoor.Win32.Hlux
my-services.myq-see.com,18.08.2014 21:06,2,Backdoor.MSIL.Bladabindi
115.75.177.113,17.04.2017 23:31,2,Trojan.Win32.Agent
185.117.72.90,24.04.2016 08:09,2,Backdoor.Win32.Androm
elisou19.donweb-homeip.net,30.09.2016 17:08,2,Backdoor.Win32.DarkKomet
185.106.122.74,18.02.2017 21:11,2,Trojan.Win32.Neurevt
192.151.234.6,28.04.2017 05:17,2,Trojan-Spy.AndroidOS.SmForw
192.151.234.12,21.11.2016 04:44,2,Trojan-Spy.AndroidOS.SmForw
192.151.234.5,28.04.2017 05:17,2,Trojan-Spy.AndroidOS.SmForw
192.151.234.3,04.02.2017 06:32,2,Trojan-Spy.AndroidOS.SmForw
192.151.234.10,04.02.2017 04:59,2,Trojan-Spy.AndroidOS.SmForw
successbusinessmag.com.au,14.04.2015 05:56,2,Trojan-Spy.Win32.Zbot
msgbox.zapto.org,27.09.2013 15:12,2,Backdoor.Win32.DarkKomet
imobiliariafelippe.com.br,02.12.2014 15:40,2,Trojan-Spy.Win32.Zbot
cashngold.com.au,09.06.2014 07:14,2,Trojan-Spy.Win32.Zbot
updatechrome.duckdns.org,22.01.2015 23:22,2,Trojan.Win32.Neurevt
vegasoft.site90.com,07.02.2014 12:19,2,CnC.Win32.Generic
drywallgessoype.com.br,21.06.2017 20:04,2,Trojan-PSW.Win32.Tepfer
plantationprofitplanner.com.au,29.01.2014 18:09,2,CnC.Win32.Generic
linebrand.com.au,02.04.2017 05:16,2,Trojan.Win32.Inject
vipvip2.dyndns.org,21.01.2014 02:25,2,Backdoor.Win32.Xtreme
185.188.206.99,09.06.2017 00:39,2,Trojan.Win32.Neurevt
pthacker.no-ip.org,14.11.2013 00:47,2,Backdoor.MSIL.Bladabindi
192.99.2.94,06.12.2015 15:27,2,Trojan.Win32.Inject
fgdc5glkidsy2hf.ddns.net,14.02.2017 14:23,2,CnC.Win32.Generic
rsupsoeradjitirtonegoro.co.id,02.04.2014 06:30,2,CnC.Win32.Generic
warrawonghydroponics.com.au,10.01.2013 09:47,2,Trojan-Spy.Win32.Zbot
positivemind.co.in,13.12.2013 19:36,2,CnC.Win32.Generic
and9.themainnotmainstreet1.com,06.05.2015 18:18,2,Trojan-Downloader.Win32.Andromeda
rastajancrysis.kilu.de,06.09.2014 00:08,2,Trojan.Win32.Generic
189.143.92.219,11.05.2017 07:09,2,Trojan.Win32.Agent
chat.srv.br,08.06.2014 15:51,2,Trojan-Spy.Win32.Zbot
rajan.name.np,12.02.2013 06:10,2,Trojan-Spy.Win32.Zbot
s-a7lm-com.duckdns.org,04.05.2017 01:38,2,Backdoor.MSIL.Bladabindi
peno.marcorosada.com,02.05.2017 10:29,2,CnC.Win32.Generic
victor.iglesiacaminonuevo.com,02.05.2017 10:28,2,CnC.Win32.Generic
remember.ddns.net,26.10.2015 19:35,2,Backdoor.Win32.DarkKomet
84.38.129.8,03.04.2017 23:07,2,Trojan.Win32.Inject
xmixocc.com.ua,29.03.2017 01:29,2,Backdoor.Win32.Androm
sayee.ddob.us,07.06.2014 14:22,2,Backdoor.Win32.Napolar
robert.ddob.us,02.05.2014 12:57,2,Backdoor.Win32.Napolar
88.249.43.192,05.05.2017 12:46,2,Trojan.Win32.Agent
kabylieteam.ddns.net,08.11.2016 20:44,2,Backdoor.MSIL.Bladabindi
5.154.240.129,07.12.2015 02:08,2,Backdoor.Win32.Hlux
183.109.165.55,03.03.2017 03:48,2,Trojan.Win32.Yakes
78.155.205.31,09.05.2017 02:37,2,Trojan-PSW.Win32.Fareit
mail.polyrnd.com,01.04.2017 02:11,2,Trojan.Win32.Yakes
95.57.96.54,02.03.2017 10:00,2,Backdoor.Win32.Hlux
46.119.142.14,20.12.2016 20:54,2,Trojan.Win32.Yakes
ksa616.sytes.net,25.06.2017 23:44,2,Backdoor.MSIL.Bladabindi
iamback.serveftp.com,20.12.2013 02:35,2,Backdoor.MSIL.Bladabindi
servak.sesok.ru,29.01.2017 03:23,2,Trojan-SMS.AndroidOS.Agent
bdx.linkpc.net,24.03.2015 15:40,2,Backdoor.MSIL.Bladabindi
talentfinder.com.my,29.06.2017 08:52,2,Trojan-PSW.Win32.Fareit
bbb.ddns.net,22.02.2017 17:00,2,Backdoor.Win32.DarkKomet
clickrate.com.au,03.07.2013 08:26,2,CnC.Win32.Generic
propertyworkout.co.uk,22.09.2014 04:08,2,Trojan-Spy.Win32.Zbot
3045lifestyle.co.za,06.03.2015 15:58,2,Trojan-Spy.Win32.Zbot
hostlan.ddns.net,27.02.2017 12:47,2,Backdoor.MSIL.Bladabindi
infocolornido.publicvm.com,21.06.2017 15:51,2,Backdoor.MSIL.NanoBot
haydar93.no-ip.biz,17.02.2014 16:19,2,CnC.Win32.Generic
139.59.3.123,13.04.2017 12:23,2,Trojan.Win32.Inject
grupomarcasrl.com.ar,24.02.2014 19:52,2,CnC.Win32.Generic
iclear.studentworkbook.pw,01.05.2017 20:38,2,Trojan-Spy.Win32.Zbot
104.155.38.253,05.04.2017 18:38,2,Trojan-Spy.Win32.Ursnif
easycf.51.net,07.03.2012 17:24,2,Trojan.Win32.Krament
5.188.231.103,09.06.2017 00:16,2,Trojan-Spy.Win32.Panda
122.173.46.184,18.06.2017 12:31,2,Trojan.Win32.Agent
1.kingx.info,12.05.2017 11:54,2,Backdoor.MSIL.NanoBot
facebook-fg.ddns.net,09.06.2017 18:02,2,Backdoor.MSIL.Bladabindi
sans.zapto.org,20.03.2017 08:20,2,Backdoor.Win32.DarkKomet
achakeybase.com.de,20.02.2017 06:01,2,Backdoor.Win32.Androm
sanda750.ddns.net,17.06.2016 20:26,2,Backdoor.MSIL.Bladabindi
arxdeigratia.co.za,24.08.2015 13:36,2,Trojan-Spy.Win32.Zbot
apkandro.duckdns.org,06.06.2017 13:32,2,Trojan.MSIL.Zapchast
149.154.157.46,06.05.2017 03:58,2,Trojan-Spy.Win32.Panda
spy2010net.zapto.org,19.12.2013 14:31,2,CnC.Win32.Generic
drama2.gvardiano.ru,28.06.2017 12:16,2,Trojan-SMS.AndroidOS.Agent
176.104.47.243,10.03.2017 17:53,2,Backdoor.Win32.Hlux
sara-tabuk.no-ip.biz,10.06.2014 13:15,2,Backdoor.MSIL.Bladabindi
jesuslovers.sytes.net,20.12.2013 02:35,2,Backdoor.MSIL.Bladabindi
chatfree.serveblog.net,19.05.2016 10:33,2,Backdoor.MSIL.Bladabindi
lurdinha.psc.br,20.06.2017 13:34,2,Backdoor.Win32.Androm
185.168.186.36,26.04.2017 15:24,2,CnC.Win32.Generic
212.83.166.45,19.04.2017 02:42,2,Trojan-Banker.Win32.Emotet
171.99.144.171,17.05.2017 12:05,2,Trojan.Win32.Agent
proman.ddns.net,29.01.2017 07:05,2,Backdoor.Win32.DarkKomet
emd.web.tr,22.05.2017 02:53,2,Trojan-Downloader.Win32.Agent
teixeirantenas.com.br,30.01.2015 11:06,2,Trojan-Spy.Win32.Zbot
37.150.24.197,22.02.2017 08:14,2,Backdoor.Win32.Hlux
2.135.41.165,22.02.2017 08:40,2,Backdoor.Win32.Hlux
snackebay.ddns.net,19.11.2016 02:13,2,Trojan.MSIL.Cryptos
livestreaming.assistaufconline.xyz,17.06.2016 00:36,2,Trojan-PSW.Win32.Fareit
dady.no-ip.biz,08.03.2014 01:06,2,Backdoor.Win32.DarkKomet
95.59.215.199,16.06.2017 07:19,2,Trojan.Win32.Agent
update.odeen.eu,29.12.2013 20:06,2,Trojan-Spy.Win32.Zbot
f.lewd.se,14.01.2017 17:40,2,Trojan.Win32.Neurevt
khan2012.no-ip.biz,20.12.2013 02:35,2,Backdoor.MSIL.Bladabindi
kersaoui.ddns.net,07.05.2017 02:34,2,Backdoor.MSIL.Bladabindi
5.196.159.173,08.03.2017 20:21,2,Trojan-Spy.Win32.Ursnif
hurriyetvefatilan.gen.tr,09.08.2014 10:18,2,Trojan-Spy.Win32.Zbot
178.17.170.160,13.06.2017 13:53,2,Trojan-PSW.Win32.Fareit
malcolmwood.me.uk,21.10.2013 12:33,2,CnC.Win32.Generic
117.198.147.170,30.06.2017 18:16,2,Trojan.Win32.Agent
commandant20.no-ip.biz,12.11.2013 21:09,2,Backdoor.Win32.DarkKomet
elmod.zapto.org,07.04.2017 02:34,2,Backdoor.MSIL.Bladabindi
hitryisergey.besaba.com,03.03.2015 19:13,2,Backdoor.Win32.Gbod
proxylinks.duckdns.org.duckdns.org,27.06.2017 02:11,2,Trojan-PSW.Win32.Fareit
62.182.67.198,18.02.2017 05:50,2,Backdoor.Win32.Hlux
mypic.hopto.org,03.08.2015 05:29,2,Trojan-Spy.Win32.Zbot
mylondon.hc0.me,07.03.2014 13:09,2,CnC.Win32.Generic
rainbowcolours.me.uk,19.03.2014 09:28,2,Trojan-Downloader.Win32.Andromeda
ukonline.hc0.me,07.03.2014 12:13,2,CnC.Win32.Generic
amorimartesgrafica.com.br,07.08.2013 03:17,2,Trojan-Downloader.Win32.Andromeda
merbahecoresort.com.my,15.01.2015 13:35,2,Trojan-Spy.Win32.Zbot
a.bjhvdqw2ladies42.com,04.12.2015 14:37,2,Worm.Win32.Ngrbot
aass.no-ip.biz,07.10.2013 08:06,2,Backdoor.MSIL.Bladabindi
91.196.91.116,22.01.2017 20:14,2,Trojan.Win32.Agent
dns.kingspy.info,10.02.2016 23:37,2,Trojan-Spy.MSIL.Downeks
parrotcay.como.bz,12.02.2013 12:58,2,Trojan-PSW.Win32.Fareit
kleaners.co.uk,12.08.2014 10:52,2,Trojan-Spy.Win32.Zbot
vse-dly-saita.16mb.com,03.02.2014 14:53,2,CnC.Win32.Generic
free-cccam.duckdns.org,27.10.2014 23:37,2,Trojan.Win32.Pakes
lysa.co.za,13.08.2015 20:04,2,Trojan-Spy.Win32.Zbot
bestbuyautotransport.com.au,14.10.2013 16:06,2,CnC.Win32.Generic
185.165.29.25,02.06.2017 05:55,2,Trojan.Win32.Kasidet
network.bigbotpein.com,07.06.2017 18:09,2,Backdoor.Linux.Mirai
mercadaodebrinquedos.com.br,22.10.2014 07:50,2,Trojan-Spy.Win32.Zbot
lakma.ddns.net,13.04.2016 18:09,2,Backdoor.Win32.DarkKomet
delgadillo.com.mx,29.09.2015 17:46,2,Trojan-Ransom.Win32.Cryptodef
winup.publicvm.com,13.03.2015 02:00,2,Backdoor.MSIL.Bladabindi
king999.ddns.net,07.06.2015 15:53,2,Backdoor.AndroidOS.Agent
shaktifood.com.np,28.12.2012 19:23,2,CnC.Win32.Generic
hungrygames.ddns.net,13.11.2016 03:29,2,Backdoor.Win32.DarkKomet
seml.com.pk,22.07.2014 15:11,2,Trojan-Spy.Win32.Zbot
vpn-hacker.no-ip.biz,27.09.2013 15:12,2,Backdoor.Win32.Xtreme
dkm.duckdns.org,31.08.2016 09:19,2,Backdoor.Win32.DarkKomet
zid.pistalesirene.com,18.04.2017 07:35,2,Trojan-PSW.Win32.Tepfer
92.46.24.233,26.03.2017 07:29,2,Backdoor.Win32.Hlux
109.206.9.21,27.06.2017 11:53,2,Trojan.Win32.Agent
113.10.139.250,28.03.2017 05:17,2,Trojan-Spy.AndroidOS.SmForw
u.geeku.be,09.06.2017 18:59,2,Trojan.Win32.Neurevt
bassam1.ddns.net,18.04.2017 09:48,2,Backdoor.MSIL.Bladabindi
223.204.166.205,21.06.2017 00:00,2,Trojan.Win32.Agent
5.58.1.48,02.03.2017 20:07,2,Backdoor.Win32.Hlux
concordphysi.com.au,31.03.2017 00:29,2,Trojan-PSW.Win32.Fareit
wildgoose.com.au,21.02.2013 07:52,2,Trojan-Spy.Win32.Zbot
222.186.51.37,23.03.2017 09:22,2,Trojan.Win32.Yakes
www5.tamareirashotelmg.com.br,08.10.2014 20:47,2,Trojan.Win32.Neurevt
103.254.126.150,26.03.2017 16:37,2,Backdoor.Win32.Hlux
sx.gexgz.com,08.06.2017 14:45,2,Trojan.Win32.MicroFake
sehablaingles.com.ve,07.12.2012 15:22,2,CnC.Win32.Generic
drilltest2014.amazingtrace.com,25.11.2014 13:45,2,Trojan-Banker.AndroidOS.Binka
jtytv147852.oicp.net,11.06.2014 09:06,2,Trojan-Banker.AndroidOS.Gepew
kmad2000.xicp.net,15.05.2014 20:31,2,Trojan-Banker.AndroidOS.Gepew
103.211.124.250,21.01.2017 16:25,2,Trojan-Spy.AndroidOS.SmForw
forum.sytes.net,16.05.2014 14:43,2,CnC.Win32.Generic
doddyfire.dyndns.org,11.11.2016 21:07,2,Backdoor.MSIL.Bladabindi
f5e.rc-modelka.ru,22.12.2012 15:05,2,Trojan-Spy.Win32.Carberp
85.204.74.132,13.02.2017 12:43,2,Trojan-Spy.Win32.Ursnif
103.24.126.114,22.05.2017 07:17,2,Trojan.Win32.Agent
1.234.106.227,02.03.2017 11:01,2,Backdoor.Win32.Hlux
85.185.227.242,07.03.2017 15:49,2,Trojan.Win32.Yakes
76.94.232.249,13.01.2017 20:43,2,Trojan.Win32.Agent
wlopescorretora.com.br,23.09.2013 19:20,2,CnC.Win32.Generic
skype.redirectme.net,19.03.2012 13:11,2,Trojan.Win32.Xtrat
12.serj1228.aux.su,30.12.2016 14:42,2,Trojan-SMS.AndroidOS.Agent
devraniskender.com.tr,21.02.2013 16:59,2,Backdoor.Win32.Mutopy
port80.btcguild.com,26.02.2013 20:26,2,Trojan.Win32.IRCbot
221.146.210.110,24.02.2017 09:41,2,Trojan.Win32.MicroFake
109.60.198.188,06.05.2017 12:34,2,Trojan.Win32.Agent
saado1234510.ddns.net,02.03.2017 08:58,2,Backdoor.MSIL.Bladabindi
77.76.131.10,25.02.2017 12:31,2,Trojan.Win32.Agent
124.104.131.192,17.04.2017 06:24,2,Trojan.Win32.Agent
211.180.229.166,19.03.2017 06:16,2,Backdoor.Win32.Hlux
predator-rc.com.pl,06.06.2017 13:32,2,Trojan-Downloader.Win32.Andromeda
depositocorrea.com.br,21.03.2013 11:10,2,Backdoor.Win32.Mutopy
c.zabrak0vmin0kov2.com,26.02.2015 15:03,2,Worm.Win32.Ngrbot
n.bffihxjxo.com,05.12.2015 04:31,2,Worm.Win32.Ngrbot
macsystemlondrina.com.br,29.12.2014 22:17,2,Trojan-Spy.Win32.Zbot
114.200.48.54,25.02.2017 14:17,2,Trojan.Win32.Yakes
xray-picks.co.in,20.11.2014 09:54,2,Trojan-Spy.Win32.Zbot
simplymanas.co.za,03.06.2015 11:14,2,Trojan-Spy.Win32.Zbot
58.186.245.208,15.06.2017 02:51,2,Trojan.Win32.Agent
58.186.92.163,09.04.2017 20:46,2,Trojan.Win32.Agent
alahakibi.ddns.net,08.07.2016 18:49,2,Trojan.Win32.Llac
alogic.com.sg,26.11.2013 11:17,2,CnC.Win32.Generic
netstat.bdl-testers.com,13.09.2013 13:46,2,CnC.Win32.Generic
api.v2.sslsecure3.com,19.09.2014 05:12,2,Worm.Win32.Skor
z3995175.3322.org,30.09.2011 15:05,2,Backdoor.Win32.Zegost
servertk25.ddns.net,10.05.2016 22:53,2,Backdoor.Win32.DarkKomet
bks.iui.my,25.09.2013 15:25,2,Trojan-Spy.Win32.Zbot
arhumaderas.com.ar,07.05.2013 13:54,2,Trojan-Spy.Win32.Zbot
biztracker24.com.tw,21.02.2011 13:36,2,Trojan-Spy.Win32.Zbot
panel.vargakragard.se,23.10.2013 14:41,2,Trojan-Spy.Win32.Zbot
n.oceardpku.ru,05.12.2015 18:30,2,Worm.Win32.Ngrbot
saeef7.no-ip.biz,21.12.2016 13:38,2,Backdoor.MSIL.Bladabindi
a.biphon2egalaxyblack42.com,14.10.2015 12:19,2,Worm.Win32.Ngrbot
paypal-host.ddns.net,30.07.2016 05:10,2,Backdoor.MSIL.Bladabindi
obi.org.in,02.09.2014 09:49,2,Trojan-Spy.Win32.Zbot
www2.alexapowerstats.com,13.05.2014 08:46,2,Trojan-Spy.Win32.Zbot
go0.serveminecraft.net,17.06.2017 10:57,2,Backdoor.MSIL.Bladabindi
registerdrivegoogle.sytes.net,26.05.2017 02:56,2,Trojan-Spy.Win32.Zbot
a.baerr000.ru,15.04.2016 16:12,2,Worm.Win32.Ngrbot
asptt.aikido-meat.com,21.04.2014 18:03,2,Trojan-Spy.Win32.Zbot
138bt.meibu.net,26.05.2017 13:04,2,Trojan.Win32.MicroFake
avalan.servecounterstrike.com,12.03.2014 13:56,2,CnC.Win32.Generic
yamleg.fu8.com,29.07.2013 19:05,2,CnC.Win32.Generic
karemelsayd.no-ip.biz,15.06.2017 18:59,2,Backdoor.MSIL.Bladabindi
sorry.no-ip.biz,13.08.2015 18:30,2,Backdoor.MSIL.Bladabindi
herbalbrasil.com.br,02.06.2014 01:41,2,Trojan-Spy.Win32.Zbot
77gr.co.tv,08.04.2010 12:56,2,Trojan-Spy.Win32.Zbot
bin.upmydns.org,26.06.2012 13:34,2,Trojan-Spy.Win32.Zbot
acquisitions.tbslatinamerica.com,06.10.2014 14:34,2,Trojan-Spy.Win32.Zbot
acompanhantes.desmix.com.br,08.02.2013 10:32,2,Trojan-Spy.Win32.Zbot
avey.grandshost.com,22.07.2013 10:26,2,CnC.Win32.Generic
mandor1234567.hopto.org,29.10.2016 03:39,2,Backdoor.MSIL.Bladabindi
hussein2018.ddns.net,22.09.2016 10:25,2,Backdoor.MSIL.Bladabindi
alirami6791.hopto.org,18.07.2016 19:00,2,Backdoor.MSIL.Bladabindi
spotmarka.ap0x.com,21.09.2015 11:47,2,Trojan-Spy.Win32.Zbot
breakingtony.co.uk,29.09.2014 06:04,2,Trojan-Spy.Win32.Zbot
blog.randyrocket.com,19.08.2013 13:13,2,CnC.Win32.Generic
a.joerv06.com,15.04.2016 16:12,2,Worm.Win32.Ngrbot
naijabids.co.uk,16.11.2014 20:16,2,Trojan-Spy.Win32.Zbot
henex.net.ua,04.09.2013 15:40,2,CnC.Win32.Generic
update.saintfrancoisath.be,19.12.2013 21:34,2,CnC.Win32.Generic
b1.hsbc.com.al,25.04.2012 09:46,2,Trojan.Win32.Generic
dhxsbvipddos.dhxddos.com,17.06.2017 06:38,2,Trojan.Win32.MicroFake
ag47.3322.org,30.09.2011 15:05,2,Backdoor.Win32.Zegost
3addictions.com.au,09.10.2013 17:25,2,CnC.Win32.Generic
mohamednjrat111.no-ip.biz,29.03.2015 06:28,2,Backdoor.Win32.Xtreme
a.tsroxybaa.com,15.04.2016 16:13,2,Worm.Win32.Ngrbot
c2si.com.ar,09.07.2015 20:46,2,Trojan-Spy.Win32.Zbot
net.sells-it.net,12.03.2015 11:50,2,Backdoor.MSIL.Bladabindi
neorandom.dothome.co.kr,17.04.2014 08:25,2,CnC.Win32.Generic
apuya.com.br,19.09.2013 09:18,2,Trojan-Spy.Win32.Zbot
brake.nissan-almasaoodautomobiles.com,13.01.2014 18:35,2,CnC.Win32.Generic
