"sourcetype_name",vendor,product,category,domain,"data_type",apps,"data_model",description,support,docs,status,"use_cases",notes
"mcafee:uce",McAfee,McAfee,"Security Fraud and Compliance",Security,"Web Server data",6197,"Endpoint data|Web Proxy data",,"not_supported","https://splunkbase.splunk.com/app/6197","Need to Validate",,
"mcafee:webgateway:audit",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance",Security,"Authentication data",5452,"Web Server data",,developer,"https://proxy-test.com/Splunk_App_for_SkyHigh_Secure_Web_Gateway_README.html#overview_of_sourcetypes_and_log_formats","Need to Validate",,
"mcafee:webgateway:audit",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance",Security,"Web Server data",5452,"Web Server data",,developer,"https://proxy-test.com/Splunk_App_for_SkyHigh_Secure_Web_Gateway_README.html#overview_of_sourcetypes_and_log_formats","Need to Validate",,
"mcafee:webgateway:custom",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance",Security,"Web Server data",5452,"Web Server data",,developer,"https://proxy-test.com/Splunk_App_for_SkyHigh_Secure_Web_Gateway_README.html#overview_of_sourcetypes_and_log_formats","Need to Validate",,
"mcafee:webgateway:default",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance",Security,"Web Server data",5452,"Web Server data",,developer,"https://proxy-test.com/Splunk_App_for_SkyHigh_Secure_Web_Gateway_README.html#overview_of_sourcetypes_and_log_formats","Need to Validate",,
"mcafee:webgateway:minimal",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance","Observability|Security","Web Server data",5452,"Web Server data",,developer,"https://proxy-test.com/Splunk_App_for_SkyHigh_Secure_Web_Gateway_README.html#overview_of_sourcetypes_and_log_formats","Need to Validate",,
"mcafee:webgateway:mwg-errors",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance",Security,"Web Server data",5452,"Web Server data",,developer,"https://proxy-test.com/Splunk_App_for_SkyHigh_Secure_Web_Gateway_README.html#overview_of_sourcetypes_and_log_formats","Need to Validate",,
"mcafee:webgateway:mwg_errors",McAfee,"McAfee/SkyHigh Web Gateway","Security Fraud and Compliance",Security,"Web Server data",1654,,,"not_supported","https://splunkbase.splunk.com/app/1654","Skip for now",,"macros.conf"
"mcafee:webgateway:wgcs_v5",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance","Observability|Security","Web Server data",5452,"Web Server data",,developer,"https://proxy-test.com/Splunk_App_for_SkyHigh_Secure_Web_Gateway_README.html#overview_of_sourcetypes_and_log_formats","Need to Validate",,
"mcafee:wg:kv",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance","Observability|Security","Malware data",3009,"Malware data|Web Proxy data","McAfee Web Gateway kv pairs log",splunk,"https://docs.splunk.com/Documentation/AddOns/released/McAfeeWG/Sourcetypes",Validated,,
"mcafee:wg:kv",McAfee,"McAfee/SkyHigh Web Gateway","IT Operations|Security Fraud and Compliance","Observability|Security","Web Proxy data",3009,"Malware data|Web Proxy data","McAfee Web Gateway kv pairs log",splunk,"https://docs.splunk.com/Documentation/AddOns/released/McAfeeWG/Sourcetypes",Validated,,
"mcg_ux_json",,,"Business Analytics|IT Operations",Observability,"Application data","5389|7177",,,"not_supported","https://splunkbase.splunk.com/app/5389|https://splunkbase.splunk.com/app/7177","Skip for now",,
"mchealthcheck:log","Cisco Splunk","Splunk Resources for Deployment Success","IT Operations|Utilities",Observability,"Application data",4527,,,"not_supported","https://docs.splunk.com/Documentation/Splunk/latest/DMC/Customizehealthcheck","Need to Validate",,"Splunk Resources for Deployment Success"
"mcollect_stash","Cisco Splunk","Splunk Platform",Utilities,Platform,"Application data",,,"System Source types",splunk,"https://docs.splunk.com/Documentation/Splunk/latest/Data/Listofpretrainedsourcetypes",Validated,,
"mcrn-syslog-backlog",,,"IoT and Industrial Data|Utilities",Observability,"Application data",4942,,,"not_supported","https://splunkbase.splunk.com/app/4942","Skip for now",,"inputs.conf"
"mcrn-syslog-live",,,"IoT and Industrial Data|Utilities",Observability,"Application data",4942,,,"not_supported","https://splunkbase.splunk.com/app/4942","Skip for now",,"inputs.conf"
"medigate:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Alerts data",6488,"Alerts data|Inventory data|Vulnerabilities data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Inventory data",6488,"Alerts data|Inventory data|Vulnerabilities data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Vulnerability Detection data",6488,"Alerts data|Inventory data|Vulnerabilities data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Vulnerability Scanning data",6488,"Alerts data|Inventory data|Vulnerabilities data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate:alerts:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Alerts data",6488,"Alerts data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate:devices:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Inventory data",6488,"Inventory data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate:events:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Alerts data",6488,"Alerts data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate:vulnerabilities:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Vulnerability Detection data",6488,"Vulnerabilities data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate:vulnerabilities:*",Claroty,"Claroty xDome","IoT and Industrial Data|Network Security","Observability|Security","Vulnerability Scanning data",6488,"Vulnerabilities data",,developer,"https://splunkbase.splunk.com/app/6488","Need to Validate",,
"medigate_assets_csv",,,"IoT and Industrial Data|Security Fraud and Compliance",Security,"Asset and Risk Intelligence data",4820,,"alert|attack|communicate|cpu|default|ids|inventory|memory|network|report|snapshot|storage|system|tools|user|version|virtual|vulnerability","not_supported","https://splunkbase.splunk.com/app/4820","Skip for now",,
"medigate_events",,,"IoT and Industrial Data|Security Fraud and Compliance",Security,"Event Signatures data",4820,,"alert|attack|communicate|cpu|default|ids|inventory|memory|network|report|snapshot|storage|system|tools|user|version|virtual|vulnerability","not_supported","https://splunkbase.splunk.com/app/4820","Skip for now",,
"medigate_network_map_info",,,"IoT and Industrial Data|Security Fraud and Compliance",Security,"Network Traffic data",4820,,"alert|attack|communicate|cpu|default|ids|inventory|memory|network|report|snapshot|storage|system|tools|user|version|virtual|vulnerability","not_supported","https://splunkbase.splunk.com/app/4820","Skip for now",,
meg,,,"IT Operations|Security Fraud and Compliance","Observability|Security","Application data",3655,,,"not_supported","https://splunkbase.splunk.com/app/3655","Skip for now",,
meh,,,Utilities,Platform,"Application data",2693,,,"not_supported","https://splunkbase.splunk.com/app/2693","Skip for now",,
"meh_forum",,,Utilities,Platform,"Application data",2693,,,"not_supported","https://splunkbase.splunk.com/app/2693","Skip for now",,
"menlo*","Menlo Security","Menlo Security","Security Fraud and Compliance",Security,"Authentication data",5279,"Web Proxy data",,developer,"https://splunkbase.splunk.com/app/5279",Validated,,
"menlo*","Menlo Security","Menlo Security","Security Fraud and Compliance",Security,"Web Proxy data",5279,"Web Proxy data",,developer,"https://splunkbase.splunk.com/app/5279",Validated,,
"menlo*","Menlo Security","Menlo Security","Security Fraud and Compliance",Security,"Web Server data",5279,"Web Proxy data",,developer,"https://splunkbase.splunk.com/app/5279",Validated,,
"menlosecurity:audit:*","Menlo Security","Menlo Security","Security Fraud and Compliance",Security,"Authentication data",5279,"Authentication data",,developer,"https://splunkbase.splunk.com/app/5279","Need to Validate",,
"menlosecurity:web:*","Menlo Security","Menlo Security","Security Fraud and Compliance",Security,"Web Server data",5279,"Web data",,developer,"https://splunkbase.splunk.com/app/5279","Need to Validate",,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Alerts data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Authentication data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Change data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Intrusion Detection data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Malware data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Network Sessions data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Network Switch data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Network Traffic data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
meraki,Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Web Server data",5580,"Alerts data|Authentication data|Change data|Malware data|Network Sessions data",,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
"meraki:*",Cisco,"Cisco Meraki Cloud-Managed Switching","Security Fraud and Compliance",Security,"Network Switch data",5580,,,splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes/",Validated,,
"meraki:accesspoints",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Alerts data",5580,"Alerts data|Authentication data|Change data","Access points events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:accesspoints",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Authentication data",5580,"Alerts data|Authentication data|Change data","Access points events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:accesspoints",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Change data",5580,"Alerts data|Authentication data|Change data","Access points events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:airmarshal",Cisco,"Cisco Meraki Cloud-Managed Switching","Investigative|Security Fraud and Compliance",Security,"Network Detection and Response data",5580,,,"not_supported","https://splunkbase.splunk.com/app/5580","Need to Validate",,
"meraki:audit",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Change data",5580,"Change data","Organization configuration changes",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:cameras",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Change data",5580,"Change data","Cameras events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:devices",Cisco,Meraki,"IT Operations",Observability,"Inventory data",6201,,,"not_supported","https://splunkbase.splunk.com/app/6201",Validated,,
"meraki:networkdevices",Cisco,Meraki,"IT Operations",Observability,"Inventory data",6201,,,"not_supported","https://splunkbase.splunk.com/app/6201",Validated,,
"meraki:organizationsecurity",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Malware data",5580,"Malware data","Organization security events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:securityappliances",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Alerts data",5580,"Alerts data|Authentication data|Change data|Network Sessions data","Security appliances events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:securityappliances",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Authentication data",5580,"Alerts data|Authentication data|Change data|Network Sessions data","Security appliances events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:securityappliances",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Change data",5580,"Alerts data|Authentication data|Change data|Network Sessions data","Security appliances events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:securityappliances",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Network Sessions data",5580,"Alerts data|Authentication data|Change data|Network Sessions data","Security appliances events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:switches",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Change data",5580,"Change data","Switches events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:switches",Cisco,"Cisco Meraki Cloud-Managed Switching","Network Device|Security Fraud and Compliance",Security,"Network Switch data",5580,"Change data","Switches events",splunk,"https://splunk.github.io/splunk-add-on-for-cisco-meraki/Sourcetypes",Validated,,
"meraki:uplinks",Cisco,Meraki,"IT Operations",Observability,"Inventory data",6201,,,"not_supported","https://splunkbase.splunk.com/app/6201",Validated,,
"meraki:uplinkslossandlatency",Cisco,Meraki,"IT Operations",Observability,"Inventory data",6201,,,"not_supported","https://splunkbase.splunk.com/app/6201",Validated,,
"meraki_syslog",,,"IT Operations|Security Fraud and Compliance","Observability|Security","Application data",4838,,,"not_supported","https://splunkbase.splunk.com/app/4838","Skip for now",,
"met_office:weather_observations:hourly",,,"Business Analytics|IoT and Industrial Data",Observability,"Web Server data",3349,,,"not_supported","https://splunkbase.splunk.com/app/3349","Skip for now",,
"metaaccess:*",OPSWAT,"OPSWAT MetaAccess","IT Operations|Security Fraud and Compliance","Observability|Security","Endpoint data",5530,,,developer,"https://splunkbase.splunk.com/app/5530","Need to Validate",,
"metaaccess:device:details",OPSWAT,"OPSWAT MetaAccess","IT Operations|Security Fraud and Compliance","Observability|Security","Inventory data",5530,,,developer,"https://splunkbase.splunk.com/app/5530","Need to Validate",,
"metaaccess:device:logs",OPSWAT,"OPSWAT MetaAccess","IT Operations|Security Fraud and Compliance","Observability|Security","Inventory data",5530,,,developer,"https://splunkbase.splunk.com/app/5530","Need to Validate",,
"metaaccess:device:vulnerabilities",OPSWAT,"OPSWAT MetaAccess","IT Operations|Security Fraud and Compliance","Observability|Security","Vulnerability Detection data",5530,"Vulnerabilities data",,developer,"https://splunkbase.splunk.com/app/5530",Validated,,
"metaflows-syslog",,,"Security Fraud and Compliance",Security,"Application data",3603,,,"not_supported","https://splunkbase.splunk.com/app/3603","Skip for now",,
"metoffice:datahub:hourly","Met Office","Met Office DataHub","IoT and Industrial Data|Utilities",Observability,"IoT and Industrial data",4976,,,"not_supported","https://splunkbase.splunk.com/app/4976","Need to Validate",,
metric,,,"DevOps|IT Operations",Observability,"Performance data",4068,,,"not_supported","https://splunkbase.splunk.com/app/4068","Skip for now",,
metricperfmon,,,"Endpoint|IT Operations",Security,"Performance data",6492,,,"not_supported","https://splunkbase.splunk.com/app/6492","Skip for now",,"inputs.conf"
metrics,,,"IT Operations",Observability,"Performance data",1593,,,"not_supported","https://splunkbase.splunk.com/app/1593","Skip for now",,
"metrics_csv",Generic,Generic,"IT Operations","Observability|Platform","Performance data",,,"Pretrained source types",splunk,"https://docs.splunk.com/Documentation/Splunk/latest/Data/Listofpretrainedsourcetypes",Validated,,
"metrics_log",,,"IT Operations|Security Fraud and Compliance","Observability|Security","Performance data",4621,,,"not_supported","https://splunkbase.splunk.com/app/4621","Skip for now",,"props.conf"
"mi_cds",,,"Investigative|Security Fraud and Compliance",Security,"Application data",3309,,,"not_supported","https://splunkbase.splunk.com/app/3309","Need to Validate",,
"microsoft:defenderatp:alerts",Microsoft,,"Security Fraud and Compliance|Vulnerability Scanner",Security,"Endpoint data",6470,,,"not_supported","https://splunkbase.splunk.com/app/6470","Skip for now",,"savedsearches.conf"
"microsoft:forefront:tmg:fw",Microsoft,"Microsoft Forefront Threat Management Gateway","Security Fraud and Compliance",Security,"Network Firewall data",3011,,,"not_supported","https://splunkbase.splunk.com/app/3011","Need to Validate",,
"microsoft:forefront:tmg:fw",Microsoft,"Microsoft Forefront Threat Management Gateway","Security Fraud and Compliance",Security,"Network Traffic data",3011,,,"not_supported","https://splunkbase.splunk.com/app/3011","Need to Validate",,
"microsoft:forefront:tmg:proxy",Microsoft,"Microsoft Forefront Threat Management Gateway","Security Fraud and Compliance",Security,"Web Proxy data",3011,,,"not_supported","https://splunkbase.splunk.com/app/3011","Need to Validate",,
"microsoft:hyperv:*",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Virtualization data",1253,"Virtualization data",,splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes",Validated,,
"microsoft:hyperv:host",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Performance data",1253,"Performance data","Microsoft Hyper-V host servers (basic inventory).",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes","Need to Validate",,
"microsoft:hyperv:host:ext",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Inventory data",1253,"Performance data","Microsoft Hyper-V host servers (extended inventory)",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes",Validated,,
"microsoft:hyperv:host:switch",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Performance data",1253,"Performance data","Microsoft Hyper-V host switch",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes","Need to Validate",,
"microsoft:hyperv:perf:datastore",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Inventory data",1253,"Storage data","Microsoft Hyper-V datastore performance",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes",Validated,,
"microsoft:hyperv:perf:host",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Performance data",1253,"Performance data","Microsoft Hyper-V host performance",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes","Need to Validate",,
"microsoft:hyperv:perf:vm",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Inventory data",1253,"Inventory data","Microsoft Hyper-V VM performance.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes",Validated,,
"microsoft:hyperv:vm",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Inventory data",1253,"Inventory data|Performance data|Virtualization data","Microsoft Hyper-V virtual machines (basic inventory).",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes",Validated,,
"microsoft:hyperv:vm",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Performance data",1253,"Inventory data|Performance data|Virtualization data","Microsoft Hyper-V virtual machines (basic inventory).",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes",Validated,,
"microsoft:hyperv:vm:disk",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Storage data",1253,"Storage data","Microsoft Hyper-V virtual machine storage data.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes",Validated,,
"microsoft:hyperv:vm:ext",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Performance data",1253,"Performance data","Microsoft Hyper-V virtual machines (extended inventory).",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes","Need to Validate",,
"microsoft:hyperv:vm:network",Microsoft,"Microsoft Hyper-V","IT Operations|Utilities",Observability,"Performance data",1253,"Performance data","Microsoft Hyper-V virtual machine network interface data.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSHyperV/DataTypes","Need to Validate",,
"microsoft:messagetrace",,,"Information|Utilities",Observability,"Microsoft:365 data",7111,,,"not_supported","https://splunkbase.splunk.com/app/7111","Skip for now",,"eventtypes.conf"
"microsoft:nps:radius",Microsoft,"Microsoft NPS Radius","Identity Management",Security,"Authentication data",6989,"Authentication data",,"not_supported","https://splunkbase.splunk.com/app/6989","Need to Validate",,
"microsoft:scom*",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Microsoft:Cloud Services data",2729,,"Get one or more alerts and their history. An alert is an indication of a significant event that requires your attention. Rules and monitors can generate alerts.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:alert",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,"Alerts data","Get one or more alerts and their history. An alert is an indication of a significant event that requires your attention. Rules and monitors can generate alerts.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:diagnostic",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get diagnostic tasks to discover the cause of a problem or provide you with additional information.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:discovery",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get a list of discoveries.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:event",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get one or more events which are collected by rules.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:internal",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get some internal references such as SCOM class definitions, and class instances.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:mgmt",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get management configurations such as ManagementPack, group, and role.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:monitor",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get monitors which define logic for determining the health of an object.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:network",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get some network configurations such as SCOM agent, connector, and proxy info.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:override",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get a list of overrides, and a resulting set of overrides.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:performance",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Performance data",2729,"Performance data","Get network performance such as CPU usage, memory, storage and network performance data.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:recovery",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get a list of recoveries.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:rule",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get one or more monitoring rules.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
"microsoft:scom:task",Microsoft,"Microsoft System Center Operations Manager","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",2729,,"Get a list of tasks and their results. Task have a specific name or ID as well as tasks that are associated with specified user roles, class instances, management packs, or target classes.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSCOM/Sourcetypes",Validated,,
microsoftidentityhealthalert,,,"IT Operations|Security Fraud and Compliance","Observability|Security","Identity and Access Management data",7490,,,"not_supported","https://splunkbase.splunk.com/app/7490","Skip for now",,"eventtypes.conf|inputs.conf"
mids,,,"IT Operations",Observability,"Intrusion Detection data",3340,,,"not_supported","https://splunkbase.splunk.com/app/3340","Skip for now",,"eventtypes.conf"
mikro,,,"IT Operations|Utilities",Observability,"Application data",1214,,,"not_supported","https://splunkbase.splunk.com/app/1214","Skip for now",,"props.conf|transforms.conf"
mikrotik,,,"IT Operations",Observability,"Application data",483,,,"not_supported","https://splunkbase.splunk.com/app/483","Skip for now",,
mimecastatst,,,"E-mail|Security Fraud and Compliance",Security,"Performance data",4075,,,"not_supported","https://splunkbase.splunk.com/app/4075","Skip for now",,"inputs.conf"
mimecastsiemcist,,,"E-mail|Security Fraud and Compliance",Security,"Application data",4075,,,"not_supported","https://splunkbase.splunk.com/app/4075","Skip for now",,"inputs.conf"
minecraft,,,Utilities,Platform,"Application data",2852,,,"not_supported","https://splunkbase.splunk.com/app/2852","Skip for now",,
"minetest_debug",,,Utilities,Platform,"Application data",3276,,,"not_supported","https://splunkbase.splunk.com/app/3276","Skip for now",,"inputs.conf"
"mint:error","Cisco Splunk",Mint,"IT Operations",Observability,"Performance data",3309,"Performance data",,"not_supported","https://splunkbase.splunk.com/app/3309","Need to Validate",,
"mint:event","Cisco Splunk",Mint,"IT Operations",Observability,"Alerts data",3309,,,"not_supported","https://splunkbase.splunk.com/app/3309","Need to Validate",,
"mint:gnip","Cisco Splunk",Mint,"IT Operations",Observability,"Inventory data",3309,"Inventory data",,"not_supported","https://splunkbase.splunk.com/app/3309","Need to Validate",,
"mint:network","Cisco Splunk",Mint,"IT Operations",Observability,"Performance data",3309,"Performance data",,"not_supported","https://splunkbase.splunk.com/app/3309","Need to Validate",,
"mint:ping","Cisco Splunk",Mint,"IT Operations",Observability,"Inventory data",3309,"Inventory data",,"not_supported","https://splunkbase.splunk.com/app/3309","Need to Validate",,
