capability,capability_description,name,dashboard,domain,icon,practice_description,expanded_guidance,visible,level
Cabling infrastructure,Cable inspectability,ISM-1112,CI_1112_ism,Guidelines for Communications Infrastructure,,Cables are inspectable at a minimum of five-metre intervals.,,TRUE,O-P-S-TS
Cabling infrastructure,Cable inspectability,ISM-1119,CI_1119_ism,Guidelines for Communications Infrastructure,,Cables in TOP SECRET areas are fully inspectable for their entire length.,,TRUE,O-P-S-TS
Cabling infrastructure,Common cable bundles and conduits,ISM-0187,CI_0187_ism,Guidelines for Communications Infrastructure,,"SECRET cables, when bundled together or run in conduit, are run exclusively in their own individual cable bundle or conduit.",,TRUE,S
Cabling infrastructure,Common cable bundles and conduits,ISM-1821,CI_1821_ism,Guidelines for Communications Infrastructure,,"TOP SECRET cables, when bundled together or run in conduit, are run exclusively in their own individual cable bundle or conduit.",,TRUE,TS
Cabling infrastructure,Common cable reticulation systems,ISM-1114,CI_1114_ism,Guidelines for Communications Infrastructure,,Cable bundles or conduits sharing a common cable reticulation system have a dividing partition or visible gap between each cable bundle and conduit.,,TRUE,O-P-S-TS
Cabling infrastructure,Enclosed cable reticulation systems,ISM-1130,CI_1130_ism,Guidelines for Communications Infrastructure,,"In shared facilities, cables are run in an enclosed cable reticulation system.",,TRUE,O-P-S-TS
Cabling infrastructure,Covers for enclosed cable reticulation systems,ISM-1164,CI_1164_ism,Guidelines for Communications Infrastructure,,"In shared facilities, conduits or the front covers of ducts, cable trays in floors and ceilings, and associated fittings are clear plastic.",,TRUE,O-P-S-TS
Cabling infrastructure,Sealing cable reticulation systems and conduits,ISM-0195,CI_0195_ism,Guidelines for Communications Infrastructure,,"In shared facilities, uniquely identifiable SCEC-approved tamper-evident seals are used to seal all removable covers on TOP SECRET cable reticulation systems.",,TRUE,TS
Cabling infrastructure,Sealing cable reticulation systems and conduits,ISM-0194,CI_0194_ism,Guidelines for Communications Infrastructure,,"In shared facilities, a visible smear of conduit glue is used to seal all plastic conduit joints and TOP SECRET conduits connected by threaded lock nuts.",,TRUE,TS
Cabling infrastructure,Labelling conduits,ISM-0201,CI_0201_ism,Guidelines for Communications Infrastructure,,"Labels for TOP SECRET conduits are a minimum size of 2.5 cm x 1 cm, attached at five-metre intervals and marked as ‘TS RUN'.",,TRUE,TS
Cabling infrastructure,Cables in walls,ISM-1115,CI_1115_ism,Guidelines for Communications Infrastructure,,Cables from cable trays to wall outlet boxes are run in flexible or plastic conduit.,,TRUE,O-P-S-TS
Cabling infrastructure,Cables in party walls,ISM-1133,CI_1133_ism,Guidelines for Communications Infrastructure,,"In shared facilities, TOP SECRET cables are not run in party walls.",,TRUE,TS
Cabling infrastructure,Wall penetrations,ISM-1122,CI_1122_ism,Guidelines for Communications Infrastructure,,"Where wall penetrations exit a TOP SECRET area into a lower classified area, TOP SECRET cables are encased in conduit with all gaps between the TOP SECRET conduit and the wall filled with an appropriate sealing compound.",,TRUE,TS
Cabling infrastructure,Wall outlet boxes,ISM-1105,CI_1105_ism,Guidelines for Communications Infrastructure,,SECRET and TOP SECRET wall outlet boxes contain exclusively SECRET or TOP SECRET cables.,,TRUE,S-TS
Cabling infrastructure,Labelling wall outlet boxes,ISM-1095,CI_1095_ism,Guidelines for Communications Infrastructure,,"Wall outlet boxes denote the systems, cable identifiers and wall outlet box identifier.",,TRUE,O-P-S-TS
Cabling infrastructure,Wall outlet box colours,ISM-1822,CI_1822_ism,Guidelines for Communications Infrastructure,,Wall outlet boxes for individual systems use a consistent colour.,,TRUE,O-P-S-TS
Cabling infrastructure,Wall outlet box colours,ISM-1107,CI_1107_ism,Guidelines for Communications Infrastructure,,OFFICIAL and PROTECTED wall outlet boxes are coloured neither salmon pink nor red.,,TRUE,O-P
Cabling infrastructure,Wall outlet box colours,ISM-1720,CI_1720_ism,Guidelines for Communications Infrastructure,,SECRET wall outlet boxes are coloured salmon pink.,,TRUE,S
Cabling infrastructure,Wall outlet box colours,ISM-1721,CI_1721_ism,Guidelines for Communications Infrastructure,,TOP SECRET wall outlet boxes are coloured red.,,TRUE,TS
Cabling infrastructure,Wall outlet box covers,ISM-1109,CI_1109_ism,Guidelines for Communications Infrastructure,,Wall outlet box covers are clear plastic.,,TRUE,O-P-S-TS
Cabling infrastructure,Fly lead installation,ISM-0218,CI_0218_ism,Guidelines for Communications Infrastructure,,"If TOP SECRET fibre-optic fly leads exceeding five metres in length are used to connect wall outlet boxes to ICT equipment, they are run in a protective and easily inspected pathway that is clearly labelled at the ICT equipment end with the wall outlet box's identifier.",,TRUE,TS
Cabling infrastructure,Connecting cable reticulation systems to cabinets,ISM-1102,CI_1102_ism,Guidelines for Communications Infrastructure,,Cable reticulation systems leading into cabinets are terminated as close as possible to the cabinet.,,TRUE,O-P-S-TS
Cabling infrastructure,Connecting cable reticulation systems to cabinets,ISM-1101,CI_1101_ism,Guidelines for Communications Infrastructure,,"In TOP SECRET areas, cable reticulation systems leading into cabinets in server rooms or communications rooms are terminated as close as possible to the cabinet.",,TRUE,O-P-S-TS
Cabling infrastructure,Connecting cable reticulation systems to cabinets,ISM-1103,CI_1103_ism,Guidelines for Communications Infrastructure,,"In TOP SECRET areas, cable reticulation systems leading into cabinets not in server rooms or communications rooms are terminated at the boundary of the cabinet.",,TRUE,O-P-S-TS
Cabling infrastructure,Terminating cables in cabinets,ISM-1098,CI_1098_ism,Guidelines for Communications Infrastructure,,"SECRET cables are terminated in an individual cabinet; or for small systems, a cabinet with a division plate between any SECRET cables and non-SECRET cables.",,TRUE,S
Cabling infrastructure,Terminating cables in cabinets,ISM-1100,CI_1100_ism,Guidelines for Communications Infrastructure,,TOP SECRET cables are terminated in an individual TOP SECRET cabinet.,,TRUE,TS
Cabling infrastructure,Terminating cables on patch panels,ISM-0213,CI_0213_ism,Guidelines for Communications Infrastructure,,SECRET and TOP SECRET cables are terminated on their own individual patch panels.,,TRUE,S-TS
Cabling infrastructure,Physical separation of cabinets and patch panels,ISM-0216,CI_0216_ism,Guidelines for Communications Infrastructure,,TOP SECRET patch panels are installed in individual TOP SECRET cabinets.,,TRUE,TS
Cabling infrastructure,Physical separation of cabinets and patch panels,ISM-0217,CI_0217_ism,Guidelines for Communications Infrastructure,,Where spatial constraints demand non-TOP SECRET patch panels be installed in the same cabinet as a TOP SECRET patch panel: • a physical barrier in the cabinet is provided to separate patch panels • only personnel holding a Positive Vetting security clearance have access to the cabinet • approval from the TOP SECRET system's authorising officer is obtained prior to installation.,,TRUE,TS
Cabling infrastructure,Physical separation of cabinets and patch panels,ISM-1116,CI_1116_ism,Guidelines for Communications Infrastructure,,A visible gap exists between TOP SECRET cabinets and non-TOP SECRET cabinets.,,TRUE,TS
Cabling infrastructure,Audio secure rooms,ISM-0198,CI_0198_ism,Guidelines for Communications Infrastructure,,"When penetrating a TOP SECRET audio secure room, the Australian Security Intelligence Organisation is consulted and all directions provided are complied with.",,TRUE,TS
Cabling infrastructure,Power reticulation,ISM-1123,CI_1123_ism,Guidelines for Communications Infrastructure,,A power distribution board with a feed from an Uninterruptible Power Supply is used to power all TOP SECRET ICT equipment.,,TRUE,TS
Emanation security,Emanation security threat assessments in Australia,ISM-0248,CI_0248_ism,Guidelines for Communications Infrastructure,,System owners deploying OFFICIAL or PROTECTED systems with Radio Frequency transmitters that will be co-located with SECRET or TOP SECRET systems contact the ACSC for an emanation security threat assessment and implement any additional installation criteria derived from the threat assessment.,,TRUE,O-P
Emanation security,Emanation security threat assessments in Australia,ISM-0247,CI_0247_ism,Guidelines for Communications Infrastructure,,System owners deploying SECRET or TOP SECRET systems with Radio Frequency transmitters inside or co-located with their facility contact the ACSC for an emanation security threat assessment and implement any additional installation criteria derived from the threat assessment.,,TRUE,S-TS
Emanation security,Emanation security threat assessments in Australia,ISM-1137,CI_1137_ism,Guidelines for Communications Infrastructure,,System owners deploying SECRET or TOP SECRET systems in shared facilities contact the ACSC for an emanation security threat assessment and implement any additional installation criteria derived from the threat assessment.,,TRUE,S-TS
Emanation security,Emanation security threat assessments outside Australia,ISM-0249,CI_0249_ism,Guidelines for Communications Infrastructure,,System owners deploying systems or military platforms overseas contact the ACSC for an emanation security threat assessment and implement any additional installation criteria derived from the threat assessment.,,TRUE,O-P-S-TS
Emanation security,Early consideration of emanation security threats,ISM-0246,CI_0246_ism,Guidelines for Communications Infrastructure,,An emanation security threat assessment is sought as early as possible in a system's life cycle as implementing emanation security can have significant cost implications.,,TRUE,O-P-S-TS
Emanation security,Electromagnetic interference/electromagnetic compatibility standards,ISM-0250,CI_0250_ism,Guidelines for Communications Infrastructure,,ICT equipment meets industry and government standards relating to electromagnetic interference/electromagnetic compatibility.,,TRUE,O-P-S-TS
Telephone systems,Telephone system usage policy,ISM-1078,CS_1078_ism,Guidelines for Communications Systems,,"A telephone system usage policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
Telephone systems,Personnel awareness,ISM-0229,CS_0229_ism,Guidelines for Communications Systems,,Personnel are advised of the permitted sensitivity or classification of information that can be discussed over both internal and external telephone systems.,,TRUE,O-P-S-TS
Telephone systems,Personnel awareness,ISM-0230,CS_0230_ism,Guidelines for Communications Systems,,Personnel are advised of security risks posed by non-secure telephone systems in areas where sensitive or classified conversations can occur.,,TRUE,O-P-S-TS
Telephone systems,Personnel awareness,ISM-0231,CS_0231_ism,Guidelines for Communications Systems,,"When using cryptographic equipment to permit different levels of conversation for different kinds of connections, telephone systems give a visual indication of what kind of connection has been made.",,TRUE,O-P-S-TS
Telephone systems,Protecting conversations,ISM-0232,CS_0232_ism,Guidelines for Communications Systems,,Telephone systems used for sensitive or classified conversations encrypt all traffic that passes over external systems.,,TRUE,O-P-S-TS
Telephone systems,Cordless telephone systems,ISM-0233,CS_0233_ism,Guidelines for Communications Systems,,Cordless telephone handsets and headsets are not used for sensitive or classified conversations unless all communications are encrypted.,,TRUE,O-P-S-TS
Telephone systems,Speakerphones,ISM-0235,CS_0235_ism,Guidelines for Communications Systems,,"Speakerphones are not used on telephone systems in TOP SECRET areas unless the telephone system is located in an audio secure room, the room is audio secure during conversations and only personnel involved in conversations are present in the room.",,TRUE,O-P-S-TS
Telephone systems,Off-hook audio protection,ISM-0236,CS_0236_ism,Guidelines for Communications Systems,,Off-hook audio protection features are used on telephone systems in areas where background conversations may exceed the sensitivity or classification that the telephone system is authorised for communicating.,,TRUE,O-P-S-TS
Telephone systems,Off-hook audio protection,ISM-0931,CS_0931_ism,Guidelines for Communications Systems,,"In SECRET and TOP SECRET areas, push-to-talk handsets or push-to-talk headsets are used to meet any off-hook audio protection requirements.",,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Video conferencing and Internet Protocol telephony infrastructure hardening,ISM-1562,CS_1562_ism,Guidelines for Communications Systems,,Video conferencing and IP telephony infrastructure is hardened.,,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Video-aware and voice-aware firewalls and proxies,ISM-0546,CS_0546_ism,Guidelines for Communications Systems,,"When video conferencing or IP telephony traffic passes through a gateway containing a firewall or proxy, a video-aware or voice-aware firewall or proxy is used.",,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Protecting video conferencing and Internet Protocol telephony traffic,ISM-0548,CS_0548_ism,Guidelines for Communications Systems,,Video conferencing and IP telephony calls are established using a secure session initiation protocol.,,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Protecting video conferencing and Internet Protocol telephony traffic,ISM-0547,CS_0547_ism,Guidelines for Communications Systems,,Video conferencing and IP telephony calls are conducted using a secure real-time transport protocol.,,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Video conferencing unit and Internet Protocol phone authentication,ISM-0554,CS_0554_ism,Guidelines for Communications Systems,,An encrypted and non-replayable two-way authentication scheme is used for call authentication and authorisation.,,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Video conferencing unit and Internet Protocol phone authentication,ISM-0553,CS_0553_ism,Guidelines for Communications Systems,,"Authentication and authorisation is used for all actions on a video conferencing network, including call setup and changing settings.",,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Video conferencing unit and Internet Protocol phone authentication,ISM-0555,CS_0555_ism,Guidelines for Communications Systems,,"Authentication and authorisation is used for all actions on an IP telephony network, including registering a new IP phone, changing phone users, changing settings and accessing voicemail.",,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Video conferencing unit and Internet Protocol phone authentication,ISM-0551,CS_0551_ism,Guidelines for Communications Systems,,IP telephony is configured such that: • IP phones authenticate themselves to the call controller upon registration • auto-registration is disabled and only authorised devices are allowed to access the network • unauthorised devices are blocked by default • all unused and prohibited functionality is disabled.,,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Video conferencing unit and Internet Protocol phone authentication,ISM-1014,CS_1014_ism,Guidelines for Communications Systems,,Individual logins are implemented for IP phones used for SECRET or TOP SECRET conversations.,,TRUE,S-TS
Video conferencing and Internet Protocol telephony,Traffic separation,ISM-0549,CS_0549_ism,Guidelines for Communications Systems,,Video conferencing and IP telephony traffic is separated physically or logically from other data traffic.,,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Traffic separation,ISM-0556,CS_0556_ism,Guidelines for Communications Systems,,"Workstations are not connected to video conferencing units or IP phones unless the workstation or the device uses Virtual Local Area Networks or similar mechanisms to maintain separation between video conferencing, IP telephony and other data traffic.",,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Internet Protocol phones in public areas,ISM-0558,CS_0558_ism,Guidelines for Communications Systems,,"IP phones used in public areas do not have the ability to access data networks, voicemail and directory services.",,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Microphones and webcams,ISM-0559,CS_0559_ism,Guidelines for Communications Systems,,Microphones (including headsets and USB handsets) and webcams are not used with non-SECRET workstations in SECRET areas.,,TRUE,O-P
Video conferencing and Internet Protocol telephony,Microphones and webcams,ISM-1450,CS_1450_ism,Guidelines for Communications Systems,,Microphones (including headsets and USB handsets) and webcams are not used with non-TOP SECRET workstations in TOP SECRET areas.,,TRUE,O-P-S
Video conferencing and Internet Protocol telephony,Denial of service response plan,ISM-1019,CS_1019_ism,Guidelines for Communications Systems,,"A denial of service response plan for video conferencing and IP telephony services is developed, implemented and maintained.",,TRUE,O-P-S-TS
Video conferencing and Internet Protocol telephony,Denial of service response plan,ISM-1805,CS_1805_ism,Guidelines for Communications Systems,,A denial of service response plan for video conferencing and IP telephony services contains the following: • how to identify signs of a denial-of-service attack • how to identify the source of a denial-of-service attack • how capabilities can be maintained during a denial-of-service attack • what actions can be taken to respond to a denial-of-service attack.,,TRUE,O-P-S-TS
Fax machines and multifunction devices,Fax machine and multifunction device usage policy,ISM-0588,CS_0588_ism,Guidelines for Communications Systems,,"A fax machine and MFD usage policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
Fax machines and multifunction devices,Sending fax messages,ISM-1092,CS_1092_ism,Guidelines for Communications Systems,,Separate fax machines or MFDs are used for sending sensitive or classified fax messages and all other fax messages.,,TRUE,O-P-S-TS
Fax machines and multifunction devices,Sending fax messages,ISM-0241,CS_0241_ism,Guidelines for Communications Systems,,"When sending fax messages, the fax message is encrypted to an appropriate level to be communicated over unsecured telecommunications infrastructure.",,TRUE,O-P-S-TS
Fax machines and multifunction devices,Receiving fax messages,ISM-1075,CS_1075_ism,Guidelines for Communications Systems,,The sender of a fax message makes arrangements for the receiver to collect the fax message as soon as possible after it is sent and for the receiver to notify the sender if the fax message does not arrive in an agreed amount of time.,,TRUE,O-P-S-TS
Fax machines and multifunction devices,Connecting multifunction devices to networks,ISM-0590,CS_0590_ism,Guidelines for Communications Systems,,Controls for MFDs connected to networks are of a similar strength to those for other devices on networks.,,TRUE,O-P-S-TS
Fax machines and multifunction devices,Connecting multifunction devices to both networks and digital telephone systems,ISM-0245,CS_0245_ism,Guidelines for Communications Systems,,A direct connection from an MFD to a digital telephone system is not enabled unless the digital telephone system is authorised to operate at the same sensitivity or classification as the network to which the MFD is connected.,,TRUE,O-P-S-TS
Fax machines and multifunction devices,Copying documents on multifunction devices,ISM-0589,CS_0589_ism,Guidelines for Communications Systems,,MFDs connected to networks are not used to copy documents above the sensitivity or classification of connected networks.,,TRUE,O-P-S-TS
Fax machines and multifunction devices,Observing fax machine and multifunction device use,ISM-1036,CS_1036_ism,Guidelines for Communications Systems,,Fax machines and MFDs are located in areas where their use can be observed.,,TRUE,O-P-S-TS
Mobile device management,Mobile device management policy,ISM-1533,EM_1533_ism,Guidelines for Enterprise Mobility,,"A mobile device management policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
Mobile device management,Mobile device management policy,ISM-1195,EM_1195_ism,Guidelines for Enterprise Mobility,,A Mobile Device Management solution is used to ensure mobile device management policy is applied to all mobile devices.,,TRUE,O-P-S-TS
Mobile device management,ASD-approved platforms,ISM-0687,EM_0687_ism,Guidelines for Enterprise Mobility,,"Mobile devices do not process, store or communicate SECRET or TOP SECRET data until approved for use by ASD.",,TRUE,S-TS
Mobile device management,Privately-owned mobile devices,ISM-1297,EM_1297_ism,Guidelines for Enterprise Mobility,,Legal advice is sought prior to allowing privately-owned mobile devices to access systems or data.,,TRUE,O-P-S-TS
Mobile device management,Privately-owned mobile devices,ISM-1400,EM_1400_ism,Guidelines for Enterprise Mobility,,"Personnel accessing OFFICIAL and PROTECTED systems or data using a privately-owned mobile device use an ASD-approved platform, a security configuration in accordance with ACSC guidance, and have enforced separation of work and personal data.",,TRUE,O-P
Mobile device management,Privately-owned mobile devices,ISM-0694,EM_0694_ism,Guidelines for Enterprise Mobility,,Privately-owned mobile devices do not access SECRET and TOP SECRET systems or data.,,TRUE,S-TS
Mobile device management,Organisation-owned mobile devices,ISM-1482,EM_1482_ism,Guidelines for Enterprise Mobility,,"Personnel accessing systems or data using an organisation-owned mobile device use an ASD-approved platform, a security configuration in accordance with ACSC guidance, and have enforced separation of work and personal data.",,TRUE,O-P-S-TS
Mobile device management,Storage encryption,ISM-0869,EM_0869_ism,Guidelines for Enterprise Mobility,,Mobile devices encrypt their internal storage and any removable media.,,TRUE,O-P-S-TS
Mobile device management,Communications encryption,ISM-1085,EM_1085_ism,Guidelines for Enterprise Mobility,,Mobile devices encrypt all sensitive or classified data communicated over public network infrastructure.,,TRUE,O-P-S-TS
Mobile device management,Bluetooth functionality,ISM-1196,EM_1196_ism,Guidelines for Enterprise Mobility,,OFFICIAL and PROTECTED mobile devices are configured to remain undiscoverable to other Bluetooth devices except during Bluetooth pairing.,,TRUE,O-P
Mobile device management,Bluetooth functionality,ISM-1200,EM_1200_ism,Guidelines for Enterprise Mobility,,"Bluetooth pairing for OFFICIAL and PROTECTED mobile devices is performed using Secure Connections, preferably with Numeric Comparison if supported.",,TRUE,O-P
Mobile device management,Bluetooth functionality,ISM-1198,EM_1198_ism,Guidelines for Enterprise Mobility,,Bluetooth pairing for OFFICIAL and PROTECTED mobile devices is performed in a manner such that connections are only made between intended Bluetooth devices.,,TRUE,O-P
Mobile device management,Bluetooth functionality,ISM-1199,EM_1199_ism,Guidelines for Enterprise Mobility,,Bluetooth pairings for OFFICIAL and PROTECTED mobile devices are removed when there is no longer a requirement for their use.,,TRUE,O-P
Mobile device management,Bluetooth functionality,ISM-0682,EM_0682_ism,Guidelines for Enterprise Mobility,,Bluetooth functionality is not enabled on SECRET and TOP SECRET mobile devices.,,TRUE,S-TS
Mobile device management,Maintaining mobile device security,ISM-0863,EM_0863_ism,Guidelines for Enterprise Mobility,,Mobile devices prevent personnel from installing or uninstalling non-approved applications once provisioned.,,TRUE,O-P-S-TS
Mobile device management,Maintaining mobile device security,ISM-0864,EM_0864_ism,Guidelines for Enterprise Mobility,,Mobile devices prevent personnel from disabling or modifying security functionality once provisioned.,,TRUE,O-P-S-TS
Mobile device management,Maintaining mobile device security,ISM-1366,EM_1366_ism,Guidelines for Enterprise Mobility,,Security updates are applied to mobile devices as soon as they become available.,,TRUE,O-P-S-TS
Mobile device management,Connecting mobile devices to the internet,ISM-0874,EM_0874_ism,Guidelines for Enterprise Mobility,,Mobile devices access the internet via a VPN connection to an organisation's internet gateway rather than via a direct connection to the internet.,,TRUE,O-P-S-TS
Mobile device management,Connecting mobile devices to the internet,ISM-0705,EM_0705_ism,Guidelines for Enterprise Mobility,,"When accessing an organisation's network via a VPN connection, split tunnelling is disabled.",,TRUE,O-P-S-TS
Mobile device usage,Mobile device usage policy,ISM-1082,EM_1082_ism,Guidelines for Enterprise Mobility,,"A mobile device usage policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
Mobile device usage,Personnel awareness,ISM-1083,EM_1083_ism,Guidelines for Enterprise Mobility,,Personnel are advised of the sensitivity or classification permitted for voice and data communications when using mobile devices.,,TRUE,O-P-S-TS
Mobile device usage,"Paging, message services and messaging apps","ISM-0240, message services and messaging apps",EM_0240_ism,Guidelines for Enterprise Mobility,,"Paging, Multimedia Message Service, Short Message Service and messaging apps are not used to communicate sensitive or classified data.",,TRUE,O-P-S-TS
Mobile device usage,Using mobile devices in public spaces,ISM-0866,EM_0866_ism,Guidelines for Enterprise Mobility,,Sensitive or classified data is not viewed or communicated in public locations unless care is taken to reduce the chance of the screen of a mobile device being observed.,,TRUE,O-P-S-TS
Mobile device usage,Using mobile devices in public spaces,ISM-1145,EM_1145_ism,Guidelines for Enterprise Mobility,,Privacy filters are applied to the screens of SECRET and TOP SECRET mobile devices.,,TRUE,S-TS
Mobile device usage,Using mobile devices in public spaces,ISM-1644,EM_1644_ism,Guidelines for Enterprise Mobility,,Sensitive or classified phone calls are not conducted in public locations unless care is taken to reduce the chance of conversations being overheard.,,TRUE,O-P-S-TS
Mobile device usage,Maintaining control of mobile devices,ISM-0871,EM_0871_ism,Guidelines for Enterprise Mobility,,Mobile devices are kept under continual direct supervision when being actively used.,,TRUE,O-P-S-TS
Mobile device usage,Maintaining control of mobile devices,ISM-0870,EM_0870_ism,Guidelines for Enterprise Mobility,,Mobile devices are carried or stored in a secured state when not being actively used.,,TRUE,O-P-S-TS
Mobile device usage,Maintaining control of mobile devices,ISM-1084,EM_1084_ism,Guidelines for Enterprise Mobility,,"If unable to carry or store mobile devices in a secured state, they are physically transferred in a security briefcase or an approved multi-use satchel, pouch or transit bag.",,TRUE,O-P-S-TS
Mobile device usage,Mobile device emergency sanitisation processes and procedures,ISM-0701,EM_0701_ism,Guidelines for Enterprise Mobility,,"Mobile device emergency sanitisation processes, and supporting mobile device emergency sanitisation procedures, are developed, implemented and maintained.",,TRUE,O-P-S-TS
Mobile device usage,Mobile device emergency sanitisation processes and procedures,ISM-0702,EM_0702_ism,Guidelines for Enterprise Mobility,,"If a cryptographic zeroise or sanitise function is provided for cryptographic keys on a SECRET or TOP SECRET mobile device, the function is used as part of mobile device emergency sanitisation processes and procedures.",,TRUE,S-TS
Mobile device usage,Before travelling overseas with mobile devices,ISM-1298,EM_1298_ism,Guidelines for Enterprise Mobility,,Personnel are advised of privacy and security risks when travelling overseas with mobile devices.,,TRUE,O-P-S-TS
Mobile device usage,Before travelling overseas with mobile devices,ISM-1554,EM_1554_ism,Guidelines for Enterprise Mobility,,"If travelling overseas with mobile devices to high or extreme risk countries, personnel are: • issued with newly provisioned accounts, mobile devices and removable media from a pool of dedicated travel devices which are used solely for work-related activities • advised on how to apply and inspect tamper seals to key areas of mobile devices • advised to avoid taking any personal mobile devices, especially if rooted or jailbroken.",,TRUE,O-P-S-TS
Mobile device usage,Before travelling overseas with mobile devices,ISM-1555,EM_1555_ism,Guidelines for Enterprise Mobility,,"Before travelling overseas with mobile devices, personnel take the following actions: • record all details of the mobile devices being taken, such as product types, serial numbers and International Mobile Equipment Identity numbers • update all operating systems and applications • remove all non-essential accounts, applications and data • apply security configuration settings, such as lock screens • configure remote locate and wipe functionality • enable encryption, including for any removable media • backup all important data and configuration settings.",,TRUE,O-P-S-TS
Mobile device usage,While travelling overseas with mobile devices,ISM-1299,EM_1299_ism,Guidelines for Enterprise Mobility,,"Personnel take the following precautions when travelling overseas with mobile devices: • never leaving mobile devices or removable media unattended for any period of time, including by placing them in checked-in luggage or leaving them in hotel safes • never storing credentials with mobile devices that they grant access to, such as in laptop bags • never lending mobile devices or removable media to untrusted people, even if briefly • never allowing untrusted people to connect their mobile devices or removable media, including for charging • never using designated charging stations, wall outlet charging ports or chargers supplied by untrusted people • avoiding connecting mobile devices to open or untrusted Wi-Fi networks • using a VPN connection to encrypt all mobile device communications • using encrypted messaging apps for communications instead of using foreign telecommunication networks • disabling any communications capabilities of mobile devices when not in use, such as cellular data, wireless, Bluetooth and Near Field Communication • avoiding reuse of removable media once used with other parties' systems or mobile devices • ensuring any removable media used for data transfers are thoroughly checked for malicious code beforehand • never using any gifted mobile devices, especially removable media, when travelling or upon returning from travelling.",,TRUE,O-P-S-TS
Mobile device usage,While travelling overseas with mobile devices,ISM-1088,EM_1088_ism,Guidelines for Enterprise Mobility,,"Personnel report the potential compromise of mobile devices, removable media or credentials to their organisation as soon as possible, especially if they: • provide credentials to foreign government officials • decrypt mobile devices for foreign government officials • have mobile devices taken out of sight by foreign government officials • have mobile devices or removable media stolen that are later returned • lose mobile devices or removable media that are later found • observe unusual behaviour of mobile devices.",,TRUE,O-P-S-TS
Mobile device usage,After travelling overseas with mobile devices,ISM-1300,EM_1300_ism,Guidelines for Enterprise Mobility,,"Upon returning from travelling overseas with mobile devices, personnel take the following actions: • sanitise and reset mobile devices, including all removable media • decommission any credentials that left their possession during their travel • report if significant doubt exists as to the integrity of any mobile devices or removable media.",,TRUE,O-P-S-TS
Mobile device usage,After travelling overseas with mobile devices,ISM-1556,EM_1556_ism,Guidelines for Enterprise Mobility,,"If returning from travelling overseas with mobile devices to high or extreme risk countries, personnel take the following additional actions: • reset credentials used with mobile devices, including those used for remote access to their organisation's systems • monitor accounts for any indicators of compromise, such as failed logon attempts.",,TRUE,O-P-S-TS
Evaluated product procurement,Evaluated product selection,ISM-0280,EP_0280_ism,Guidelines for Evaluated Products,,"If procuring an evaluated product, a product that has completed a PP-based evaluation, including against all applicable PP modules, is selected in preference to one that has completed an EAL-based evaluation.",,TRUE,O-P-S-TS
Evaluated product procurement,Delivery of evaluated products,ISM-0285,EP_0285_ism,Guidelines for Evaluated Products,,Evaluated products are delivered in a manner consistent with any delivery procedures defined in associated evaluation documentation.,,TRUE,O-P-S-TS
Evaluated product procurement,Delivery of evaluated products,ISM-0286,EP_0286_ism,Guidelines for Evaluated Products,,"When procuring high assurance ICT equipment, the ACSC is contacted for any equipment-specific delivery procedures.",,TRUE,S-TS
Evaluated product usage,Installation and configuration of evaluated products,ISM-0289,EP_0289_ism,Guidelines for Evaluated Products,,"Evaluated products are installed, configured, administered and operated in accordance with vendor guidance and evaluation documentation.",,TRUE,O-P-S-TS
Evaluated product usage,Installation and configuration of evaluated products,ISM-0290,EP_0290_ism,Guidelines for Evaluated Products,,"High assurance ICT equipment is installed, configured, administered and operated in accordance with guidance produced by the ACSC.",,TRUE,S-TS
Evaluated product usage,Use of high assurance ICT equipment in unevaluated configurations,ISM-0292,EP_0292_ism,Guidelines for Evaluated Products,,High assurance ICT equipment is always operated in an evaluated configuration.,,TRUE,S-TS
ICT equipment usage,ICT equipment management policy,ISM-1551,ICTE_1551_ism,Guidelines for ICT Equipment,,"An ICT equipment management policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
ICT equipment usage,ICT equipment register,ISM-0336,ICTE_0336_ism,Guidelines for ICT Equipment,,"An ICT equipment register is developed, implemented, maintained and verified on a regular basis.",,TRUE,O-P-S-TS
ICT equipment usage,Labelling ICT equipment,ISM-0294,ICTE_0294_ism,Guidelines for ICT Equipment,,"ICT equipment, with the exception of high assurance ICT equipment, is labelled with protective markings reflecting its sensitivity or classification.",,TRUE,O-P-S-TS
