AMOUNT
10006000
100060000
1000602
10006024
1000602400
1000605
100061
1000610
10006100
1000612
1000613
100061500
1000616
1000623
1000624
1000625
10006255
1000628
100063
1000630
1000631
1000635
1000636
100064
100064000
10006450
100064500
10006468
1000647
1000650
10006500
100065000
1000651
1000652700
10006582
10006600
1000664
1000665
1000666
1000667
100067
100067000
10006760
100068
1000680
10006800
1000681
10006828
100069
1000690
100069000
1000696
10007
100070
1000700
10007000
100070000
100070516
10007076
1000708
10007097
100071
10007104
1000717
100072
10007200
1000720000
1000724
10007256
100073
1000730
10007325
1000735
1000736
10007398
100074
10007450
100074885
100075
10007500
1000752
1000754
1000757
100075700
100076
1000760
1000769
100077
10007700
10007730
100078
100078000
10007855
1000786
1000788
100079
100079100
1000798
10008
100080
1000800
10008000
100080000
1000800000
10008003
10008008
1000808
10008080
1000809
100081
10008107
1000814
100082
100083
1000830
10008305
1000834
1000842
1000843
10008440
1000846
1000849
100084923
100085
10008500
100085000
10008526
1000857
100086
1000860
10008604
1000863
10008660
100086600
10008665
100087
1000870
10008700
1000875
10008750
1000876
100088
1000880
10008800
100088000
1000883
1000884
1000885
1000888
10008880
10008888
100089
1000890
10008900
1000895
10008952
100089600
10009
1000900
10009000
100090000
1000900000
1000904
100090798
100090900
10009098
100091
10009134
10009143
1000915
1000917
100091739
10009184
100092
10009200
10009223
100092800
1000930
10009314
1000934
10009350
1000942
10009425
1000944
10009500
1000951
10009514
10009575
100096
100096000
100096052
1000970
10009700
10009752
10009782
10009850
1000986
10009888
100099
10009980
1000999
10009999
100099999
1001
10010
100100
1001000
10010000
100100000
1001000000
1001003
1001006
100101
1001010
10010100
100101000
10010110
100101200
1001014
100102
10010200
1001029
100103
100103408
1001038
10010385
100104
1001042
1001044
1001049
100105
10010500
100106
10010605
10010628
1001066000
1001067
100107
1001070
1001074
100108
10010800
100108000
10010881
100109
1001092
1001096
10011
1001100
10011000
100110000
100111
1001110
10011100
1001111
10011111
1001119
100112
10011200
100112000
1001129
100113
1001130
100114
100115
10011500
10011600
100117
10011741
1001180
100118000
10011806
1001189100
100119
10011905
1001197
10012
100120
1001200
10012000
100120000
10012134
1001215
10012153
100122
1001230
10012312
10012360
1001238
10012383
100124
10012430
1001250
10012500
100125000
10012527
100126
10012600
100126300
1001264
1001266
1001268000
100127
1001271
10012800
10012801
1001286
1001291
100129800
1001299
10013
100130
1001300
10013000
100130000
1001310
1001315
100132
10013200
100133
100133000
1001337
10013400
10013450
1001347
1001355
10013585
100136
100136169
10013638
1001368
100137
10013700
100138
1001385
1001389
100139
1001390
10013900
10013907
1001394
10013970
10014
100140
1001400
10014000
100140000
1001400000
1001405
100141
10014231
10014240
100143
100143000
10014356
1001436
100144
1001440
10014408
1001441
1001444
1001448
100145
10014500
100145000
10014534
10014554
1001458
100147
10014700
1001475
1001479
100148
1001485
1001488
1001488900
100149
1001490
10014900
10014990
10015
100150
1001500
10015000
100150000
1001500000
1001501
1001504
1001510
1001513
1001517
100152000
1001525
100153
10015300
100153000
1001535
1001539
1001547
10015569
10015600
100156000
1001566
100157000
100157700
100158
10015825
1001583
1001587
100159
100159250
10016
100160
1001600
10016000
100160000
1001604
10016129
100162000
100162157
1001628
100163
1001630
10016300
100163000
100164
10016400
100164000
10016440
100165
1001650
10016500
1001655
100166
100166000
1001664
1001670
100168
1001680
10016800
1001690
10016920
1001699
100169915
10017
100170
1001700
10017000
100170000
1001700000
1001704
10017040
10017120
1001715
10017150
1001722
1001726
100173
10017312
1001737
10017382
100174
10017450
10017487
1001750
10017500
1001751
10017533
1001755
10017600
1001767
1001770
1001775
1001777300
1001788
1001789
1001799
10018
1001800
10018000
100180000
1001804
10018080
100181
100182000
100183000
1001831
10018344
100184
100185
10018500
100185000
10018540
10018550
100186
100186500
1001873
10018800
1001880000
10018813
1001882
10018833
10018868
100189
1001896
1001898
10019
100190
1001900
10019000
100190000
1001900000
1001902
10019023
1001909
