"_bkt","_cd","_eventtype_color","_indextime","_kv","_raw","_si","_sourcetype","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,fv,host,index,linecount,ose,osn,osv,punct,sm,source,sourcetype,"splunk_server","splunk_server_group",st,tag,"tag::eventtype",timeendpos,timestartpos,udid,vsn
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9616",,1587854248,1,"Dec 15 2019 15:45:01 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-LINUX-MACHINE"" udid=""CB44F656D935295F00E8A90848A50F5A15C82C10"" osn=""Linux"" osv=""5.3.0-76-generic"" ose=""Ubuntu 18.04.4 LTS"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576442701,15,15,45,december,1,sunday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Ubuntu 18.04.4 LTS",Linux,"5.3.0-76-generic","___::_-__=""""_=""--""_=""""_=""""_=""..--""_=""_.._""_="",_.""_","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,CB44F656D935295F00E8A90848A50F5A15C82C10,"CESA-LINUX-MACHINE"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9607",,1587854248,1,"Dec 16 2019 15:41:31 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-LINUX-MACHINE"" udid=""CB44F656D935295F00E8A90848A50F5A15C82C10"" osn=""Linux"" osv=""5.3.0-76-generic"" ose=""Ubuntu 18.04.4 LTS"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576528891,15,16,41,december,31,monday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Ubuntu 18.04.4 LTS",Linux,"5.3.0-76-generic","___::_-__=""""_=""--""_=""""_=""""_=""..--""_=""_.._""_="",_.""_","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,CB44F656D935295F00E8A90848A50F5A15C82C10,"CESA-LINUX-MACHINE"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9598",,1587854248,1,"Dec 18 2019 20:16:41 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-WIN10-1.mydomain.com"" udid=""68616875A273996ED3A21E26B8371A168FAAF526"" osn=""WinNT"" osv=""10.0.14393"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576718201,20,18,16,december,41,wednesday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.14393","___::_-__=""""_=""--..""_=""""_=""""_=""..""_=""__""_="",_.""_=""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,68616875A273996ED3A21E26B8371A168FAAF526,"CESA-WIN10-1.mydomain.com"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9589",,1587854248,1,"Dec 18 2019 20:17:07 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-WIN10-2.mydomain.com"" udid=""ED3A21E26B8371A168FAAF52668616875A273996"" osn=""WinNT"" osv=""10.0.14393"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576718227,20,18,17,december,7,wednesday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.14393","___::_-__=""""_=""--..""_=""""_=""""_=""..""_=""__""_="",_.""_=""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,ED3A21E26B8371A168FAAF52668616875A273996,"CESA-WIN10-2.mydomain.com"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9580",,1587854248,1,"Dec 19 2019 15:07:45 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-WIN10-3.mydomain.com"" udid=""71A168FAAF52668616875A273996ED3A21E26B83"" osn=""WinNT"" osv=""10.0.14393"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576786065,15,19,7,december,45,thursday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.14393","___::_-__=""""_=""--..""_=""""_=""""_=""..""_=""__""_="",_.""_=""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,71A168FAAF52668616875A273996ED3A21E26B83,"CESA-WIN10-3.mydomain.com"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9572",,1587854248,1,"Dec 19 2019 20:08:03 nvm-collector  fv=""nvzFlow_v3"" vsn=""PCARCO-MACBOOK-Q1EE"" udid=""B593074F332EBF526F5C149858DE675A68D05F65"" osn=""Mac OS X"" osv=""10.14.6"" ose=""Mojave"" sm=""Apple Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576804083,20,19,8,december,3,thursday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,Mojave,"Mac OS X","10.14.6","___::_-__=""""_=""--""_=""""_=""__""_=""..""_=""""_=""_.""_=""""","Apple Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,B593074F332EBF526F5C149858DE675A68D05F65,"PCARCO-MACBOOK-Q1EE"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9563",,1587854248,1,"Dec 19 2019 20:16:18 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-WIN10-1.mydomain.com"" udid=""7D6A8A5DB4FC8CE969F3A29123B3A639CA25C77A"" osn=""WinNT"" osv=""10.0.14393"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576804578,20,19,16,december,18,thursday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.14393","___::_-__=""""_=""--..""_=""""_=""""_=""..""_=""__""_="",_.""_=""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,7D6A8A5DB4FC8CE969F3A29123B3A639CA25C77A,"CESA-WIN10-1.mydomain.com"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9554",,1587854248,1,"Dec 19 2019 20:16:44 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-WIN10-2.mydomain.com"" udid=""ED3A21E26B8371A168FAAF52668616875A273996"" osn=""WinNT"" osv=""10.0.14393"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576804604,20,19,16,december,44,thursday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.14393","___::_-__=""""_=""--..""_=""""_=""""_=""..""_=""__""_="",_.""_=""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,ED3A21E26B8371A168FAAF52668616875A273996,"CESA-WIN10-2.mydomain.com"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9546",,1587854248,1,"Dec 19 2019 20:16:44 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-WIN10-3.mydomain.com"" udid=""68616875A273996ED3A21E26B8371A168FAAF526"" osn=""WinNT"" osv=""10.0.14393"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576804604,20,19,16,december,44,thursday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.14393","___::_-__=""""_=""--..""_=""""_=""""_=""..""_=""__""_="",_.""_=""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,68616875A273996ED3A21E26B8371A168FAAF526,"CESA-WIN10-3.mydomain.com"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9538",,1587854248,1,"Dec 19 2019 20:32:22 nvm-collector  fv=""nvzFlow_v3"" vsn=""CESA-DemoW7_Contractor"" udid=""DF2750CBDA358B6CC149288E75CB8C866D0E71A2"" osn=""WinNT"" osv=""6.1.7601"" ose=""Windows 7 Professional"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576805542,20,19,32,december,22,thursday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 7 Professional",WinNT,"6.1.7601","___::_-__=""""_=""-""_=""""_=""""_=""..""_=""__""_="",_.""_=""""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,DF2750CBDA358B6CC149288E75CB8C866D0E71A2,"CESA-DemoW7_Contractor"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9530",,1587854248,1,"Dec 19 2019 22:15:16 nvm-collector  fv=""nvzFlow_v3"" vsn=""SHARED-DESKTOP-WIN"" udid=""A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD"" osn=""WinNT"" osv=""10.0.17763"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576811716,22,19,15,december,16,thursday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.17763","___::_-__=""""_=""--""_=""""_=""""_=""..""_=""__""_="",_.""_=""""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD,"SHARED-DESKTOP-WIN"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9522",,1587854248,1,"Dec 19 2019 23:49:56 nvm-collector  fv=""nvzFlow_v3"" vsn=""SHARED-DESKTOP-WIN"" udid=""A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD"" osn=""WinNT"" osv=""10.0.17763"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576817396,23,19,49,december,56,thursday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.17763","___::_-__=""""_=""--""_=""""_=""""_=""..""_=""__""_="",_.""_=""""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD,"SHARED-DESKTOP-WIN"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9514",,1587854248,1,"Dec 20 2019 00:12:34 nvm-collector  fv=""nvzFlow_v3"" vsn=""SHARED-DESKTOP-WIN"" udid=""A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD"" osn=""WinNT"" osv=""10.0.17763"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576818754,0,20,12,december,34,friday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.17763","___::_-__=""""_=""--""_=""""_=""""_=""..""_=""__""_="",_.""_=""""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD,"SHARED-DESKTOP-WIN"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9506",,1587854248,1,"Dec 20 2019 00:49:53 nvm-collector  fv=""nvzFlow_v3"" vsn=""SHARED-DESKTOP-WIN"" udid=""A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD"" osn=""WinNT"" osv=""10.0.17763"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576820993,0,20,49,december,53,friday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.17763","___::_-__=""""_=""--""_=""""_=""""_=""..""_=""__""_="",_.""_=""""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD,"SHARED-DESKTOP-WIN"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9498",,1587854248,1,"Dec 20 2019 07:49:34 nvm-collector  fv=""nvzFlow_v3"" vsn=""PCARCO-MACBOOK-Q1EE"" udid=""B593074F332EBF526F5C149858DE675A68D05F65"" osn=""Mac OS X"" osv=""10.14.6"" ose=""Mojave"" sm=""Apple Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576846174,7,20,49,december,34,friday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,Mojave,"Mac OS X","10.14.6","___::_-__=""""_=""--""_=""""_=""__""_=""..""_=""""_=""_.""_=""""","Apple Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,B593074F332EBF526F5C149858DE675A68D05F65,"PCARCO-MACBOOK-Q1EE"
"main~73~2E26CC28-1729-4634-9BDD-8D604C14D5D4","73:9490",,1587854248,1,"Dec 20 2019 08:16:00 nvm-collector  fv=""nvzFlow_v3"" vsn=""SHARED-DESKTOP-WIN"" udid=""A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD"" osn=""WinNT"" osv=""10.0.17763"" ose=""Windows 10 Enterprise"" sm=""VMware, Inc."" st=""x64""","SKHADEMD-M-33LM
main","cisco:nvm:sysdata",1576847760,8,20,16,december,0,friday,2019,local,,"nvzFlow_v3","SKHADEMD-M-33LM",main,1,"Windows 10 Enterprise",WinNT,"10.0.17763","___::_-__=""""_=""--""_=""""_=""""_=""..""_=""__""_="",_.""_=""""","VMware, Inc.","CESA_sysdata.txt","cisco:nvm:sysdata","SKHADEMD-M-33LM",,x64,,,21,0,A2B0D4206CAD4EA6231EFB60377499EDEF41D1CD,"SHARED-DESKTOP-WIN"
