repository_full_name,pusher_id,pull_request_id,action,ref,release_id,issue_state,forkee_id,repository_watchers_count,commits_0_id,commits_0_author_username,commits_0_added,commits_0_modified,commits_0_removed,commits_0_message,before,after,commits_0_url,commits_1_url,commits_2_url,commits_3_url,commits_4_url,commits_0_timestamp,_time,pusher_login,sender_username,issue_created_at,issue_id,issue_title,issue_body,comment_id,comment_body,issue_updated_at,comment_html_url,pull_request_user_username,pull_request_state,pull_request_base_repo_updated_at,pull_request_number,pull_request_title,pull_request_merged_at,forkee_name,forkee_description,forkee_owner_username,release_created_at,release_name,release_author_username,release_body,repository_updated_at,repository_size,repository_created_at
Avotrix/Splunk-Deployment,15,,,refs/heads/diksha,,,,14,d17e03cb8a9bd68ba9a1419e70456a40c5280d57,diksha,,,deployment-apps/Splunk_TA_microsoft-iis/default/eventgen.conf,remove eventgen and sample in iis and dns,436c24cb3774304dcd749b85f00832099eeae94e,d17e03cb8a9bd68ba9a1419e70456a40c5280d57,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/d17e03cb8a9bd68ba9a1419e70456a40c5280d57,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/dfe9b22be2fb29a5973f4485194ea6e6c33a98c1,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/538ad93c5d8c19909d2b0e057f2f4431135546ea,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/270b9cd0c82f3cf56052c7a40fd3bfb011454bbd,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/33da883a10171a6e5512d4bc6b705afeff4198ff,2020-06-11T21:21:42+05:30,1591890771,diksha,diksha,,,,,,,,,,,,,,,,,,,,,,2020-06-11T20:18:08+05:30,80431104,2019-12-19T02:18:29+05:30
,,,,refs/heads/ashvin,,,,,,,,,,,33da883a10171a6e5512d4bc6b705afeff4198ff,,,,,,,2020-06-11T20:17:31+05:30,1591886851,,,,,,,,,,,,,,,,,,,,,,,,,,
Avotrix/Splunk-Deployment,2,,,,,,,14,538ad93c5d8c19909d2b0e057f2f4431135546ea,ashvin,deployment-apps/splunk_metrics_workspace/README/workspace.conf.example,serverclass.conf,,"""new",,538ad93c5d8c19909d2b0e057f2f4431135546ea,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/538ad93c5d8c19909d2b0e057f2f4431135546ea,,,,,,1591886888,ashvin,ashvin,,,,,,,,,,,,,,,,,,,,,,2020-06-11T18:51:20+05:30,80423936,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,12,,,refs/heads/ajith,,,,16,3a7c211e871accde3f44df44174f44ad956323cc,ajith,,deployment-apps/Avo_Login_Monitoring/default/data/ui/views/test_js.xml,,modified Avo_Login_monitoring to make the link open in same page,a0d9cec68324ef052c8ec51688bd85e1d79cf06d,3a7c211e871accde3f44df44174f44ad956323cc,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/3a7c211e871accde3f44df44174f44ad956323cc,,,,,2020-06-06T02:56:23+05:30,1591392393,ajith,ajith,,,,,,,,,,,,,,,,,,,,,,2020-06-06T01:34:55+05:30,76102656,2019-12-19T02:18:29+05:30
,,,,refs/heads/master,,,,,,,,,,,33da883a10171a6e5512d4bc6b705afeff4198ff,,,,,,,,1591886851,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/538ad93c5d8c19909d2b0e057f2f4431135546ea,,,,2020-06-11T20:20:52+05:30,1591887052,,,,,,,,,,,,,,,,,,,,,,,,,,
Avotrix/Splunk-Deployment,25,,,,,,,14,dfe9b22be2fb29a5973f4485194ea6e6c33a98c1,vinayak,,serverclass.conf,,"""Merge",,dfe9b22be2fb29a5973f4485194ea6e6c33a98c1,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/dfe9b22be2fb29a5973f4485194ea6e6c33a98c1,,,,,,1591887054,Avotrix,vinayak,,,,,,,,,,,,,,,,,,,,,,2020-06-11T20:18:08+05:30,80423936,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,179,closed,,,,,14,,,,,,,,,,,,,,,1591887053,,vinayak,,,,,,,,,ashvin,closed,2020-06-11T20:18:08+05:30,133,new app for monitoring metrics logs in sh cluster,2020-06-11T20:20:53.7590203+05:30,,,,,,,,2020-06-11T20:18:08+05:30,80423936,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,179,opened,,,,,14,,,,,,,,,,,,,,,1591886993,,ashvin,,,,,,,,,ashvin,open,2020-06-11T20:18:08+05:30,133,new app for monitoring metrics logs in sh cluster,None,,,,,,,,2020-06-11T20:18:08+05:30,80423936,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,270b9cd0c82f3cf56052c7a40fd3bfb011454bbd,priyanka,,serverclass.conf,,"Merge branch \'ashvin\' of Avotrix/Splunk-Deployment into master
Verified.",a3a2c6b6e6ef46c4ad854ea0fd37ceb468e2e6ec,270b9cd0c82f3cf56052c7a40fd3bfb011454bbd,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/270b9cd0c82f3cf56052c7a40fd3bfb011454bbd,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/33da883a10171a6e5512d4bc6b705afeff4198ff,,,,2020-06-11T18:57:57+05:30,1591882081,Avotrix,priyanka,,,,,,,,,,,,,,,,,,,,,,2020-06-11T18:51:20+05:30,76150784,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,178,closed,,,,,14,,,,,,,,,,,,,,,1591882081,,priyanka,,,,,,,,,ashvin,closed,2020-06-11T18:51:20+05:30,132,added an app in serverclass and removed sudarshan email from alerts and reports,2020-06-11T18:58:00.3832163+05:30,,,,,,,,2020-06-11T18:51:20+05:30,76150784,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,178,opened,,,,,14,,,,,,,,,,,,,,,1591881723,,ashvin,,,,,,,,,ashvin,open,2020-06-11T18:51:20+05:30,132,added an app in serverclass and removed sudarshan email from alerts and reports,None,,,,,,,,2020-06-11T18:51:20+05:30,76150784,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,2,,,refs/heads/ashvin,,,,14,33da883a10171a6e5512d4bc6b705afeff4198ff,ashvin,,deployment-apps/Avo_SIM/default/savedsearches.conf,,added an app in serverclass and removed sudarshan email from alerts and reports,a3a2c6b6e6ef46c4ad854ea0fd37ceb468e2e6ec,33da883a10171a6e5512d4bc6b705afeff4198ff,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/33da883a10171a6e5512d4bc6b705afeff4198ff,,,,,2020-06-11T18:50:48+05:30,1591881680,ashvin,ashvin,,,,,,,,,,,,,,,,,,,,,,2020-06-10T03:24:25+05:30,76150784,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,12,,,refs/heads/ajith,,,,16,a0d9cec68324ef052c8ec51688bd85e1d79cf06d,ajith,,serverclass.conf,,modified serverclass.conf for UF SMTP 102 instance,f5f150bb625d559dd66c6959c34fe138350a994c,a0d9cec68324ef052c8ec51688bd85e1d79cf06d,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/a0d9cec68324ef052c8ec51688bd85e1d79cf06d,,,,,2020-06-05T03:39:03+05:30,1591308558,ajith,ajith,,,,,,,,,,,,,,,,,,,,,,2020-06-05T03:22:56+05:30,76066816,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,169,opened,,,,,16,,,,,,,,,,,,,,,1591307910,,ajith,,,,,,,,,ajith,open,2020-06-05T03:22:56+05:30,123,New addons   SMTP and AD for  UF 102,None,,,,,,,,2020-06-05T03:22:56+05:30,76061696,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,d040dbfd45e81d378818e39d2f12e7936f092d44,ajith,,,,"Merge branch \'ashvin\' of Avotrix/Splunk-Deployment into master
Approved",cc53444c4fac2f5877647efa98ae769164942685,d040dbfd45e81d378818e39d2f12e7936f092d44,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/d040dbfd45e81d378818e39d2f12e7936f092d44,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/a3a2c6b6e6ef46c4ad854ea0fd37ceb468e2e6ec,,,,2020-06-10T03:34:25+05:30,1591740267,Avotrix,ajith,,,,,,,,,,,,,,,,,,,,,,2020-06-10T03:24:25+05:30,76138496,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,176,closed,,,,,14,,,,,,,,,,,,,,,1591740267,,ajith,,,,,,,,,ashvin,closed,2020-06-10T03:24:25+05:30,130,updated inputs and props,2020-06-10T03:34:26.6109045+05:30,,,,,,,,2020-06-10T03:24:25+05:30,76138496,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,16,7ddf8c2422d89f8dfc7c3ef796c860290dfebbbc,ajith,,,,"Merge branch \'ajith\' of Avotrix/Splunk-Deployment into master
approved",f5f150bb625d559dd66c6959c34fe138350a994c,7ddf8c2422d89f8dfc7c3ef796c860290dfebbbc,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/7ddf8c2422d89f8dfc7c3ef796c860290dfebbbc,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/a0d9cec68324ef052c8ec51688bd85e1d79cf06d,,,,2020-06-05T03:43:51+05:30,1591308832,Avotrix,ajith,,,,,,,,,,,,,,,,,,,,,,2020-06-05T03:39:18+05:30,76066816,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,170,closed,,,,,16,,,,,,,,,,,,,,,1591308832,,ajith,,,,,,,,,ajith,closed,2020-06-05T03:39:18+05:30,124,modified serverclass.conf,2020-06-05T03:43:52.3434211+05:30,,,,,,,,2020-06-05T03:39:18+05:30,76066816,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,170,opened,,,,,16,,,,,,,,,,,,,,,1591308773,,ajith,,,,,,,,,ajith,open,2020-06-05T03:39:18+05:30,124,modified serverclass.conf,None,,,,,,,,2020-06-05T03:39:18+05:30,76066816,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,,,,,16,626426e2b07fc146297247df0cec8c458ce8b951,ajith,,,,"Merge branch \'ajith\' of Avotrix/Splunk-Deployment into master
approved",bc7cd2106afebf9a1daafdfe7b3c6a0e5fe9f767,626426e2b07fc146297247df0cec8c458ce8b951,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/626426e2b07fc146297247df0cec8c458ce8b951,,,,,2020-06-05T03:29:09+05:30,1591307950,Avotrix,ajith,,,,,,,,,,,,,,,,,,,,,,2020-06-05T03:22:56+05:30,76061696,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,169,closed,,,,,16,,,,,,,,,,,,,,,1591307950,,ajith,,,,,,,,,ajith,closed,2020-06-05T03:22:56+05:30,123,New addons   SMTP and AD for  UF 102,2020-06-05T03:29:09.9178076+05:30,,,,,,,,2020-06-05T03:22:56+05:30,76061696,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,176,assigned,,,,,14,,,,,,,,,,,,,,,1591739973,,ashvin,,,,,,,,,ashvin,open,2020-06-10T03:24:25+05:30,130,updated inputs and props,None,,,,,,,,2020-06-10T03:24:25+05:30,76138496,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,176,synchronized,,,,,14,,,,,,,,,,,,,,,1591739665,,ashvin,,,,,,,,,ashvin,open,2020-06-10T03:24:25+05:30,130,updated inputs and props,None,,,,,,,,2020-06-10T03:24:25+05:30,76138496,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,2,,,refs/heads/ashvin,,,,14,a3a2c6b6e6ef46c4ad854ea0fd37ceb468e2e6ec,ashvin,,deployment-apps/Avo_SIM/default/savedsearches.conf,,removed email of abhiraj and shrinkhala,cc53444c4fac2f5877647efa98ae769164942685,a3a2c6b6e6ef46c4ad854ea0fd37ceb468e2e6ec,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/a3a2c6b6e6ef46c4ad854ea0fd37ceb468e2e6ec,,,,,2020-06-10T03:21:42+05:30,1591739665,ashvin,ashvin,,,,,,,,,,,,,,,,,,,,,,2020-06-09T03:06:31+05:30,76138496,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,16,a96154e599dff77055dfc6e00cb4a30d0b28c8d5,priyanka,,,,"Merge branch \'priyanka\' of Avotrix/Splunk-Deployment into master
verified.",b4ee4e5942c1226299084ec30c325ed4cafa9b4e,a96154e599dff77055dfc6e00cb4a30d0b28c8d5,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/a96154e599dff77055dfc6e00cb4a30d0b28c8d5,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/6f36fddeecb1ba76543b25cc9a6aababcc43e608,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/dc39e6e9b43d9a28e9fe0169c741b5d521c7aa50,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/dccc0f27cc25ecbadd7ae1eddbf4c89462f77672,,2020-06-04T21:02:07+05:30,1591284729,Avotrix,priyanka,,,,,,,,,,,,,,,,,,,,,,2020-06-04T20:57:02+05:30,75487232,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,168,closed,,,,,16,,,,,,,,,,,,,,,1591284729,,priyanka,,,,,,,,,priyanka,closed,2020-06-04T20:57:02+05:30,122,Added timestamp stanza,2020-06-04T21:02:08.7803279+05:30,,,,,,,,2020-06-04T20:57:02+05:30,75487232,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,17,,,refs/heads/priyanka,,,,16,6f36fddeecb1ba76543b25cc9a6aababcc43e608,priyanka,,deployment-apps/Splunk_TA_microsoft-iis/default/props.conf,,updated props,63c8958157efc9cfa8662fdce8ab96f48114f515,6f36fddeecb1ba76543b25cc9a6aababcc43e608,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/6f36fddeecb1ba76543b25cc9a6aababcc43e608,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/dc39e6e9b43d9a28e9fe0169c741b5d521c7aa50,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/b4ee4e5942c1226299084ec30c325ed4cafa9b4e,,,2020-06-04T20:55:43+05:30,1591284423,priyanka,,,,,,,,,,,,,,,,,,,,,,,2020-05-26T03:59:15+05:30,75487232,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,472bc46a107174ed210f9975b8167bfdfd31ecfd,vinayak,,,,"Merge branch \'ashvin\' of Avotrix/Splunk-Deployment into master
Verified.",136c07392969d6934c6f9b530e6bce7409e754df,472bc46a107174ed210f9975b8167bfdfd31ecfd,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/472bc46a107174ed210f9975b8167bfdfd31ecfd,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/cc53444c4fac2f5877647efa98ae769164942685,,,,2020-06-09T03:09:20+05:30,1591652361,Avotrix,vinayak,,,,,,,,,,,,,,,,,,,,,,2020-06-09T03:06:31+05:30,76126208,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,177,closed,,,,,14,,,,,,,,,,,,,,,1591652361,,vinayak,,,,,,,,,ashvin,closed,2020-06-09T03:06:31+05:30,131,updated inputs and props,2020-06-09T03:09:21.1365606+05:30,,,,,,,,2020-06-09T03:06:31+05:30,76126208,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,175,opened,,,,,14,,,,,,,,,,,,,,,1591649813,,ajith,,,,,,,,,ajith,open,2020-06-09T02:02:13+05:30,129,SMTP conf file migration from local to default,None,,,,,,,,2020-06-09T02:02:13+05:30,76123136,2019-12-19T02:18:29+05:30
,,,,refs/heads/ajith,,,,,bc7cd2106afebf9a1daafdfe7b3c6a0e5fe9f767,ajith,deployment-apps/SA-ITSI-Licensechecker/README/inputs.conf.spec,,,Adding New Apps,,,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/bc7cd2106afebf9a1daafdfe7b3c6a0e5fe9f767,,,,,2020-05-26T03:58:32+05:30,1590445755,,,,,,,,,,,,,,,,,,,,,,,,,,
Avotrix/Splunk-Deployment,12,,,,,,,16,,,deployment-apps/SA-ldapsearch/README.txt,deployment-apps/Splunk_TA_windows/README.txt,,,bc7cd2106afebf9a1daafdfe7b3c6a0e5fe9f767,f5f150bb625d559dd66c6959c34fe138350a994c,,,,,,,1591307577,ajith,ajith,,,,,,,,,,,,,,,,,,,,,,2020-06-04T20:57:02+05:30,76061696,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,12,,,refs/heads/ajith,,,,16,efde59d017e8d3640914f9fe546340f80f7ad017,ajith,,deployment-apps/Splunk_TA_Infrastructure/app.manifest,,Adding new apps for ITSI,b5869506c876bd9500f87b09ff624c98905a7f33,efde59d017e8d3640914f9fe546340f80f7ad017,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/efde59d017e8d3640914f9fe546340f80f7ad017,,,,,2020-05-26T03:41:26+05:30,1590444714,ajith,ajith,,,,,,,,,,,,,,,,,,,,,,2020-05-26T03:34:49+05:30,75207680,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,16,0efc3aed9515a23fb58632a8ad53ef2d4dad8259,ajith,,,,"Merge branch \'ajith\' of Avotrix/Splunk-Deployment into master
Approved",b01931647848824449472708cd222ca6bc281c26,0efc3aed9515a23fb58632a8ad53ef2d4dad8259,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/0efc3aed9515a23fb58632a8ad53ef2d4dad8259,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/b5869506c876bd9500f87b09ff624c98905a7f33,,,,2020-05-26T03:36:13+05:30,1590444374,Avotrix,ajith,,,,,,,,,,,,,,,,,,,,,,2020-05-26T03:34:49+05:30,75203584,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,165,closed,,,,,16,,,,,,,,,,,,,,,1590444374,,ajith,,,,,,,,,ajith,closed,2020-05-26T03:34:49+05:30,119,New Apps ITSI,2020-05-26T03:36:14.1818951+05:30,,,,,,,,2020-05-26T03:34:49+05:30,75203584,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,165,opened,,,,,16,,,,,,,,,,,,,,,1590444350,,ajith,,,,,,,,,ajith,open,2020-05-26T03:34:49+05:30,119,New Apps ITSI,None,,,,,,,,2020-05-26T03:34:49+05:30,75203584,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,12,,,refs/heads/ajith,,,,16,b5869506c876bd9500f87b09ff624c98905a7f33,ajith,,serverclass.conf,,added new ITSI app for cluster master,0000000000000000000000000000000000000000,b5869506c876bd9500f87b09ff624c98905a7f33,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/b5869506c876bd9500f87b09ff624c98905a7f33,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/b01931647848824449472708cd222ca6bc281c26,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/f3e38083e72ada6502aa65c9308653caa95baf45,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/c68ba82db3de962f0abc868068d4cc0310d60bdc,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/96726277ec5a79b412befc5454b7ca377bb78fe4,2020-05-26T03:28:48+05:30,1590444289,ajith,ajith,,,,,,,,,,,,,,,,,,,,,,2020-05-26T03:25:25+05:30,75203584,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,,,ajith,,,,16,,,,,,,,,,,,,,,1590444289,,ajith,,,,,,,,,,,,,,,,,,,,,,2020-05-26T03:25:25+05:30,75203584,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,168,opened,,,,,16,,,,,,,,,,,,,,,1591284641,,priyanka,,,,,,,,,priyanka,open,2020-06-04T20:57:02+05:30,122,Added timestamp stanza,None,,,,,,,,2020-06-04T20:57:02+05:30,75487232,2019-12-19T02:18:29+05:30
,,,,refs/heads/master,,,,,b4ee4e5942c1226299084ec30c325ed4cafa9b4e,ajith,,,,"Merge branch \'ajith\' of Avotrix/Splunk-Deployment into master
Approved",,,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/b4ee4e5942c1226299084ec30c325ed4cafa9b4e,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/bc7cd2106afebf9a1daafdfe7b3c6a0e5fe9f767,,,,2020-05-26T04:01:35+05:30,1590445897,,,,,,,,,,,,,,,,,,,,,,,,,,
Avotrix/Splunk-Deployment,,167,closed,,,,,16,,,,,,,,,,,,,,,1590445755,,ajith,,,,,,,,,ajith,closed,2020-05-26T03:59:15+05:30,121,adding new apps for ITSI,2020-05-26T04:01:36.3859461+05:30,,,,,,,,2020-05-26T03:59:15+05:30,75481088,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,167,opened,,,,,16,,,,,,,,,,,,,,,1590445755,,ajith,,,,,,,,,ajith,open,2020-05-26T03:59:15+05:30,121,adding new apps for ITSI,None,,,,,,,,2020-05-26T03:59:15+05:30,75481088,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,16,994964ce67b2a600bd7175f53423669366d14490,ajith,,,,"Merge branch \'ajith\' of Avotrix/Splunk-Deployment into master
Approved",b5869506c876bd9500f87b09ff624c98905a7f33,994964ce67b2a600bd7175f53423669366d14490,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/994964ce67b2a600bd7175f53423669366d14490,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/efde59d017e8d3640914f9fe546340f80f7ad017,,,,2020-05-26T03:44:11+05:30,1590444853,Avotrix,ajith,,,,,,,,,,,,,,,,,,,,,,2020-05-26T03:41:54+05:30,75207680,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,166,closed,,,,,16,,,,,,,,,,,,,,,1590444853,,ajith,,,,,,,,,ajith,closed,2020-05-26T03:41:54+05:30,120,New Apps ITSI,2020-05-26T03:44:12.6852639+05:30,,,,,,,,2020-05-26T03:41:54+05:30,75207680,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,166,opened,,,,,16,,,,,,,,,,,,,,,1590444829,,ajith,,,,,,,,,ajith,open,2020-05-26T03:41:54+05:30,120,New Apps ITSI,None,,,,,,,,2020-05-26T03:41:54+05:30,75207680,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,,,ajith,,,,16,,,,,,,,,,,,,,,1590443726,,ajith,,,,,,,,,,,,,,,,,,,,,,2020-05-20T20:32:51+05:30,75202560,2019-12-19T02:18:29+05:30
