"EVENT_DESCRIPTION","EVENT_ID","EVENT_SOURCE"
"Set-DistributionGroup Exchange cmdlet issued",25380,Exchange
"Set-DynamicDistributionGroup Exchange cmdlet issued",25381,Exchange
"Set-EcpVirtualDirectory Exchange cmdlet issued",25382,Exchange
"Set-EdgeSyncServiceConfig Exchange cmdlet issued",25383,Exchange
"Set-EmailAddressPolicy Exchange cmdlet issued",25384,Exchange
"Set-EventLogLevel Exchange cmdlet issued",25385,Exchange
"Set-ExchangeAssistanceConfig Exchange cmdlet issued",25386,Exchange
"Set-ExchangeServer Exchange cmdlet issued",25387,Exchange
"Set-FederatedOrganizationIdentifier Exchange cmdlet issued",25388,Exchange
"Set-FederationTrust Exchange cmdlet issued",25389,Exchange
"Set-ForeignConnector Exchange cmdlet issued",25390,Exchange
"Set-GlobalAddressList Exchange cmdlet issued",25391,Exchange
"Set-Group Exchange cmdlet issued",25392,Exchange
"Set-ImapSettings Exchange cmdlet issued",25393,Exchange
"Set-InboxRule Exchange cmdlet issued",25394,Exchange
"Set-IPAllowListConfig Exchange cmdlet issued",25395,Exchange
"Set-IPAllowListProvider Exchange cmdlet issued",25396,Exchange
"Set-IPAllowListProvidersConfig Exchange cmdlet issued",25397,Exchange
"Set-IPBlockListConfig Exchange cmdlet issued",25398,Exchange
"Set-IPBlockListProvider Exchange cmdlet issued",25399,Exchange
"Set-IPBlockListProvidersConfig Exchange cmdlet issued",25400,Exchange
"Set-IRMConfiguration Exchange cmdlet issued",25401,Exchange
"Set-JournalRule Exchange cmdlet issued",25402,Exchange
"Set-Mailbox Exchange cmdlet issued",25403,Exchange
"Set-MailboxAuditBypassAssociation Exchange cmdlet issued",25404,Exchange
"Set-MailboxAutoReplyConfiguration Exchange cmdlet issued",25405,Exchange
"Set-MailboxCalendarConfiguration Exchange cmdlet issued",25406,Exchange
"Set-MailboxCalendarFolder Exchange cmdlet issued",25407,Exchange
"Set-MailboxDatabase Exchange cmdlet issued",25408,Exchange
"Set-MailboxDatabaseCopy Exchange cmdlet issued",25409,Exchange
"Set-MailboxFolderPermission Exchange cmdlet issued",25410,Exchange
"Set-MailboxJunkEmailConfiguration Exchange cmdlet issued",25411,Exchange
"Set-MailboxMessageConfiguration Exchange cmdlet issued",25412,Exchange
"Set-MailboxRegionalConfiguration Exchange cmdlet issued",25413,Exchange
"Set-MailboxRestoreRequest Exchange cmdlet issued",25414,Exchange
"Set-MailboxServer Exchange cmdlet issued",25415,Exchange
"Set-MailboxSpellingConfiguration Exchange cmdlet issued",25416,Exchange
"Set-MailContact Exchange cmdlet issued",25417,Exchange
"Set-MailPublicFolder Exchange cmdlet issued",25418,Exchange
"Set-MailUser Exchange cmdlet issued",25419,Exchange
"Set-ManagedContentSettings Exchange cmdlet issued",25420,Exchange
"Set-ManagedFolder Exchange cmdlet issued",25421,Exchange
"Set-ManagedFolderMailboxPolicy Exchange cmdlet issued",25422,Exchange
"Set-ManagementRoleAssignment Exchange cmdlet issued",25423,Exchange
"Set-ManagementRoleEntry Exchange cmdlet issued",25424,Exchange
"Set-ManagementScope Exchange cmdlet issued",25425,Exchange
"Set-MessageClassification Exchange cmdlet issued",25426,Exchange
"Set-MoveRequest Exchange cmdlet issued",25427,Exchange
"Set-OabVirtualDirectory Exchange cmdlet issued",25428,Exchange
"Set-OfflineAddressBook Exchange cmdlet issued",25429,Exchange
"Set-OrganizationConfig Exchange cmdlet issued",25430,Exchange
"Set-OrganizationRelationship Exchange cmdlet issued",25431,Exchange
"Set-OutlookAnywhere Exchange cmdlet issued",25432,Exchange
"Set-OutlookProtectionRule Exchange cmdlet issued",25433,Exchange
"Set-OutlookProvider Exchange cmdlet issued",25434,Exchange
"Set-OwaMailboxPolicy Exchange cmdlet issued",25435,Exchange
"Set-OwaVirtualDirectory Exchange cmdlet issued",25436,Exchange
"Set-PopSettings Exchange cmdlet issued",25437,Exchange
"Set-PowerShellVirtualDirectory Exchange cmdlet issued",25438,Exchange
"Set-PublicFolder Exchange cmdlet issued",25439,Exchange
"Set-PublicFolderDatabase Exchange cmdlet issued",25440,Exchange
"Set-ReceiveConnector Exchange cmdlet issued",25441,Exchange
"Set-RecipientFilterConfig Exchange cmdlet issued",25442,Exchange
"Set-RemoteDomain Exchange cmdlet issued",25443,Exchange
"Set-RemoteMailbox Exchange cmdlet issued",25444,Exchange
"Set-ResourceConfig Exchange cmdlet issued",25445,Exchange
"Set-RetentionPolicy Exchange cmdlet issued",25446,Exchange
"Set-RetentionPolicyTag Exchange cmdlet issued",25447,Exchange
"Set-RoleAssignmentPolicy Exchange cmdlet issued",25448,Exchange
"Set-RoleGroup Exchange cmdlet issued",25449,Exchange
"Set-RoutingGroupConnector Exchange cmdlet issued",25450,Exchange
"Set-RpcClientAccess Exchange cmdlet issued",25451,Exchange
"Set-SendConnector Exchange cmdlet issued",25452,Exchange
"Set-SenderFilterConfig Exchange cmdlet issued",25453,Exchange
"Set-SenderIdConfig Exchange cmdlet issued",25454,Exchange
"Set-SenderReputationConfig Exchange cmdlet issued",25455,Exchange
"Set-SharingPolicy Exchange cmdlet issued",25456,Exchange
"Set-SystemMessage Exchange cmdlet issued",25457,Exchange
"Set-TextMessagingAccount Exchange cmdlet issued",25458,Exchange
"Set-ThrottlingPolicy Exchange cmdlet issued",25459,Exchange
"Set-ThrottlingPolicyAssociation Exchange cmdlet issued",25460,Exchange
"Set-TransportAgent Exchange cmdlet issued",25461,Exchange
"Set-TransportConfig Exchange cmdlet issued",25462,Exchange
"Set-TransportRule Exchange cmdlet issued",25463,Exchange
"Set-TransportServer Exchange cmdlet issued",25464,Exchange
"Set-UMAutoAttendant Exchange cmdlet issued",25465,Exchange
"Set-UMDialPlan Exchange cmdlet issued",25466,Exchange
"Set-UMIPGateway Exchange cmdlet issued",25467,Exchange
"Set-UMMailbox Exchange cmdlet issued",25468,Exchange
"Set-UMMailboxPIN Exchange cmdlet issued",25469,Exchange
"Set-UMMailboxPolicy Exchange cmdlet issued",25470,Exchange
"Set-UmServer Exchange cmdlet issued",25471,Exchange
"Set-User Exchange cmdlet issued",25472,Exchange
"Set-WebServicesVirtualDirectory Exchange cmdlet issued",25473,Exchange
"Set-X400AuthoritativeDomain Exchange cmdlet issued",25474,Exchange
"Start-DatabaseAvailabilityGroup Exchange cmdlet issued",25475,Exchange
"Start-EdgeSynchronization Exchange cmdlet issued",25476,Exchange
"Start-ManagedFolderAssistant Exchange cmdlet issued",25477,Exchange
"Start-RetentionAutoTagLearning Exchange cmdlet issued",25478,Exchange
"Stop-DatabaseAvailabilityGroup Exchange cmdlet issued",25479,Exchange
"Stop-ManagedFolderAssistant Exchange cmdlet issued",25480,Exchange
"Suspend-MailboxDatabaseCopy Exchange cmdlet issued",25481,Exchange
"Suspend-MailboxRestoreRequest Exchange cmdlet issued",25482,Exchange
"Suspend-Message Exchange cmdlet issued",25483,Exchange
"Suspend-MoveRequest Exchange cmdlet issued",25484,Exchange
"Suspend-PublicFolderReplication Exchange cmdlet issued",25485,Exchange
"Suspend-Queue Exchange cmdlet issued",25486,Exchange
"Test-ActiveSyncConnectivity Exchange cmdlet issued",25487,Exchange
"Test-AssistantHealth Exchange cmdlet issued",25488,Exchange
"Test-CalendarConnectivity Exchange cmdlet issued",25489,Exchange
"Test-EcpConnectivity Exchange cmdlet issued",25490,Exchange
"Test-EdgeSynchronization Exchange cmdlet issued",25491,Exchange
"Test-ExchangeSearch Exchange cmdlet issued",25492,Exchange
"Test-FederationTrust Exchange cmdlet issued",25493,Exchange
"Test-FederationTrustCertificate Exchange cmdlet issued",25494,Exchange
"Test-ImapConnectivity Exchange cmdlet issued",25495,Exchange
"Test-IPAllowListProvider Exchange cmdlet issued",25496,Exchange
"Test-IPBlockListProvider Exchange cmdlet issued",25497,Exchange
"Test-IRMConfiguration Exchange cmdlet issued",25498,Exchange
"Test-Mailflow Exchange cmdlet issued",25499,Exchange
"Test-MAPIConnectivity Exchange cmdlet issued",25500,Exchange
"Test-MRSHealth Exchange cmdlet issued",25501,Exchange
"Test-OrganizationRelationship Exchange cmdlet issued",25502,Exchange
"Test-OutlookConnectivity Exchange cmdlet issued",25503,Exchange
"Test-OutlookWebServices Exchange cmdlet issued",25504,Exchange
"Test-OwaConnectivity Exchange cmdlet issued",25505,Exchange
"Test-PopConnectivity Exchange cmdlet issued",25506,Exchange
"Test-PowerShellConnectivity Exchange cmdlet issued",25507,Exchange
"Test-ReplicationHealth Exchange cmdlet issued",25508,Exchange
"Test-SenderId Exchange cmdlet issued",25509,Exchange
"Test-ServiceHealth Exchange cmdlet issued",25510,Exchange
"Test-SmtpConnectivity Exchange cmdlet issued",25511,Exchange
"Test-SystemHealth Exchange cmdlet issued",25512,Exchange
"Test-UMConnectivity Exchange cmdlet issued",25513,Exchange
"Test-WebServicesConnectivity Exchange cmdlet issued",25514,Exchange
"Uninstall-TransportAgent Exchange cmdlet issued",25515,Exchange
"Update-AddressList Exchange cmdlet issued",25516,Exchange
"Update-DistributionGroupMember Exchange cmdlet issued",25517,Exchange
"Update-EmailAddressPolicy Exchange cmdlet issued",25518,Exchange
"Update-FileDistributionService Exchange cmdlet issued",25519,Exchange
"Update-GlobalAddressList Exchange cmdlet issued",25520,Exchange
"Update-MailboxDatabaseCopy Exchange cmdlet issued",25521,Exchange
"Update-OfflineAddressBook Exchange cmdlet issued",25522,Exchange
"Update-PublicFolder Exchange cmdlet issued",25523,Exchange
"Update-PublicFolderHierarchy Exchange cmdlet issued",25524,Exchange
"Update-Recipient Exchange cmdlet issued",25525,Exchange
"Update-RoleGroupMember Exchange cmdlet issued",25526,Exchange
"Update-SafeList Exchange cmdlet issued",25527,Exchange
"Write-AdminAuditLog Exchange cmdlet issued",25528,Exchange
"Add-GlobalMonitoringOverride Exchange cmdlet issued",25529,Exchange
"Add-ResubmitRequest Exchange cmdlet issued",25530,Exchange
"Add-ServerMonitoringOverride Exchange cmdlet issued",25531,Exchange
"Clear-MobileDevice Exchange cmdlet issued",25532,Exchange
"Complete-MigrationBatch Exchange cmdlet issued",25533,Exchange
"Disable-App Exchange cmdlet issued",25534,Exchange
"Disable-MailboxQuarantine Exchange cmdlet issued",25535,Exchange
"Disable-UMCallAnsweringRule Exchange cmdlet issued",25536,Exchange
"Disable-UMService Exchange cmdlet issued",25537,Exchange
"Dump-ProvisioningCache Exchange cmdlet issued",25538,Exchange
"Enable-App Exchange cmdlet issued",25539,Exchange
"Enable-MailboxQuarantine Exchange cmdlet issued",25540,Exchange
"Enable-UMCallAnsweringRule Exchange cmdlet issued",25541,Exchange
"Enable-UMService Exchange cmdlet issued",25542,Exchange
"Export-DlpPolicyCollection Exchange cmdlet issued",25543,Exchange
"Export-MigrationReport Exchange cmdlet issued",25544,Exchange
"Import-DlpPolicyCollection Exchange cmdlet issued",25545,Exchange
"Import-DlpPolicyTemplate Exchange cmdlet issued",25546,Exchange
"Invoke-MonitoringProbe Exchange cmdlet issued",25547,Exchange
"New-AddressBookPolicy Exchange cmdlet issued",25548,Exchange
"New-App Exchange cmdlet issued",25549,Exchange
"New-AuthServer Exchange cmdlet issued",25550,Exchange
"New-ClassificationRuleCollection Exchange cmdlet issued",25551,Exchange
"New-DlpPolicy Exchange cmdlet issued",25552,Exchange
"New-HybridConfiguration Exchange cmdlet issued",25553,Exchange
"New-MailboxExportRequest Exchange cmdlet issued",25554,Exchange
"New-MailboxImportRequest Exchange cmdlet issued",25555,Exchange
"New-MailboxSearch Exchange cmdlet issued",25556,Exchange
"New-MalwareFilterPolicy Exchange cmdlet issued",25557,Exchange
"New-MigrationBatch Exchange cmdlet issued",25558,Exchange
"New-MigrationEndpoint Exchange cmdlet issued",25559,Exchange
"New-MobileDeviceMailboxPolicy Exchange cmdlet issued",25560,Exchange
"New-OnPremisesOrganization Exchange cmdlet issued",25561,Exchange
"New-PartnerApplication Exchange cmdlet issued",25562,Exchange
"New-PolicyTipConfig Exchange cmdlet issued",25563,Exchange
"New-PowerShellVirtualDirectory Exchange cmdlet issued",25564,Exchange
"New-PublicFolderMigrationRequest Exchange cmdlet issued",25565,Exchange
"New-ResourcePolicy Exchange cmdlet issued",25566,Exchange
"New-SiteMailboxProvisioningPolicy Exchange cmdlet issued",25567,Exchange
"New-SyncMailPublicFolder Exchange cmdlet issued",25568,Exchange
"New-UMCallAnsweringRule Exchange cmdlet issued",25569,Exchange
"New-WorkloadManagementPolicy Exchange cmdlet issued",25570,Exchange
"New-WorkloadPolicy Exchange cmdlet issued",25571,Exchange
"Redirect-Message Exchange cmdlet issued",25572,Exchange
"Remove-AddressBookPolicy Exchange cmdlet issued",25573,Exchange
"Remove-App Exchange cmdlet issued",25574,Exchange
"Remove-AuthServer Exchange cmdlet issued",25575,Exchange
"Remove-ClassificationRuleCollection Exchange cmdlet issued",25576,Exchange
"Remove-DlpPolicy Exchange cmdlet issued",25577,Exchange
"Remove-DlpPolicyTemplate Exchange cmdlet issued",25578,Exchange
"Remove-GlobalMonitoringOverride Exchange cmdlet issued",25579,Exchange
"Remove-HybridConfiguration Exchange cmdlet issued",25580,Exchange
"Remove-LinkedUser Exchange cmdlet issued",25581,Exchange
"Remove-MailboxExportRequest Exchange cmdlet issued",25582,Exchange
"Remove-MailboxImportRequest Exchange cmdlet issued",25583,Exchange
"Remove-MailboxSearch Exchange cmdlet issued",25584,Exchange
"Remove-MalwareFilterPolicy Exchange cmdlet issued",25585,Exchange
"Remove-MalwareFilterRecoveryItem Exchange cmdlet issued",25586,Exchange
"Remove-MigrationBatch Exchange cmdlet issued",25587,Exchange
"Remove-MigrationEndpoint Exchange cmdlet issued",25588,Exchange
"Remove-MigrationUser Exchange cmdlet issued",25589,Exchange
"Remove-MobileDevice Exchange cmdlet issued",25590,Exchange
"Remove-MobileDeviceMailboxPolicy Exchange cmdlet issued",25591,Exchange
"Remove-OnPremisesOrganization Exchange cmdlet issued",25592,Exchange
"Remove-PartnerApplication Exchange cmdlet issued",25593,Exchange
"Remove-PolicyTipConfig Exchange cmdlet issued",25594,Exchange
"Remove-PowerShellVirtualDirectory Exchange cmdlet issued",25595,Exchange
"Remove-PublicFolderMigrationRequest Exchange cmdlet issued",25596,Exchange
"Remove-ResourcePolicy Exchange cmdlet issued",25597,Exchange
"Remove-ResubmitRequest Exchange cmdlet issued",25598,Exchange
"Remove-SiteMailboxProvisioningPolicy Exchange cmdlet issued",25599,Exchange
"Remove-UMCallAnsweringRule Exchange cmdlet issued",25600,Exchange
"Remove-UserPhoto Exchange cmdlet issued",25601,Exchange
"Remove-WorkloadManagementPolicy Exchange cmdlet issued",25602,Exchange
"Remove-WorkloadPolicy Exchange cmdlet issued",25603,Exchange
"Reset-ProvisioningCache Exchange cmdlet issued",25604,Exchange
"Resume-MailboxImportRequest Exchange cmdlet issued",25605,Exchange
"Resume-MalwareFilterRecoveryItem Exchange cmdlet issued",25606,Exchange
"Resume-PublicFolderMigrationRequest Exchange cmdlet issued",25607,Exchange
"Set-ActiveSyncDeviceAccessRule Exchange cmdlet issued",25608,Exchange
"Set-AddressBookPolicy Exchange cmdlet issued",25609,Exchange
"Set-App Exchange cmdlet issued",25610,Exchange
"Set-AuthConfig Exchange cmdlet issued",25611,Exchange
"Set-AuthServer Exchange cmdlet issued",25612,Exchange
"Set-ClassificationRuleCollection Exchange cmdlet issued",25613,Exchange
"Set-DlpPolicy Exchange cmdlet issued",25614,Exchange
"Set-FrontendTransportService Exchange cmdlet issued",25615,Exchange
"Set-HybridConfiguration Exchange cmdlet issued",25616,Exchange
"Set-HybridMailflow Exchange cmdlet issued",25617,Exchange
"Set-MailboxExportRequest Exchange cmdlet issued",25618,Exchange
"Set-MailboxImportRequest Exchange cmdlet issued",25619,Exchange
"Set-MailboxSearch Exchange cmdlet issued",25620,Exchange
"Set-MailboxTransportService Exchange cmdlet issued",25621,Exchange
"Set-MalwareFilteringServer Exchange cmdlet issued",25622,Exchange
"Set-MalwareFilterPolicy Exchange cmdlet issued",25623,Exchange
"Set-MigrationBatch Exchange cmdlet issued",25624,Exchange
"Set-MigrationConfig Exchange cmdlet issued",25625,Exchange
"Set-MigrationEndpoint Exchange cmdlet issued",25626,Exchange
"Set-MobileDeviceMailboxPolicy Exchange cmdlet issued",25627,Exchange
"Set-Notification Exchange cmdlet issued",25628,Exchange
"Set-OnPremisesOrganization Exchange cmdlet issued",25629,Exchange
"Set-PartnerApplication Exchange cmdlet issued",25630,Exchange
"Set-PendingFederatedDomain Exchange cmdlet issued",25631,Exchange
"Set-PolicyTipConfig Exchange cmdlet issued",25632,Exchange
"Set-PublicFolderMigrationRequest Exchange cmdlet issued",25633,Exchange
"Set-ResourcePolicy Exchange cmdlet issued",25634,Exchange
"Set-ResubmitRequest Exchange cmdlet issued",25635,Exchange
"Set-RMSTemplate Exchange cmdlet issued",25636,Exchange
"Set-ServerComponentState Exchange cmdlet issued",25637,Exchange
"Set-ServerMonitor Exchange cmdlet issued",25638,Exchange
"Set-SiteMailbox Exchange cmdlet issued",25639,Exchange
"Set-SiteMailboxProvisioningPolicy Exchange cmdlet issued",25640,Exchange
"Set-TransportService Exchange cmdlet issued",25641,Exchange
"Set-UMCallAnsweringRule Exchange cmdlet issued",25642,Exchange
"Set-UMCallRouterSettings Exchange cmdlet issued",25643,Exchange
"Set-UMService Exchange cmdlet issued",25644,Exchange
"Set-UserPhoto Exchange cmdlet issued",25645,Exchange
"Set-WorkloadPolicy Exchange cmdlet issued",25646,Exchange
"Start-MailboxSearch Exchange cmdlet issued",25647,Exchange
"Start-MigrationBatch Exchange cmdlet issued",25648,Exchange
"Stop-MailboxSearch Exchange cmdlet issued",25649,Exchange
"Stop-MigrationBatch Exchange cmdlet issued",25650,Exchange
"Suspend-MailboxExportRequest Exchange cmdlet issued",25651,Exchange
"Suspend-MailboxImportRequest Exchange cmdlet issued",25652,Exchange
"Suspend-PublicFolderMigrationRequest Exchange cmdlet issued",25653,Exchange
"Test-ArchiveConnectivity Exchange cmdlet issued",25654,Exchange
"Test-MigrationServerAvailability Exchange cmdlet issued",25655,Exchange
"Test-OAuthConnectivity Exchange cmdlet issued",25656,Exchange
"Test-SiteMailbox Exchange cmdlet issued",25657,Exchange
"Update-HybridConfiguration Exchange cmdlet issued",25658,Exchange
"Update-PublicFolderMailbox Exchange cmdlet issued",25659,Exchange
"Update-SiteMailbox Exchange cmdlet issued",25660,Exchange
"Add-AttachmentFilterEntry Exchange cmdlet issued",25661,Exchange
"Remove-AttachmentFilterEntry Exchange cmdlet issued",25662,Exchange
"New-AddressRewriteEntry Exchange cmdlet issued",25663,Exchange
"Remove-AddressRewriteEntry Exchange cmdlet issued",25664,Exchange
"Set-AddressRewriteEntry Exchange cmdlet issued",25665,Exchange
"Set-AttachmentFilterListConfig Exchange cmdlet issued",25666,Exchange
"Set-MailboxSentItemsConfiguration Exchange cmdlet issued",25667,Exchange
"Update-MovedMailbox Exchange cmdlet issued",25668,Exchange
"Disable-MalwareFilterRule Exchange cmdlet issued",25669,Exchange
"Enable-MalwareFilterRule Exchange cmdlet issued",25670,Exchange
"New-MalwareFilterRule Exchange cmdlet issued",25671,Exchange
"Remove-MalwareFilterRule Exchange cmdlet issued",25672,Exchange
"Set-MalwareFilterRule Exchange cmdlet issued",25673,Exchange
"Remove-MailboxRepairRequest Exchange cmdlet issued",25674,Exchange
"Remove-ServerMonitoringOverride Exchange cmdlet issued",25675,Exchange
"Update-ExchangeHelp Exchange cmdlet issued",25676,Exchange
"Update-StoreMailboxState Exchange cmdlet issued",25677,Exchange
"Disable-PushNotificationProxy Exchange cmdlet issued",25678,Exchange
"Enable-PushNotificationProxy Exchange cmdlet issued",25679,Exchange
"New-PublicFolderMoveRequest Exchange cmdlet issued",25680,Exchange
"Remove-PublicFolderMoveRequest Exchange cmdlet issued",25681,Exchange
"Resume-PublicFolderMoveRequest Exchange cmdlet issued",25682,Exchange
"Set-PublicFolderMoveRequest Exchange cmdlet issued",25683,Exchange
"Suspend-PublicFolderMoveRequest Exchange cmdlet issued",25684,Exchange
"Update-DatabaseSchema Exchange cmdlet issued",25685,Exchange
"Set-SearchDocumentFormat Exchange cmdlet issued",25686,Exchange
"New-AuthRedirect Exchange cmdlet issued",25687,Exchange
"New-CompliancePolicySyncNotification Exchange cmdlet issued",25688,Exchange
"New-ComplianceServiceVirtualDirectory Exchange cmdlet issued",25689,Exchange
"New-DatabaseAvailabilityGroupConfiguration Exchange cmdlet issued",25690,Exchange
"New-DataClassification Exchange cmdlet issued",25691,Exchange
"New-Fingerprint Exchange cmdlet issued",25692,Exchange
"New-IntraOrganizationConnector Exchange cmdlet issued",25693,Exchange
"New-MailboxDeliveryVirtualDirectory Exchange cmdlet issued",25694,Exchange
"New-MapiVirtualDirectory Exchange cmdlet issued",25695,Exchange
"New-OutlookServiceVirtualDirectory Exchange cmdlet issued",25696,Exchange
"New-RestVirtualDirectory Exchange cmdlet issued",25697,Exchange
"New-SearchDocumentFormat Exchange cmdlet issued",25698,Exchange
"New-SettingOverride Exchange cmdlet issued",25699,Exchange
"New-SiteMailbox Exchange cmdlet issued",25700,Exchange
"Remove-AuthRedirect Exchange cmdlet issued",25701,Exchange
"Remove-CompliancePolicySyncNotification Exchange cmdlet issued",25702,Exchange
"Remove-ComplianceServiceVirtualDirectory Exchange cmdlet issued",25703,Exchange
"Remove-DatabaseAvailabilityGroupConfiguration Exchange cmdlet issued",25704,Exchange
"Remove-DataClassification Exchange cmdlet issued",25705,Exchange
"Remove-IntraOrganizationConnector Exchange cmdlet issued",25706,Exchange
"Remove-MailboxDeliveryVirtualDirectory Exchange cmdlet issued",25707,Exchange
"Remove-MapiVirtualDirectory Exchange cmdlet issued",25708,Exchange
"Remove-OutlookServiceVirtualDirectory Exchange cmdlet issued",25709,Exchange
"Remove-PublicFolderMailboxMigrationRequest Exchange cmdlet issued",25710,Exchange
"Remove-PushNotificationSubscription Exchange cmdlet issued",25711,Exchange
"Remove-RestVirtualDirectory Exchange cmdlet issued",25712,Exchange
"Remove-SearchDocumentFormat Exchange cmdlet issued",25713,Exchange
"Remove-SettingOverride Exchange cmdlet issued",25714,Exchange
"Remove-SyncMailPublicFolder Exchange cmdlet issued",25715,Exchange
"Resume-PublicFolderMailboxMigrationRequest Exchange cmdlet issued",25716,Exchange
"Send-MapiSubmitSystemProbe Exchange cmdlet issued",25717,Exchange
"Set-AuthRedirect Exchange cmdlet issued",25718,Exchange
"Set-ClientAccessService Exchange cmdlet issued",25719,Exchange
"Set-Clutter Exchange cmdlet issued",25720,Exchange
"Set-ComplianceServiceVirtualDirectory Exchange cmdlet issued",25721,Exchange
"Set-ConsumerMailbox Exchange cmdlet issued",25722,Exchange
"Set-DatabaseAvailabilityGroupConfiguration Exchange cmdlet issued",25723,Exchange
"Set-DataClassification Exchange cmdlet issued",25724,Exchange
"Set-IntraOrganizationConnector Exchange cmdlet issued",25725,Exchange
"Set-LogExportVirtualDirectory Exchange cmdlet issued",25726,Exchange
"Set-MailboxDeliveryVirtualDirectory Exchange cmdlet issued",25727,Exchange
"Set-MapiVirtualDirectory Exchange cmdlet issued",25728,Exchange
"Set-OutlookServiceVirtualDirectory Exchange cmdlet issued",25729,Exchange
"Set-PublicFolderMailboxMigrationRequest Exchange cmdlet issued",25730,Exchange
"Set-RestVirtualDirectory Exchange cmdlet issued",25731,Exchange
"Set-SettingOverride Exchange cmdlet issued",25732,Exchange
"Set-SmimeConfig Exchange cmdlet issued",25733,Exchange
"Set-SubmissionMalwareFilteringServer Exchange cmdlet issued",25734,Exchange
"Set-UMMailboxConfiguration Exchange cmdlet issued",25735,Exchange
"Set-UnifiedAuditSetting Exchange cmdlet issued",25736,Exchange
"Start-AuditAssistant Exchange cmdlet issued",25737,Exchange
"Start-UMPhoneSession Exchange cmdlet issued",25738,Exchange
"Stop-UMPhoneSession Exchange cmdlet issued",25739,Exchange
"Test-DataClassification Exchange cmdlet issued",25740,Exchange
"Test-TextExtraction Exchange cmdlet issued",25741,Exchange
