WAS_SUMMARY: webapp_id="2421076", status_ACTIVE="0", type_SENSITIVE_CONTENT="0", severity_5="6", severity_4="0", status_REOPENED="0", severity_1="14", severity_3="3", severity_2="6", type_INFORMATION_GATHERED="0", type_VULNERABILITY="29", status_NEW="29"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354663", qid="150053", name="Login Form Is Not Submitted Via HTTPS ", type="VULNERABILITY", severity="3", url="http://funkytown.vuln.qa.qualys.com/cassium/login/2/login2.php", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354662", qid="150112", name="Sensitive form field has not disabled autocomplete", type="VULNERABILITY", severity="2", url="http://funkytown.vuln.qa.qualys.com/cassium/login/2/login2.php", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354661", qid="150022", name="Syntax Error Occurred", type="VULNERABILITY", severity="3", url="http://funkytown.vuln.qa.qualys.com/cassium/login/2/login2.php", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354660", qid="150001", name="Reflected Cross-Site Scripting (XSS) Vulnerabilities", type="VULNERABILITY", severity="5", url="http://funkytown.vuln.qa.qualys.com/cassium/xss/0/0/1/xss.php?s=foo", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354659", qid="150084", name="Unencoded characters ", type="VULNERABILITY", severity="1", url="http://funkytown.vuln.qa.qualys.com/cassium/xss/0/0/1/xss.php?s=foo", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354658", qid="150001", name="Reflected Cross-Site Scripting (XSS) Vulnerabilities", type="VULNERABILITY", severity="5", url="http://funkytown.vuln.qa.qualys.com/cassium/xss/0/6/xss.php?s=foo", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354657", qid="150084", name="Unencoded characters ", type="VULNERABILITY", severity="1", url="http://funkytown.vuln.qa.qualys.com/cassium/xss/0/6/xss.php?s=foo", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354656", qid="150001", name="Reflected Cross-Site Scripting (XSS) Vulnerabilities", type="VULNERABILITY", severity="5", url="http://funkytown.vuln.qa.qualys.com/cassium/xss/0/5/xss.php?s=foo", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354655", qid="150084", name="Unencoded characters ", type="VULNERABILITY", severity="1", url="http://funkytown.vuln.qa.qualys.com/cassium/xss/0/5/xss.php?s=foo", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354654", qid="150013", name="Browser-Specific Cross-Site Scripting Vulnerabilities", type="VULNERABILITY", severity="5", url="http://funkytown.vuln.qa.qualys.com/cassium/xss/0/5/xss.php?s=foo", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354653", qid="150001", name="Reflected Cross-Site Scripting (XSS) Vulnerabilities", type="VULNERABILITY", severity="5", url="http://funkytown.vuln.qa.qualys.com/cassium/sql/1/0/sql.php?by=name", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354652", qid="150084", name="Unencoded characters ", type="VULNERABILITY", severity="1", url="http://funkytown.vuln.qa.qualys.com/cassium/sql/1/0/sql.php?by=name", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354651", qid="150004", name="Path-Based Vulnerability", type="VULNERABILITY", severity="2", url="http://funkytown.vuln.qa.qualys.com/cassium/login/1/login.php~", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354650", qid="150081", name="Clickjacking - X-Frame-Options header is not set", type="VULNERABILITY", severity="1", url="http://funkytown.vuln.qa.qualys.com/cassium/links/", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354649", qid="150081", name="Clickjacking - X-Frame-Options header is not set", type="VULNERABILITY", severity="1", url="http://funkytown.vuln.qa.qualys.com/cassium/traversal/", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354648", qid="150081", name="Clickjacking - X-Frame-Options header is not set", type="VULNERABILITY", severity="1", url="http://funkytown.vuln.qa.qualys.com/cassium/login/1/login.php", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354647", qid="150022", name="Syntax Error Occurred", type="VULNERABILITY", severity="3", url="http://funkytown.vuln.qa.qualys.com/cassium/login/1/login.php", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
WAS_FINDING: webapp_id="2421076", name="APIsachin_test_2", url="http://funkytown.vuln.qa.qualys.com", finding_id="1354646", qid="150081", name="Clickjacking - X-Frame-Options header is not set", type="VULNERABILITY", severity="1", url="http://funkytown.vuln.qa.qualys.com/cassium/sql/", status="NEW", lastDetectedDate="2015-12-10T05:20:29Z", lastTestedDate="2015-12-10T05:20:29Z"
