host,_time,Event.ID,Event.LocMod.LocModType,Event.LocMod.Location.LocGuid,Event.LocMod.Location.LocUser,Event.LocMod.LocEntry.EntryType,Event.LocMod.LocEntry.EntryName,Event.LocMod.LocEntry.EntryData,Event.LocMod.LocEntry.AutoExecFiles.AutoExecFile.AEFRawString,Event.LocMod.LocEntry.AutoExecFiles.AutoExecFile.AEFAttributes.AEFAttribute.AEFAttrMD5,Event.LocMod.ForensicMod.ForensicSource,Event.LocMod.ForensicMod.ForensicModType,Event.LocMod.ForensicMod.ExactFMTime,Event.LocMod.ForensicMod.EarliestFMTime,Event.LocMod.ForensicMod.LatestFMTime,Event.LocMod.ForensicMod.FirstEvent,Event.LocMod.ForensicMod.ForensicDescription,Event.OriginInfo.LastReportTime,Event.OriginInfo.ComputerName,Event.OriginInfo.DomainName,Event.OriginInfo.HardwareIdentifier,Event.OriginInfo.ContactEmailAddress,Event.OriginInfo.OSArchitecture,Event.OriginInfo.OSInfo.MajorVersion,Event.OriginInfo.OSInfo.MinorVersion,Event.OriginInfo.OSInfo.SPMajorVersion,Event.OriginInfo.OSInfo.SPMinorVersion,Event.OriginInfo.PerseusAgentVersion,Event.OriginInfo.PerseusReporterVersion,Event.OriginInfo.IPV4IpAddress,Event.OriginInfo.PublicIpAddress
redacted-32585,1530368994,84c1937c-9d25-45e9-a637-72b6b6694081,,,,,,,,,,,,,,,,1565093037,REDACTED-32585,,,,64,6,1,1,0,24070,24070,,
redacted-32585,1565093037,84c1937c-9d25-45e9-a637-72b6b6694081,,,,,,,,,,,,,,,,1565093037,REDACTED-32585,,,,64,6,1,1,0,24070,24070,,
redacted-32569,1530749183,c8b3719d-b9d9-48b8-9605-f0fdc3a02ccf,,,,,,,,,,,,,,,,1562256781,REDACTED-32569,,,,64,6,1,1,0,24070,24070,,
redacted-32569,1562256781,c8b3719d-b9d9-48b8-9605-f0fdc3a02ccf,,,,,,,,,,,,,,,,1562256781,REDACTED-32569,,,,64,6,1,1,0,24070,24070,,
redacted-32551,1530749801,4784c638-9833-41d1-aa04-d4119e9fa529,,,,,,,,,,,,,,,,1562700077,REDACTED-32551,,,,64,6,1,1,0,24070,24070,,
redacted-32551,1562700077,4784c638-9833-41d1-aa04-d4119e9fa529,,,,,,,,,,,,,,,,1562700077,REDACTED-32551,,,,64,6,1,1,0,24070,24070,,
redacted-32543,1530789836,405b13a1-9327-46a9-a7e0-a0574ae29290,,,,,,,,,,,,,,,,1539257706,REDACTED-32543,,,,64,6,1,1,0,24070,24070,,
redacted-32543,1539257706,405b13a1-9327-46a9-a7e0-a0574ae29290,,,,,,,,,,,,,,,,1539257706,REDACTED-32543,,,,64,6,1,1,0,24070,24070,,
redacted-32542,1530797759,d27e52a6-5aab-4428-aa99-33e971b08716,,,,,,,,,,,,,,,,1565133516,REDACTED-32542,,,,64,6,1,1,0,24070,24070,,
redacted-32542,1565133516,d27e52a6-5aab-4428-aa99-33e971b08716,,,,,,,,,,,,,,,,1565133516,REDACTED-32542,,,,64,6,1,1,0,24070,24070,,
redacted-32541,1530576192,46b4de09-f6dd-4980-b835-9231dcac569c,,,,,,,,,,,,,,,,1565131946,REDACTED-32541,,,,64,6,1,1,0,24070,24070,,
redacted-32541,1565131946,46b4de09-f6dd-4980-b835-9231dcac569c,,,,,,,,,,,,,,,,1565131946,REDACTED-32541,,,,64,6,1,1,0,24070,24070,,
redacted-32536,1530814867,ac63507a-61b4-462b-a3af-fd286c04fc18,,,,,,,,,,,,,,,,1565139166,REDACTED-32536,,,,64,6,1,1,0,24070,24070,,
redacted-32536,1565139166,ac63507a-61b4-462b-a3af-fd286c04fc18,,,,,,,,,,,,,,,,1565139166,REDACTED-32536,,,,64,6,1,1,0,24070,24070,,
redacted-32531,1531053879,aa6d53af-d6b5-4d86-a80c-df5c29bb74d6,,,,,,,,,,,,,,,,1565120053,REDACTED-32531,,,,64,6,1,1,0,24070,24070,,
redacted-32531,1565120053,aa6d53af-d6b5-4d86-a80c-df5c29bb74d6,,,,,,,,,,,,,,,,1565120053,REDACTED-32531,,,,64,6,1,1,0,24070,24070,,
redacted-32527,1531059538,a5eba210-e1ff-485b-89b9-8c5e684e5af9,,,,,,,,,,,,,,,,1565146648,REDACTED-32527,,,,64,6,1,1,0,24070,24070,,
redacted-32527,1565146648,a5eba210-e1ff-485b-89b9-8c5e684e5af9,,,,,,,,,,,,,,,,1565146648,REDACTED-32527,,,,64,6,1,1,0,24070,24070,,
redacted-32526,1531060617,3b284b83-3950-4f58-ab5b-31a4b4e19415,,,,,,,,,,,,,,,,1565134587,REDACTED-32526,,,,64,6,1,1,0,24070,24070,,
redacted-32526,1565134587,3b284b83-3950-4f58-ab5b-31a4b4e19415,,,,,,,,,,,,,,,,1565134587,REDACTED-32526,,,,64,6,1,1,0,24070,24070,,
redacted-32518,1531074149,309cb9df-3543-47da-8a3a-6b91aa354e66,,,,,,,,,,,,,,,,1562863564,REDACTED-32518,,,,64,6,1,1,0,24070,24070,,
redacted-32518,1562863564,309cb9df-3543-47da-8a3a-6b91aa354e66,,,,,,,,,,,,,,,,1562863564,REDACTED-32518,,,,64,6,1,1,0,24070,24070,,
redacted-32515,1531137471,34e3911e-6cdb-4013-afe2-dcf52540aead,,,,,,,,,,,,,,,,1565005360,REDACTED-32515,,,,64,6,1,1,0,24070,24070,,
redacted-32515,1565005360,34e3911e-6cdb-4013-afe2-dcf52540aead,,,,,,,,,,,,,,,,1565005360,REDACTED-32515,,,,64,6,1,1,0,24070,24070,,
redacted-32513,1531140517,5bee4b20-6ded-41bd-b33a-9da935785982,,,,,,,,,,,,,,,,1565092099,REDACTED-32513,,,,64,6,1,1,0,24070,24070,,
redacted-32513,1565092099,5bee4b20-6ded-41bd-b33a-9da935785982,,,,,,,,,,,,,,,,1565092099,REDACTED-32513,,,,64,6,1,1,0,24070,24070,,
redacted-32511,1531146440,e6166e0b-6193-4193-9b01-6db2758eb334,,,,,,,,,,,,,,,,1565123340,REDACTED-32511,,,,64,6,1,1,0,24070,24070,,
redacted-32511,1565123340,e6166e0b-6193-4193-9b01-6db2758eb334,,,,,,,,,,,,,,,,1565123340,REDACTED-32511,,,,64,6,1,1,0,24070,24070,,
redacted-32510,1531152096,cfb064cf-9685-479c-9c06-d64767248ca8,,,,,,,,,,,,,,,,1565145866,REDACTED-32510,,,,64,6,1,1,0,24070,24070,,
redacted-32510,1565145866,cfb064cf-9685-479c-9c06-d64767248ca8,,,,,,,,,,,,,,,,1565145866,REDACTED-32510,,,,64,6,1,1,0,24070,24070,,
redacted-32509,1531155350,64a65d0d-3af0-4d73-8f29-191e673f3beb,,,,,,,,,,,,,,,,1563882955,REDACTED-32509,,,,64,6,1,1,0,24070,24070,,
redacted-32509,1563882955,64a65d0d-3af0-4d73-8f29-191e673f3beb,,,,,,,,,,,,,,,,1563882955,REDACTED-32509,,,,64,6,1,1,0,24070,24070,,
redacted-32506,1531171718,52e0400b-a92a-4088-ac98-e47720c3d39f,,,,,,,,,,,,,,,,1565149695,REDACTED-32506,,,,64,6,1,1,0,24070,24070,,
redacted-32506,1565149695,52e0400b-a92a-4088-ac98-e47720c3d39f,,,,,,,,,,,,,,,,1565149695,REDACTED-32506,,,,64,6,1,1,0,24070,24070,,
redacted-32505,1531185085,5a74f69e-2ba5-4e33-974c-2770d7ab90fc,,,,,,,,,,,,,,,,1540147293,REDACTED-32505,,,,64,6,1,1,0,24070,24070,,
redacted-32505,1540147293,5a74f69e-2ba5-4e33-974c-2770d7ab90fc,,,,,,,,,,,,,,,,1540147293,REDACTED-32505,,,,64,6,1,1,0,24070,24070,,
redacted-32504,1531186770,b87caa67-fe1a-4e84-b6fc-c49501b6a6b5,,,,,,,,,,,,,,,,1545991768,REDACTED-32504,,,,64,6,1,1,0,24070,24070,,
redacted-32504,1545991768,b87caa67-fe1a-4e84-b6fc-c49501b6a6b5,,,,,,,,,,,,,,,,1545991768,REDACTED-32504,,,,64,6,1,1,0,24070,24070,,
redacted-32503,1530902391,e9f53963-80e9-4d0e-9704-2df63d717694,,,,,,,,,,,,,,,,1539196484,REDACTED-32503,,,,64,6,1,1,0,24070,24070,,
redacted-32503,1539196484,e9f53963-80e9-4d0e-9704-2df63d717694,,,,,,,,,,,,,,,,1539196484,REDACTED-32503,,,,64,6,1,1,0,24070,24070,,
redacted-32501,1531303389,540b3e91-fc5d-4d46-a0c0-9c32effd7006,,,,,,,,,,,,,,,,1549372638,REDACTED-32501,,,,64,6,1,1,0,24070,24070,,
redacted-32501,1549372638,540b3e91-fc5d-4d46-a0c0-9c32effd7006,,,,,,,,,,,,,,,,1549372638,REDACTED-32501,,,,64,6,1,1,0,24070,24070,,
redacted-32500,1531304337,9dec2305-4b7e-437b-9e94-ec81e0c2ef1d,,,,,,,,,,,,,,,,1565148666,REDACTED-32500,,,,64,6,1,1,0,24070,24070,,
redacted-32500,1565148666,9dec2305-4b7e-437b-9e94-ec81e0c2ef1d,,,,,,,,,,,,,,,,1565148666,REDACTED-32500,,,,64,6,1,1,0,24070,24070,,
redacted-32499,1531304414,89a32623-d53d-445d-beb3-228fad152d8e,,,,,,,,,,,,,,,,1565146996,REDACTED-32499,,,,64,6,1,1,0,24070,24070,,
redacted-32499,1565146996,89a32623-d53d-445d-beb3-228fad152d8e,,,,,,,,,,,,,,,,1565146996,REDACTED-32499,,,,64,6,1,1,0,24070,24070,,
redacted-32496,1531306971,ec7e23d0-1210-4fae-8838-9980bc5a918c,,,,,,,,,,,,,,,,1565116796,REDACTED-32496,,,,64,6,1,1,0,24070,24070,,
redacted-32496,1565116796,ec7e23d0-1210-4fae-8838-9980bc5a918c,,,,,,,,,,,,,,,,1565116796,REDACTED-32496,,,,64,6,1,1,0,24070,24070,,
redacted-32495,1531306981,09f9bd1a-c078-4c0f-8744-bd5a6eac4547,,,,,,,,,,,,,,,,1565132494,REDACTED-32495,,,,64,6,1,1,0,24070,24070,,
redacted-32495,1565132494,09f9bd1a-c078-4c0f-8744-bd5a6eac4547,,,,,,,,,,,,,,,,1565132494,REDACTED-32495,,,,64,6,1,1,0,24070,24070,,
redacted-32488,1531308754,ff08a9b7-b7d5-4340-9bb4-7dfe4623e8a2,,,,,,,,,,,,,,,,1565096215,REDACTED-32488,,,,64,6,1,1,0,24070,24070,,
redacted-32488,1565096215,ff08a9b7-b7d5-4340-9bb4-7dfe4623e8a2,,,,,,,,,,,,,,,,1565096215,REDACTED-32488,,,,64,6,1,1,0,24070,24070,,
redacted-32484,1531309124,5247e4d2-6049-4a60-9209-4b6bb70d0d1e,,,,,,,,,,,,,,,,1565094402,REDACTED-32484,,,,64,6,1,1,0,24070,24070,,
redacted-32484,1565094402,5247e4d2-6049-4a60-9209-4b6bb70d0d1e,,,,,,,,,,,,,,,,1565094402,REDACTED-32484,,,,64,6,1,1,0,24070,24070,,
redacted-32482,1531309426,fc10b8b5-5c2e-4f57-a1ab-fdaef3cc83b7,,,,,,,,,,,,,,,,1565147000,REDACTED-32482,,,,64,6,1,1,0,24070,24070,,
redacted-32482,1565147000,fc10b8b5-5c2e-4f57-a1ab-fdaef3cc83b7,,,,,,,,,,,,,,,,1565147000,REDACTED-32482,,,,64,6,1,1,0,24070,24070,,
redacted-32480,1531309690,1435f4a7-d93c-4091-9671-38ea86560cfb,,,,,,,,,,,,,,,,1565094306,REDACTED-32480,,,,64,6,1,1,0,24070,24070,,
redacted-32480,1565094306,1435f4a7-d93c-4091-9671-38ea86560cfb,,,,,,,,,,,,,,,,1565094306,REDACTED-32480,,,,64,6,1,1,0,24070,24070,,
redacted-32479,1531310063,00ac01f8-94cc-4381-8da9-100c6b921aa8,,,,,,,,,,,,,,,,1565149703,REDACTED-32479,,,,64,6,1,1,0,24070,24070,,
redacted-32479,1565149703,00ac01f8-94cc-4381-8da9-100c6b921aa8,,,,,,,,,,,,,,,,1565149703,REDACTED-32479,,,,64,6,1,1,0,24070,24070,,
redacted-32478,1531310367,070f546e-ed01-40c9-af9d-47b5135fc9f7,,,,,,,,,,,,,,,,1565133553,REDACTED-32478,,,,64,6,1,1,0,24070,24070,,
redacted-32478,1565133553,070f546e-ed01-40c9-af9d-47b5135fc9f7,,,,,,,,,,,,,,,,1565133553,REDACTED-32478,,,,64,6,1,1,0,24070,24070,,
redacted-32476,1531311693,fd6cda28-299b-4d02-a406-d96e6a7b46f0,,,,,,,,,,,,,,,,1565094111,REDACTED-32476,,,,64,6,1,1,0,24070,24070,,
redacted-32476,1565094111,fd6cda28-299b-4d02-a406-d96e6a7b46f0,,,,,,,,,,,,,,,,1565094111,REDACTED-32476,,,,64,6,1,1,0,24070,24070,,
redacted-32471,1531315918,ea9e4019-0bd8-4f78-aa7c-e79a75d4cb47,,,,,,,,,,,,,,,,1565130392,REDACTED-32471,,,,64,6,1,1,0,24070,24070,,
redacted-32471,1565130392,ea9e4019-0bd8-4f78-aa7c-e79a75d4cb47,,,,,,,,,,,,,,,,1565130392,REDACTED-32471,,,,64,6,1,1,0,24070,24070,,
redacted-32470,1531316659,d0c26f07-310e-4b00-b19d-35723d4979c6,,,,,,,,,,,,,,,,1565098464,REDACTED-32470,,,,64,6,1,1,0,24070,24070,,
redacted-32470,1565098464,d0c26f07-310e-4b00-b19d-35723d4979c6,,,,,,,,,,,,,,,,1565098464,REDACTED-32470,,,,64,6,1,1,0,24070,24070,,
redacted-32468,1531318094,f432ba83-2561-4d93-8e34-d69465c7a14d,,,,,,,,,,,,,,,,1565100070,REDACTED-32468,,,,64,6,1,1,0,24070,24070,,
redacted-32468,1565100070,f432ba83-2561-4d93-8e34-d69465c7a14d,,,,,,,,,,,,,,,,1565100070,REDACTED-32468,,,,64,6,1,1,0,24070,24070,,
redacted-32462,1531330794,adf747cd-783b-43a9-b07f-44f91bbc906c,,,,,,,,,,,,,,,,1564466966,REDACTED-32462,,,,64,6,1,1,0,24070,24070,,
redacted-32462,1564466966,adf747cd-783b-43a9-b07f-44f91bbc906c,,,,,,,,,,,,,,,,1564466966,REDACTED-32462,,,,64,6,1,1,0,24070,24070,,
redacted-32461,1531337830,d557b4df-437b-423a-9c43-8f246c794cc1,,,,,,,,,,,,,,,,1565144957,REDACTED-32461,,,,64,6,1,1,0,24070,24070,,
redacted-32461,1565144957,d557b4df-437b-423a-9c43-8f246c794cc1,,,,,,,,,,,,,,,,1565144957,REDACTED-32461,,,,64,6,1,1,0,24070,24070,,
redacted-32446,1531380464,18a6f5f4-4b32-4c13-88b7-ae829efaf3e7,,,,,,,,,,,,,,,,1540217602,REDACTED-32446,,,,64,6,1,1,0,24070,24070,,
redacted-32446,1540217602,18a6f5f4-4b32-4c13-88b7-ae829efaf3e7,,,,,,,,,,,,,,,,1540217602,REDACTED-32446,,,,64,6,1,1,0,24070,24070,,
redacted-32445,1531380482,2c88e343-df94-40ea-a8bd-4a25593eafb2,,,,,,,,,,,,,,,,1565136112,REDACTED-32445,,,,64,6,1,1,0,24070,24070,,
redacted-32445,1565136112,2c88e343-df94-40ea-a8bd-4a25593eafb2,,,,,,,,,,,,,,,,1565136112,REDACTED-32445,,,,64,6,1,1,0,24070,24070,,
redacted-32444,1531380502,a16bd08d-3cef-4988-af8d-ed8edd3066f8,,,,,,,,,,,,,,,,1565139430,REDACTED-32444,,,,64,6,1,1,0,24070,24070,,
redacted-32444,1565139430,a16bd08d-3cef-4988-af8d-ed8edd3066f8,,,,,,,,,,,,,,,,1565139430,REDACTED-32444,,,,64,6,1,1,0,24070,24070,,
redacted-32443,1531380518,66f22dd7-7532-4f7a-a26f-e1483d815b0b,,,,,,,,,,,,,,,,1565071180,REDACTED-32443,,,,64,6,1,1,0,24070,24070,,
redacted-32443,1565071180,66f22dd7-7532-4f7a-a26f-e1483d815b0b,,,,,,,,,,,,,,,,1565071180,REDACTED-32443,,,,64,6,1,1,0,24070,24070,,
redacted-32442,1531380573,4f66ece7-e2e1-47fa-aea6-c81188509361,,,,,,,,,,,,,,,,1563915928,REDACTED-32442,,,,64,6,1,1,0,24070,24070,,
redacted-32442,1563915928,4f66ece7-e2e1-47fa-aea6-c81188509361,,,,,,,,,,,,,,,,1563915928,REDACTED-32442,,,,64,6,1,1,0,24070,24070,,
redacted-32441,1531380654,d3f1782b-40fe-4ef0-8068-cc9c48c5973b,,,,,,,,,,,,,,,,1531380581,REDACTED-32441,,,,64,6,1,1,0,24070,24070,,
redacted-32441,1531380581,d3f1782b-40fe-4ef0-8068-cc9c48c5973b,,,,,,,,,,,,,,,,1531380581,REDACTED-32441,,,,64,6,1,1,0,24070,24070,,
redacted-32439,1531381950,29daf4c6-6d41-483b-b58d-163f76f13f80,,,,,,,,,,,,,,,,1563386445,REDACTED-32439,,,,64,6,1,1,0,24070,24070,,
redacted-32439,1563386445,29daf4c6-6d41-483b-b58d-163f76f13f80,,,,,,,,,,,,,,,,1563386445,REDACTED-32439,,,,64,6,1,1,0,24070,24070,,
redacted-32436,1531382630,d1789e13-7f8c-46bb-89e1-8330d29cd36a,,,,,,,,,,,,,,,,1565143021,REDACTED-32436,,,,64,6,1,1,0,24070,24070,,
redacted-32436,1565143021,d1789e13-7f8c-46bb-89e1-8330d29cd36a,,,,,,,,,,,,,,,,1565143021,REDACTED-32436,,,,64,6,1,1,0,24070,24070,,
redacted-32435,1531382698,42d04810-536d-4e9e-8a99-ceff7353854e,,,,,,,,,,,,,,,,1541854648,REDACTED-32435,,,,64,6,1,1,0,24070,24070,,
