"id","name","description","default","savedsearches","stanza"
"8150732a-0c9d-4a99-82b9-9efb9b90c40c","Suspicious Msiexec Quiet Install From Remote Location","Detects usage of Msiexec.exe to install packages hosted remotely quietly","Image=""*\\msiexec.exe"" OR OriginalFileName=""msiexec.exe"" CommandLine IN (""*/i*"", ""*-i*"", ""*/package*"", ""*-package*"", ""*/a*"", ""*-a*"", ""*/j*"", ""*-j*"") CommandLine IN (""*/q*"", ""*-q*"") CommandLine IN (""*http*"", ""*\\\\*"")","",""
"1277f594-a7d1-4f28-a2d3-73af5cbeab43","Windows Shell/Scripting Application File Write to Suspicious Folder","Detects Windows shells and scripting applications that write files to suspicious folders","(Image IN (""*\\bash.exe"", ""*\\cmd.exe"", ""*\\cscript.exe"", ""*\\msbuild.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\sh.exe"", ""*\\wscript.exe"") TargetFilename IN (""C:\\PerfLogs\\*"", ""C:\\Users\\Public\\*"")) OR (Image IN (""*\\certutil.exe"", ""*\\forfiles.exe"", ""*\\mshta.exe"", ""*\\schtasks.exe"", ""*\\scriptrunner.exe"", ""*\\wmic.exe"") TargetFilename IN (""*C:\\PerfLogs\\*"", ""*C:\\Users\\Public\\*"", ""*C:\\Windows\\Temp\\*""))","",""
"61d0475c-173f-4844-86f7-f3eebae1c66b","Change PowerShell Policies to an Insecure Level - PowerShell","Detects use of Set-ExecutionPolicy to set insecure policies","ScriptBlockText=""*Set-ExecutionPolicy*"" ScriptBlockText IN (""*Unrestricted*"", ""*bypass*"", ""*RemoteSigned*"") NOT (ScriptBlockText IN (""*(New-Object System.Net.WebClient).DownloadString('https://community.chocolatey.org/install.ps1')*"", ""*(New-Object System.Net.WebClient).DownloadString('https://chocolatey.org/install.ps1')*"", ""*\\AppData\\Roaming\\Code\\*""))","",""
"cc9cbe82-7bc0-4ef5-bc23-bbfb83947be7","File Decoded From Base64/Hex Via Certutil.EXE","Detects the execution of certutil with either the ""decode"" or ""decodehex"" flags to decode base64 or hex encoded files. This can be abused by attackers to decode an encoded payload before execution","Image=""*\\certutil.exe"" OR OriginalFileName=""CertUtil.exe"" CommandLine IN (""*-decode *"", ""*/decode *"", ""*-decodehex *"", ""*/decodehex *"")","",""
"1b3b01c7-84e9-4072-86e5-fc285a41ff23","Nslookup PowerShell Download Cradle - ProcessCreation","Detects suspicious powershell download cradle using nslookup. This cradle uses nslookup to extract payloads from DNS records","Image=""*\\nslookup.exe*"" OR OriginalFileName=""\\nslookup.exe"" ParentImage IN (""*\\powershell.exe"", ""*\\pwsh.exe"") CommandLine IN (""* -q=txt *"", ""* -querytype=txt *"")","",""
"3d3aa6cd-6272-44d6-8afc-7e88dfef7061","Change Default File Association Via Assoc","Detects file association changes using the builtin ""assoc"" command.
When a file is opened, the default program used to open the file (also called the file association or handler) is checked. File association selections are stored in the Windows Registry and can be edited by users, administrators, or programs that have Registry access or by administrators using the built-in assoc utility. Applications can modify the file association for a given file extension to call an arbitrary program when a file with the given extension is opened.
","Image=""*\\cmd.exe"" OR OriginalFileName=""Cmd.Exe"" CommandLine=""*assoc*"" | table Image,CommandLine,User,LogonGuid,Hashes,ParentProcessGuid,ParentCommandLine","",""
"e4a6b256-3e47-40fc-89d2-7a477edd6915","System File Execution Location Anomaly","Detects a Windows program executable started from a suspicious folder","Image IN (""*\\svchost.exe"", ""*\\rundll32.exe"", ""*\\services.exe"", ""*\\powershell.exe"", ""*\\powershell_ise.exe"", ""*\\pwsh.exe"", ""*\\regsvr32.exe"", ""*\\spoolsv.exe"", ""*\\lsass.exe"", ""*\\smss.exe"", ""*\\csrss.exe"", ""*\\conhost.exe"", ""*\\wininit.exe"", ""*\\lsm.exe"", ""*\\winlogon.exe"", ""*\\explorer.exe"", ""*\\taskhost.exe"", ""*\\Taskmgr.exe"", ""*\\sihost.exe"", ""*\\RuntimeBroker.exe"", ""*\\smartscreen.exe"", ""*\\dllhost.exe"", ""*\\audiodg.exe"", ""*\\wlanext.exe"", ""*\\dashost.exe"", ""*\\schtasks.exe"", ""*\\cscript.exe"", ""*\\wscript.exe"", ""*\\wsl.exe"", ""*\\bitsadmin.exe"", ""*\\atbroker.exe"", ""*\\bcdedit.exe"", ""*\\certutil.exe"", ""*\\certreq.exe"", ""*\\cmstp.exe"", ""*\\consent.exe"", ""*\\defrag.exe"", ""*\\dism.exe"", ""*\\dllhst3g.exe"", ""*\\eventvwr.exe"", ""*\\msiexec.exe"", ""*\\runonce.exe"", ""*\\winver.exe"", ""*\\logonui.exe"", ""*\\userinit.exe"", ""*\\dwm.exe"", ""*\\LsaIso.exe"", ""*\\ntoskrnl.exe"", ""*\\wsmprovhost.exe"", ""*\\dfrgui.exe"") NOT (Image IN (""C:\\Windows\\System32\\*"", ""C:\\Windows\\SysWOW64\\*"", ""C:\\Windows\\WinSxS\\*"") OR Image=""*\\SystemRoot\\System32\\*"" OR Image IN (""C:\\Windows\\explorer.exe"", ""C:\\Program Files\\PowerShell\\7\\pwsh.exe"") OR (Image=""C:\\Program Files\\WindowsApps\\MicrosoftCorporationII.WindowsSubsystemForLinux*"" Image=""*\\wsl.exe"")) | table ComputerName,User,Image","",""
"674202d0-b22a-4af4-ae5f-2eda1f3da1af","Bypass UAC Using Event Viewer","Bypasses User Account Control using Event Viewer and a relevant Windows Registry modification","TargetObject=""*_Classes\\mscfile\\shell\\open\\command\\(Default)"" NOT Details=""%SystemRoot%\\system32\\mmc.exe \""%1\"" %*""","",""
"2d32dd6f-3196-4093-b9eb-1ad8ab088ca5","Suspicious Response File Execution Via Odbcconf.EXE","Detects execution of ""odbcconf"" with the ""-f"" flag in order to load a response file with a non-"".rsp"" extension.","Image=""*\\odbcconf.exe"" OR OriginalFileName=""odbcconf.exe"" CommandLine IN (""* -f *"", ""* /f *"") NOT (CommandLine=""*.rsp*"" OR (ParentImage=""C:\\Windows\\System32\\runonce.exe"" Image=""C:\\Windows\\System32\\odbcconf.exe"" CommandLine=""*.exe /E /F \""C:\\WINDOWS\\system32\\odbcconf.tmp\""*""))","",""
"dcd74b95-3f36-4ed9-9598-0490951643aa","Malicious PowerView PowerShell Commandlets","Detects Commandlet names from PowerView of PowerSploit exploitation framework.","ScriptBlockText IN (""*Add-DomainGroupMember*"", ""*Add-DomainObjectAcl*"", ""*Add-ObjectAcl*"", ""*Add-RemoteConnection*"", ""*Convert-ADName*"", ""*ConvertFrom-UACValue*"", ""*Convert-NameToSid*"", ""*ConvertTo-SID*"", ""*Export-PowerViewCSV*"", ""*Find-DomainLocalGroupMember*"", ""*Find-DomainObjectPropertyOutlier*"", ""*Find-DomainProcess*"", ""*Find-DomainShare*"", ""*Find-DomainUserEvent*"", ""*Find-DomainUserLocation*"", ""*Find-ForeignGroup*"", ""*Find-ForeignUser*"", ""*Find-GPOComputerAdmin*"", ""*Find-GPOLocation*"", ""*Find-InterestingDomain*"", ""*Find-InterestingFile*"", ""*Find-LocalAdminAccess*"", ""*Find-ManagedSecurityGroups*"", ""*Get-CachedRDPConnection*"", ""*Get-DFSshare*"", ""*Get-DNSRecord*"", ""*Get-DNSZone*"", ""*Get-DomainComputer*"", ""*Get-DomainController*"", ""*Get-DomainDFSShare*"", ""*Get-DomainDNSRecord*"", ""*Get-DomainDNSZone*"", ""*Get-DomainFileServer*"", ""*Get-DomainGPO*"", ""*Get-DomainGroup*"", ""*Get-DomainGroupMember*"", ""*Get-DomainManagedSecurityGroup*"", ""*Get-DomainObject*"", ""*Get-DomainObjectAcl*"", ""*Get-DomainOU*"", ""*Get-DomainPolicy*"", ""*Get-DomainSID*"", ""*Get-DomainSite*"", ""*Get-DomainSPNTicket*"", ""*Get-DomainSubnet*"", ""*Get-DomainUser*"", ""*Get-DomainUserEvent*"", ""*Get-Forest*"", ""*Get-IPAddress*"", ""*Get-LastLoggedOn*"", ""*Get-LoggedOnLocal*"", ""*Get-NetComputer*"", ""*Get-NetDomain*"", ""*Get-NetFileServer*"", ""*Get-NetForest*"", ""*Get-NetGPO*"", ""*Get-NetGroup*"", ""*Get-NetLocalGroup*"", ""*Get-NetLoggedon*"", ""*Get-NetOU*"", ""*Get-NetProcess*"", ""*Get-NetRDPSession*"", ""*Get-NetSession*"", ""*Get-NetShare*"", ""*Get-NetSite*"", ""*Get-NetSubnet*"", ""*Get-NetUser*"", ""*Get-ObjectAcl*"", ""*Get-PathAcl*"", ""*Get-Proxy*"", ""*Get-RegistryMountedDrive*"", ""*Get-RegLoggedOn*"", ""*Get-SiteName*"", ""*Get-UserEvent*"", ""*Get-WMIProcess*"", ""*Get-WMIReg*"", ""*Invoke-ACLScanner*"", ""*Invoke-CheckLocalAdminAccess*"", ""*Invoke-EnumerateLocalAdmin*"", ""*Invoke-EventHunter*"", ""*Invoke-FileFinder*"", ""*Invoke-Kerberoast*"", ""*Invoke-MapDomainTrust*"", ""*Invoke-ProcessHunter*"", ""*Invoke-RevertToSelf*"", ""*Invoke-ShareFinder*"", ""*Invoke-UserHunter*"", ""*Invoke-UserImpersonation*"", ""*New-DomainGroup*"", ""*New-DomainUser*"", ""*Remove-RemoteConnection*"", ""*Request-SPNTicket*"", ""*Resolve-IPAddress*"", ""*Set-ADObject*"", ""*Set-DomainObject*"", ""*Set-DomainUserPassword*"", ""*Test-AdminAccess*"")","",""
"0f017df3-8f5a-414f-ad6b-24aff1128278","Suspicious Eventlog Clear","Detects usage of known powershell cmdlets such as ""Clear-EventLog"" to clear the Windows event logs","ScriptBlockText IN (""*Clear-EventLog *"", ""*Remove-EventLog *"", ""*Limit-EventLog *"", ""*Clear-WinEvent *"")","",""
"f6ecd1cf-19b8-4488-97f6-00f0924991a3","PUA - Nmap/Zenmap Execution","Detects usage of namp/zenmap. Adversaries may attempt to get a listing of services running on remote hosts, including those that may be vulnerable to remote software exploitation","Image IN (""*\\nmap.exe"", ""*\\zennmap.exe"") OR OriginalFileName IN (""nmap.exe"", ""zennmap.exe"")","",""
"7d0d0329-0ef1-4e84-a9f5-49500f9d7c6c","Malicious PowerShell Commandlets - PoshModule","Detects Commandlet names from well-known PowerShell exploitation frameworks","Payload IN (""*Add-Exfiltration*"", ""*Add-Persistence*"", ""*Add-RegBackdoor*"", ""*Add-RemoteRegBackdoor*"", ""*Add-ScrnSaveBackdoor*"", ""*Check-VM*"", ""*ConvertTo-Rc4ByteStream*"", ""*Decrypt-Hash*"", ""*Disable-ADIDNSNode*"", ""*Disable-MachineAccount*"", ""*Do-Exfiltration*"", ""*Enable-ADIDNSNode*"", ""*Enable-MachineAccount*"", ""*Enabled-DuplicateToken*"", ""*Exploit-Jboss*"", ""*Export-ADR*"", ""*Export-ADRCSV*"", ""*Export-ADRExcel*"", ""*Export-ADRHTML*"", ""*Export-ADRJSON*"", ""*Export-ADRXML*"", ""*Find-Fruit*"", ""*Find-GPOLocation*"", ""*Find-TrustedDocuments*"", ""*Get-ADIDNS*"", ""*Get-ApplicationHost*"", ""*Get-ChromeDump*"", ""*Get-ClipboardContents*"", ""*Get-FoxDump*"", ""*Get-GPPPassword*"", ""*Get-IndexedItem*"", ""*Get-KerberosAESKey*"", ""*Get-Keystrokes*"", ""*Get-LSASecret*"", ""*Get-MachineAccountAttribute*"", ""*Get-MachineAccountCreator*"", ""*Get-PassHashes*"", ""*Get-RegAlwaysInstallElevated*"", ""*Get-RegAutoLogon*"", ""*Get-RemoteBootKey*"", ""*Get-RemoteCachedCredential*"", ""*Get-RemoteLocalAccountHash*"", ""*Get-RemoteLSAKey*"", ""*Get-RemoteMachineAccountHash*"", ""*Get-RemoteNLKMKey*"", ""*Get-RickAstley*"", ""*Get-Screenshot*"", ""*Get-SecurityPackages*"", ""*Get-ServiceFilePermission*"", ""*Get-ServicePermission*"", ""*Get-ServiceUnquoted*"", ""*Get-SiteListPassword*"", ""*Get-System*"", ""*Get-TimedScreenshot*"", ""*Get-UnattendedInstallFile*"", ""*Get-Unconstrained*"", ""*Get-USBKeystrokes*"", ""*Get-VaultCredential*"", ""*Get-VulnAutoRun*"", ""*Get-VulnSchTask*"", ""*Grant-ADIDNSPermission*"", ""*Gupt-Backdoor*"", ""*HTTP-Login*"", ""*Install-ServiceBinary*"", ""*Install-SSP*"", ""*Invoke-ACLScanner*"", ""*Invoke-ADRecon*"", ""*Invoke-ADSBackdoor*"", ""*Invoke-AgentSmith*"", ""*Invoke-AllChecks*"", ""*Invoke-ARPScan*"", ""*Invoke-AzureHound*"", ""*Invoke-BackdoorLNK*"", ""*Invoke-BadPotato*"", ""*Invoke-BetterSafetyKatz*"", ""*Invoke-BypassUAC*"", ""*Invoke-Carbuncle*"", ""*Invoke-Certify*"", ""*Invoke-ConPtyShell*"", ""*Invoke-CredentialInjection*"", ""*Invoke-DAFT*"", ""*Invoke-DCSync*"", ""*Invoke-DinvokeKatz*"", ""*Invoke-DllInjection*"", ""*Invoke-DNSUpdate*"", ""*Invoke-DomainPasswordSpray*"", ""*Invoke-DowngradeAccount*"", ""*Invoke-EgressCheck*"", ""*Invoke-Eyewitness*"", ""*Invoke-FakeLogonScreen*"", ""*Invoke-Farmer*"", ""*Invoke-Get-RBCD-Threaded*"", ""*Invoke-Gopher*"", ""*Invoke-Grouper*"", ""*Invoke-HandleKatz*"", ""*Invoke-ImpersonatedProcess*"", ""*Invoke-ImpersonateSystem*"", ""*Invoke-InteractiveSystemPowerShell*"", ""*Invoke-Internalmonologue*"", ""*Invoke-Inveigh*"", ""*Invoke-InveighRelay*"", ""*Invoke-KrbRelay*"", ""*Invoke-LdapSignCheck*"", ""*Invoke-Lockless*"", ""*Invoke-MalSCCM*"", ""*Invoke-Mimikatz*"", ""*Invoke-Mimikittenz*"", ""*Invoke-MITM6*"", ""*Invoke-NanoDump*"", ""*Invoke-NetRipper*"", ""*Invoke-Nightmare*"", ""*Invoke-NinjaCopy*"", ""*Invoke-OfficeScrape*"", ""*Invoke-OxidResolver*"", ""*Invoke-P0wnedshell*"", ""*Invoke-Paranoia*"", ""*Invoke-PortScan*"", ""*Invoke-PoshRatHttp*"", ""*Invoke-PostExfil*"", ""*Invoke-PowerDump*"", ""*Invoke-PowerShellTCP*"", ""*Invoke-PowerShellWMI*"", ""*Invoke-PPLDump*"", ""*Invoke-PsExec*"", ""*Invoke-PSInject*"", ""*Invoke-PsUaCme*"", ""*Invoke-ReflectivePEInjection*"", ""*Invoke-ReverseDNSLookup*"", ""*Invoke-Rubeus*"", ""*Invoke-RunAs*"", ""*Invoke-SafetyKatz*"", ""*Invoke-SauronEye*"", ""*Invoke-SCShell*"", ""*Invoke-Seatbelt*"", ""*Invoke-ServiceAbuse*"", ""*Invoke-ShadowSpray*"", ""*Invoke-Sharp*"", ""*Invoke-Shellcode*"", ""*Invoke-SMBScanner*"", ""*Invoke-Snaffler*"", ""*Invoke-Spoolsample*"", ""*Invoke-SpraySinglePassword*"", ""*Invoke-SSHCommand*"", ""*Invoke-StandIn*"", ""*Invoke-StickyNotesExtract*"", ""*Invoke-SystemCommand*"", ""*Invoke-Tasksbackdoor*"", ""*Invoke-Tater*"", ""*Invoke-Thunderfox*"", ""*Invoke-ThunderStruck*"", ""*Invoke-TokenManipulation*"", ""*Invoke-Tokenvator*"", ""*Invoke-TotalExec*"", ""*Invoke-UrbanBishop*"", ""*Invoke-UserHunter*"", ""*Invoke-VoiceTroll*"", ""*Invoke-Whisker*"", ""*Invoke-WinEnum*"", ""*Invoke-winPEAS*"", ""*Invoke-WireTap*"", ""*Invoke-WmiCommand*"", ""*Invoke-WMIExec*"", ""*Invoke-WScriptBypassUAC*"", ""*Invoke-Zerologon*"", ""*MailRaider*"", ""*New-ADIDNSNode*"", ""*New-DNSRecordArray*"", ""*New-HoneyHash*"", ""*New-InMemoryModule*"", ""*New-MachineAccount*"", ""*New-SOASerialNumberArray*"", ""*Out-Minidump*"", ""*Port-Scan*"", ""*PowerBreach*"", ""*powercat *"", ""*PowerUp*"", ""*PowerView*"", ""*Remove-ADIDNSNode*"", ""*Remove-MachineAccount*"", ""*Remove-Update*"", ""*Rename-ADIDNSNode*"", ""*Revoke-ADIDNSPermission*"", ""*Set-ADIDNSNode*"", ""*Set-MacAttribute*"", ""*Set-MachineAccountAttribute*"", ""*Set-Wallpaper*"", ""*Show-TargetScreen*"", ""*Start-CaptureServer*"", ""*Start-WebcamRecorder*"", ""*VolumeShadowCopyTools*"")","",""
"cd5cfd80-aa5f-44c0-9c20-108c4ae12e3c","New Firewall Rule Added Via Netsh.EXE","Detects the addition of a new rule to the Windows firewall via netsh","Image=""*\\netsh.exe"" OR OriginalFileName=""netsh.exe"" CommandLine=""* firewall *"" CommandLine=""* add *"" NOT (CommandLine IN (""*\\netsh.exe advfirewall firewall add rule name=Dropbox dir=in action=allow \""program=C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe\"" enable=yes profile=Any*"", ""*\\netsh.exe advfirewall firewall add rule name=Dropbox dir=in action=allow \""program=C:\\Program Files\\Dropbox\\Client\\Dropbox.exe\"" enable=yes profile=Any*"") OR (ParentImage=""C:\\Windows\\Temp\\asgard2-agent\\*"" ParentImage=""*\\thor64.exe"" CommandLine=""*advfirewall firewall show rule name=all*""))","",""
"b916cba1-b38a-42da-9223-17114d846fd6","Potential NT API Stub Patching","Detects potential NT API stub patching as seen used by the project PatchingAPI","GrantedAccess=""0x1FFFFF"" CallTrace=""C:\\Windows\\SYSTEM32\\ntdll.dll+*"" CallTrace=""*|UNKNOWN(*"" CallTrace=""*)"" NOT (SourceImage IN (""C:\\Program Files\\*"", ""C:\\Program Files (x86)\\*"", ""C:\\Windows\\System32\\*"", ""C:\\Windows\\SysWOW64\\*"") OR TargetImage IN (""C:\\Program Files\\*"", ""C:\\Program Files (x86)\\*"", ""C:\\Windows\\System32\\*"", ""C:\\Windows\\SysWOW64\\*"") OR (SourceImage=""C:\\Windows\\Temp\\asgard2-agent\\*"" SourceImage=""*\\thor64.exe"") OR (SourceImage=""C:\\Users\\*"" SourceImage=""*\\AppData\\Local\\GitHubDesktop\\app-*"" SourceImage IN (""*\\GitHubDesktop.exe"", ""*\\resources\\app\\git\\usr\\bin\\sh.exe"") TargetImage=""C:\\Users\\*"" TargetImage=""*\\AppData\\Local\\GitHubDesktop\\app-*"") OR (SourceImage IN (""C:\\Windows\\Microsoft.NET\\Framework\\v*"", ""C:\\Windows\\Microsoft.NET\\Framework64\\v*"") SourceImage=""*\\NGenTask.exe"" TargetImage IN (""C:\\Windows\\Microsoft.NET\\Framework\\v*"", ""C:\\Windows\\Microsoft.NET\\Framework64\\v*"")) OR (SourceImage IN (""C:\\WINDOWS\\system32\\taskhostw.exe"", ""C:\\Windows\\system32\\taskhost.exe"") TargetImage IN (""C:\\Windows\\Microsoft.NET\\Framework\\v*"", ""C:\\Windows\\Microsoft.NET\\Framework64\\v*"") TargetImage=""*\\NGenTask.exe"") OR (SourceImage=""C:\\Users\\*"" SourceImage=""*\\AppData\\Local\\Microsoft\\Teams\\stage\\Teams.exe"" TargetImage=""C:\\Users\\*"" TargetImage=""*\\AppData\\Local\\Microsoft\\Teams\\Update.exe"") OR (SourceImage=""C:\\Users\\*"" SourceImage=""*\\AppData\\Local\\Microsoft\\Teams\\Update.exe"" TargetImage=""C:\\WINDOWS\\SysWOW64\\regsvr32.exe"") OR (SourceImage=""C:\\Users\\*"" SourceImage=""*\\AppData\\Local\\Microsoft\\Teams\\Update.exe"" TargetImage=""*\\AppData\\Local\\Microsoft\\Teams\\stage\\Teams.exe""))","",""
"13e6fe51-d478-4c7e-b0f2-6da9b400a829","Suspicious File Downloaded From Direct IP Via Certutil.EXE","Detects the execution of certutil with certain flags that allow the utility to download files from direct IPs.","Image=""*\\certutil.exe"" OR OriginalFileName=""CertUtil.exe"" CommandLine IN (""*urlcache *"", ""*verifyctl *"") CommandLine IN (""*://1*"", ""*://2*"", ""*://3*"", ""*://4*"", ""*://5*"", ""*://6*"", ""*://7*"", ""*://8*"", ""*://9*"") NOT CommandLine=""*://7-*""","",""
"a07f0359-4c90-4dc4-a681-8ffea40b4f47","Service Binary in Suspicious Folder","Detect the creation of a service with a service binary located in a suspicious directory","(EventType=""SetValue"" TargetObject=""HKLM\\System\\CurrentControlSet\\Services\\*"" TargetObject=""*\\Start"" Image IN (""*\\Users\\Public\\*"", ""*\\Perflogs\\*"", ""*\\ADMIN$\\*"", ""*\\Temp\\*"") Details IN (""DWORD (0x00000000)"", ""DWORD (0x00000001)"", ""DWORD (0x00000002)"")) OR (EventType=""SetValue"" TargetObject=""HKLM\\System\\CurrentControlSet\\Services\\*"" TargetObject=""*\\ImagePath"" Details IN (""*\\Users\\Public\\*"", ""*\\Perflogs\\*"", ""*\\ADMIN$\\*"", ""*\\Temp\\*"")) NOT (Image=""*\\Common Files\\*"" Image=""*\\Temp\\*"")","",""
"09576804-7a05-458e-a817-eb718ca91f54","Suspicious PowerShell IEX Execution Patterns","Detects suspicious ways to run Invoke-Execution using IEX alias","(Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") CommandLine IN (""* | iex;*"", ""* | iex *"", ""* | iex}*"", ""* | IEX ;*"", ""* | IEX -Error*"", ""* | IEX (new*"", ""*);IEX *"") CommandLine IN (""*::FromBase64String*"", ""*.GetString([System.Convert]::*"")) OR CommandLine IN (""*)|iex;$*"", ""*);iex($*"", ""*);iex $*"", ""* | IEX | *"")","",""
"5f03babb-12db-4eec-8c82-7b4cb5580868","Response File Execution Via Odbcconf.EXE","Detects execution of ""odbcconf"" with the ""-f"" flag in order to load a response file which might contain a malicious action.","Image=""*\\odbcconf.exe"" OR OriginalFileName=""odbcconf.exe"" CommandLine IN (""* -f *"", ""* /f *"") CommandLine=""*.rsp*""","",""
"52788a70-f1da-40dd-8fbd-73b5865d6568","JSC Convert Javascript To Executable","Detects the execution of the LOLBIN jsc.exe used by .NET to compile javascript code to .exe or .dll format","Image=""*\\jsc.exe"" CommandLine=""*.js*""","",""
"db809f10-56ce-4420-8c86-d6a7d793c79c","Potential Defense Evasion Via Raw Disk Access By Uncommon Tools","Detects raw disk access using uncommon tools or tools that are located in suspicious locations (heavy filtering is required), which could indicate possible defense evasion attempts","NOT (Device=""*floppy*"" OR Image IN (""C:\\Program Files\\*"", ""C:\\Program Files (x86)\\*"", ""C:\\Windows\\System32\\*"", ""C:\\Windows\\SystemApps\\*"", ""C:\\Windows\\WinSxS\\*"", ""C:\\Windows\\servicing\\*"", ""C:\\Windows\\CCM\\*"", ""C:\\Windows\\uus\\*"") OR Image=""C:\\$WINDOWS.~BT\\Sources\\SetupHost.exe"" OR Image IN (""System"", ""Registry"") OR Image=""C:\\Windows\\explorer.exe"" OR (Image=""C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\*"" Image=""*\\MsMpEng.exe"") OR (Image=""*C:\\Users\\*"" Image=""*\\AppData\\*"" Image=""*\\Microsoft\\*"") OR (Image=""C:\\Windows\\SoftwareDistribution\\Download*"" Image=""*\\WindowsUpdateBox.exe"") OR (Image=""C:\\Windows\\Temp\\*"" Image IN (""*\\HostMetadata\\NVMEHostmetadata.exe"", ""*\\Executables\\SSDUpdate.exe""))) NOT ((Image=""C:\\Users\\*"" Image=""*\\AppData\\Local\\GitHubDesktop\\app-*"" Image=""*\\resources\\app\\git\\mingw64\\bin\\git.exe"") OR (Image=""C:\\Windows\\Temp\\asgard2-agent\\*"" Image=""*\\thor.exe"") OR (Image=""*C:\\Users\\"" Image=""\\AppData\\Local\\Keybase\\upd.exe*""))","",""
"07f8bdc2-c9b3-472a-9817-5a670b872f53","Potential Reconnaissance For Cached Credentials Via Cmdkey.EXE","Detects usage of cmdkey to look for cached credentials on the system","Image=""*\\cmdkey.exe"" OR OriginalFileName=""cmdkey.exe"" CommandLine IN (""* /l*"", ""* -l*"") | table CommandLine,ParentCommandLine,User","",""
