category.name,sub_category.name,severity.name,smart_event_info.name
SECURITY,SECURITY_INEQUIVALENCE,EVENT_SEVERITY_INFO,LOG_PERMIT_POLICY_ENFORCED
SECURITY,SECURITY_INEQUIVALENCE,EVENT_SEVERITY_CRITICAL,ENFORCED_VRF_POLICY_VIOLATION
SECURITY,SECURITY_INEQUIVALENCE,EVENT_SEVERITY_CRITICAL,UNENFORCED_VRF_POLICY_VIOLATION
SECURITY,SECURITY_INEQUIVALENCE,EVENT_SEVERITY_INFO,ENFORCED_VRF_POLICY_ENFORCED
SECURITY,SECURITY_INEQUIVALENCE,EVENT_SEVERITY_INFO,UNENFORCED_VRF_POLICY_ENFORCED
SECURITY,SECURITY_INEQUIVALENCE,EVENT_SEVERITY_WARNING,SECURITY_POLICY_MISMATCH_BETWEEN_APIC_AND_LEAF
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MINOR,PERMIT_POLICY_SHADOWED_BY_PERMIT_POLICY
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MINOR,DENY_POLICY_SHADOWED_BY_DENY_POLICY
SECURITY,SECURITY_INEQUIVALENCE,EVENT_SEVERITY_WARNING,LOG_PERMIT_POLICY_ENFORCEMENT_UNAVAILABLE_IN_HW
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,PERMIT_POLICY_SHADOWED_BY_DENY_POLICY
POLICY_ANALYSIS,SECURITY_INEQUIVALENCE,EVENT_SEVERITY_INFO,NO_SECURITY_POLICIES_FOUND
TCAM_UTILIZATION,STALE_TCAM_ENTRIES,EVENT_SEVERITY_WARNING,STALE_TCAM_RULES_IN_HW
TCAM_UTILIZATION,STALE_TCAM_ENTRIES,EVENT_SEVERITY_INFO,TCAM_UTIL_NORMAL
TCAM_UTILIZATION,STALE_TCAM_ENTRIES,EVENT_SEVERITY_MINOR,TCAM_UTIL_MEDIUM
TCAM_UTILIZATION,STALE_TCAM_ENTRIES,EVENT_SEVERITY_MAJOR,TCAM_UTIL_HIGH
TCAM_UTILIZATION,STALE_TCAM_ENTRIES,EVENT_SEVERITY_CRITICAL,TCAM_UTIL_CRITICAL
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MINOR,EPG_HAS_NO_BD
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,EPG_HAS_INVALID_BD
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_WARNING,APP_PROFILE_HAS_NO_EPG
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,EXTERNAL_BRIDGED_NETWORK_HAS_NO_EPG
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,EXTERNAL_ROUTED_NETWORK_HAS_NO_EPG
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_WARNING,TENANT_HAS_NO_APP_PROFILE
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,EXTERNAL_BRIDGED_NETWORK_HAS_NO_BD
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,EXTERNAL_ROUTED_NETWORK_HAS_NO_CONTEXT
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_WARNING,VRF_HAS_NO_BRIDGE_DOMAINS
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,BRIDGE_DOMAIN_HAS_NO_VRF
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MINOR,CONTRACT_HAS_NO_PROVIDERS
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MINOR,CONTRACT_HAS_NO_CONSUMERS
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MINOR,CONTRACT_HAS_NO_SUBJECTS
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MINOR,CONTRACT_HAS_SUBJECTS_WITH_NO_FILTERS
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,CONTRACT_HAS_INVALID_FILTERS
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,PROVIDER_EPG_HAS_INVALID_CONTRACT
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,CONSUMER_EPG_HAS_INVALID_CONTRACT
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,PROVIDER_EPG_HAS_NO_SCOPE_MATCHING_CONSUMERS
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,CONSUMER_EPG_HAS_NO_SCOPE_MATCHING_PROVIDERS
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,BD_HAS_INVALID_CONTEXT
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,APP_EPG_NOT_DEPLOYED
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,EXTERNAL_BRIDGED_DOMAIN_EPG_IS_NOT_DEPLOYED
POLICY_ANALYSIS,EXPERIMENTAL,EVENT_SEVERITY_MAJOR,EXTERNAL_ROUTED_NETWORK_EPG_IS_NOT_DEPLOYED
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_WARNING,APP_EPG_HAS_NO_CONTRACT
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,APP_EPG_HAS_CONTRACT_IN_UNENFORCED_VRF
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,ANY_EPG_HAS_CONTRACT_IN_UNENFORCED_VRF
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,EXTERNAL_BRIDGE_DOMAIN_EPG_HAS_NO_CONTRACT
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,EXTERNAL_BRIDGE_DOMAIN_EPG_HAS_CONTRACT_IN_UNENFORCED_VRF
POLICY_ANALYSIS,EXPERIMENTAL,EVENT_SEVERITY_MAJOR,EXTERNAL_ROUTED_NETWORK_EPG_HAS_NO_CONTRACT
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_MAJOR,EXTERNAL_ROUTED_NETWORK_EPG_HAS_CONTRACT_IN_UNENFORCED_VRF
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MINOR,BD_WITH_NO_L3OUT_HAS_SUBNET_MARKED_EXTERNAL
POLICY_ANALYSIS,FABRIC,EVENT_SEVERITY_MAJOR,NODE_MGMT_ADDRESS_CONFIGURED_FOR_MULTIPLE_NODES
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_VRFS_DUE_TO_CONTRACT
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_BDS_IN_VRF
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_EXTERNAL_ROUTED_NETWORK_CONFIGURATIONS
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_EXTERNAL_INTERFACES_AND_BD_IN_VRF
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_EPGS_IN_BD
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_EXTERNAL_INTERFACES_IN_VRF
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_MAJOR,L3OUT_STATIC_ROUTE_MISSING_NEXTHOP
POLICY_ANALYSIS,TENANT_FORWARDING,EVENT_SEVERITY_WARNING,BD_WITH_SUBNETS_HAS_UNICAST_ROUTING_DISABLED
POLICY_ANALYSIS,TENANT_SECURITY,EVENT_SEVERITY_INFO,TENANT_WITH_NO_POLICY_ISSUES
END_POINT,SUBCATEGORY_UNKNOWN,EVENT_SEVERITY_INFO,MNEMONIC_UNKNOWN
END_POINT,ENDPOINT_LEARNING,EVENT_SEVERITY_CRITICAL,EP_LEARNING_ERROR
END_POINT,SUBCATEGORY_UNKNOWN,EVENT_SEVERITY_MAJOR,MNEMONIC_UNKNOWN
END_POINT,ENDPOINT_STATIC,EVENT_SEVERITY_MAJOR,STATIC_EP_ERROR
END_POINT,ENDPOINT_IP_ADDRESS,EVENT_SEVERITY_MAJOR,EP_WITH_IPV4LL_MAY_HAVE_NO_DHCP_OFFER
END_POINT,ENDPOINT_LEARNING,EVENT_SEVERITY_WARNING,EP_LEARNING_ERROR
END_POINT,ENDPOINT_IP_ADDRESS,EVENT_SEVERITY_WARNING,EP_IP_NOT_IN_BD_SUBNET
END_POINT,ENDPOINT_LEARNING,EVENT_SEVERITY_MAJOR,EP_IP_NOT_LIMITED_TO_BD_SUBNET
END_POINT,ENDPOINT_IP_ADDRESS,EVENT_SEVERITY_MAJOR,EP_DUPLICATE_IP
END_POINT,ENDPOINT_MOVE,EVENT_SEVERITY_INFO,EP_MOVED_OR_HAS_A_MOVED_IP
TENANT_ROUTING,VRF_ERROR,EVENT_SEVERITY_CRITICAL,EXTRA_VRF_IN_C
TENANT_ROUTING,EXPERIMENTAL,EVENT_SEVERITY_MAJOR,MNEMONIC_UNKNOWN
TENANT_ROUTING,EXPERIMENTAL,EVENT_SEVERITY_MINOR,MNEMONIC_UNKNOWN
TENANT_ROUTING,ROUTES,EVENT_SEVERITY_INFO,SUBNET_HAS_NO_ERROR
TENANT_ROUTING,EXPERIMENTAL,EVENT_SEVERITY_INFO,MNEMONIC_UNKNOWN
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MINOR,BD_WITH_NO_L3OUT_HAS_SUBNET_MARKED_EXTERNAL
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,NODE_MGMT_ADDRESS_CONFIGURED_FOR_MULTIPLE_NODES
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_VRFS_DUE_TO_CONTRACT
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_BDS_IN_VRF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_EXTERNAL_ROUTED_NETWORK_CONFIGURATIONS
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MINOR,OVERLAPPING_SUBNETS_ACROSS_EXTERNAL_INTERFACES_AND_BD_IN_VRF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_EPGS_IN_BD
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_EXTERNAL_INTERFACES_IN_VRF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,L3OUT_STATIC_ROUTE_MISSING_NEXTHOP
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_WARNING,BD_WITH_SUBNETS_HAS_UNICAST_ROUTING_DISABLED
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_CRITICAL,BD_SUBNET_DEPLOYMENT_ERROR
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,BD_SUBNET_DEPLOYED_ON_INCORRECT_LEAF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_CRITICAL,BD_SUBNET_MISSING_ON_BORDER_LEAF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,EXTERNAL_STATIC_ROUTE_UNREACHABLE_FROM_LEAF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,EXTERNAL_NETWORK_LOOPBACK_ID_MISSING_ON_BORDER_LEAF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_CRITICAL,EXTERNAL_ROUTED_NETWORK_INTERFACE_DEPLOYMENT_ERROR
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,NODE_MGMT_ADDRESS_MISSING_RIB_ENTRY_ON_NODE
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,NODE_MGMT_ADDRESS_RIB_ENTRY_ON_INVALID_NODE
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MINOR,EXTERNAL_TENANT_ROUTE_INVALID_NEXT_HOP
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,TENANT_INTERNAL_SUBNET_RIB_FIB_MISMATCH
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,TENANT_EXTERNAL_ROUTE_RIB_FIB_MISMATCH
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,BD_SUBNET_DEPLOYMENT_ERROR
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,OVERLAPPING_SUBNETS_ACROSS_STATIC_ROUTES_AND_BD_IN_VRF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,EXT_LEARNT_ROUTE_NH_RECURSIVE_LOOKUP_FAILED_ON_BORDER_LEAF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,EXTRA_INTERNAL_TENANT_SUBNET
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,EXTRA_EXTERNAL_TENANT_ROUTE
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,EXTERNAL_ROUTED_NETWORK_INTERFACE_DEPLOYMENT_ERROR
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,EXTERNAL_NETWORK_LOOPBACK_ID_EXTRA_ON_BORDER_LEAF
TENANT_ROUTING,SUBNET_ERROR,EVENT_SEVERITY_MAJOR,MNEMONIC_UNKNOWN
