Identificador,Categoria,Subcategoria,Monitorizacion,Explicacion,Ejemplo,Valor,,
PT-PT-1,Tecnología protectora (Protective Technology),"Registros de eventos y logs está determinado, documentado, implementado y revisado acorde con una política","Emplear un mecanismo produciendo registros de control de eventos. Al menos registre eventos de sistemas que contienen datos confidenciales del cliente, de sistemas críticos para el funcionamiento de la organización y de sistemas centrales (servidores, elementos de comunicación, aplicaciones, bases de datos, etc.)","La organización se asegurará de que la infraestructura y los sistemas aplicativos empleen registros, y los registros se almacenen para un hechizo definido por la organización. Los registros de control contendrán información como tipo de evento, tiempo, fuente, nombre de usuario. En cualquier caso, la organización monitoreará sistemas sensibles, partes de su infraestructura crítica y aquellos que administran procesos centrales.","Por lo general, los sistemas de infraestructura contienen mecanismos de registro. En casos de aplicaciones, verifique las opciones de registro de existencia. Es posible operar mecanismos de registro central, vinculados a los sistemas de la organización, y registrar eventos en una base de datos central.",1,,
PT-PT-1,Tecnología protectora (Protective Technology),"Registros de eventos y logs está determinado, documentado, implementado y revisado acorde con una política",Escribir e implementar políticas reactivas a eventos. Revisar y actualizar la política periódicamente,"La organización redactará e implementará una política reactiva a los eventos de seguridad de datos, como parte de su política de seguridad de datos organizacionales, y revisará y actualizará esa política","Al escribir la política de tratamiento de eventos, defina funcionarios y equipos de respuesta, niveles de gravedad y medios de comunicación con las autoridades (la Policía, ILITA. La Ley de Israel, la Autoridad de Información y Tecnología, la Autoridad Nacional Cibernética, el regulador, etc.). Defina los administradores de eventos (varios funcionarios pueden tener el control durante varios eventos, como ataques de ransomware, amenazas para publicar los datos de los usuarios, etc.). Es importante escribir esta política en cooperación con terceros relevantes, como reguladores, proveedores, enfatizando los sistemas en la nube, subcontratando empleados, etc. Se recomienda definir situaciones durante las cuales. Se debe abrir la sala de situación, cuándo y cómo involucrar a la gerencia, la frecuencia de los informes y apelar al CERT nacional. Autoridad de defensa cibernética, recuperación, etc.",2,,
PT-PT-1,Tecnología protectora (Protective Technology),"Registros de eventos y logs está determinado, documentado, implementado y revisado acorde con una política",Desarrollar un plan de afrontamiento de eventos de seguridad informática y cibernética.,"La organización desarrollará un plan para identificar, hacer frente y responder a eventos cibernéticos y de datos, que incluyen: un resumen de la realización de capacidades de respuesta a eventos de seguridad; descripción de las capacidades para hacer frente a eventos, respuesta a las demandas de la organización, teniendo en cuenta sus tareas y tamaño, eventos que requieren informes; suministrar medios de medición de las capacidades de la organización para hacer frente a eventos; recursos y soporte de gestión necesarios para mantener y mejorar las capacidades de respuesta",,2,,
PT-PT-2,Tecnología protectora (Protective Technology), Los medios extraíbles están protegidos y su uso está restringido de acuerdo con la política,"La capacidad de conectar medios extraíbles a equipos de producción, incluidos controladores, interfaces hombre-máquina y sensores, será limitada.",,Se puede realizar eliminando físicamente los dispositivos USB (Fort Lock) o lógicamente mediante la política del sistema operativo GPO,2,,
PT-PT-2,Tecnología protectora (Protective Technology), Los medios extraíbles están protegidos y su uso está restringido de acuerdo con la política,"La transferencia de archivos de medios extraíbles a los sistemas de producción se llevará a cabo después de ""lanzar"" los archivos transmitidos",La organización implementará un sistema de 'lavado' de archivos y los probará exhaustivamente utilizando algunas herramientas antes de transferirlos al entorno de controles.,"Se puede realizar mediante la adquisición de una estación de lavado especializada o, alternativamente, mediante el establecimiento de una estación dedicada, que incluye varios motores de escaneo diferentes.",2,,
PT-PT-2,Tecnología protectora (Protective Technology), Los medios extraíbles están protegidos y su uso está restringido de acuerdo con la política,"Mientras se conecta medios extraíbles a la red de la organización, se deberá realizar una ""limpieza"" para asegurarse de que los medios no contengan malware u otros componentes maliciosos.","La organización definirá un proceso de blanqueamiento de datos (escaneo y limpieza de amenazas de código malicioso), antes de incorporar los medios dentro de los sistemas de la organización.",Se puede implementar definiendo estaciones especiales de blanqueamiento para escanear los medios antes de su conexión a los sistemas de la organización.,3,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,"Definir usos que requieren cifrado y el tipo de cifrado requerido, de acuerdo con las leyes, pautas, procedimientos, regulaciones y compromiso comercial",La organización definirá qué información y sistemas deben cifrarse y registrará la configuración del cifrado de información. Los requisitos se derivarán de los requisitos aplicables a la organización o de los requisitos de retención de información.,"Ejemplos de tales requisitos son las leyes que protegen la privacidad, PCI-DSS y otros requisitos de seguridad.",1,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,"Gestionar y proteger claves de cifrado
durante la producción, distribución, almacenamiento, acceso y destrucción.","La organización definirá los procedimientos y procesos para la emisión de claves de cifrado, protegiendo las claves de cifrado privadas y los servidores para emitir claves y certificados, los procedimientos de endurecimiento y los procedimientos para volver a escribir.","Endurecimiento y preservación de los servidores Root CA, protección mediante HSM, distribución de claves criptográficas a sistemas y empleados, operación de la matriz PKI.",1,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,Implementar el cifrado de información confidencial transmitida entre los sistemas de la organización y las interfaces de usuario final en el middleware de comunicación pública,"La organización implementará matrices de cifrado de datos para la información confidencial que se muestra al usuario a través del navegador, una aplicación móvil u otros sistemas que brindan acceso a la información a través de redes públicas como Internet",Uso de certificados SSL aprobados y actualizados en el navegador,3,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,La organización adminsitrará los dispositivos para proteger los servicios contra ataques de denegación de servicio.,"Defienderse de los ataques de denegación de servicio (DOS) de varios tipos, como cargar los recursos informáticos para colapsar, cargar el ancho de banda de comunicación, cargar el sitio web para bloquear y más","El control se puede implementar usando herramientas como sistemas de firewall (usando un módulo IPS), sistemas de prevención de intrusiones (IPS), firewalls aplicaciones (WAF), así como restricciones en la cantidad de volumen de tráfico hacia ciertos sistemas, o limitando el número de consultas realizadas en el sistema.",1,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,Bloquear de forma predeterminada todo el tráfico de red y permita manualmente cualquier tráfico deseable mediante reglas de excepción.,La organización definirá las reglas de filtrado del tráfico de red para bloquear de manera predeterminada todo el tráfico que no esté explícitamente definido como permitido.,"Configurar la ""regla de cero"" en el firewall, bloqueando todo el tráfico no explícitamente habilitado. Asegúrese de que las rutas estén configuradas para que todo el tráfico se enrute a través del firewall",1,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,Prevenir dispositivos desde la creación de comunicación local sobre el sistema en paralelo a la comunicación a través de una conexión externa.,El propósito de esta monitorización es evitar una situación en la que la computadora actúa como un puente que conecta el mundo externo con la red interna de la organización.,"Es posible configurar la estación de trabajo mediante una política que determina que solo una tarjeta de red está activa en cualquier momento en el servidor, las conexiones se configurarán solo al centro de la organización, detrás de un firewall, mientras se eliminan otras tarjetas de red (que no están conectado a una red requerida por definición, como una red de almacenamiento), como tarjetas de red cableadas o inalámbricas.",2,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,La comunicación debe ser enrutada dentro de la organización a redes externas a través de servidores proxy autenticados y administrados.,"La organización determinará que todas las comunicaciones a redes externas se realizarán solo a través de servidores proxy. Con el fin de crear un medio que evite la comunicación directa que exponga los recursos de la organización a Internet, y también para facilitar la implementación de controles concentrados y protecciones de los canales de comunicación frente a Internet.","Se puede aplicar a través de un servidor proxy conectado al mundo, mientras que la navegación se realiza solo a través de él. El servidor proxy se configurará con la opción de restringir las conexiones a sitios y categorías no autorizados. Además, los servidores se configurarán de modo que el acceso a Internet esté habilitado solo para actualizaciones a través del servidor proxy (si es imposible usar un servidor de actualizaciones dedicado del fabricante del sistema).",3,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,Implementar mecanismos para mantener la integridad y confidencialidad del tráfico de red en un medio público.,,"Por ejemplo, encriptar el tráfico saliente fuera de la organización, encriptar las líneas de comunicación en un medio público.",2,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,Uso de comunicación confiable  entre controles industriales y equipos terminales si es posible.,Utilizar protocolos que permitan la autenticación y el cifrado de origen y destino del medio que admite el equipo.,"En el caso de que sea posible usar versiones seguras de estos protocolos, use estas versiones (SFTP, HTTPS, SNMPv3 y otras).",2,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,"Establecer una comunicación unidireccional de
equipos desde la fabricación hasta los sistemas sensoriales.",(no definido en ICM),Configurar herramientas para la transferencia de comunicación unidireccional entre sensores y sistemas en entornos sensibles.,4,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,Conexiones inalámbricas en el entorno de producción estará separado de las redes inalámbricas empresariales,"La organización implementará una red inalámbrica dedicada separada de la red inalámbrica empresarial, que se utilizará únicamente para controlar las comunicaciones de la red. Esta red no redirigirá a la red empresarial y viceversa.","Es preferible evitar el uso de una red inalámbrica en las redes de control, pero si es necesario para los negocios, esta red se configurará por separado, y su administración también estará separada y no estará vinculada a ninguna red interna de VLAN.",1,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,"El acceso lógico se limitará para las necesidades comerciales solo al entorno de controles industriales, así como a los equipos de comunicaciones en este entorno.",La organización limitará el acceso de usuarios corporativos que no tienen relevancia comercial para el sistema de control y evitará su acceso a estas redes y equipos.,,2,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,"El acceso lógico será limitado, en la medida de lo posible, (funcional) a los sistemas de producción, incluyendo interfaces de control, interfaces de muestra e interfaces hombre-máquina.","El acceso a los sistemas de gestión estará limitado de acuerdo con los perfiles de usuario, el controlador del sistema no cambiará la configuración y los parámetros de un sistema. El cambio de los parámetros será realizado por un usuario administrativo.",Es posible verificar con el fabricante del sistema si el sistema puede usar diferentes perfiles de usuario,3,,
PT-PT-4,Tecnología protectora (Protective Technology),Las comunicaciones y redes de control están protegidas,Se realizan tests y pruebas de intrusión pruebas al sistema / servicio.,El propósito de este control es examinar la efectividad de los controles y protecciones en la práctica. Esto se logra a través de desafíos e intentos de penetrar en la infraestructura del sistema.,"Estas pruebas pueden llevarse a cabo mediante la aplicación de herramientas de asalto automáticas o mediante factor humano. Estas pruebas pueden incluir intentos de obtener acceso no autorizado, introducir código malicioso en la base de datos e implementar ataques conocidos, como SQLI, XSS, CSRF, etc.",3,,
PT-PT-5,Tecnología protectora (Protective Technology)," Se aplican mecanismos(ej fail safe, balance de descargas, hot swap o intercambio en caliente) para conseguir requerimientos de resiliencia en situaciones normales y adversas","Asegúrese de que, en caso de fallO en la operativa de uno de los dispositivos de protección fronteriza (firewall, etc.), el nivel del sistema no se vea comprometido",El equipo de seguridad de la información debe configurarse para bloquear la comunicación en caso de fallo,"La mayoría de los equipos de seguridad de la información se pueden configurar para dar redundancia hacia el equipo secundario (firewall secundario en beneficio de la redundancia, otra ruta de comunicación segura, etc.), y si no hay redundancia, el evento se moverá el sistema a un Fail-close status.",3,,
PT-PT-5,Tecnología protectora (Protective Technology)," Se aplican mecanismos(ej fail safe, balance de descargas, hot swap o intercambio en caliente) para conseguir requerimientos de resiliencia en situaciones normales y adversas",Habrá un sistema de redundancia para componentes críticos en el entorno de producción.,La organización implementará un sistema de redundancia de servidores y sensores críticos en el entorno de control con el fin de la continuidad del proceso.,La organización implementará un sistema de redundancia de servidores y sensores críticos en el entorno de control con el fin de la continuidad del proceso.,2,,
