"NODE_ID","NODE_NAME","NODE_DESCRIPTION","FQDN","IP_ADDRESS","SW_VERSION","SERIAL_NUMBER","SECOND_SERIAL_NUMBER","DEFINED_AT","REGION_ID","REGION_NAME","TENANT_ID","TENANT_NAME","PRODUCT_TYPE","PRODUCT_TYPE_NAME","ADMIN_STATE","ADMIN_STATE_VALUE","MGMT_STATUS","MGMT_STATUS_VALUE","SEVERITY_STATE","SEVERITY","CONNECTION_STATE","CONNECTION_STATE_VALUE","CONNECTION_LOST_TIME","MISMATCH_STATE","MISMATCH_STATE_VALUE","RESET_NEEDED","RESET_NEEDED_VALUE","BURN_NEEDED","BURN_NEEDED_VALUE","NETWORK_STATE","NETWORK_STATE_VALUE","SBA_CONNECTION_STATE","SBA_CONNECTION_STATE_VALUE","VQM_CONNECTION_STATE","VQM_CONNECTION_STATE_VALUE","VQ_STATUS","VQ_STATUS_VALUE","VQ_CONTROL_STATUS","VQ_CONTROL_STATUS_VALUE","VQ_MEDIA_STATUS","VQ_MEDIA_STATUS_VALUE","SIP_MESSAGE_STATUS","SIP_MESSAGE_STATUS_VALUE","CALLS_COUNT","MANAGED_STATE","MANAGED_STATE_VALUE","MANAGED_STATE_SEM","MANAGED_STATE_SEM_VALUE","LICENSE_STATUS","LICENSE_STATUS_VALUE","LICENSE_POOL_STATUS","CLM_STATUS","SNMP_PORT","SNMP_VERSION","HTTPS_PROXY_ENABLED","HTTPS_ENABLED_VALUE","LAST_BACKUP_STATUS","LAST_BACKUP_STATUS_VALUE","LAST_PERFORMED_BACKUP_TIME","POLLING_ENABLED","POLLING_ENABLED_VALUE","LAST_POLLING_STATUS","LAST_POLLING_STATUS_VALUE","LAST_POLLING_FAIL_REASON","LAST_SUCCESFUL_POLLING","LAST_UNSUCCESFUL_POLLING","LAST_NUM_POLLING","NETWORK_X_LOCATION","NETWORK_Y_LOCATION","NETWORK_LATITUDE","NETWORK_LONGITUDE","REPORTED_NODE_ID","SQL_SERVRE_IP","SQL_SERVER_PORT","SQL_SERVER_INSTANCE_NAME"
64766598,"MyDevie2","","","10.15.18.1","7.20A.254.202","6194618","null",18-MAY-20,45743585,"WhateNiceRegion",45743505,"Whatever",106,"Mediant 800B E-SBC","2","Unlocked",0,"ERROR","5","critical",0,"Not Connected",17-AUG-20,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",2,"OK",6,0,161,1,0,"Disable",2,"File not changed",17-AUG-20,0,"Disable",,"",,,,0,982,35,"51.604348","0.469381",,"",,""
82184800,"marina_10.10.10.3","","","10.10.10.3","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,114,827,"51.840132","-0.048947",,"",,""
82184802,"marina_10.10.10.4","","","10.10.10.4","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,681,155,"51.15618","-0.082569",,"",,""
82184803,"marina_10.10.10.9","","","10.10.10.9","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,561,471,"51.828025","0.100369",,"",,""
82184804,"marina_10.10.10.1","","","10.10.10.1","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,59,311,"51.640752","0.003795",,"",,""
82184806,"marina_10.10.10.10","","","10.10.10.10","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,239,61,"51.809955","-0.146415",,"",,""
1278682,"HQ SBC","","","10.62.0.10","7.20A.258.166","9583809","9583833",03-OCT-17,2,"Israel",1,"AudioCodes",98,"Mediant 2600 E-SBC","2","Unlocked",2,"OK","0","cleared",1,"Connected",,0,"No Mismatch",0,"No",1,"Yes",0,"Regular",1,"Connected",3,"connected",1,"WARNING",1,"MAJOR",2,"CLEAR",1,"SBC_IND_START_SENDING_SIPM",204,1,"Managed",1,"Managed",2,"OK",6,1,161,1,0,"Disable",1,"File uploaded",15-NOV-20,1,"Enable",1,"Success",11,15-NOV-20,07-SEP-20,320,110,-318,"31.9879522","34.9090526",,"",,""
12042896,"NJ SBC","NJ SBC","","172.28.1.3","7.20A.258.246","6228189","null",30-MAY-18,5872318,"NewJersey",5716643,"USA",84,"Mediant 1000 E-SBC","2","Unlocked",1,"WARNING","4","major",1,"Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",3,"connected",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",1,"SBC_IND_START_SENDING_SIPM",19,1,"Managed",1,"Managed",2,"OK",6,1,161,1,0,"Disable",1,"File uploaded",15-NOV-20,1,"Enable",1,"Success",11,15-NOV-20,27-OCT-20,245,-506,136,"40.0757384","-74.4041622",,"",,""
16354238,"Alon MSBR","msbr","","10.11.2.233","7.20A.240.192","11384761","null",17-OCT-18,2,"Israel",1,"AudioCodes",100,"Mediant 500L MSBR","2","Unlocked",0,"ERROR","4","major",0,"Not Connected",18-OCT-18,0,"No Mismatch",0,"No",0,"No",1,"NAT",1,"Connected",1,"Not defined not connected",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",2,"OK",6,0,161,1,0,"Disable",0,"No backup info",,1,"Enable",0,"Fail",6,,15-NOV-20,0,-510,569,"43.306552285309174","-84.81069803237916",,"",,""
17758064,"Marina","","","1.2.3.4","null","","null",03-DEC-18,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,287,618.5,"31.833961756435382","34.67782974243165",,"",,""
52851081,"UMP 10.21.50.61","","","10.21.50.61","8.0.000.279","1240467731","null",12-JAN-20,2,"Israel",1,"AudioCodes",268,"User Management Pack Multi-Tenant","2","Unlocked",0,"ERROR","5","critical",1,"Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",2,"OK",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,42.57025878945274,-763.7022436775703,"51.59574","0.46552",,"",,""
26258258,"SmartTap Rahel","","","172.17.127.130","5.0.0","1451716720","null",05-MAR-19,2,"Israel",1,"AudioCodes",266,"SmartTap","2","Unlocked",0,"ERROR","5","critical",0,"Not Connected",01-OCT-20,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",2,"OK",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,452.5,537,"31.2525238","34.7905787",,"",,""
33948902,"SG-SBC","SBC in Singapore","","192.168.3.15","7.20A.258.006","7558886","null",05-JUN-19,33948921,"Singapore Office",79117,"Singapore",90,"Mediant 500 MSBR","2","Unlocked",2,"OK","0","cleared",1,"Connected",,1,"Hardware Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",3,"connected",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",1,"SBC_IND_START_SENDING_SIPM",70,1,"Managed",1,"Managed",2,"OK",6,0,161,1,0,"Disable",1,"File uploaded",15-JUL-20,1,"Enable",1,"Success",6,15-NOV-20,15-NOV-20,77,166,244,"1.357107","103.8194992",,"",,""
78528529,"172.17.118.58","172.17.118.58","","172.17.118.58","7.30A.002.132","5867475","null",17-SEP-20,2,"Israel",1,"AudioCodes",92,"Mediant 500 E-SBC","2","Unlocked",1,"WARNING","3","minor",1,"Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",2,"OK",6,0,161,1,1,"Enable",1,"File uploaded",15-NOV-20,0,"Disable",,"",,,,0,621,931,"51.087064","0.174967",,"",,""
82164399,"new","","","1.1.1.1","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,909,689,"51.399893","0.420802",,"",,""
82184807,"marina_10.10.10.6","","","10.10.10.6","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,300,239,"51.42952","-0.029191",,"",,""
82184808,"marina_10.10.10.8","","","10.10.10.8","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,619,287,"51.398317","-0.237539",,"",,""
82184801,"marina_10.10.10.7","","","10.10.10.7","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,264,25,"51.401453","-0.04789",,"",,""
82184805,"marina_10.10.10.5","","","10.10.10.5","null","","",20-OCT-20,2,"Israel",1,"AudioCodes",0,"UNKNOWN","","",3,"UNMONITORED","","",0,"Not Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",3,"UNMONITORED",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,908,571,"51.876983","0.010293",,"",,""
62486735,"RTP SBC-MGW","","","192.168.15.250","7.20A.256.721","11361182","null",26-APR-20,5872112,"NorthCarolina",5716643,"USA",84,"Mediant 1000 E-SBC","2","Unlocked",2,"OK","0","cleared",1,"Connected",,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",3,"connected",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",1,"SBC_IND_START_SENDING_SIPM",33,1,"Managed",1,"Managed",2,"OK",6,0,161,1,0,"Disable",1,"File uploaded",15-NOV-20,0,"Disable",,"",,,,0,572,914,"51.688575","-0.182525",,"",,""
16708780,"TEST device","","","10.15.11.1","7.20A.254.202","5685437","null",29-OCT-18,2,"Israel",1,"AudioCodes",82,"Mediant 800 E-SBC","2","Unlocked",0,"ERROR","4","major",0,"Not Connected",27-JAN-20,0,"No Mismatch",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",0,"ERROR",5,0,161,1,0,"Disable",1,"File uploaded",03-SEP-19,1,"Enable",0,"Fail",6,03-SEP-19,15-NOV-20,41,-498,665,"51.227993","-0.062941",,"",,""
44211001,"172.17.127.164-1451338323","","","172.17.127.164","5.0.0","1451338323","null",06-OCT-19,30,"AutoDetection",1,"AudioCodes",266,"SmartTap","2","Unlocked",0,"ERROR","4","major",0,"Not Connected",24-SEP-20,2,"Sw Version Unsupported ",0,"No",0,"No",0,"Regular",1,"Connected",0,"Not defined",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",0,"UNDEFINED",0,1,"Managed",0,"Not Defined",2,"OK",6,0,161,1,0,"Disable",0,"No backup info",,0,"Disable",,"",,,,0,-106.11183388710276,-767.0332630497131,"51.259444","0.008058",,"",,""
5,"IL S4B FE","","aclsfb01.corp.audiocodes.com","","","","",28-JUN-17,2,"Israel",1,"AudioCodes",300,"Skype Front End Server","","",3,"UNMONITORED","","",3,"",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",2,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-634,-280,"32.127506275316726","34.807262420654304",-1,"10.1.1.66",1433,""
13930699,"Verizon","","","","","","",24-JUL-18,5872318,"NewJersey",5716643,"USA",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-648,294,"47.3220627","-122.346570041828",0,"",,""
80978855,"Teams-RTP","","","","","","",09-OCT-20,5872112,"NorthCarolina",5716643,"USA",200,"Generic Device","","",3,"UNMONITORED","","",-1,"",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,227,956,"51.891978","0.023634",0,"",,""
63582983,"gfrebgfbv-C","","","","","","",07-MAY-20,30,"AutoDetection",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-649.6711513754838,1137.4101966249684,"50.07307070506849","-1.1296025816862603",-1,"",,""
13931759,"Vocanom","","","","","","",24-JUL-18,5872318,"NewJersey",5716643,"USA",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-240,260,"38.62738589284528","-73.33752217693603",-1,"",0,""
13931761,"US Lab CCE","","","","","","",24-JUL-18,5872318,"NewJersey",5716643,"USA",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-455,322,"38.40903391276859","-74.40416219999999",-1,"",,""
63582985,"gfrebgfbv-T","","","","","","",07-MAY-20,30,"AutoDetection",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-686.6688289981101,1108.2435793600187,"50.15182659881475","-1.2925508387183298",-1,"",,""
33949650,"Default_IPG","","","","","","",05-JUN-19,33948921,"Singapore Office",79117,"Singapore",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,353,125,"3.0238114872314004","103.81949919999998",-1,"",,""
33949652,"Lync","","","","","","",05-JUN-19,33948921,"Singapore Office",79117,"Singapore",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-79,104,"1.3565327426133609","105.4866710648674",-1,"",,""
33949654,"ITSP","","","","","","",05-JUN-19,33948921,"Singapore Office",79117,"Singapore",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,307,363,"-0.3095974872314003","103.81949919999998",-1,"",,""
33949656,"Trunk Group#1","","","","","","",05-JUN-19,33948921,"Singapore Office",79117,"Singapore",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,148.43395940051823,91.21211639893312,"1.3565327426133602","102.1523273351326",-1,"",,""
46911324,"Trunk Group#1","","","","","","",06-NOV-19,30,"AutoDetection",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,730,609,"53.09111748723141","0.082935",-1,"",,""
