ID,Title,Description,CMMC Practice,PCI DSS,NIST SP 800-53
NSA-LOGG-003,FortiAnalyzer Logging Not Enabled,"The FortiAnalyzer logging system provides a vendor specific protocol for logging messages to a remote system using an encrypted connection, enabling the collection, storage and administration of logs securely transferred from devices to a single location. The sending of logs to other systems, not only provides additional storage space for logs, which could be size restricted on the originating network device, but it also provides an extra level of protection for the logs in a scenario where an attacker has compromised the security of the message source.",AU.5.055,"10.2.2
10.2.4","AU-3(2)
AU-12(1)"
NSA-LOGG-004,Fortilog Logging Not Enabled,"The Fortilog logging system provides a vendor specific protocol for logging messages to a remote system using an encrypted connection, enabling the collection, storage and administration of logs securely transferred from a variety of devices to a single location. The sending of logs to other systems, not only provides additional storage space for logs, which could be size restricted on the originating network device, but it also provides an extra level of protection for the logs in a scenario where an attacker has compromised the security of the message source.",AU.5.055,"10.2.2
10.2.4","AU-3(2)
AU-12(1)"
NSA-LOGG-005,Syslog Logging Not Enabled,"Syslog logging provides an industry standard system (detailed in *RFC*5424*-RFC*) for logging messages, enabling the collection, storage and administration of logs from a variety of devices to a single location. The sending of logs to other systems, not only provides extra storage space for logs which could be size restricted on the originating network device, but it also provides an extra level of protection for the logs in a scenario where an attacker has compromised the security of the message source.",AU.5.055,"10.2.2
10.2.4","AU-3(2)
AU-12(1)"
NSA-LOGG-006,WatchGuard Logging Not Enabled,"The WatchGuard logging system provides a vendor specific protocol for logging messages to a remote system using an encrypted connection, enabling the collection, storage and administration of logs securely transferred from a variety of devices to a single location. The sending of logs to other systems, not only provides additional storage space for logs, which could be size restricted on the originating network device, but it also provides an extra level of protection for the logs in a scenario where an attacker has compromised the security of the message source.",AU.5.055,"10.2.2
10.2.4","AU-3(2)
AU-12(1)"
NSA-LOGG-007,Syslog Logging Configured With No Encryption,"Syslog logging provides a standard system for logging messages to remote devices, enabling the collection, storage and administration of logs from a variety of devices in a single location. The storage of logs on other systems, not only provides extra storage space for logs which could be size restricted on the original network device, but it also provides an extra level of protection for the logs in a scenario where an attacker has compromised the security of the message source. To enhance the confidentiality of the Syslog messages, some devices implement encryption to help prevent the message contents from being disclosed and leaking potentially sensitive information.",,,
NSA-LOGG-008,Weak Syslog Severity Level Configured,"Logging is an essential component of a secure network configuration. Logging not only assists network administrators with the identification of issues when troubleshooting, but it also enables network administrators to react to intrusion attempts or *ABBREV*DoS*-ABBREV* attacks. A logging severity level can be configured to specify the severity of the message that will be logged. The standard logging severity levels are:",AU.2.041,"10.2.2
10.2.4","AU-2(3)
AU-3(1)
AU-5(2)
AU-12(1)"
NSA-LOGG-009,Dictionary-Based WatchGuard Logging Encryption Keys Configured,"Logging is an essential component of a secure network configuration. Logging not only assists network administrators to identify issues when troubleshooting, but enables network administrators to react to intrusion attempts or *ABBREV*DoS*-ABBREV* attacks. WatchGuard logging encrypts the logging messages between the source device and the logging server in order to help prevent an attacker from reading those messages.",,,
NSA-LOGG-010,Weak WatchGuard Logging Encryption Keys Configured,"Logging is an essential component of a secure network configuration. Logging not only assists network administrators to identify issues when troubleshooting, but enables network administrators to react to intrusion attempts or *ABBREV*DoS*-ABBREV* attacks. WatchGuard logging encrypts the logging messages between the source device and the logging server in order to help prevent an attacker from reading those messages.",,,
NSA-NTPT-001,No NAT Embryonic Connection Limit,"*ABBREV*NAT*-ABBREV* is commonly used at network boundaries to map one network address to another, and therefore enabling devices with a non-routable reserved network address to communicate with devices that have a public Internet address.",,,
NSA-NTPT-002,Predictable NAT Sequence Numbers,"*ABBREV*NAT*-ABBREV* is commonly used at network boundaries to map one network address to another, and therefore enabling devices with a non-routable reserved network address to communicate with devices that have a public Internet address.",,,
NSA-PRNT-001,Potentially Excessive Print Services,Modern network print servers can offer a wide range of network printer services to network client devices. The print services offered typically range from industry standard services to proprietary ones and can include additional functionality for controlling and monitoring the printer.,,,
NSA-PRTCL-001,CDP Was Enabled,"*ABBREV*CDP*-ABBREV* is a proprietary protocol that was developed and is primarily used by Cisco. A *ABBREV*CDP*-ABBREV* enabled device can be configured to broadcast *ABBREV*CDP*-ABBREV* packets on the network enabling network management applications and *ABBREV*CDP*-ABBREV* aware devices to identify each other. *ABBREV*CDP*-ABBREV* packets include information about the sender, such as *ABBREV*OS*-ABBREV* version and *ABBREV*IP*-ABBREV* address information.",CM.3.068,,CM-7(1)
NSA-PRTCL-002,IP Directed Broadcasts Were Enabled,*ABBREV*ICMP*-ABBREV* echo requests can be addressed to an entire network or subnet as well as to individual hosts. Disabling directed broadcasts on each individual network interface will help prevent network ping requests.,CM.3.068,,CM-7(1)
NSA-PRTCL-003,DTP Was Enabled,"*ABBREV*DTP*-ABBREV* is a proprietary protocol developed by Cisco for the purpose of negotiating *ABBREV*VLAN*-ABBREV* trunking between switches. When enabled the switch can dynamically negotiate trunking with an attached switch without requiring any manual configuration. Once the negotiation is successful, any *ABBREV*VLANs*-ABBREV* configured to trunk will then be transferred between the devices. If specific *ABBREV*VLANs*-ABBREV* have not been specified then all *ABBREV*VLANs*-ABBREV* will be transferred.",CM.3.068,,CM-7(1)
NSA-PRTCL-004,IdentD Service Enabled,"The IdentD service (described in *RFC*1413*-RFC*) enables network clients to query basic username and operating system information about any *ABBREV*TCP*-ABBREV* connections. In order to obtain this information, the connecting client would only need to provide the port numbers used. No authentication or encryption is used by the IdentD service.",CM.3.068,,CM-7(1)
NSA-PRTCL-005,ICMP Information Reply Messages Were Enabled,"*ABBREV*ICMP*-ABBREV* information messages were intended to be part of a solution for the auto-configuration of storage-less systems. When a *ABBREV*ICMP*-ABBREV* information request is received, a device that supports *ABBREV*ICMP*-ABBREV* information messages will respond with the network address.",CM.3.068,,CM-7(1)
NSA-PRTCL-006,No Inbound TCP Connection Keep-Alives,"The keep-alive messages are used to determine if a connection is active or has become orphaned and is no longer used. Depending on the result, the device can reclaim resources allocated to inbound connections that have become orphaned. Connections to a device could become orphaned if a connection becomes disrupted or if the client has not properly terminated a connection.",,,
NSA-PRTCL-007,No Outbound TCP Connection Keep-Alives,"The keep-alive messages are used to determine if a connection is active or has become orphaned and is no longer used. Depending on the result, the device can reclaim resources allocated to outbound connections that have become orphaned. Connections to a device could become orphaned if a connection becomes disrupted or if the client or server has not properly terminated a connection.",,,
NSA-PRTCL-008,LLDP Packet Transmission Was Enabled,"*ABBREV*LLDP*-ABBREV* is an industry standard protocol specified *ABBREV*IEEE*-ABBREV* 802.1AB. A *ABBREV*LLDP*-ABBREV* enabled device can be configured to broadcast and receive *ABBREV*LLDP*-ABBREV* packets on the network enabling network management applications and *ABBREV*LLDP*-ABBREV* aware devices to identify each other. *ABBREV*LLDP*-ABBREV* packets include information about the sender, such as device capabilities and management *ABBREV*IP*-ABBREV* address information.",CM.3.068,,CM-7(1)
NSA-PRTCL-009,ICMP Address Mask Reply Messages Were Enabled,*ABBREV*ICMP*-ABBREV* address mask reply messages inform network hosts of the *ABBREV*TCP*-ABBREV* / *ABBREV*IP*-ABBREV* network mask for a network segment. This protocol can now be regarded as legacy as hosts will typically either make use of protocols such as *ABBREV*DHCP*-ABBREV* or be configured fixed address information.,CM.3.068,,CM-7(1)
NSA-PRTCL-010,MOP Enabled,*ABBREV*MOP*-ABBREV* is used with the DECnet protocol suite. Although the use of *ABBREV*MOP*-ABBREV* is not widespread it is enabled by default on a number of popular network device manufacturers products.,CM.3.068,,CM-7(1)
NSA-PRTCL-011,PAD Service Enabled,"The *ABBREV*PAD*-ABBREV* service enables X.25 commands and connections between *ABBREV*PAD*-ABBREV* devices and access servers, converting the character stream data into network packets and network packets into character stream data. The *ABBREV*PAD*-ABBREV* service is enabled by default on some devices but it is only required if support for X.25 links are necessary.",CM.3.068,,CM-7(1)
NSA-PRTCL-012,Proxy ARP Was Enabled,"*ABBREV*ARP*-ABBREV* is a protocol that network hosts use to translate network *ABBREV*IP*-ABBREV* addresses into *ABBREV*MAC*-ABBREV* addresses. Under normal circumstances, *ABBREV*ARP*-ABBREV* packets are confined to the sender's network segment. However, some network devices can be configured to act as a proxy for *ABBREV*ARP*-ABBREV* requests, retransmitting an *ABBREV*ARP*-ABBREV* request on other network segments and sending any response back to the originator of the request.",CM.3.068,,CM-7(1)
NSA-PRTCL-013,ICMP Redirect Messages Were Enabled,"When sending network traffic through a router, *ABBREV*ICMP*-ABBREV* redirect messages could be sent to the router in order to indicate a specific route that the sending host would like the network traffic to take. On a router that accepts *ABBREV*ICMP*-ABBREV* redirect message the network traffic will be forwarded using the specified route. Furthermore, some routers will cache the new routing information for use with future network packets.",CM.3.068,,CM-7(1)
NSA-PRTCL-014,STP BPDU Guard Not Enabled on All Interfaces,"The *ABBREV*STP*-ABBREV* is used to help prevent network loops, which can cause significant network disruption. When a loop is detected, *ABBREV*STP*-ABBREV* can automatically perform an action, such as blocking a network interface, in order to prevent networking issues caused by a loop. *ABBREV*STP*-ABBREV* was originally standardized in the *ABBREV*IEEE*-ABBREV* 802.1D and has since evolved in to other standards such as *ABBREV*RSTP*-ABBREV*.",,,
NSA-PRTCL-015,STP BPDU Guard Not Enabled Globally,"The *ABBREV*STP*-ABBREV* is used to help prevent network loops, which can cause significant network disruption. When a loop is detected, *ABBREV*STP*-ABBREV* can automatically perform an action, such as blocking a network interface, in order to prevent networking issues caused by a loop. *ABBREV*STP*-ABBREV* was originally standardized in the *ABBREV*IEEE*-ABBREV* 802.1D and has since evolved in to other standards such as *ABBREV*RSTP*-ABBREV*.",,,
NSA-PRTCL-016,STP Not Enabled On All Interfaces,"The *ABBREV*STP*-ABBREV* is used to help prevent network loops, which can cause significant network disruption. When a loop is detected, *ABBREV*STP*-ABBREV* can automatically perform an action, such as blocking a network interface, in order to prevent networking issues caused by a loop. *ABBREV*STP*-ABBREV* was originally standardized in the *ABBREV*IEEE*-ABBREV* 802.1D and has since evolved in to other standards such as *ABBREV*RSTP*-ABBREV*.",,,
NSA-PRTCL-017,STP Loop Guard Not Enabled,"The *ABBREV*STP*-ABBREV* is used to help prevent network loops, which can cause significant network disruption. When a loop is detected, *ABBREV*STP*-ABBREV* can automatically perform an action, such as blocking a network interface, in order to prevent networking issues caused by a loop. *ABBREV*STP*-ABBREV* was originally standardized in the *ABBREV*IEEE*-ABBREV* 802.1D and has since evolved in to other standards such as *ABBREV*RSTP*-ABBREV*.",,,
NSA-PRTCL-018,STP Disabled,"The *ABBREV*STP*-ABBREV* is used to help prevent network loops, which can cause significant network disruption. When a loop is detected, *ABBREV*STP*-ABBREV* can automatically perform an action, such as blocking a network interface, in order to prevent networking issues caused by a loop. *ABBREV*STP*-ABBREV* was originally standardized in the *ABBREV*IEEE*-ABBREV* 802.1D and has since evolved in to other standards such as *ABBREV*RSTP*-ABBREV*.",,,
NSA-PRTCL-019,STP Root Guard Not Enabled,"*ABBREV*STP*-ABBREV* makes use of *ABBREV*BPDU*-ABBREV* network packets to send information about the network root bridges, link priorities, topology updates and more. However, *ABBREV*STP*-ABBREV* does not implement any authentication or encryption of this data. When Root Guard is enabled on a port and a superior *ABBREV*BPDU*-ABBREV* is received, the port is disabled to help prevent a change to the root bridge. Depending on the type of device, it can be possible for a port to become active once more when superior *ABBREV*BPDU*-ABBREV* are no longer being received on a disabled port.",,,
NSA-PRTCL-020,VTP Was In Client Mode,"*ABBREV*VTP*-ABBREV* was developed by Cisco to assist with the management of *ABBREV*VLANs*-ABBREV* over multiple devices. The protocol enables the addition, renaming and deletion of *ABBREV*VLANs*-ABBREV* on a single switch to be propagated to other network switches in the same *ABBREV*VTP*-ABBREV* domain. A device in *ABBREV*VTP*-ABBREV* server mode will transmit *ABBREV*VTP*-ABBREV* packets containing *ABBREV*VLAN*-ABBREV* information. If a device in *ABBREV*VTP*-ABBREV* client mode in the same domain receives a *ABBREV*VTP*-ABBREV* network packet with a higher revision number the changes will be applied.",,,
NSA-PRTCL-021,Dictionary-Based VTP Authentication Password Configured,"*ABBREV*VTP*-ABBREV* was developed by Cisco to assist with the management of *ABBREV*VLANs*-ABBREV* over multiple devices. The protocol enables the addition, renaming and deletion of *ABBREV*VLANs*-ABBREV* on a single switch to be propagated to other network switches in the same *ABBREV*VTP*-ABBREV* domain. *ABBREV*VTP*-ABBREV* can be configured to authenticate updates with the use of a password.",,,
NSA-PRTCL-022,No VTP Authentication Password Was Configured,"*ABBREV*VTP*-ABBREV* was developed by Cisco to assist with the management of *ABBREV*VLANs*-ABBREV* over multiple devices. The protocol enables the addition, renaming and deletion of *ABBREV*VLANs*-ABBREV* on a single switch to be propagated to other network switches in the same *ABBREV*VTP*-ABBREV* domain. *ABBREV*VTP*-ABBREV* can be configured to authenticate updates with the use of a password.",,,
NSA-PRTCL-023,Weak VTP Authentication Password Configured,"*ABBREV*VTP*-ABBREV* was developed by Cisco to assist with the management of *ABBREV*VLANs*-ABBREV* over multiple devices. The protocol enables the addition, renaming and deletion of *ABBREV*VLANs*-ABBREV* on a single switch to be propagated to other network switches in the same *ABBREV*VTP*-ABBREV* domain. *ABBREV*VTP*-ABBREV* can be configured to authenticate updates with the use of a password.",,,
NSA-PRTCL-024,VTP Was In Server Mode,"*ABBREV*VTP*-ABBREV* was developed by Cisco to assist with the management of *ABBREV*VLANs*-ABBREV* over multiple devices. The protocol enables the addition, renaming and deletion of *ABBREV*VLANs*-ABBREV* on a single switch to be propagated to other network switches in the same *ABBREV*VTP*-ABBREV* domain. A device in *ABBREV*VTP*-ABBREV* server mode will transmit *ABBREV*VTP*-ABBREV* packets containing *ABBREV*VLAN*-ABBREV* information. If a device in *ABBREV*VTP*-ABBREV* client mode in the same domain receives a *ABBREV*VTP*-ABBREV* network packet with a higher revision number the changes will be applied.",,,
NSA-PRTCL-025,ICMP Unreachable Messages Were Enabled,"When a network packet is sent to a destination host or service that is unreachable, a *ABBREV*ICMP*-ABBREV* unreachable message can be sent from a network gateway or the destination host to inform the requester that it was unreachable. If it is a host that is unreachable the message will be in the form of an *ABBREV*ICMP*-ABBREV* host unreachable message. *ABBREV*ICMP*-ABBREV* unreachable messages are described in more detail in *RFC*792*-RFC*.",CM.3.068,,CM-7(1)
NSA-RMTAC-002,Dictionary-Based VPN PSK Were Configured,"*ABBREV*IPsec*-ABBREV* peers negotiate connections using a number of different protocols, authentication hashing and encryption standards. A *ABBREV*PSK*-ABBREV* can be configured to provide an authentication password for connecting *ABBREV*VPN*-ABBREV* peers.",,,
NSA-RMTAC-003,VPN Configured With No Authentication Hashing Algorithm,"*ABBREV*IPsec*-ABBREV* peers negotiate connections using a number of different protocols, authentication hashing and encryption standards. The authentication hashing is used to verify the data sent between the peers.",,,AC-17(2)
NSA-RMTAC-004,VPN Configured With No Encryption,"*ABBREV*IPsec*-ABBREV* peers negotiate connections using a number of different protocols, authentication hashing and encryption standards. The encryption algorithm is used to protect the data being transferred from being reviewed by someone who is able to monitor the connection.",,,AC-17(2)
NSA-RMTAC-005,Weak VPN Authentication Hashing Algorithm Configured,"*ABBREV*IPsec*-ABBREV* peers negotiate connections using a number of different protocols, authentication hashing and encryption standards. The authentication hashing is used to verify the data sent between the peers.",,,AC-17(2)
NSA-RMTAC-006,VPN Configured With Weak Encryption,"*ABBREV*IPsec*-ABBREV* peers negotiate connections using a number of different protocols, authentication hashing and encryption standards. The encryption algorithm is used to protect the data being transferred from being reviewed by someone who is able to monitor the connection.",,,AC-17(2)
NSA-RMTAC-007,Weak VPN PSK Were Configured,"*ABBREV*IPsec*-ABBREV* peers negotiate connections using a number of different protocols, authentication hashing and encryption standards. A *ABBREV*PSK*-ABBREV* can be configured to provide an authentication password for connecting *ABBREV*VPN*-ABBREV* peers.",,,AC-17(2)
NSA-ROUT-001,BGP Neighbors Configured With Default Passwords,*ABBREV*BGP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes to the network topology. Routing neighbors are configured to define which *ABBREV*BGP*-ABBREV* hosts the routing updates will be sent to. *ABBREV*MD5*-ABBREV* authentication can be configured for each neighbor to ensure that *ABBREV*BGP*-ABBREV* routing updates are sent from a trusted source.,,,
NSA-ROUT-002,BGP Neighbors Configured With Dictionary-Based Passwords,*ABBREV*BGP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes to the network topology. Routing neighbors are configured to define which *ABBREV*BGP*-ABBREV* hosts the routing updates will be sent to. *ABBREV*MD5*-ABBREV* authentication can be configured for each neighbor to ensure that *ABBREV*BGP*-ABBREV* routing updates are sent from a trusted source.,,,
NSA-ROUT-003,BGP Neighbors Configured With No Passwords,*ABBREV*BGP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes to the network topology. Routing neighbors are configured to define which *ABBREV*BGP*-ABBREV* hosts the routing updates will be sent to. *ABBREV*MD5*-ABBREV* authentication can be configured for each neighbor to ensure that *ABBREV*BGP*-ABBREV* routing updates are sent from a trusted source.,,,
NSA-ROUT-004,BGP Neighbors Configured With Weak Passwords,*ABBREV*BGP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes to the network topology. Routing neighbors are configured to define which *ABBREV*BGP*-ABBREV* hosts the routing updates will be sent to. *ABBREV*MD5*-ABBREV* authentication can be configured for each neighbor to ensure that *ABBREV*BGP*-ABBREV* routing updates are sent from a trusted source.,,,
NSA-ROUT-005,No BGP Route Flap Prevention,*ABBREV*BGP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes to the network topology. *ABBREV*BGP*-ABBREV* routers update their neighbors with changes such as network link status changes. *ABBREV*BGP*-ABBREV* route flapping is a condition where routing tables are constantly being updated due to a link transitioning between up and down status. These transitions cause routing tables to be continuously updated across the infrastructure. Routing devices can be configured with *ABBREV*BGP*-ABBREV* route dampening in order to help mitigate against constant route flapping.,,,
NSA-ROUT-006,Classless Routing Enabled,"Classless routing enables the device to forward a network packet that is destined for a network subnet for which there is no route configured. Instead of failing to route the traffic, the device will forward the traffic to a configured supernet network route that best matches the intended destination.",,,
NSA-ROUT-007,Not All EIGRP Updates Were Authenticated,*ABBREV*EIGRP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes to the network topology. *ABBREV*EIGRP*-ABBREV* supports authentication using either clear-text or *ABBREV*MD5*-ABBREV* authentication methods. This ensures that routing updates are sent from a trusted source.,,,
NSA-ROUT-008,Clear-Text GLBP Group Authentication Was Configured,*ABBREV*GLBP*-ABBREV* is a Cisco proprietary protocol used to provide router load balancing and redundancy against a single point of failure. *ABBREV*GLBP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-009,Default GLBP Group Authentication Keys,*ABBREV*GLBP*-ABBREV* is a Cisco proprietary protocol used to provide router load balancing and redundancy against a single point of failure. *ABBREV*GLBP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-010,Dictionary-Based GLBP Group Authentication Keys,*ABBREV*GLBP*-ABBREV* is a Cisco proprietary protocol used to provide router load balancing and redundancy against a single point of failure. *ABBREV*GLBP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-011,Not All GLBP Groups Were Authenticated,*ABBREV*GLBP*-ABBREV* is a Cisco proprietary protocol used to provide router load balancing and redundancy against a single point of failure. *ABBREV*GLBP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-012,Weak GLBP Group Authentication Keys,*ABBREV*GLBP*-ABBREV* is a Cisco proprietary protocol used to provide router load balancing and redundancy against a single point of failure. *ABBREV*GLBP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-013,Low GLBP Group Priorities,*ABBREV*GLBP*-ABBREV* is a Cisco proprietary protocol which is used for router load balancing and redundancy. A priority is configured to determine which *ABBREV*GLBP*-ABBREV* enabled router will become the *ABBREV*AVG*-ABBREV* and respond to *ABBREV*ARP*-ABBREV* requests on behalf of the *ABBREV*AVFs*-ABBREV*. The router with the highest priority will become the *ABBREV*AVG*-ABBREV*.,,,
NSA-ROUT-014,Clear-Text HSRP Group Authentication Was Configured,*ABBREV*HSRP*-ABBREV* is a Cisco proprietary protocol used to provide router redundancy against a single point of failure. *ABBREV*HSRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-015,Default HSRP Group Authentication Keys,*ABBREV*HSRP*-ABBREV* is a Cisco proprietary protocol used to provide router redundancy against a single point of failure. *ABBREV*HSRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-016,Dictionary-Based HSRP Group Authentication Keys,*ABBREV*HSRP*-ABBREV* is a Cisco proprietary protocol used to provide router redundancy against a single point of failure. *ABBREV*HSRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-017,Not All HSRP Groups Were Authenticated,*ABBREV*HSRP*-ABBREV* is a Cisco proprietary protocol used to provide router redundancy against a single point of failure. *ABBREV*HSRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-018,Weak HSRP Group Authentication Keys,*ABBREV*HSRP*-ABBREV* is a Cisco proprietary protocol used to provide router redundancy against a single point of failure. *ABBREV*HSRP*-ABBREV* routers are configured in a group which can be authenticated using either clear-text or *ABBREV*MD5*-ABBREV* authentication. Authentication is configured to ensure that routing will not be performed by an untrusted router.,,,
NSA-ROUT-019,Low HSRP Router Priorities,*ABBREV*HSRP*-ABBREV* is a Cisco proprietary protocol used to provide router redundancy against a single point of failure. Multiple routers can be configured in a *ABBREV*HSRP*-ABBREV* group in a master and backup router configuration. The master router is determined by an election where the router with the highest priority will become the master. Router priorities can be between 1 and 255.,,,
NSA-ROUT-020,IP Source Routing Was Enabled,"*ABBREV*TCP*-ABBREV*/*ABBREV*IP*-ABBREV* packets can contain source route information, this can enable a packet to define its own route through a network rather than using a route defined by static routes or routing protocols. The source route option functionality was defined in *RFC*791*-RFC*.",,,
NSA-ROUT-021,Default Routing Protocol Authentication Keys,"Routers and routing devices can be configured to send route updates to each other. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. Authentication keys, sometimes referred to as shared secrets, can be configured for routing protocols. The routing protocol authentication keys are configured to ensure that any routing updates sent to the device that will update the device's routing information were only sent from trusted sources.",,,
NSA-ROUT-022,Dictionary-Based Routing Protocol Authentication Keys,"Routers and routing devices can be configured to send route updates to each other. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. Authentication keys, sometimes referred to as shared secrets, can be configured for routing protocols. The routing protocol authentication keys are configured to ensure that any routing updates sent to the device that will update the device's routing information were only sent from trusted sources.",,,
NSA-ROUT-023,Empty Routing Protocol Authentication Keys,"Routers and routing devices can be configured to send route updates to each other. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. Authentication keys, sometimes referred to as shared secrets, can be configured for routing protocols. The routing protocol authentication keys are configured to ensure that any routing updates sent to the device that will update the device's routing information were only sent from trusted sources.",,,
NSA-ROUT-024,Weak Routing Protocol Authentication Keys,"Routers and routing devices can be configured to send route updates to each other. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. Authentication keys, sometimes referred to as shared secrets, can be configured for routing protocols. The routing protocol authentication keys are configured to ensure that any routing updates sent to the device that will update the device's routing information were only sent from trusted sources.",,,
NSA-ROUT-025,Clear-Text OSPF Authentication Was Configured,*ABBREV*OSPF*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes in the network topology. *ABBREV*OSPF*-ABBREV* supports authentication using either clear-text or *ABBREV*MD5*-ABBREV* authentication methods. This ensures that routing updates are sent from a trusted source.,,,
NSA-ROUT-026,Default OSPF Authentication Keys,*ABBREV*OSPF*-ABBREV* capable devices can be configured to send route updates to each other over the network. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. *ABBREV*OSPF*-ABBREV* can be configured with authentication keys to ensure that any routing updates sent to the device are sent from trusted sources.,,,
NSA-ROUT-027,Dictionary-Based OSPF Group Authentication Keys,*ABBREV*OSPF*-ABBREV* capable devices can be configured to send route updates to each other over the network. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. *ABBREV*OSPF*-ABBREV* can be configured with authentication keys to ensure that any routing updates sent to the device are sent from trusted sources.,,,
NSA-ROUT-028,Weak OSPF Authentication Keys,*ABBREV*OSPF*-ABBREV* capable devices can be configured to send route updates to each other over the network. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. *ABBREV*OSPF*-ABBREV* can be configured with authentication keys to ensure that any routing updates sent to the device are sent from trusted sources.,,,
NSA-ROUT-029,Not All OSPF Routing Updates Were Authenticated,*ABBREV*OSPF*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes to the network topology. *ABBREV*OSPF*-ABBREV* supports authentication using either clear-text or *ABBREV*MD5*-ABBREV* authentication methods. This ensures that routing updates are sent from a trusted source.,,,
NSA-ROUT-030,Low OSPF Router Priorities,"*ABBREV*OSPF*-ABBREV* is a routing protocol that can be configured to dynamically update the routing table with changes to the network topology. Multiple routers can be configured on a network for fault tolerance, in that situation the router with the highest priority will take precedence. Router priorities can be between 0 and 255, if set to 0 the router will not become the designated or backup router. If two routers have the same priority, the router with the highest router *ABBREV*ID*-ABBREV* will then take precedence.",,,
NSA-ROUT-031,No OSPF LSA Thresholds,*ABBREV*OSPF*-ABBREV* is a routing protocol that can be configured to dynamically update the routing table with changes to the network topology. *ABBREV*OSPF*-ABBREV* uses *ABBREV*LSA*-ABBREV* to communicate changes to other routers and update the routers own *ABBREV*LSDB*-ABBREV*.  Devices can be configured with a *ABBREV*LSA*-ABBREV* message threshold in order to limit the number of *ABBREV*LSA*-ABBREV* messages being processed by the device.,,,
NSA-ROUT-032,Clear-Text RIP Authentication Was Configured,"*ABBREV*RIP*-ABBREV* is a routing protocol that allows network devices to dynamically adapt to changes in the network infrastructure. There are three main versions of *ABBREV*RIP*-ABBREV*; version 1, 2 and *ABBREV*NG*-ABBREV*. Version 2 of *ABBREV*RIP*-ABBREV* supports authentication using either clear-text or *ABBREV*MD5*-ABBREV* authentication methods. This ensures that routing updates were sent from a trusted source.",,,
NSA-ROUT-033,Default RIP Authentication Keys,*ABBREV*RIP*-ABBREV* capable devices can be configured to send route updates to each other over the network. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. *ABBREV*RIP*-ABBREV* can be configured with authentication keys to ensure that any routing updates sent to the device are sent from trusted sources.,,,
NSA-ROUT-034,Dictionary-Based RIP Authentication Keys,*ABBREV*RIP*-ABBREV* capable devices can be configured to send route updates to each other over the network. This enables devices to dynamically adapt to changes in the network topology and enables router devices to make informed decisions when routing network traffic between networks. *ABBREV*RIP*-ABBREV* can be configured with authentication keys to ensure that any routing updates sent to the device are sent from trusted sources.,,,
