Description,"Dew Point",Humidity,Pressure,Temp,Visibility,Wind,"current.clouds","current.dt","current.feels_like","current.sunrise","current.sunset","current.uvi","current.weather{}.description","current.weather{}.icon","current.weather{}.id","current.weather{}.main","current.wind_deg","current.wind_gust",eventtype,ffirst,first,flast,host,index,last,lat,lfirst,linecount,llast,lon,name,punct,source,sourcetype,"splunk_server","splunk_server_group",timestamp,timezone,"timezone_offset","_raw","_time"
"Few Clouds","36.7",56,1022,"51.87",10000,"11.5",20,1713796704,"49.39",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796704,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.87,""feels_like"":49.39,""pressure"":1022,""humidity"":56,""dew_point"":36.7,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:39:24.000+0000"
"Few Clouds","36.7",56,1022,"51.87",10000,"11.5",20,1713796704,"49.39",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796704,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.87,""feels_like"":49.39,""pressure"":1022,""humidity"":56,""dew_point"":36.7,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:38:24.000+0000"
"Few Clouds","37.08",57,1022,"51.8",10000,"11.5",20,1713796644,"49.35",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796644,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.8,""feels_like"":49.35,""pressure"":1022,""humidity"":57,""dew_point"":37.08,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:37:24.000+0000"
"Few Clouds","37.42",58,1022,"51.69",10000,"11.5",20,1713796524,"49.28",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796524,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.69,""feels_like"":49.28,""pressure"":1022,""humidity"":58,""dew_point"":37.42,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:36:24.000+0000"
"Few Clouds","37.42",58,1022,"51.69",10000,"11.5",20,1713796524,"49.28",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796524,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.69,""feels_like"":49.28,""pressure"":1022,""humidity"":58,""dew_point"":37.42,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:35:24.000+0000"
"Few Clouds","36.91",57,1022,"51.64",10000,"11.5",20,1713796463,"49.17",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796463,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.64,""feels_like"":49.17,""pressure"":1022,""humidity"":57,""dew_point"":36.91,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:34:23.000+0000"
"Few Clouds","36.9",57,1022,"51.62",10000,"11.5",20,1713796402,"49.15",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796402,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.62,""feels_like"":49.15,""pressure"":1022,""humidity"":57,""dew_point"":36.9,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:33:22.000+0000"
"Few Clouds","36.9",57,1022,"51.62",10000,"11.5",20,1713796282,"49.15",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796282,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.62,""feels_like"":49.15,""pressure"":1022,""humidity"":57,""dew_point"":36.9,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:32:22.000+0000"
"Few Clouds","36.9",57,1022,"51.62",10000,"11.5",20,1713796282,"49.15",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796282,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.62,""feels_like"":49.15,""pressure"":1022,""humidity"":57,""dew_point"":36.9,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:31:22.000+0000"
"Few Clouds","36.99",58,1022,"51.24",10000,"11.5",20,1713796162,"48.79",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796162,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.24,""feels_like"":48.79,""pressure"":1022,""humidity"":58,""dew_point"":36.99,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:30:22.000+0000"
"Few Clouds","36.99",58,1022,"51.24",10000,"11.5",20,1713796162,"48.79",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796162,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.24,""feels_like"":48.79,""pressure"":1022,""humidity"":58,""dew_point"":36.99,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:29:22.000+0000"
"Few Clouds","36.9",58,1022,"51.13",10000,"11.5",20,1713796042,"48.67",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796042,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.13,""feels_like"":48.67,""pressure"":1022,""humidity"":58,""dew_point"":36.9,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:28:22.000+0000"
"Few Clouds","36.9",58,1022,"51.13",10000,"11.5",20,1713796042,"48.67",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796042,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.13,""feels_like"":48.67,""pressure"":1022,""humidity"":58,""dew_point"":36.9,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:27:22.000+0000"
"Few Clouds","36.88",58,1022,"51.12",10000,"11.5",20,1713795922,"48.65",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795922,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.12,""feels_like"":48.65,""pressure"":1022,""humidity"":58,""dew_point"":36.88,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:26:22.000+0000"
"Few Clouds","36.88",58,1022,"51.12",10000,"11.5",20,1713795922,"48.65",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795922,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.12,""feels_like"":48.65,""pressure"":1022,""humidity"":58,""dew_point"":36.88,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:25:22.000+0000"
"Few Clouds","37.2",59,1022,"51.01",10000,"11.5",20,1713795861,"48.58",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795861,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.01,""feels_like"":48.58,""pressure"":1022,""humidity"":59,""dew_point"":37.2,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:24:21.000+0000"
"Few Clouds","37.56",60,1022,"50.94",10000,"11.5",20,1713795741,"48.54",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795741,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.94,""feels_like"":48.54,""pressure"":1022,""humidity"":60,""dew_point"":37.56,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:23:21.000+0000"
"Few Clouds","37.56",60,1022,"50.94",10000,"11.5",20,1713795741,"48.54",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795741,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.94,""feels_like"":48.54,""pressure"":1022,""humidity"":60,""dew_point"":37.56,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:22:21.000+0000"
"Few Clouds","37.44",60,1022,"50.79",10000,"11.5",20,1713795620,"48.4",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795620,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.79,""feels_like"":48.4,""pressure"":1022,""humidity"":60,""dew_point"":37.44,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:21:20.000+0000"
"Few Clouds","37.44",60,1022,"50.79",10000,"11.5",20,1713795620,"48.4",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795620,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.79,""feels_like"":48.4,""pressure"":1022,""humidity"":60,""dew_point"":37.44,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:20:20.000+0000"
"Few Clouds","37.81",61,1022,"50.76",10000,"11.5",20,1713795500,"48.4",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795500,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.76,""feels_like"":48.4,""pressure"":1022,""humidity"":61,""dew_point"":37.81,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:19:20.000+0000"
"Few Clouds","37.81",61,1022,"50.76",10000,"11.5",20,1713795500,"48.4",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795500,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.76,""feels_like"":48.4,""pressure"":1022,""humidity"":61,""dew_point"":37.81,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:18:20.000+0000"
"Few Clouds","37.81",61,1022,"50.76",10000,"11.5",20,1713795440,"48.4",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795440,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.76,""feels_like"":48.4,""pressure"":1022,""humidity"":61,""dew_point"":37.81,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:17:20.000+0000"
"Few Clouds","37.74",61,1022,"50.68",10000,"11.5",20,1713795320,"48.33",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795320,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.68,""feels_like"":48.33,""pressure"":1022,""humidity"":61,""dew_point"":37.74,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:16:20.000+0000"
"Few Clouds","37.74",61,1022,"50.68",10000,"11.5",20,1713795320,"48.33",1713782507,1713830509,"2.54","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795320,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.68,""feels_like"":48.33,""pressure"":1022,""humidity"":61,""dew_point"":37.74,""uvi"":2.54,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:15:20.000+0000"
"Scattered Clouds","38.05",63,1023,"50.14",10000,7,44,1713795199,"47.82",1713782507,1713830509,"2.54","scattered clouds",03d,802,Clouds,311,"11.99",,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795199,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.14,""feels_like"":47.82,""pressure"":1023,""humidity"":63,""dew_point"":38.05,""uvi"":2.54,""clouds"":44,""visibility"":10000,""wind_speed"":7,""wind_deg"":311,""wind_gust"":11.99,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T14:14:19.000+0000"
"Scattered Clouds","38.05",63,1023,"50.14",10000,7,44,1713795199,"47.82",1713782507,1713830509,"2.54","scattered clouds",03d,802,Clouds,311,"11.99",,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713795199,""sunrise"":1713782507,""sunset"":1713830509,""temp"":50.14,""feels_like"":47.82,""pressure"":1023,""humidity"":63,""dew_point"":38.05,""uvi"":2.54,""clouds"":44,""visibility"":10000,""wind_speed"":7,""wind_deg"":311,""wind_gust"":11.99,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T14:13:19.000+0000"
