index,host,source,sourcetype,"_raw","_time"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28105"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28106"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28107"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28108"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28109"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28110"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28111"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28112"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28113"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28114"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28115"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28116"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28117"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28118"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28119"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28120"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28121"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28122"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28123"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28124"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28125"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28126"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28127"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28128"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28129"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28130"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28131"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28132"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28133"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28134"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28135"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28136"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28137"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28138"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28139"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28140"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28141"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28142"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28143"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28144"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28192"" usesysid=""10"" usename=""postgres"" current_query=""<insufficient privilege>"" waiting="""" xact_start="""" query_start="""" backend_start="""" client_addr="""" client_port=""""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""1"" datname=""template1"" procpid=""28227"" usesysid=""16416"" usename=""splunk"" current_query=""SELECT now() as src_time,'template1' as datname,* FROM pg_stat_all_indexes"" waiting=""False"" xact_start=""2014-02-25 11:16:34.669437+01:00"" query_start=""2014-02-25 11:16:34.669523+01:00"" backend_start=""2014-02-25 11:16:34.658620+01:00"" client_addr=""::1"" client_port=""40120""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_activity","pg_stat","src_time=""2014-02-25 11:16:34.375159+01:00"" datid=""11564"" datname=""postgres"" procpid=""28226"" usesysid=""16416"" usename=""splunk"" current_query=""SELECT now() as src_time,* FROM pg_stat_activity"" waiting=""False"" xact_start=""2014-02-25 11:16:34.375159+01:00"" query_start=""2014-02-25 11:16:34.375280+01:00"" backend_start=""2014-02-25 11:16:34.211520+01:00"" client_addr=""::1"" client_port=""40119""","2014-02-25T11:16:34.375+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""11449"" indexrelid=""11451"" schemaname=""pg_toast"" relname=""pg_toast_11447"" indexrelname=""pg_toast_11447_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""11454"" indexrelid=""11456"" schemaname=""pg_toast"" relname=""pg_toast_11452"" indexrelname=""pg_toast_11452_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""11459"" indexrelid=""11461"" schemaname=""pg_toast"" relname=""pg_toast_11457"" indexrelname=""pg_toast_11457_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""11464"" indexrelid=""11466"" schemaname=""pg_toast"" relname=""pg_toast_11462"" indexrelname=""pg_toast_11462_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2830"" indexrelid=""2831"" schemaname=""pg_toast"" relname=""pg_toast_2604"" indexrelname=""pg_toast_2604_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2832"" indexrelid=""2833"" schemaname=""pg_toast"" relname=""pg_toast_2606"" indexrelname=""pg_toast_2606_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2834"" indexrelid=""2835"" schemaname=""pg_toast"" relname=""pg_toast_2609"" indexrelname=""pg_toast_2609_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2836"" indexrelid=""2837"" schemaname=""pg_toast"" relname=""pg_toast_1255"" indexrelname=""pg_toast_1255_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2838"" indexrelid=""2839"" schemaname=""pg_toast"" relname=""pg_toast_2618"" indexrelname=""pg_toast_2618_index"" idx_scan=""440"" idx_tup_read=""1327"" idx_tup_fetch=""1327""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2840"" indexrelid=""2841"" schemaname=""pg_toast"" relname=""pg_toast_2619"" indexrelname=""pg_toast_2619_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2842"" indexrelid=""2843"" schemaname=""pg_toast"" relname=""pg_toast_1260"" indexrelname=""pg_toast_1260_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2844"" indexrelid=""2845"" schemaname=""pg_toast"" relname=""pg_toast_1262"" indexrelname=""pg_toast_1262_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2846"" indexrelid=""2847"" schemaname=""pg_toast"" relname=""pg_toast_2396"" indexrelname=""pg_toast_2396_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2600"" indexrelid=""2650"" schemaname=""pg_catalog"" relname=""pg_aggregate"" indexrelname=""pg_aggregate_fnoid_index"" idx_scan=""221"" idx_tup_read=""221"" idx_tup_fetch=""221""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2601"" indexrelid=""2651"" schemaname=""pg_catalog"" relname=""pg_am"" indexrelname=""pg_am_name_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2601"" indexrelid=""2652"" schemaname=""pg_catalog"" relname=""pg_am"" indexrelname=""pg_am_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2602"" indexrelid=""2653"" schemaname=""pg_catalog"" relname=""pg_amop"" indexrelname=""pg_amop_fam_strat_index"" idx_scan=""3178"" idx_tup_read=""7154"" idx_tup_fetch=""7154""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2602"" indexrelid=""2654"" schemaname=""pg_catalog"" relname=""pg_amop"" indexrelname=""pg_amop_opr_fam_index"" idx_scan=""3382"" idx_tup_read=""4580"" idx_tup_fetch=""4580""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2602"" indexrelid=""2756"" schemaname=""pg_catalog"" relname=""pg_amop"" indexrelname=""pg_amop_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2603"" indexrelid=""2655"" schemaname=""pg_catalog"" relname=""pg_amproc"" indexrelname=""pg_amproc_fam_proc_index"" idx_scan=""1655"" idx_tup_read=""1655"" idx_tup_fetch=""1655""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2603"" indexrelid=""2757"" schemaname=""pg_catalog"" relname=""pg_amproc"" indexrelname=""pg_amproc_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2604"" indexrelid=""2656"" schemaname=""pg_catalog"" relname=""pg_attrdef"" indexrelname=""pg_attrdef_adrelid_adnum_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2604"" indexrelid=""2657"" schemaname=""pg_catalog"" relname=""pg_attrdef"" indexrelname=""pg_attrdef_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1249"" indexrelid=""2658"" schemaname=""pg_catalog"" relname=""pg_attribute"" indexrelname=""pg_attribute_relid_attnam_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1249"" indexrelid=""2659"" schemaname=""pg_catalog"" relname=""pg_attribute"" indexrelname=""pg_attribute_relid_attnum_index"" idx_scan=""23755"" idx_tup_read=""30692"" idx_tup_fetch=""30692""","2014-02-25T11:16:34.669+0100"
