Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM,GHG,GHG Conversion Factor
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Unknown,miles,kg N2O,0.00109
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.02294
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00007
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.02283
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00004
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.03692
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00011
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.03674
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00006
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Diesel,km,kg CO2e,0.15143
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Diesel,km,kg CH4,0.00001
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Diesel,km,kg CO2,0.14956
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Diesel,km,kg N2O,0.00186
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Diesel,miles,kg CO2e,0.24371
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Diesel,miles,kg CH4,0.00002
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Diesel,miles,kg CO2,0.24069
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Diesel,miles,kg N2O,0.003
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Petrol,km,kg CO2e,0.18481
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Petrol,km,kg CH4,0.00036
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Petrol,km,kg CO2,0.18398
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Petrol,km,kg N2O,0.00047
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Petrol,miles,kg CO2e,0.29741
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Petrol,miles,kg CH4,0.00057
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Petrol,miles,kg CO2,0.29609
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Petrol,miles,kg N2O,0.00075
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Unknown,km,kg CO2e,0.16844
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Unknown,km,kg CH4,0.00019
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Unknown,km,kg CO2,0.1671
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Unknown,km,kg N2O,0.00115
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Unknown,miles,kg CO2e,0.27106
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Unknown,miles,kg CH4,0.0003
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Unknown,miles,kg CO2,0.26891
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Unknown,miles,kg N2O,0.00185
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.06905
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00022
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.06872
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00011
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.11113
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00035
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.11059
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00018
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Diesel,km,kg CO2e,0.16901
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Diesel,km,kg CH4,0.00001
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Diesel,km,kg CO2,0.16714
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Diesel,km,kg N2O,0.00186
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Diesel,miles,kg CO2e,0.272
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Diesel,miles,kg CH4,0.00002
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Diesel,miles,kg CO2,0.26898
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Diesel,miles,kg N2O,0.003
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Petrol,km,kg CO2e,0.21059
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Petrol,km,kg CH4,0.00036
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Petrol,km,kg CO2,0.20976
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Petrol,km,kg N2O,0.00047
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Petrol,miles,kg CO2e,0.33889
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Petrol,miles,kg CH4,0.00057
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Petrol,miles,kg CO2,0.33757
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Petrol,miles,kg N2O,0.00075
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Unknown,km,kg CO2e,0.18022
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Unknown,km,kg CH4,0.0001
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Unknown,km,kg CO2,0.17863
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Unknown,km,kg N2O,0.00149
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Unknown,miles,kg CO2e,0.29004
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Unknown,miles,kg CH4,0.00017
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Unknown,miles,kg CO2,0.28748
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Unknown,miles,kg N2O,0.00239
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.05867
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00016
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.05836
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00015
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.09442
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00026
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.09392
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00024
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,km,kg CO2e,0.18515
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,km,kg CH4,0.00001
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,km,kg CO2,0.18328
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,km,kg N2O,0.00186
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,miles,kg CO2e,0.29798
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,miles,kg CH4,0.00002
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,miles,kg CO2,0.29496
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Diesel,miles,kg N2O,0.003
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,km,kg CO2e,0.24112
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,km,kg CH4,0.00036
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,km,kg CO2,0.24029
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,km,kg N2O,0.00047
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,miles,kg CO2e,0.38802
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,miles,kg CH4,0.00057
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,miles,kg CO2,0.3867
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Petrol,miles,kg N2O,0.00075
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,km,kg CO2e,0.20022
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,km,kg CH4,0.0001
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,km,kg CO2,0.19863
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,km,kg N2O,0.00149
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,miles,kg CO2e,0.32222
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,miles,kg CH4,0.00017
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,miles,kg CO2,0.31966
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Unknown,miles,kg N2O,0.00239
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kg CH4,
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kg CO2,
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kg N2O,
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,km,kg CO2e,0.2264
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,km,kg CH4,0.00001
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,km,kg CO2,0.22453
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,km,kg N2O,0.00186
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,miles,kg CO2e,0.36436
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,miles,kg CH4,0.00002
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,miles,kg CO2,0.36134
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Diesel,miles,kg N2O,0.003
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,km,kg CO2e,0.33685
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,km,kg CH4,0.00036
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,km,kg CO2,0.33602
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,km,kg N2O,0.00047
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,miles,kg CO2e,0.54209
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,miles,kg CH4,0.00057
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,miles,kg CO2,0.54077
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Petrol,miles,kg N2O,0.00075
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,km,kg CO2e,0.28313
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,km,kg CH4,0.00019
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,km,kg CO2,0.28179
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,km,kg N2O,0.00115
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,miles,kg CO2e,0.45564
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,miles,kg CH4,0.0003
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,miles,kg CO2,0.45349
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Unknown,miles,kg N2O,0.00185
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.10766
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00034
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.10714
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00018
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.17326
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00055
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.17243
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00029
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Diesel,km,kg CO2e,0.17539
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Diesel,km,kg CH4,0.00001
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Diesel,km,kg CO2,0.17352
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Diesel,km,kg N2O,0.00186
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Diesel,miles,kg CO2e,0.28228
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Diesel,miles,kg CH4,0.00002
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Diesel,miles,kg CO2,0.27926
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Diesel,miles,kg N2O,0.003
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Petrol,km,kg CO2e,0.24621
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Petrol,km,kg CH4,0.00036
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Petrol,km,kg CO2,0.24538
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Petrol,km,kg N2O,0.00047
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Petrol,miles,kg CO2e,0.39622
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Petrol,miles,kg CH4,0.00057
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Petrol,miles,kg CO2,0.3949
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Petrol,miles,kg N2O,0.00075
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Unknown,km,kg CO2e,0.23482
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Unknown,km,kg CH4,0.0003
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Unknown,km,kg CO2,0.23383
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Unknown,km,kg N2O,0.00069
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Unknown,miles,kg CO2e,0.3779
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Unknown,miles,kg CH4,0.00048
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Unknown,miles,kg CO2,0.37631
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Unknown,miles,kg N2O,0.00111
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.08251
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00026
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.08211
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00014
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.13279
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00042
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.13214
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00023
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kg CO2e,0.21965
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kg CH4,0.00001
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kg CO2,0.21778
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kg N2O,0.00186
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kg CO2e,0.3535
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kg CH4,0.00002
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kg CO2,0.35048
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kg N2O,0.003
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kg CO2e,0.25199
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kg CH4,0.00036
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kg CO2,0.25116
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kg N2O,0.00047
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kg CO2e,0.40552
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kg CH4,0.00057
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kg CO2,0.4042
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kg N2O,0.00075
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kg CO2e,0.22586
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kg CH4,0.00008
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kg CO2,0.22418
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kg N2O,0.0016
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kg CO2e,0.36348
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kg CH4,0.00013
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kg CO2,0.36078
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kg N2O,0.00257
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.07366
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00023
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.07331
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00012
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.11854
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00037
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.11798
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00019
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kg CO2e,0
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kg CH4,0
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kg CO2,0
Scope 1,Passenger vehicles,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kg N2O,0
Scope 1,Passenger vehicles,Cars (by market segment),MPV,,Diesel,km,kg CO2e,0.18545
Scope 1,Passenger vehicles,Cars (by market segment),MPV,,Diesel,km,kg CH4,0.00001
Scope 1,Passenger vehicles,Cars (by market segment),MPV,,Diesel,km,kg CO2,0.18358
Scope 1,Passenger vehicles,Cars (by market segment),MPV,,Diesel,km,kg N2O,0.00186
