source,metric_name,type,description
DSNDQSST,QSSTCONTSTOR_NUM     ,SG31,Number of 31-bit agent local pools contracted due to system configuration parameter CONTSTOR being enabled
DSNDQTGA,QTGALPLK             ,OTHR,Number of Lock requests for P-locks. This is a subset of QTXALOCK which contains the total number of Lock requests (L-locks P-locks).                 
DSNDQTGA,QTGACPLK             ,OTHR,Number of Change requests for P-locks. This is a subset of QTXACHG which contains the total of Change requests (L-locks P-locks).
DSNDQTGA,QTGAUPLK             ,OTHR,Number of Unlock requests for P-locks. This is a subset of QTXAUNLK which contains the total number of Unlock requests (L-locks P-locks).
DSNDQTGA,QTGALSLM             ,OTHR,Number of lock requests propagated to XES (L-lock or P-lock) synchronously i.e. under caller's execution unit. If the request suspends for any reason this counter will not be incremented.
DSNDQTGA,QTGACSLM             ,OTHR,Number of change requests propagated to XES (L-lock or P-lock) synchronously i.e. under caller's execution unit. If the request suspends for any reason this counter will not be incremented.
DSNDQTGA,QTGAUSLM             ,OTHR,Number of unlock requests propagated to XES (L-lock or P-lock) synchronously i.e. under caller's execution unit. If the request suspends for any reason this counter will not be incremented.
DSNDQTGA,QTGAIGLO             ,OTHR,Number of suspends due to IRLM global resource contention. IRLM lock states were in conflict
DSNDQTGA,QTGASGLO             ,OTHR,Number of suspends due to XES global resource contention but no IRLM global resource contention. XES lock states were in conflict but the IRLM lock states were not.          
DSNDQTGA,QTGAFLSE             ,OTHR,Number of suspends due to sync-to-async XES heuristic conversions.
DSNDQTGA,QTGADRTA             ,OTHR,Number of global lock or change requests denied or suspended because of an incompatible retained lock             
DSNDQTGA,QTGANTFY             ,OTHR,Number of notify messages sent 
DSNDQTGA,QTGAFCNT             ,OTHR,Number of false contentions for LOCK and UNLOCK requests. A false contention occurs when different resource names hash to the same entry in the CF lock table.  The CF detects contention within the hash entry and XES uses inter-system messaging to determine that no actual resource contention exists. Note #1:  when OA12164 and PK85159 are applied this counter will report false contentions for a member against which the accounting report is run. Note #2:  In the absence of OA12164  & PK85159 this counter will be zero. 
DSNDQTGS,QTGSLPLK             ,OTHR,Number of Lock requests for P-locks. This is a subset of QTXALOCK which contains the total # of Lock requests (L-locks and P-locks).
DSNDQTGS,QTGSCPLK             ,OTHR,Number of Change requests for P-locks. This is a subset of QTXACHG which contains the total # of Change requests (L-locks and P-locks). 
DSNDQTGS,QTGSUPLK             ,OTHR,Number of Unlock requests for P-locks. This is a subset of QTXAUNLK which contains the total # of Unlock requests (L-locks and P-locks).
DSNDQTGS,QTGSLSLM             ,OTHR,Number of lock requests propagated to XES (L-lock or P-lock) synchronously i.e. under caller's execution unit. If the request suspends due to IRLM latch before going to XES this counter will not be incremented
DSNDQTGS,QTGSCSLM             ,OTHR,Number of change requests propagated to XES (L-lock or P-lock) synchroneously i.e. under caller's execution unit. If the request suspends due to IRLM latch before going to XES this counter will not be incremented
DSNDQTGS,QTGSUSLM             ,OTHR,Number of unlock requests propagated to XES (L-lock or P-lock) synchroneously i.e. under caller's execution unit. If the request suspends due to IRLM latch before going to XES this counter will not be incremented. This counter may actually be larger than QTXAUNLK (# unlocks) due to "generic" unlocks.  On a "generic" unlock QTXAUNLK is incremented only once while DSNDQTGS QTGSUSLM may be incremented multiple times - once for each global lock that is released by the "generic" unlock.
DSNDQTGS,QTGSIGLO             ,OTHR,Number of suspends due to IRLM global resource contention. IRLM lock states were in conflict
DSNDQTGS,QTGSSGLO             ,OTHR,Number of suspends due to XES global resource contention but no IRLM global resource contention. XES lock states were in conflict but the IRLM lock states were not.
DSNDQTGS,QTGSFLSE             ,OTHR,Number of of sync to async heuristic conversions for LOCK requests in XES.  This conversion is done when XES determines that it is more efficient to drive the request asynchronously to the CF.
DSNDQTGS,QTGSDRTA             ,OTHR,Number of global lock or change requests denied or suspended because of an incompatible retained lock 
DSNDQTGS,QTGSNTFY             ,OTHR,Number of notify messages sent
DSNDQTGS,QTGSNTFR             ,OTHR,Number of notify messages received
DSNDQTGS,QTGSKIDS             ,OTHR,Number of resources (L-locks or P-locks) propagated by IRLM to XES asynchroneously to the original request.  This occurs when new inter-DB2 interest occurs on a parent resource or when a request completes after the requestor's execution unit has been suspended
DSNDQTGS,QTGSPPPE             ,OTHR,Number of times this DB2 was driven to negotiate a pageset/partition P-lock due to changing inter-DB2 interest levels on the pageset/part
DSNDQTGS,QTGSPGPE             ,OTHR,Number of times this DB2 was driven to negotiate a page P-lock due to inter-DB2 P-lock contention
DSNDQTGS,QTGSOTPE             ,OTHR,Number of times this DB2 was driven to negotiate another P-lock type (other than pageset/partition or page
DSNDQTGS,QTGSCHNP             ,OTHR,Number of CHANGEP requests
DSNDQTGS,QTGSPEMX             ,OTHR,Max number of engines available for P-lock exit or Notify exit request
DSNDQTGS,QTGSPEQW             ,OTHR,Number of times an engine is not available for a P-lock exit or a Notify exit request
DSNDQTGS,QTGSFLMG             ,OTHR,Number of false contentions for LOCK and UNLOCK requests. A false contention occurs when different resource names hash to the same entry in the CF lock table.  The CF detects contention within the hash entry and XES uses inter-system messaging to determine that no actual resource contention exists.
DSNDQTGS,QTGSCREJ             ,OTHR,Number of failed DB2 lock requests to XES to process without delay. XES rejects the lock request since it could not process it synchronously
DSNDQTST,QTALLOCA             ,OTHR,Number of Allocation attempts  
DSNDQTST,QTALLOC              ,OTHR,Number of Successful ALLOCATIONS 
DSNDQTST,QTABINDA             ,BIND,Number of automatic BIND attempts  
DSNDQTST,QTABIND              ,BIND,Number of Successful automatic BINDS 
DSNDQTST,QTINVRID             ,OTHR,Number of INVALID RESOURCE-IDS 
DSNDQTST,QTBINDA              ,BIND,Number of BIND (ADD) subcommands  
DSNDQTST,QTBINDR              ,BIND,Number of BIND (REPLACE) subcommands  
DSNDQTST,QTTESTB              ,BIND,Number of TEST BINDS (NO Plan-ID) 
DSNDQTST,QTPLNBD              ,BIND,Number of Plans bound  
DSNDQTST,QTREBIND             ,BIND,Number of REBIND subcommands  
DSNDQTST,QTRBINDA             ,BIND,Number of attempts to REBIND a Plan 
DSNDQTST,QTPLNRBD             ,BIND,Number of Plans REbound  
DSNDQTST,QTFREE               ,BIND,Number of FREE subcommands  
DSNDQTST,QTFREEA              ,BIND,Number of attempts to FREE a Plan 
DSNDQTST,QTPLNFRD             ,BIND,Number of Plans freed 
DSNDQTST,QTAUCHK              ,AUTH,Total number of AUTHORIZATION CHECKS 
DSNDQTST,QTAUSUC              ,AUTH,Total number of successful AUTHORIZATION CHECKs 
DSNDQTST,QTDSOPN              ,OTHR,Number of data sets currently OPEN 
DSNDQTST,QTMAXDS              ,OTHR,Maximum number of data sets OPENED concurrently 
DSNDQTST,QTAUCCH              ,AUTH,Number of successful Authorization Checks or Plans using a Plan CACHE or PUBLIC AUTH CHECK (QTAUPUB) 
DSNDQTST,QTAUPUB              ,AUTH,Number of successful Authorization Checks or Plan EXECUTE AUTHORITY held by PUBLIC 
DSNDQTST,QTMAXPB              ,OTHR,Maximum not IN-USE data sets  
DSNDQTST,QTPACAUT             ,AUTH,Number of successful Authorization Checks or Packages using the Package AUTH CACHE--Includes PUBLIC AUTHORIZATION CHECKs(QTPACPUB) 
DSNDQTST,QTPACPUB             ,AUTH,Number of successful Authorization Checks or Package EXECUTE authority held by PUBLIC 
DSNDQTST,QTPACNOT             ,AUTH,Number of Package Authorization Checksthat COULD not make use of the Package AUTH CACHE 
DSNDQTST,QTREOPN              ,OTHR,Number of times that not IN-USE OPEN data sets became IN-USE 
DSNDQTST,QTPACOW1             ,AUTH,Number of times Db2 overwrote an AUTHID in the Package AUTH CACHE 
DSNDQTST,QTPACOW2             ,BIND,Number of times Db2 overwrote a Package ENTRY in the Package AUTH CACHE 
DSNDQTST,QTDSDRN              ,OTHR,Number of not IN-USE data sets  closed due to DSMAX/DD limit 
DSNDQTST,QTPCCT               ,OTHR,Number of infrequently updated data sets  that are converted from R/W to R/O state 
DSNDQTST,QTSLWDD              ,OTHR,Number of data sets  that are not IN-USE, but are not CLOSED 
DSNDQTST,QTBINDPA             ,BIND,Number of BIND (ADD) Package subcommands  
DSNDQTST,QTBINDPR             ,BIND,Number of BIND (REP) Package subcommands  
DSNDQTST,QTPKGBD              ,BIND,Number of Packages bound  
DSNDQTST,QTRBINDP             ,BIND,Number of REBIND Package subcommands  
DSNDQTST,QTRBNDPA             ,BIND,Number of Attempts to REBIND a Package 
DSNDQTST,QTPKGRBD             ,BIND,Number of Packages Rebound  
DSNDQTST,QTFREEP              ,BIND,Number of FREE Package subcommands  
DSNDQTST,QTFREEAP             ,BIND,Number of Attempts to FREE a Package 
DSNDQTST,QTPKGFRD             ,BIND,Number of Packages FREED 
DSNDQTST,QTAUTOBA             ,BIND,Number of Attempts to AUTOBIND a Package 
DSNDQTST,QTPKABND             ,BIND,Number of Packages AUTObound  
DSNDQTST,QTPKALLA             ,BIND,Number of Attempts to ALLOCATE a Package 
DSNDQTST,QTPKALL              ,BIND,Number of Packages allocated 
DSNDQTST,QTRACAUT             ,AUTH,Number of successful Authorization Checks or ROUTINES using the ROUTINE AUTH CACHE--INCLUDES PUBLIC  Authorization Checks(QTRACPUB) 
DSNDQTST,QTRACPUB             ,AUTH,Number of successful Authorization Checks or ROUTINE EXECUTE authority held by PUBLIC 
DSNDQTST,QTRACNOT             ,AUTH,Number of ROUTINE  Authorization Checks that could not make use of the ROUTINE AUTH CACHE 
DSNDQTST,QTRACOW1             ,AUTH,Number of times Db2 overwrote an AUTHID in the ROUTINE AUTH CACHE 
DSNDQTST,QTRACOW2             ,AUTH,Number of times Db2 overwrote a ROUTINE entry in the ROUTINE AUTH CACHE 
DSNDQTST,QTRACNAC             ,AUTH,Number of times Db2 was not able to ADD an entry to the ROUTINE AUTH CACHE
DSNDQTXA,QTXADEA              ,OTHR,Deadlock count
DSNDQTXA,QTXASLOC             ,OTHR,Number of suspends because of lock conflicts
DSNDQTXA,QTXATIM              ,OTHR,Timeout counts
DSNDQTXA,QTXALES              ,OTHR,Count of lock escalation shared
DSNDQTXA,QTXALEX              ,OTHR,Count of lock escalation exclusive
DSNDQTXA,QTXANPL              ,OTHR,Max number of page or row locks held. Not applicable for Statistics IFCID 2.
DSNDQTXA,QTXAPREC             ,OTHR,How Limit was determined
DSNDQTXA,QTXASLMT             ,OTHR,Limit in SU's - ASUTIME
DSNDQTXA,QTXACLMT             ,OTHR,Limit in CPU 16 microseconds
DSNDQTXA,QTXACHUS             ,OTHR,Highest CPU 16 microsecs used
DSNDQTXA,QTXASLAT             ,OTHR,Suspend count - latch conflict
DSNDQTXA,QTXASOTH             ,OTHR,Suspend count - other conflict
DSNDQTXA,QTXALOCK             ,OTHR,Lock request count
DSNDQTXA,QTXAUNLK             ,OTHR,Unlock request count
DSNDQTXA,QTXAQRY              ,OTHR,Query request count
DSNDQTXA,QTXACHG              ,OTHR,Change request count
DSNDQTXA,QTXAIRLM             ,OTHR,Other IRLM request count
DSNDQTXA,QTXACLNO             ,OTHR,Number of claim requests
DSNDQTXA,QTXACLUN             ,OTHR,Number of claim requests that were unsuccessful
DSNDQTXA,QTXADRNO             ,OTHR,Number of drain requests
DSNDQTXA,QTXADRUN             ,OTHR,Number of drain requests that were unsuccessful 
DSNDQTXA,QTXALCMM             ,OTHR,Main latch contention due to Main latch held
DSNDQTXA,QTXALCMU             ,OTHR,Main latch contention due to Use Count not being 0
DSNDQTXA,QTXALCSM             ,OTHR,Secondary latch contention due to Main latch held
DSNDQTXA,QTXACRLK             ,OTHR,Resource Hash Table latch contention for LOCK
DSNDQTXA,QTXACWLK             ,OTHR,Workunit Hash Table latch contention for LOCK
DSNDQTXA,QTXACRUK             ,OTHR,Resource Hash Table latch contention for UNLOCK
DSNDQTXA,QTXACWUK             ,OTHR,Workunit Hash Table latch contention for UNLOCK
DSNDQTXA,QTXACRCH             ,OTHR,Resource Hash Table latch contention for CHANGE
DSNDQTXA,QTXACWCH             ,OTHR,Workunit Hash Table latch contention for CHANGE
DSNDQTXA,QTXACRNT             ,OTHR,Resource Hash Table latch contention for NOTIFY
DSNDQTXA,QTXACNNT             ,OTHR,Notify Control Block latch contention for NOTIFY
DSNDQTXA,QTXACRCP             ,OTHR,Resource Hash Table latch contention for COMPAT
DSNDQTXA,QTXACWCP             ,OTHR,Workunit Hash Table latch contention for COMPAT
DSNDQTXA,QTXACRAL             ,OTHR,Resource Hash Table latch contention for ASYNC LOCK
DSNDQTXA,QTXACWAL             ,OTHR,Workunit Hash Table latch contention for ASYNC LOCK
DSNDQTXA,QTXACWSY             ,OTHR,Workunit Hash Table latch contention for SYNC
DSNDQTXA,QTXASRCL             ,OTHR,Resorce Latch contention counter 
DSNDQTXA,QTXAUCNT             ,OTHR,Use Count counter for Compat QEs(Queue Elements created to perform compatibility check of a waiting request following a lock grant/deny.) in IRLM
DSNDQTXA,QTXALCCP             ,OTHR,Number of COMPAT QE generated
DSNDQTXA,QTXACGEN             ,OTHR,Generic :atch contentions 
DSNDQTXA,QTXACRQF             ,OTHR,Resource Hash Table latch contention for QUERY FAST(Fastpath QUERY request types.)
DSNDQTXA,QTXACWQF             ,OTHR,Workunit Hash Table latch contention for QUERY FAST
DSNDQTXA,QTXADLCL             ,OTHR,Total number of local deadlocks
DSNDQTXA,QTXATOUT             ,OTHR,Timeout RLBs purged
DSNDQTXA,QTXARTRY             ,OTHR,Re tryable ABENDS
DSNDQTXA,QTXANRTY             ,OTHR,No re tryable ABENDS
DSNDQTXA,QTXASUSP             ,OTHR,Suspend Exit counter (How many times a DBMS exit code was called.)
DSNDQTXA,QTXARSUM             ,OTHR,Resume Exit counter
DSNDQTXA,QTXASTAT             ,OTHR,Status Exit counter
DSNDQTXA,QTXADEAD             ,OTHR,Deadlock Exit counter
DSNDQTXA,QTXATIME             ,OTHR,Timeout Exit counter 
DSNDQVAS,QVASSUSP             ,OTHR,Number of Physical Suspends
DSNDQVAS,QVASXSUS             ,OTHR,EUS-Synchronous Unreleased SRB
DSNDQVAS,QVASXSUT             ,OTHR,EUS-Synchronous Unreleased TCB
DSNDQVAS,QVASXAUS             ,OTHR,EUS-ASynch Unreleased SRB
DSNDQVAS,QVASXAUT             ,OTHR,EUS-ASynch Unreleased TCB
DSNDQVAS,QVASXSRS             ,OTHR,EUS-Synchronous Released SRB
DSNDQVAS,QVASXSRT             ,OTHR,EUS-Synchronous Released TCB
DSNDQVAS,QVASADUR             ,OTHR,ADS-Unavailable Resources
DSNDQVAS,QVASADDL             ,OTHR,ADS-Allocation Deadlock
DSNDQVAS,QVASADIR             ,OTHR,ADS-Invalid Resource	
DSNDQVAS,QVASCBOS             ,OTHR,Success SYSEVENT WAIT Boosts
DSNDQVAS,QVASCBOF             ,OTHR,Failed SYSEVENT WAIT Boosts
DSNDQVAS,QVASMBOS             ,OTHR,Success SYSEVENT Stor Boosts
DSNDQVAS,QVASMBOF             ,OTHR,Failed SYSEVENT Storage Boosts
DSNDQVLS,QVLSLC01             ,OTHR,Infrequently used
DSNDQVLS,QVLSLC02             ,OTHR,Global authorization cache
DSNDQVLS,QVLSLC03             ,OTHR,DDF disconnect
DSNDQVLS,QVLSLC04             ,OTHR,SYSSTRING cache
DSNDQVLS,QVLSLC05             ,OTHR,IRLM data sharing exits
DSNDQVLS,QVLSLC06             ,OTHR,Data sharing index split
DSNDQVLS,QVLSLC07             ,OTHR,Index latch and OBD
DSNDQVLS,QVLSLC08             ,OTHR,Query parallelism
DSNDQVLS,QVLSLC09             ,OTHR,Utilities or stored procedure URIDs
DSNDQVLS,QVLSLC10             ,OTHR,Allied agent chain or sequence descriptors
DSNDQVLS,QVLSLC11             ,OTHR,DGTT allocation
DSNDQVLS,QVLSLC12             ,OTHR,Global transaction ID table
DSNDQVLS,QVLSLC13             ,OTHR,Pageset operations
DSNDQVLS,QVLSLC14             ,OTHR,Bufferpool LRU
DSNDQVLS,QVLSLC15             ,OTHR,Archive LOG mode(QUIESCE)
DSNDQVLS,QVLSLC16             ,OTHR,UR chain
DSNDQVLS,QVLSLC17             ,OTHR,RURE chain
DSNDQVLS,QVLSLC18             ,OTHR,DDF resynch list
DSNDQVLS,QVLSLC19             ,OTHR,Log write
DSNDQVLS,QVLSLC20             ,OTHR,System checkpoint
DSNDQVLS,QVLSLC21             ,OTHR,Accounting rollup
DSNDQVLS,QVLSLC22             ,OTHR,Internal checkpoint
DSNDQVLS,QVLSLC23             ,OTHR,Buffer manager
DSNDQVLS,QVLSLC24             ,OTHR,EDM pool or prefetch
DSNDQVLS,QVLSLC25             ,OTHR,Workfile allocation
DSNDQVLS,QVLSLC26             ,OTHR,Dynamic statement cache
DSNDQVLS,QVLSLC27             ,OTHR,Stored procedures or authorization cache
DSNDQVLS,QVLSLC28             ,OTHR,Stored procedures or authorization cache
DSNDQVLS,QVLSLC29             ,OTHR,Field procs and DDF transaction manager
DSNDQVLS,QVLSLC30             ,OTHR,Agent services
DSNDQVLS,QVLSLC31             ,OTHR,Storage manager
DSNDQVLS,QVLSLC32             ,OTHR,Storage manager
DSNDQVLS,QVLSLC254            ,OTHR,Index latch
DSNDQWAC,Class1Elapsed        ,OTHR,Elapsed time from the first connect to DB2 to thread termination.The time a thread was inactive waiting for work is included in this value. This value is not accurate for threads that do not terminate  such as a CICS conversational transaction or an IMS WFI BMP.
DSNDQWAC,Class1CPU            ,OTHR,CPU time from MVS. This number is the MVS CPU time as reported from all calling sources -such as CICS/IMS/or TSO. It includes both the main task and all parallel tasks. Zeros indicate no time is available. This number represents the MVS CPU time for the application. It is calculated by subtracting the beginning CPU time from the ending CPU time.This time does not include zIIP CPU time.  
DSNDQWAC,QWACCOMM             ,OTHR,Number of Commit Phase 2 requests        
DSNDQWAC,QWACABRT             ,OTHR,Number of Abort requests                 
DSNDQWAC,QWACASCT             ,OTHR,Accumulated Elapsed time in Db2(Class 2 elapsed) 
DSNDQWAC,QWACAJST             ,OTHR,Accumulated CPU time consumed while executing in DB2(Class 2 CPU). This CPU time does not include CPU consumed on an IBM specialty engine. In addition this time does not include CPU consumed while processing SQL statements in a stored procedure.
DSNDQWAC,NotAccount           ,OTHR,Elapsed db2 time - cpu db2 time - total waits 
DSNDQWAC,PctNotAccount        ,OTHR,Percentage of the Elapsed time that is Not Accounted 
DSNDQWAC,PctWait              ,OTHR,Percentage of the Elapsed time that is Wait  
DSNDQWAC,QWACAWTI             ,OTHR,Accumulated I/O Elapsed Wait time for database I/O done under this thread 
DSNDQWAC,QWACAWTL             ,OTHR,Accumulated Wait time due to local contention for locks. The term "local contention" is used to differentiate from "global contention" (which is reported in XWACAWTJ). Local contention does not require inter-system communication - the contention is detected  and resolved entirely within this  subsystem. 
DSNDQWAC,QWACARNA             ,OTHR,Number of Db2 Entry/Exit events processed by the Allied Address Space. It does not include SQL Entry/Exit events performed by a Stored Procedure 
DSNDQWAC,QWACARNE             ,OTHR,Number of Wait trace events processed for Waits for database I/O under this thread  
DSNDQWAC,QWACAWTR             ,OTHR,Accumulated Wait time for Read I/O that is done under a Thread other than one. 
DSNDQWAC,QWACAWTW             ,OTHR,Accumulated Wait time for Write I/O that is done under a Thread other than this one. 
DSNDQWAC,QWACAWTE             ,OTHR,Accumulated Wait time due to synchronous execution unit switch for DB2 commit/abort or deallocation processing. For RRSAF threads this value include explicit commit time (SRRCMIT calls). See XWACAWLG for implicit RRS commit time. 
DSNDQWAC,QWACAWLH             ,OTHR,Accumulated Wait time due to latch contention 
DSNDQWAC,QWACARNL             ,OTHR,Number of Wait trace events processed for Waits for local contention for Locks. 
DSNDQWAC,QWACARNR             ,OTHR,Number of Wait trace events processed for Waits for Read I/O under another Thread   
DSNDQWAC,QWACARNW             ,OTHR,Number of Wait trace events processed for Waits for Write /O under another Thread   
DSNDQWAC,QWACARNS             ,OTHR,Number of Wait trace events processed for Waits for Synchronous execution unit switching for commit/abort. 
DSNDQWAC,QWACARLH             ,OTHR,Number of Wait trace events processed for Waits for latch contention   
DSNDQWAC,QWACARLG             ,OTHR,Number of Wait trace events processed for Waits for log write I/O  
DSNDQWAC,QWACAWLG             ,OTHR,Accumulated Wait time for a log write I/O.  for RRSAF threads - this value includes implicit commit time for RRS at EOT if uncommitted work exists. See XWACAWTE for explicit RRS commit time. 
DSNDQWAC,QWACALBC             ,OTHR,Number of Wait trace events processed for Waits for TCP/IP LOB and XML materialization 
DSNDQWAC,QWACALBW             ,OTHR,Accumulated Wait time for TCP/IP LOB and XML materialization  
DSNDQWAC,QWACAACC             ,OTHR,Number of Wait trace event processed for requests to an accelerator 
DSNDQWAC,QWACAACW             ,OTHR,Accumulated Wait time for requests to an accelerator 
DSNDQWAC,QWACAWTP             ,OTHR,Accumulated Wait time due to page latch contention  
DSNDQWAC,QWACARNH             ,OTHR,Number of Wait trace events processed for page latch contention  
DSNDQWAC,QWACAWTG             ,OTHR,Accumulated Wait time due to sending of messages to other DB2 members in the data sharing group. 
DSNDQWAC,QWACAWTJ             ,OTHR,Accumulated Wait time due to global contention for parent L-locks. Global contention occurs when inter-system communication is required to resolve an IRLM Lock or Change request.  QPACAWTL contains the Wait time due to local contention.  Local contention does not require inter-system communciation - it can be resolved by the local subsystem. 
DSNDQWAC,QWACARNG             ,OTHR,Number of Wait trace events processed for sending of messages to other members in the data sharing group. 
DSNDQWAC,QWACARNJ             ,OTHR,Number of Wait trace events processed for Waits for global lock contention for parent L-locks.  
DSNDQWAC,QWACSPCP             ,OTHR,The accumlated CPU time used to satisfy stored procedure requests processed in a DB2 stored procedure/WLM address space. SQLP times are included in this time if the SQLP was called on a nested task and was not invoked by the main application execution unit. This time does not include CPU consumed on an IBM specialty engine. 
DSNDQWAC,QWACSPTT             ,OTHR,The Accumulated CPU time consumed in DB2 processing SQL statements issued by stored procedure(s) processed in a DB2 stored procedure/WLM Address Space.  This time also includes in DB2 time needed to connect and disconnect the SP task for non-SQLP stored procedures. SQLP times are included in this time if the SQLP was called on a nested task and was not invoked by the main application execution unit. This time is a subset of XWACSPCP and does not include CPU consumed on an IBM specialty engine.    
DSNDQWAC,QWACSPNE             ,OTHR,The Number of SQL entry/exit events performed by Stored Procedures 
DSNDQWAC,QWACCAST             ,OTHR,The total elapsed time spent waiting for an available TCB before the Stored Procedure could be scheduled.    
DSNDQWAC,QWACCANM             ,OTHR,The Number of times an SQL CALL statement had to Wait for an available TCB before the stored procedure could be scheduled.                            
DSNDQWAC,QWACLRN              ,OTHR,Log records written     
DSNDQWAC,QWACLRAB             ,OTHR,Bytes logged            
DSNDQWAC,QWACUDCP             ,OTHR,The accumulated CPU time used to satisfy UDF requests processed in a DB2 stored procedure/WLM Address Space. Non-inline UDF times are included in this time if the native UDF was called on a nested task and was not invoked by the main application execution unit. This time does not include CPU consumed on an IBM specialty engine. 
DSNDQWAC,QWACUDTT             ,OTHR,The accumulated CPU time consumed in DB2 processing SQL statements issued by UDF(s) processed in a DB2 Stored Procedure/WLM Address Space.  This time also includes in DB2 time needed to connect and disconnect the udf task. Non-inline UDF times are included in this time if the native UDF was called on a nested task and was not invoked by the main application execution unit. This time is a subset of XWACUDCP and does not include CPU consumed on an IBM specialty engine.                       
DSNDQWAC,QWACUDNE             ,OTHR,The number of SQL entry/exit events performed by User-Defined Functions 
DSNDQWAC,QWACUDST             ,OTHR,The total elapsed time spent waiting for an available TCB before the User-Defined Function could be scheduled
DSNDQWAC,QWACUDEA             ,OTHR,The total elapsed time spent in UDF requests processed in a DB2 Stored Procedure/WLM Address Space. Non-inline UDF times are included in this time if the native UDF was called on a nested task and was not invoked by the main application execution unit. This time includes time executing SQL.  
DSNDQWAC,QWACUDEB             ,OTHR,The total elapsed time spent executing SQL via UDF requests processed in a DB2 Stored Procedure/WLM address space. This time includes time needed to connect and disconnect the UDF task. Non-inline UDF times are included in this time if the native UDF was called on a nested task and was not invoked by the main application execution unit.    
DSNDQWAC,QWACTRTT             ,OTHR,The accumulated CPU time consumed while executing triggers on the main application execution unit.  This time does not include CPU consumed on an IBM specialty engine.                       
DSNDQWAC,QWACTRET             ,OTHR,The accumulated elapsed time expended executing triggers on the main application execution unit. 
DSNDQWAC,QWACSPEA             ,OTHR,The total elapsed time spent in Stored Procedure requests processed in a DB2 Stored Procedure/WLM Address Space.  SQLP times are included in this time if the SQLP was called on a nested task and was not invoked by the main application execution unit.  This time includes time executing SQL. 
DSNDQWAC,QWACSPEB             ,OTHR,The total elapsed time spent executing SQL via Stored Procedure requests processed in a DB2 Stored Procedure/WLM Address Space.  SQLP times are included in this time if the SQLP was called on a nested task and was not invoked by the main application execution unit.  This time includes time needed to connect and disconnect the SP task for non-SQLP stored procedures.    
DSNDQWAC,QWACTRTE             ,OTHR,The accumulated CPU time consumed while executing triggers on a nested task. This time does not include CPU consumed on an IBM specialty engine.             
DSNDQWAC,QWACTREE             ,OTHR,The accumulated elapsed time expended executing triggers on a nested task.    
DSNDQWAC,QWACSVPT             ,OTHR,The number of savepoint requests        
DSNDQWAC,QWACRLSV             ,OTHR,The number of release savepoint requests     
DSNDQWAC,QWACRBSV             ,OTHR,The Number of rollback to savepoint requests 
DSNDQWAC,QWACAWTK             ,OTHR,Accumulated Wait time due to global contention for child L-locks        
DSNDQWAC,QWACAWTM             ,OTHR,Accumulated Wait time due to global contention for other L-locks        
DSNDQWAC,QWACAWTN             ,OTHR,Accumulated Wait time due to global contention for pageset/partition P-locks
DSNDQWAC,QWACAWTO             ,OTHR,Accumulated Wait time due to global contention for page P-locks         
DSNDQWAC,QWACAWTQ             ,OTHR,Accumulated Wait time due to global contention for other P-locks        
DSNDQWAC,QWACARNK             ,OTHR,Number of Wait trace events processed for Waits for global contention for child L-locks                       
DSNDQWAC,QWACARNM             ,OTHR,Number of Wait trace events processed for Waits for global contention for other L-locks                       
DSNDQWAC,QWACARNN             ,OTHR,Number of Wait trace events processed for Waits for global contention for pageset/partition P-locks           
DSNDQWAC,QWACARNO             ,OTHR,Number of Wait trace events processed for Waits for global contention for page P-locks                        
DSNDQWAC,QWACARNQ             ,OTHR,Number of Wait trace events processed for Waits for global contention for other P-locks                       
DSNDQWAC,QWACCLS1_ZIIP        ,OTHR,Accumulated CPU time consumed while executing on an IBM specialty engine in all environments.  This value may be 0 when XWACRINV >= 20  
DSNDQWAC,QWACCLS2_ZIIP        ,OTHR,Accumulated CPU time consumed while executing in DB2 on an IBM specialty engine.  
DSNDQWAC,QWACTRTT_ZIIP        ,OTHR,Accumulated CPU time consumed executing triggers on the main application execution unit on an IBM specialty engine.  
DSNDQWAC,QWACZIIP_ELIGIBLE    ,OTHR,(S) Accumulated CPU executed on a standard CP for IBM specialty engine eligible work. For parallel query parent records the value will reflect zIIP eligible time for the parent and the child tasks. Child task records will have a 0 value.
DSNDQWAC,QWACSPNF_ZIIP        ,OTHR,Accumulated CPU time consumed executing Stored Procedure requests on the main application execution unit on an IBM specialty engine. Since these SPs run entirely within DB2  this time represents class 1 and class 2 time.   
DSNDQWAC,QWACUDFNF_ZIIP       ,OTHR,Accumulated CPU time consumed executing User Defined Functions on the main application execution unit on an IBM specialty engine. Since these UDFs run entirely within DB2 this time represents class 1 and class 2 time.   
DSNDQWAC,QWACSPNF_ELAP        ,OTHR,Accumulated elapsed time consumed executing stored procedure requests on the main application execution unit. Since these SPs run entirely within DB2 this time represents class 1 and class 2 time.                    
DSNDQWAC,QWACSPNF_CP          ,OTHR,Accumulated CPU time consumed executing Stored Procedure requests on the main application execution unit. This time does not include CPU consumed on an IBM specialty engine. Since these SPs run entirely within DB2 this time represents class 1 and class 2 time.   
DSNDQWAC,QWACUDFNF_ELAP       ,OTHR,Accumulated elapsed time consumed executing User Defined Functions on the main application execution unit. Since these UDFs run entirely within DB2 this time represents class 1 and class 2 time.                    
