Architecture,BuildNumber,BuildType,ClassGuid,ClockSpeedMHz,CodeSet,CommandLine,ComputerName,CountryCode,Description,DeviceClass,DeviceID,DeviceName,DisplayName,DriverDate,DriverProviderName,DriverVersion,FreePhysicalMemoryKB,FreeVirtualMemoryKB,HardWareID,Host,ID,Id,InfName,InstallDate,LastBootUpTime,Locale,Manufacturer,Name,NumberOfCores,NumberOfProcessors,OS,ParentID,Path,ProcessId,"Processor_Id",SerialNumber,ServiceType,StartMode,StartTime,Started,State,Status,SystemDevice,SystemDirectory,SystemDrive,TotalPhysicalMemoryKB,TotalVirtualMemoryKB,Type,Version,"_raw","_time",componentId,componentInstance,componentValue,"cpu_architecture","cpu_cores","cpu_count","cpu_mhz",description,dest,eventtype,family,host,index,linecount,mem,"mem_free","mem_free_percent","mem_used","mem_used_percent",mount,"ms_exchange_host",os,process,"process_id",punct,serial,service,"service_exec","service_name","service_path",source,sourcetype,"splunk_server","splunk_server_group","start_mode",status,storage,"storage_free","storage_free_percent","storage_used","storage_used_percent",tag,"tag::eventtype","tmp_epochtime","vendor_product",version
,,,,,,,,,"The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.",,,,"Wired AutoConfig",,,,,,,,,,,,,,,dot3svc,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""dot3svc""
DisplayName=""Wired AutoConfig""
Description=""The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:51:37.000+0000","WinHostMon-dot3svc","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""___()_______.____.________._,___________",,"Wired AutoConfig","svchost.exe","Wired AutoConfig","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624917097,,
,,,,,,,,,"Gets apps ready for use the first time a user signs in to this PC and when adding new apps.",,,,"App Readiness",,,,,,,,,,,,,,,AppReadiness,,,,,"C:\Windows\System32\svchost.exe -k AppReadiness -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""AppReadiness""
DisplayName=""App Readiness""
Description=""Gets apps ready for use the first time a user signs in to this PC and when adding new apps.""
Path=""C:\Windows\System32\svchost.exe -k AppReadiness -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:51:37.000+0000","WinHostMon-AppReadiness","C:\Windows\System32\svchost.exe -k AppReadiness -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""___________________.""="":\\\._-__-""=""_""=""",,"App Readiness","svchost.exe","App Readiness","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624917097,,
,,,,,,,,,"Manages software-based volume shadow copies taken by the Volume Shadow Copy service. If this service is stopped, software-based volume shadow copies cannot be managed. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"Microsoft Software Shadow Copy Provider",,,,,,,,,,,,,,,swprv,,,,,"C:\Windows\System32\svchost.exe -k swprv",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""swprv""
DisplayName=""Microsoft Software Shadow Copy Provider""
Description=""Manages software-based volume shadow copies taken by the Volume Shadow Copy service. If this service is stopped, software-based volume shadow copies cannot be managed. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\System32\svchost.exe -k swprv""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:46:37.000+0000","WinHostMon-swprv","C:\Windows\System32\svchost.exe -k swprv",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""____""=""_-__________._____,_-______._____,___",,"Microsoft Software Shadow Copy Provider","svchost.exe","Microsoft Software Shadow Copy Provider","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624916797,,
,,,,,,,,,"Provides a network service that processes requests to simulate application of Group Policy settings for a target user or computer in various situations and computes the Resultant Set of Policy settings.",,,,"Resultant Set of Policy Provider",,,,,,,,,,,,,,,RSoPProv,,,,,"C:\Windows\system32\RSoPProv.exe",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""RSoPProv""
DisplayName=""Resultant Set of Policy Provider""
Description=""Provides a network service that processes requests to simulate application of Group Policy settings for a target user or computer in various situations and computes the Resultant Set of Policy settings.""
Path=""C:\Windows\system32\RSoPProv.exe""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:46:37.000+0000","WinHostMon-RSoPProv","C:\Windows\system32\RSoPProv.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""____""=""______________________________.""="":\\",,"Resultant Set of Policy Provider","RSoPProv.exe","Resultant Set of Policy Provider","C:\Windows\system32\RSoPProv.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624916797,,
,,,,,,,,,"Splunk OpenTelemetry Collector",,,,"Splunk OpenTelemetry Collector",,,,,,,,,,,,,,,"splunk-otel-collector",,,,,"C:\Program Files\Splunk\OpenTelemetry Collector\otelcol.exe",0,,,"Own Process",Auto,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""splunk-otel-collector""
DisplayName=""Splunk OpenTelemetry Collector""
Description=""Splunk OpenTelemetry Collector""
Path=""C:\Program Files\Splunk\OpenTelemetry Collector\otelcol.exe""
ServiceType=""Own Process""
StartMode=""Auto""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:41:37.000+0000","WinHostMon-splunk-otel-collector","C:\Program Files\Splunk\OpenTelemetry Collector\otelcol.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""--""=""__""=""__""="":\_\\_\.""=""_""=""""==""""=""""=",,"Splunk OpenTelemetry Collector","otelcol.exe","Splunk OpenTelemetry Collector","C:\Program Files\Splunk\OpenTelemetry Collector\otelcol.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624916497,,
,,,,,,,,,"Brokers connections that allow Windows Store Apps to receive notifications from the internet.",,,,"Network Connection Broker",,,,,,,,,,,,,,,NcbService,,,,,"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",1172,,,"Share Process",Manual,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""NcbService""
DisplayName=""Network Connection Broker""
Description=""Brokers connections that allow Windows Store Apps to receive notifications from the internet.""
Path=""C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=true
State=""Running""
Status=""OK""
ProcessId=1172","2021-06-28T21:41:37.000+0000","WinHostMon-NcbService","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1172,"==""""=""__""=""____________.""="":\\\._-__-""=""_""=""""==""""=",,"Network Connection Broker","svchost.exe","Network Connection Broker","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624916497,,
,,,,,,,,,"Helps protect users from malware and other potentially unwanted software",,,,"Windows Defender Antivirus Service",,,,,,,,,,,,,,,WinDefend,,,,,"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2105.5-0\MsMpEng.exe",4544,,,"Own Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""WinDefend""
DisplayName=""Windows Defender Antivirus Service""
Description=""Helps protect users from malware and other potentially unwanted software""
Path=""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2105.5-0\MsMpEng.exe""
ServiceType=""Own Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=4544","2021-06-28T21:36:37.000+0000","WinHostMon-WinDefend","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2105.5-0\MsMpEng.exe",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,4544,"==""""=""___""=""_________""="":\\\_\\...-\.""=""_""=""""==""""=",,"Windows Defender Antivirus Service","MsMpEng.exe","Windows Defender Antivirus Service","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2105.5-0\MsMpEng.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624916197,,
,,,,,,,,,"Provides a JIT out of process service for WARP when running with ACG enabled.",,,,WarpJITSvc,,,,,,,,,,,,,,,WarpJITSvc,,,,,"C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WarpJITSvc""
DisplayName=""WarpJITSvc""
Description=""Provides a JIT out of process service for WARP when running with ACG enabled.""
Path=""C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:36:37.000+0000","WinHostMon-WarpJITSvc","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""""=""_____________.""="":\\\._-_""=""_""=""""==""""=""""=",,WarpJITSvc,"svchost.exe",WarpJITSvc,"C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624916197,,
,,,,,,,,,"Enables Touch Keyboard and Handwriting Panel pen and ink functionality",,,,"Touch Keyboard and Handwriting Panel Service",,,,,,,,,,,,,,,TabletInputService,,,,,"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",1028,,,"Share Process",Manual,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""TabletInputService""
DisplayName=""Touch Keyboard and Handwriting Panel Service""
Description=""Enables Touch Keyboard and Handwriting Panel pen and ink functionality""
Path=""C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=true
State=""Running""
Status=""OK""
ProcessId=1028","2021-06-28T21:36:37.000+0000","WinHostMon-TabletInputService","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1028,"==""""=""_____""=""_________""="":\\\._-__-""=""_""=""""==""""=""",,"Touch Keyboard and Handwriting Panel Service","svchost.exe","Touch Keyboard and Handwriting Panel Service","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624916197,,
,,,,,,,,,"Maintains and improves system performance over time.",,,,SysMain,,,,,,,,,,,,,,,SysMain,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",2688,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""SysMain""
DisplayName=""SysMain""
Description=""Maintains and improves system performance over time.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=2688","2021-06-28T21:36:37.000+0000","WinHostMon-SysMain","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2688,"==""""=""""=""______.""="":\\\._-__-""=""_""=""""==""""=""""=",,SysMain,"svchost.exe",SysMain,"C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624916197,,
,,,,,,,,,"Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps. Disabling this service will prevent apps from accessing maps.",,,,"Downloaded Maps Manager",,,,,,,,,,,,,,,MapsBroker,,,,,"C:\Windows\System32\svchost.exe -k NetworkService -p",0,,,"Own Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""MapsBroker""
DisplayName=""Downloaded Maps Manager""
Description=""Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps. Disabling this service will prevent apps from accessing maps.""
Path=""C:\Windows\System32\svchost.exe -k NetworkService -p""
ServiceType=""Own Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:36:37.000+0000","WinHostMon-MapsBroker","C:\Windows\System32\svchost.exe -k NetworkService -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""_______._____-_____._________.""="":\\\._",,"Downloaded Maps Manager","svchost.exe","Downloaded Maps Manager","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624916197,,
,,,,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe",,,,,,,,,,,,,,"EC2AMAZ-3G1B1SF",,,,,,,,"splunk-perfmon.exe",,,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe",4412,,,,,"20210628203633.331585+000",,,,,,,,,Process,,"Type=Process
Name=""splunk-perfmon.exe""
ProcessId=4412
CommandLine=""C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe""
StartTime=""20210628203633.331585+000""
Host=""EC2AMAZ-3G1B1SF""
Path=""C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe""","2021-06-28T21:36:36.000+0000","WinHostMon-splunk-perfmon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_process",,"EC2AMAZ-3G1B1SF",main,7,,,,,,,,,"splunk-perfmon.exe",4412,"==""-.""=="":\_\\\-.""="".+""=""-""="":\_\\\-.""",,,"splunk-perfmon.exe",,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe",process,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,,,,,,"os
process
report
windows","os
process
report
windows",1624916196,,
,,,,,,"C:\Program Files\Amazon\SSM\amazon-ssm-agent.exe",,,,,,,,,,,,,,"EC2AMAZ-3G1B1SF",,,,,,,,"amazon-ssm-agent.exe",,,,,"C:\Program Files\Amazon\SSM\amazon-ssm-agent.exe",2604,,,,,"20210129193328.374435+000",,,,,,,,,Process,,"Type=Process
Name=""amazon-ssm-agent.exe""
ProcessId=2604
CommandLine=""C:\Program Files\Amazon\SSM\amazon-ssm-agent.exe""
StartTime=""20210129193328.374435+000""
Host=""EC2AMAZ-3G1B1SF""
Path=""C:\Program Files\Amazon\SSM\amazon-ssm-agent.exe""","2021-06-28T21:36:36.000+0000","WinHostMon-amazon-ssm-agent.exe","C:\Program Files\Amazon\SSM\amazon-ssm-agent.exe",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_process",,"EC2AMAZ-3G1B1SF",main,7,,,,,,,,,"amazon-ssm-agent.exe",2604,"==""--.""=="":\_\\\--.""="".+""=""-""="":\_\\\--.""",,,"amazon-ssm-agent.exe",,"C:\Program Files\Amazon\SSM\amazon-ssm-agent.exe",process,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,,,,,,"os
process
report
windows","os
process
report
windows",1624916196,,
,,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p -s UserManager",,,,,,,,,,,,,,"EC2AMAZ-3G1B1SF",,,,,,,,"svchost.exe",,,,,"C:\Windows\system32\svchost.exe",2220,,,,,"20210129193328.103533+000",,,,,,,,,Process,,"Type=Process
Name=""svchost.exe""
ProcessId=2220
CommandLine=""C:\Windows\system32\svchost.exe -k netsvcs -p -s UserManager""
StartTime=""20210129193328.103533+000""
Host=""EC2AMAZ-3G1B1SF""
Path=""C:\Windows\system32\svchost.exe""","2021-06-28T21:36:36.000+0000","WinHostMon-svchost.exe","C:\Windows\system32\svchost.exe",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_process",,"EC2AMAZ-3G1B1SF",main,7,,,,,,,,,"svchost.exe",2220,"=="".""=="":\\\._-__-_-_""="".+""=""-""="":\\\.""",,,"svchost.exe",,"C:\Windows\system32\svchost.exe",process,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,,,,,,"os
process
report
windows","os
process
report
windows",1624916196,,
