"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,punct,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timeendpos,timestamp,timestartpos,"tmp_epochtime","_bkt","_cd","_eventtype_color","_indextime","_raw","_serial","_si","_sourcetype","_subsecond","_time"
,,,,,,,,"nix-all-logs","ip-10-202-14-145.ec2.splunkit.io",aws,2,"_:_----_:_$","us-west-1:/aws/lambda/ErrorFunction:2021/09/28/[$LATEST]83d92290ea99448f9037e0f1586aa289","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632852341.848","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:13158987",none,1632855318,"START RequestId: 1a4b3cf9-574f-4a0a-95c9-f91288abfa18 Version: $LATEST
",11,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".848","1632852341.848"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_:_----t:_._t_:__t_:__t__:__t_:_._t","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]aecf38726bf94a91b2b20df6fffb1694","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320563.659","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1458025",,1632321168,"REPORT RequestId: 2ad22d5e-12cf-4832-bd57-655249d4892c	Duration: 10.14 ms	Billed Duration: 11 ms	Memory Size: 128 MB	Max Memory Used: 48 MB	Init Duration: 120.08 ms	
",12,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".659","1632320563.659"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_:_----","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]aecf38726bf94a91b2b20df6fffb1694","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320563.659","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1458022",,1632321168,"END RequestId: 2ad22d5e-12cf-4832-bd57-655249d4892c
",13,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".659","1632320563.659"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_=_","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]aecf38726bf94a91b2b20df6fffb1694","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320563.655","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1458020",,1632321168,"value3 = value3
",14,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".655","1632320563.655"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_=_","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]aecf38726bf94a91b2b20df6fffb1694","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320563.655","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1458018",,1632321168,"value2 = value2
",15,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".655","1632320563.655"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_=_","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]aecf38726bf94a91b2b20df6fffb1694","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320563.655","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1458016",,1632321168,"value1 = value1
",16,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".655","1632320563.655"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]aecf38726bf94a91b2b20df6fffb1694","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320563.645","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1458014",,1632321168,"Loading function
",17,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".645","1632320563.645"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_:_----_:_$","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]aecf38726bf94a91b2b20df6fffb1694","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320563.645","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1458011",,1632321168,"START RequestId: 2ad22d5e-12cf-4832-bd57-655249d4892c Version: $LATEST
",18,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".645","1632320563.645"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_:_----t:_._t_:__t_:__t__:__t_:_._t","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]24c81f87ecf9440aa162cf218f37eefd","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320145.009","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1444262",,1632320568,"REPORT RequestId: a17ce8b5-2d95-44f4-b311-a54a39515fd4	Duration: 1.47 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 48 MB	Init Duration: 112.34 ms	
",19,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".009","1632320145.009"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_:_----","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]24c81f87ecf9440aa162cf218f37eefd","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320145.009","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1444259",,1632320568,"END RequestId: a17ce8b5-2d95-44f4-b311-a54a39515fd4
",20,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".009","1632320145.009"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_=_","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]24c81f87ecf9440aa162cf218f37eefd","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320145.007","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1444257",,1632320568,"value3 = value3
",21,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".007","1632320145.007"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_=_","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]24c81f87ecf9440aa162cf218f37eefd","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320145.007","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1444255",,1632320568,"value2 = value2
",22,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".007","1632320145.007"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_=_","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]24c81f87ecf9440aa162cf218f37eefd","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320145.007","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1444253",,1632320568,"value1 = value1
",23,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".007","1632320145.007"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]24c81f87ecf9440aa162cf218f37eefd","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320145.005","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1444251",,1632320568,"Loading function
",24,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".005","1632320145.005"
,,,,,,,,,"ip-10-202-14-145.ec2.splunkit.io",aws,2,"_:_----_:_$","us-west-1:/aws/lambda/testLambda:2021/09/22/[$LATEST]24c81f87ecf9440aa162cf218f37eefd","aws:cloudwatchlogs","ip-172-31-24-115.us-west-1.compute.internal","dmc_group_indexer",,,,none,,"1632320145.005","aws~0~68D3A016-0E1E-4A83-9F3C-20C501C451C2","0:1444248",,1632320568,"START RequestId: a17ce8b5-2d95-44f4-b311-a54a39515fd4 Version: $LATEST
",25,"ip-172-31-24-115.us-west-1.compute.internal
aws","aws:cloudwatchlogs",".005","1632320145.005"
