syslogID,module,submodule,type,severity,important,index
4508661a,VPN,SM_VPN_IKE,Network,Info,0,26
4508661b,VPN,SM_VPN_IKE,Network,Info,0,27
4508661c,VPN,SM_VPN_IKE,Network,Info,0,28
4508661d,VPN,SM_VPN_IKE,Network,Info,0,29
4508661e,VPN,SM_VPN_IKE,Network,Info,0,30
4508661f,VPN,SM_VPN_IKE,Network,Info,0,31
45086620,VPN,SM_VPN_IKE,Network,Info,0,32
45086621,VPN,SM_VPN_IKE,Network,Info,0,33
45086622,VPN,SM_VPN_IKE,Network,Info,0,34
45086623,VPN,SM_VPN_IKE,Network,Info,0,35
45086624,VPN,SM_VPN_IKE,Network,Info,0,36
45086625,VPN,SM_VPN_IKE,Network,Info,0,37
45086626,VPN,SM_VPN_IKE,Network,Info,0,38
45086627,VPN,SM_VPN_IKE,Network,Info,0,39
45086628,VPN,SM_VPN_IKE,Network,Info,0,40
45086629,VPN,SM_VPN_IKE,Network,Info,0,41
4508662a,VPN,SM_VPN_IKE,Network,Info,0,42
4508662b,VPN,SM_VPN_IKE,Network,Info,0,43
4508662c,VPN,SM_VPN_IKE,Network,Info,0,44
4508662d,VPN,SM_VPN_IKE,Network,Info,0,45
4508662e,VPN,SM_VPN_IKE,Network,Info,0,46
4508662f,VPN,SM_VPN_IKE,Network,Info,0,47
45086630,VPN,SM_VPN_IKE,Network,Info,0,48
45086631,VPN,SM_VPN_IKE,Network,Info,0,49
45086632,VPN,SM_VPN_IKE,Network,Info,0,50
45080434,VPN,SM_VPN_IKE,Event,Warning,0,52
45080435,VPN,SM_VPN_IKE,Event,Warning,0,53
45080636,VPN,SM_VPN_IKE,Event,Info,0,54
45080637,VPN,SM_VPN_IKE,Event,Info,0,55
45080638,VPN,SM_VPN_IKE,Event,Info,0,56
45080639,VPN,SM_VPN_IKE,Event,Info,0,57
43406601,NET,SM_NET_VR,Network,Info,0,1
43406602,NET,SM_NET_VR,Network,Info,0,2
43406603,NET,SM_NET_VR,Network,Info,0,3
43406604,NET,SM_NET_VR,Network,Info,0,4
43406605,NET,SM_NET_VR,Network,Info,0,5
43406606,NET,SM_NET_VR,Network,Info,0,6
43406607,NET,SM_NET_VR,Network,Info,0,7
43406608,NET,SM_NET_VR,Network,Info,0,8
434c0601,NET,SM_NET_WEBAUTH,Event,Info,0,1
434c0602,NET,SM_NET_WEBAUTH,Event,Info,0,2
434c0603,NET,SM_NET_WEBAUTH,Event,Info,0,3
434c0604,NET,SM_NET_WEBAUTH,Event,Info,0,4
46680501,FLOW,SM_FW_WEB_REDIRECT,Event,Notice,0,1
46680502,FLOW,SM_FW_WEB_REDIRECT,Event,Notice,0,2
